Node_ID,Elevation_Smoothen_ft,Curve_Current_degrees,geometry,x_coordinate,y_coordinate,Station_if,Intersection_if,Switch_if,Cumulative_Length_ft
4474,722.8350714,0.0001,POINT (-79.2233 36.08434),-79.2233,36.08434,0,0,0,223700
4475,722.5110571,0.00064,POINT (-79.2232 36.08432),-79.2232,36.08432,0,0,0,223750
4476,722.1862286,0.00074,POINT (-79.223 36.08431),-79.223,36.08431,0,0,0,223800
4477,721.8783714,0,POINT (-79.2229 36.08429),-79.2229,36.08429,0,0,0,223850
4478,721.5416714,0.00074,POINT (-79.2228 36.08427),-79.2228,36.08427,0,0,0,223900
4479,721.2210143,0.00074,POINT (-79.2226 36.08426),-79.2226,36.08426,0,0,0,223950
4480,720.9094714,0.00074,POINT (-79.2225 36.08424),-79.2225,36.08424,0,0,0,224000
4481,720.5869,0.00074,POINT (-79.2224 36.08423),-79.2224,36.08423,0,0,0,224050
4482,720.2359857,0,POINT (-79.2222 36.08421),-79.2222,36.08421,0,0,0,224100
4483,719.8801857,0.00074,POINT (-79.2221 36.08419),-79.2221,36.08419,0,0,0,224150
4484,719.5226857,0.00064,POINT (-79.2219 36.08418),-79.2219,36.08418,0,0,0,224200
4485,719.1708571,0.0001,POINT (-79.2218 36.08416),-79.2218,36.08416,0,0,0,224250
4486,718.8376286,0.00074,POINT (-79.2217 36.08415),-79.2217,36.08415,0,0,0,224300
4487,718.5137429,0.00074,POINT (-79.2215 36.08413),-79.2215,36.08413,0,0,0,224350
4488,718.1666857,0,POINT (-79.2214 36.08411),-79.2214,36.08411,0,0,0,224400
4489,717.8166429,0.00074,POINT (-79.2213 36.0841),-79.2213,36.0841,0,0,0,224450
4490,717.4564571,0.00074,POINT (-79.2211 36.08408),-79.2211,36.08408,0,0,0,224500
4491,717.0860286,0,POINT (-79.221 36.08407),-79.221,36.08407,0,0,0,224550
4492,716.7186714,0.00074,POINT (-79.2209 36.08405),-79.2209,36.08405,0,0,0,224600
4493,716.3382857,0.00074,POINT (-79.2207 36.08404),-79.2207,36.08404,0,0,0,224650
4494,715.9296,0.0001,POINT (-79.2206 36.08402),-79.2206,36.08402,0,0,0,224700
4495,715.5651143,0.00064,POINT (-79.2205 36.084),-79.2205,36.084,0,0,0,224750
4496,715.1792857,0.00074,POINT (-79.2203 36.08399),-79.2203,36.08399,0,0,0,224800
4497,714.7847286,0.00074,POINT (-79.2202 36.08397),-79.2202,36.08397,0,0,0,224850
4498,714.3895,0.00074,POINT (-79.22 36.08396),-79.22,36.08396,0,0,0,224900
4499,713.9784,0,POINT (-79.2199 36.08394),-79.2199,36.08394,0,0,0,224950
4500,713.5663286,0.00074,POINT (-79.2198 36.08392),-79.2198,36.08392,0,0,0,225000
4501,713.1799286,0.00074,POINT (-79.2196 36.08391),-79.2196,36.08391,0,0,0,225050
4502,712.7619429,0,POINT (-79.2195 36.08389),-79.2195,36.08389,0,0,0,225100
4503,712.3710143,0.00074,POINT (-79.2194 36.08388),-79.2194,36.08388,0,0,0,225150
4504,711.9835143,0.00074,POINT (-79.2192 36.08386),-79.2192,36.08386,0,0,0,225200
4505,711.6076143,0.0001,POINT (-79.2191 36.08384),-79.2191,36.08384,0,0,0,225250
4506,711.2655857,0.00064,POINT (-79.219 36.08383),-79.219,36.08383,0,0,0,225300
4507,710.9375714,0.00074,POINT (-79.2188 36.08381),-79.2188,36.08381,0,0,0,225350
4508,710.6381143,0.00074,POINT (-79.2187 36.0838),-79.2187,36.0838,0,0,0,225400
4509,710.3738143,0.00074,POINT (-79.2186 36.08378),-79.2186,36.08378,0,0,0,225450
4510,710.1677286,0,POINT (-79.2184 36.08377),-79.2184,36.08377,0,0,0,225500
4511,709.9934571,0.12994,POINT (-79.2183 36.08375),-79.2183,36.08375,0,0,0,225550
4512,709.8383714,0.26574,POINT (-79.2182 36.08373),-79.2182,36.08373,0,0,0,225600
4513,709.7054429,0.0001,POINT (-79.218 36.08372),-79.218,36.08372,0,0,0,225650
4514,709.6028,0.00074,POINT (-79.2179 36.0837),-79.2179,36.0837,0,0,0,225700
4515,709.5016286,0.00074,POINT (-79.2177 36.08369),-79.2177,36.08369,0,0,0,225750
4516,709.4050857,0.0001,POINT (-79.2176 36.08367),-79.2176,36.08367,0,0,0,225800
4517,709.3040571,0.0001,POINT (-79.2175 36.08366),-79.2175,36.08366,0,0,0,225850
4518,709.1936429,0.00074,POINT (-79.2173 36.08364),-79.2173,36.08364,0,0,0,225900
4519,709.0845857,0.00074,POINT (-79.2172 36.08362),-79.2172,36.08362,0,0,0,225950
4520,708.9693286,0.0001,POINT (-79.2171 36.08361),-79.2171,36.08361,0,0,0,226000
4521,708.8246714,0.0001,POINT (-79.2169 36.08359),-79.2169,36.08359,0,0,0,226050
4522,708.6856857,0.00074,POINT (-79.2168 36.08358),-79.2168,36.08358,0,0,0,226100
4523,708.5392714,0.00074,POINT (-79.2167 36.08356),-79.2167,36.08356,0,0,0,226150
4524,708.3860429,0.0001,POINT (-79.2165 36.08355),-79.2165,36.08355,0,0,0,226200
4525,708.2364143,0.0001,POINT (-79.2164 36.08353),-79.2164,36.08353,0,0,0,226250
4526,708.0787143,0.00074,POINT (-79.2163 36.08352),-79.2163,36.08352,0,0,0,226300
4527,707.9042429,0.00074,POINT (-79.2161 36.0835),-79.2161,36.0835,0,0,0,226350
4528,707.7502286,0.0001,POINT (-79.216 36.08349),-79.216,36.08349,0,0,0,226400
4529,707.5903429,0.0001,POINT (-79.2158 36.08347),-79.2158,36.08347,0,0,0,226450
4530,707.3929571,0.00074,POINT (-79.2157 36.08345),-79.2157,36.08345,0,0,0,226500
4531,707.1817857,0.00074,POINT (-79.2156 36.08344),-79.2156,36.08344,0,0,0,226550
4532,706.9825571,0.0001,POINT (-79.2154 36.08342),-79.2154,36.08342,0,0,0,226600
4533,706.7931857,0.00084,POINT (-79.2153 36.08341),-79.2153,36.08341,0,0,0,226650
4534,706.5940143,0.00074,POINT (-79.2152 36.08339),-79.2152,36.08339,0,0,0,226700
4535,706.3963,0,POINT (-79.215 36.08338),-79.215,36.08338,0,0,0,226750
4536,706.1853286,0.00064,POINT (-79.2149 36.08336),-79.2149,36.08336,0,0,0,226800
4537,705.9876714,0.00064,POINT (-79.2148 36.08335),-79.2148,36.08335,0,0,0,226850
4538,705.7874714,0,POINT (-79.2146 36.08333),-79.2146,36.08333,0,0,0,226900
4539,705.5720714,0.00074,POINT (-79.2145 36.08331),-79.2145,36.08331,0,0,0,226950
4540,705.3317143,0.00074,POINT (-79.2144 36.0833),-79.2144,36.0833,0,0,0,227000
4541,705.1188714,0.0001,POINT (-79.2142 36.08328),-79.2142,36.08328,0,0,0,227050
4542,704.8757143,0.00084,POINT (-79.2141 36.08327),-79.2141,36.08327,0,0,0,227100
4543,704.5996143,0.00074,POINT (-79.2139 36.08325),-79.2139,36.08325,0,0,0,227150
4544,704.3210286,0,POINT (-79.2138 36.08324),-79.2138,36.08324,0,0,0,227200
4545,704.0301714,0.00064,POINT (-79.2137 36.08322),-79.2137,36.08322,0,0,0,227250
4546,703.7161429,0.00064,POINT (-79.2135 36.08321),-79.2135,36.08321,0,0,0,227300
4547,703.4306143,0,POINT (-79.2134 36.08319),-79.2134,36.08319,0,0,0,227350
4548,703.1266571,0,POINT (-79.2133 36.08318),-79.2133,36.08318,0,0,0,227400
4549,702.8180143,0.00064,POINT (-79.2131 36.08316),-79.2131,36.08316,0,0,0,227450
4550,702.5799571,0.00064,POINT (-79.213 36.08314),-79.213,36.08314,0,0,0,227500
4551,702.3996857,0,POINT (-79.2129 36.08313),-79.2129,36.08313,0,0,0,227550
4552,702.2480143,0.00074,POINT (-79.2127 36.08311),-79.2127,36.08311,0,0,0,227600
4553,702.1525143,0.00084,POINT (-79.2126 36.0831),-79.2126,36.0831,0,0,0,227650
4554,702.0768286,0.0001,POINT (-79.2125 36.08308),-79.2125,36.08308,0,0,0,227700
4555,702.0335,0.02126,POINT (-79.2123 36.08307),-79.2123,36.08307,0,0,0,227750
4556,702.0146571,0.43906,POINT (-79.2122 36.08305),-79.2122,36.08305,0,0,0,227800
4557,701.9819571,0.00012,POINT (-79.2121 36.08304),-79.2121,36.08304,0,0,0,227850
4558,701.9293857,0.00012,POINT (-79.2119 36.08302),-79.2119,36.08302,0,0,0,227900
4559,701.8670286,0,POINT (-79.2118 36.083),-79.2118,36.083,0,0,0,227950
4560,701.7949714,0.00012,POINT (-79.2116 36.08299),-79.2116,36.08299,0,0,0,228000
4561,701.6962286,0.00012,POINT (-79.2115 36.08297),-79.2115,36.08297,0,0,0,228050
4562,701.6001143,0,POINT (-79.2114 36.08296),-79.2114,36.08296,0,0,0,228100
4563,701.4974429,0.00012,POINT (-79.2112 36.08294),-79.2112,36.08294,0,0,0,228150
4564,701.3814429,0.00012,POINT (-79.2111 36.08292),-79.2111,36.08292,0,0,0,228200
4565,701.2505143,0,POINT (-79.211 36.08291),-79.211,36.08291,0,0,0,228250
4566,701.1452571,0.00012,POINT (-79.2108 36.08289),-79.2108,36.08289,0,0,0,228300
4567,701.0164143,0.00012,POINT (-79.2107 36.08288),-79.2107,36.08288,0,0,0,228350
4568,700.9001286,0,POINT (-79.2106 36.08286),-79.2106,36.08286,0,0,0,228400
4569,700.7561286,0.00012,POINT (-79.2104 36.08284),-79.2104,36.08284,0,0,0,228450
4570,700.6339143,0.00012,POINT (-79.2103 36.08283),-79.2103,36.08283,0,0,0,228500
4571,700.5354571,0,POINT (-79.2102 36.08281),-79.2102,36.08281,0,0,0,228550
4572,700.4299571,0,POINT (-79.21 36.0828),-79.21,36.0828,0,0,0,228600
4573,700.2862714,0.00012,POINT (-79.2099 36.08278),-79.2099,36.08278,0,0,0,228650
4574,700.1522429,0.00012,POINT (-79.2097 36.08276),-79.2097,36.08276,0,0,0,228700
4575,700.0022714,0,POINT (-79.2096 36.08275),-79.2096,36.08275,0,0,0,228750
4576,699.8606286,0.00012,POINT (-79.2095 36.08273),-79.2095,36.08273,0,0,0,228800
4577,699.7203571,0.00012,POINT (-79.2093 36.08272),-79.2093,36.08272,0,0,0,228850
4578,699.5313,0,POINT (-79.2092 36.0827),-79.2092,36.0827,0,0,0,228900
4579,699.3883286,0.00012,POINT (-79.2091 36.08268),-79.2091,36.08268,0,0,0,228950
4580,699.2419,0.00012,POINT (-79.2089 36.08267),-79.2089,36.08267,0,0,0,229000
4581,699.0926143,0,POINT (-79.2088 36.08265),-79.2088,36.08265,0,0,0,229050
4582,698.9711286,0.00012,POINT (-79.2087 36.08264),-79.2087,36.08264,0,0,0,229100
4583,698.8368286,0.00012,POINT (-79.2085 36.08262),-79.2085,36.08262,0,0,0,229150
4584,698.7248286,0,POINT (-79.2084 36.0826),-79.2084,36.0826,0,0,0,229200
4585,698.6363,0.00012,POINT (-79.2083 36.08259),-79.2083,36.08259,0,0,0,229250
4586,698.5311,0.00012,POINT (-79.2081 36.08257),-79.2081,36.08257,0,0,0,229300
4587,698.4511571,0,POINT (-79.208 36.08256),-79.208,36.08256,0,0,0,229350
4588,698.4363143,0,POINT (-79.2079 36.08254),-79.2079,36.08254,0,0,0,229400
4589,698.4013714,0.00012,POINT (-79.2077 36.08252),-79.2077,36.08252,0,0,0,229450
4590,698.4195571,0.00012,POINT (-79.2076 36.08251),-79.2076,36.08251,0,0,0,229500
4591,698.4341714,0,POINT (-79.2074 36.08249),-79.2074,36.08249,0,0,0,229550
4592,698.4808714,0.00012,POINT (-79.2073 36.08248),-79.2073,36.08248,0,0,0,229600
4593,698.5392714,0.00012,POINT (-79.2072 36.08246),-79.2072,36.08246,0,0,0,229650
4594,698.6464143,0,POINT (-79.207 36.08245),-79.207,36.08245,0,0,0,229700
4595,698.7372571,0.00012,POINT (-79.2069 36.08243),-79.2069,36.08243,0,0,0,229750
4596,698.8784714,0.00012,POINT (-79.2068 36.08241),-79.2068,36.08241,0,0,0,229800
4597,698.9770571,0,POINT (-79.2066 36.0824),-79.2066,36.0824,0,0,0,229850
4598,699.0884571,0.00064,POINT (-79.2065 36.08238),-79.2065,36.08238,0,0,0,229900
4599,699.2145429,0.00138,POINT (-79.2064 36.08237),-79.2064,36.08237,0,0,0,229950
4600,699.3462429,0.00074,POINT (-79.2062 36.08235),-79.2062,36.08235,0,0,0,230000
4601,699.4639429,0.00064,POINT (-79.2061 36.08233),-79.2061,36.08233,0,0,0,230050
4602,699.5677286,0.00138,POINT (-79.206 36.08232),-79.206,36.08232,0,0,0,230100
4603,699.6672429,0.00074,POINT (-79.2058 36.0823),-79.2058,36.0823,0,0,0,230150
4604,699.7966714,0,POINT (-79.2057 36.08229),-79.2057,36.08229,0,0,0,230200
4605,699.9181571,0.00064,POINT (-79.2055 36.08227),-79.2055,36.08227,0,0,0,230250
4606,700.0370286,0.00064,POINT (-79.2054 36.08225),-79.2054,36.08225,0,0,0,230300
4607,700.1742286,0.00074,POINT (-79.2053 36.08224),-79.2053,36.08224,0,0,0,230350
4608,700.3227,0.00138,POINT (-79.2051 36.08222),-79.2051,36.08222,0,0,0,230400
4609,700.4761857,0.00064,POINT (-79.205 36.08221),-79.205,36.08221,0,0,0,230450
4610,700.6161286,0.00074,POINT (-79.2049 36.08219),-79.2049,36.08219,0,0,0,230500
4611,700.7634571,0.00138,POINT (-79.2047 36.08217),-79.2047,36.08217,0,0,0,230550
4612,700.9237,0.00064,POINT (-79.2046 36.08216),-79.2046,36.08216,0,0,0,230600
4613,701.0778714,0,POINT (-79.2045 36.08214),-79.2045,36.08214,0,0,0,230650
4614,701.2405429,0.00012,POINT (-79.2043 36.08213),-79.2043,36.08213,0,0,0,230700
4615,701.4042429,0.00012,POINT (-79.2042 36.08211),-79.2042,36.08211,0,0,0,230750
4616,701.5865286,0,POINT (-79.2041 36.08209),-79.2041,36.08209,0,0,0,230800
4617,701.7604714,0.00012,POINT (-79.2039 36.08208),-79.2039,36.08208,0,0,0,230850
4618,701.9360429,0.00012,POINT (-79.2038 36.08206),-79.2038,36.08206,0,0,0,230900
4619,702.0991286,0,POINT (-79.2037 36.08205),-79.2037,36.08205,0,0,0,230950
4620,702.2717286,0,POINT (-79.2035 36.08203),-79.2035,36.08203,0,0,0,231000
4621,702.4192286,0.00012,POINT (-79.2034 36.08201),-79.2034,36.08201,0,0,0,231050
4622,702.5856714,0.00012,POINT (-79.2032 36.082),-79.2032,36.082,0,0,0,231100
4623,702.7341857,0,POINT (-79.2031 36.08198),-79.2031,36.08198,0,0,0,231150
4624,702.9001571,0.00012,POINT (-79.203 36.08197),-79.203,36.08197,0,0,0,231200
4625,703.0553429,0.00012,POINT (-79.2028 36.08195),-79.2028,36.08195,0,0,0,231250
4626,703.1922286,0,POINT (-79.2027 36.08193),-79.2027,36.08193,0,0,0,231300
4627,703.2914286,0.00012,POINT (-79.2026 36.08192),-79.2026,36.08192,0,1,0,231350
4628,703.3738571,0.00012,POINT (-79.2024 36.0819),-79.2024,36.0819,0,0,0,231400
4629,703.4230143,0,POINT (-79.2023 36.08189),-79.2023,36.08189,0,0,0,231450
4630,703.4868,0.00012,POINT (-79.2022 36.08187),-79.2022,36.08187,0,0,0,231500
4631,703.5429,0.00012,POINT (-79.202 36.08185),-79.202,36.08185,0,0,0,231550
4632,703.5860143,0,POINT (-79.2019 36.08184),-79.2019,36.08184,0,0,0,231600
4633,703.6229286,0.00012,POINT (-79.2018 36.08182),-79.2018,36.08182,0,0,0,231650
4634,703.6766,0.00012,POINT (-79.2016 36.08181),-79.2016,36.08181,0,0,0,231700
4635,703.7248571,0,POINT (-79.2015 36.08179),-79.2015,36.08179,0,0,0,231750
4636,703.7453143,0,POINT (-79.2013 36.08178),-79.2013,36.08178,0,0,0,231800
4637,703.7354857,0.00012,POINT (-79.2012 36.08176),-79.2012,36.08176,0,0,0,231850
4638,703.6776286,0.00012,POINT (-79.2011 36.08174),-79.2011,36.08174,0,0,0,231900
4639,703.6104571,0,POINT (-79.2009 36.08173),-79.2009,36.08173,0,0,0,231950
4640,703.5306714,0.00012,POINT (-79.2008 36.08171),-79.2008,36.08171,0,0,0,232000
4641,703.4337,0.00012,POINT (-79.2007 36.0817),-79.2007,36.0817,0,0,0,232050
4642,703.3248714,0,POINT (-79.2005 36.08168),-79.2005,36.08168,0,0,0,232100
4643,703.2079714,0.00012,POINT (-79.2004 36.08166),-79.2004,36.08166,0,0,0,232150
4644,703.0811714,0.00012,POINT (-79.2003 36.08165),-79.2003,36.08165,0,0,0,232200
4645,702.9707286,0,POINT (-79.2001 36.08163),-79.2001,36.08163,0,0,0,232250
4646,702.8375429,0.00012,POINT (-79.2 36.08162),-79.2,36.08162,0,0,0,232300
4647,702.7134143,0.00012,POINT (-79.1999 36.0816),-79.1999,36.0816,0,0,0,232350
4648,702.5645143,0,POINT (-79.1997 36.08158),-79.1997,36.08158,0,0,0,232400
4649,702.4058857,0.00012,POINT (-79.1996 36.08157),-79.1996,36.08157,0,0,0,232450
4650,702.2225286,0.00012,POINT (-79.1995 36.08155),-79.1995,36.08155,0,0,0,232500
4651,702.0064143,0,POINT (-79.1993 36.08154),-79.1993,36.08154,0,0,0,232550
4652,701.7583,0,POINT (-79.1992 36.08152),-79.1992,36.08152,0,0,0,232600
4653,701.4978429,0.92932,POINT (-79.199 36.0815),-79.199,36.0815,0,0,0,232650
4654,701.1803,0.2182,POINT (-79.1989 36.08149),-79.1989,36.08149,0,0,0,232700
4655,700.8492143,0,POINT (-79.1988 36.08147),-79.1988,36.08147,0,0,0,232750
4656,700.4817714,0,POINT (-79.1986 36.08145),-79.1986,36.08145,0,0,0,232800
4657,700.1075429,0.00012,POINT (-79.1985 36.08144),-79.1985,36.08144,0,0,0,232850
4658,699.7606286,0.00012,POINT (-79.1984 36.08142),-79.1984,36.08142,0,0,0,232900
4659,699.3540143,0,POINT (-79.1982 36.0814),-79.1982,36.0814,0,0,0,232950
4660,698.9146143,0,POINT (-79.1981 36.08138),-79.1981,36.08138,0,0,0,233000
4661,698.4500714,0,POINT (-79.198 36.08137),-79.198,36.08137,0,0,0,233050
4662,697.9706286,0,POINT (-79.1978 36.08135),-79.1978,36.08135,0,0,0,233100
4663,697.5184714,0,POINT (-79.1977 36.08133),-79.1977,36.08133,0,0,0,233150
4664,697.0602571,0.00012,POINT (-79.1976 36.08132),-79.1976,36.08132,0,0,0,233200
4665,696.5844429,1.24798,POINT (-79.1974 36.0813),-79.1974,36.0813,0,0,0,233250
4666,696.1951429,1.50332,POINT (-79.1973 36.08128),-79.1973,36.08128,0,0,0,233300
4667,695.8511857,0.0001,POINT (-79.1972 36.08127),-79.1972,36.08127,0,0,0,233350
4668,695.5576714,0.00064,POINT (-79.197 36.08126),-79.197,36.08126,0,0,0,233400
4669,695.2893429,0.00064,POINT (-79.1969 36.08124),-79.1969,36.08124,0,0,0,233450
4670,695.0304571,0.00064,POINT (-79.1967 36.08123),-79.1967,36.08123,0,0,0,233500
4671,694.7883286,0.00074,POINT (-79.1966 36.08121),-79.1966,36.08121,0,0,0,233550
4672,694.5649286,0.00084,POINT (-79.1965 36.0812),-79.1965,36.0812,0,0,0,233600
4673,694.3291286,0.00084,POINT (-79.1963 36.08118),-79.1963,36.08118,0,0,0,233650
4674,694.0739571,0.00084,POINT (-79.1962 36.08117),-79.1962,36.08117,0,0,0,233700
4675,693.8032857,0.00084,POINT (-79.1961 36.08115),-79.1961,36.08115,0,0,0,233750
4676,693.5137857,0.0001,POINT (-79.1959 36.08114),-79.1959,36.08114,0,0,0,233800
4677,693.2319714,0.00064,POINT (-79.1958 36.08113),-79.1958,36.08113,0,0,0,233850
4678,692.9399286,0.00064,POINT (-79.1957 36.08111),-79.1957,36.08111,0,0,0,233900
4679,692.5799857,0.00064,POINT (-79.1955 36.0811),-79.1955,36.0811,0,0,0,233950
4680,692.1626714,0.00064,POINT (-79.1954 36.08108),-79.1954,36.08108,0,0,0,234000
4681,691.6948286,2.54236,POINT (-79.1953 36.08107),-79.1953,36.08107,0,0,0,234050
4682,691.1786,1.81282,POINT (-79.1951 36.08105),-79.1951,36.08105,0,0,0,234100
4683,690.6034714,0.00074,POINT (-79.195 36.08103),-79.195,36.08103,0,0,0,234150
4684,689.9573286,0.00074,POINT (-79.1948 36.08101),-79.1948,36.08101,0,0,0,234200
4685,689.2749429,0.00012,POINT (-79.1947 36.081),-79.1947,36.081,0,0,0,234250
4686,688.5794429,0.00012,POINT (-79.1946 36.08098),-79.1946,36.08098,0,0,0,234300
4687,687.8959429,0,POINT (-79.1944 36.08096),-79.1944,36.08096,0,0,0,234350
4688,687.2345,0,POINT (-79.1943 36.08094),-79.1943,36.08094,0,0,0,234400
4689,686.6033714,0,POINT (-79.1942 36.08092),-79.1942,36.08092,0,0,0,234450
4690,686.0101571,0.00074,POINT (-79.194 36.0809),-79.194,36.0809,0,0,0,234500
4691,685.4428429,0.00074,POINT (-79.1939 36.08088),-79.1939,36.08088,0,0,0,234550
4692,684.9364,1.00672,POINT (-79.1938 36.08087),-79.1938,36.08087,0,0,0,234600
4693,684.4988857,0.6956,POINT (-79.1936 36.08085),-79.1936,36.08085,0,0,0,234650
4694,684.1720571,0,POINT (-79.1935 36.08083),-79.1935,36.08083,0,0,0,234700
4695,683.9377714,0,POINT (-79.1934 36.08081),-79.1934,36.08081,0,0,0,234750
4696,683.7703143,0.0006,POINT (-79.1932 36.08078),-79.1932,36.08078,0,0,0,234800
4697,683.7084429,0.0006,POINT (-79.1931 36.08076),-79.1931,36.08076,0,0,0,234850
4698,683.6897857,0,POINT (-79.193 36.08074),-79.193,36.08074,0,0,0,234900
4699,683.6483857,0.0006,POINT (-79.1928 36.08072),-79.1928,36.08072,0,0,0,234950
4700,683.5710571,3.4022,POINT (-79.1927 36.0807),-79.1927,36.0807,0,0,0,235000
4701,683.4059143,3.3678,POINT (-79.1926 36.08068),-79.1926,36.08068,0,0,0,235050
4702,683.1894,0.0008,POINT (-79.1924 36.08065),-79.1924,36.08065,0,0,0,235100
4703,682.9386,0,POINT (-79.1923 36.08063),-79.1923,36.08063,0,0,0,235150
4704,682.6220857,0.0008,POINT (-79.1922 36.0806),-79.1922,36.0806,0,0,0,235200
4705,682.2835857,0.0008,POINT (-79.192 36.08057),-79.192,36.08057,0,0,0,235250
4706,681.9519,1.456,POINT (-79.1919 36.08055),-79.1919,36.08055,0,0,0,235300
4707,681.6428429,2.6168,POINT (-79.1918 36.08052),-79.1918,36.08052,0,0,0,235350
4708,681.3561857,0.0002,POINT (-79.1916 36.08049),-79.1916,36.08049,0,0,0,235400
4709,681.0217714,0,POINT (-79.1915 36.08046),-79.1915,36.08046,0,0,0,235450
4710,680.6296286,3.3792,POINT (-79.1914 36.08043),-79.1914,36.08043,0,0,0,235500
4711,680.1753143,7.0132,POINT (-79.1912 36.0804),-79.1912,36.0804,0,0,0,235550
4712,679.6212857,0.0002,POINT (-79.1911 36.08036),-79.1911,36.08036,0,0,0,235600
4713,679.0226714,0.0004,POINT (-79.191 36.08032),-79.191,36.08032,0,0,0,235650
4714,678.3915429,0.9376,POINT (-79.1909 36.08028),-79.1909,36.08028,0,0,0,235700
4715,677.7401857,1.3586,POINT (-79.1907 36.08024),-79.1907,36.08024,0,0,0,235750
4716,677.0845,0,POINT (-79.1906 36.0802),-79.1906,36.0802,0,0,0,235800
4717,676.5060714,0,POINT (-79.1905 36.08016),-79.1905,36.08016,0,0,0,235850
4718,675.9664143,0,POINT (-79.1903 36.08012),-79.1903,36.08012,0,0,0,235900
4719,675.5443571,0,POINT (-79.1902 36.08009),-79.1902,36.08009,0,0,0,235950
4720,675.2045714,0,POINT (-79.1901 36.08005),-79.1901,36.08005,0,0,0,236000
4721,674.9032571,0,POINT (-79.19 36.08001),-79.19,36.08001,0,0,0,236050
4722,674.5667286,0,POINT (-79.1898 36.07997),-79.1898,36.07997,0,0,0,236100
4723,674.2395571,4.7418,POINT (-79.1897 36.07993),-79.1897,36.07993,0,0,0,236150
4724,673.8788143,2.4096,POINT (-79.1896 36.07989),-79.1896,36.07989,0,0,0,236200
4725,673.5658857,0,POINT (-79.1894 36.07985),-79.1894,36.07985,0,0,0,236250
4726,673.2337429,0,POINT (-79.1893 36.0798),-79.1893,36.0798,0,0,0,236300
4727,672.9130571,0,POINT (-79.1892 36.07976),-79.1892,36.07976,0,0,0,236350
4728,672.5913,0,POINT (-79.1891 36.07972),-79.1891,36.07972,0,0,0,236400
4729,672.2772286,0.0004,POINT (-79.1889 36.07967),-79.1889,36.07967,0,0,0,236450
4730,672.0033714,4.1756,POINT (-79.1888 36.07963),-79.1888,36.07963,0,0,0,236500
4731,671.7387429,1.7626,POINT (-79.1887 36.07958),-79.1887,36.07958,0,0,0,236550
4732,671.4741571,0.0004,POINT (-79.1886 36.07953),-79.1886,36.07953,0,0,0,236600
4733,671.2718571,0.0004,POINT (-79.1884 36.07948),-79.1884,36.07948,0,0,0,236650
4734,671.0437857,0,POINT (-79.1883 36.07943),-79.1883,36.07943,0,0,0,236700
4735,670.8445857,0.001,POINT (-79.1882 36.07938),-79.1882,36.07938,0,0,0,236750
4736,670.7298571,0.001,POINT (-79.1881 36.07933),-79.1881,36.07933,0,0,0,236800
4737,670.6361571,0.0004,POINT (-79.188 36.07928),-79.188,36.07928,0,0,0,236850
4738,670.5789286,3.8408,POINT (-79.1878 36.07923),-79.1878,36.07923,0,0,0,236900
4739,670.5209857,1.1936,POINT (-79.1877 36.07918),-79.1877,36.07918,0,0,0,236950
4740,670.4430429,0.0006,POINT (-79.1876 36.07913),-79.1876,36.07913,0,0,0,237000
4741,670.3560429,0.0006,POINT (-79.1875 36.07907),-79.1875,36.07907,0,0,0,237050
4742,670.2665,0.0004,POINT (-79.1874 36.07902),-79.1874,36.07902,0,0,0,237100
4743,670.1567571,0.0002,POINT (-79.1872 36.07897),-79.1872,36.07897,0,0,0,237150
4744,670.0212714,0.2806,POINT (-79.1871 36.07891),-79.1871,36.07891,0,0,0,237200
4745,669.8441286,2.3248,POINT (-79.187 36.07886),-79.187,36.07886,0,0,0,237250
4746,669.6047857,0.0004,POINT (-79.1869 36.0788),-79.1869,36.0788,0,0,0,237300
4747,669.2961429,0.0004,POINT (-79.1868 36.07875),-79.1868,36.07875,0,0,0,237350
4748,668.9425429,0.0004,POINT (-79.1866 36.07869),-79.1866,36.07869,0,0,0,237400
4749,668.5306143,0.0004,POINT (-79.1865 36.07863),-79.1865,36.07863,0,0,0,237450
4750,668.0532286,0.0006,POINT (-79.1864 36.07858),-79.1864,36.07858,0,0,0,237500
4751,667.5144429,0.001,POINT (-79.1863 36.07852),-79.1863,36.07852,0,0,0,237550
4752,666.8875429,0.001,POINT (-79.1862 36.07847),-79.1862,36.07847,0,0,0,237600
4753,665.9520857,0.0006,POINT (-79.186 36.07841),-79.186,36.07841,0,0,0,237650
4754,665.1889429,5.077,POINT (-79.1859 36.07835),-79.1859,36.07835,0,0,0,237700
4755,664.4400286,1.747,POINT (-79.1858 36.0783),-79.1858,36.0783,0,0,0,237750
4756,663.6872857,0.001,POINT (-79.1857 36.07825),-79.1857,36.07825,0,0,0,237800
4757,663.1302,0.001,POINT (-79.1856 36.0782),-79.1856,36.0782,0,0,0,237850
4758,662.5846286,0.0006,POINT (-79.1854 36.07815),-79.1854,36.07815,0,0,0,237900
4759,662.1552143,0.0004,POINT (-79.1853 36.0781),-79.1853,36.0781,0,0,0,237950
4760,662.1348714,8.6222,POINT (-79.1852 36.07805),-79.1852,36.07805,0,0,0,238000
4761,662.1060429,0.5282,POINT (-79.1851 36.07801),-79.1851,36.07801,0,0,0,238050
4762,662.2210857,0,POINT (-79.1849 36.07797),-79.1849,36.07797,0,0,0,238100
4763,662.6456286,0,POINT (-79.1848 36.07793),-79.1848,36.07793,0,0,0,238150
