Speed_mph,Curve_CUR_degree,Curve_Max_FOL_500ft_degree,Curve_Max_FOL_500_1kft_degree,Curve_Max_FOL_1k_1k5ft_degree,Curve_Max_FOL_1k5_2kft_degree,Curve_Max_FOL_2k_2k5ft_degree,Curve_Max_PRE_500ft_degree,Curve_Max_PRE_500_1kft_degree,Curve_Max_PRE_1k_1k5ft_degree,Curve_Max_PRE_1k5_2kft_degree,Curve_Max_PRE_2k_2k5ft_degree,Elev_Delta_CUR_ft,Elev_Delta_FOL_500ft_ft,Elev_Delta_FOL_500_1kft_ft,Elev_Delta_FOL_1k_1k5ft_ft,Elev_Delta_FOL_1k5_2kft_ft,Elev_Delta_FOL_2k_2k5ft_ft,Elev_Delta_PRE_500ft_ft,Elev_Delta_PRE_500_1kft_ft,Elev_Delta_PRE_1k_1k5ft_ft,Elev_Delta_PRE_1k5_2kft_ft,Elev_Delta_PRE_2k_2k5ft_ft,Distance_to_FOL_Intersection,Distance_to_FOL_Station,Distance_to_FOL_Switch,Distance_to_PRE_Intersection,Distance_to_PRE_Station,Distance_to_PRE_Switch
10.56,0.0,9.2752,13.9544,4.858,0.2664,0.6372,5.19,0.3678,2.0702,4.428,14.6794,-0.8298286000000417,2.5017286000000354,-0.4013143000000241,-0.5041286000000014,-0.4156285999999909,-0.3066857000000027,-0.9686143000000129,-0.7498999999999683,-0.6970858000000248,-0.3107856999999967,0.11715720000000829,3450,0,0,50,0,0
51.68,5.19,2.9938,9.2752,13.9544,4.858,0.6372,0.3678,2.0702,4.428,14.6794,14.6376,-1.0629571000000055,0.387228499999992,2.5017286000000354,-0.4013143000000241,-0.5041286000000014,-0.40461429999999154,-0.7498999999999683,-0.6970858000000248,-0.43095710000000054,0.037642900000037116,0.2577999999999747,400,0,0,2950,0,0
51.31,0.0004,5.19,9.2752,13.9544,4.858,0.001,0.3678,2.0702,7.388,14.6794,14.6376,-0.8267571999999745,-0.8574284999999691,2.5017286000000354,-0.17934289999999464,-0.4013143000000241,-0.5041286000000014,-0.6970858000000248,-0.7120142999999644,0.004642900000021655,0.2577999999999747,-0.698828600000013,600,0,0,2750,0,0
48.23,0.0008,5.19,9.2752,13.9544,5.3902,0.001,0.3678,2.0702,7.388,14.6794,14.6376,-0.7705571000000191,-0.8027858000000379,2.5017286000000354,0.0015857000000210064,-0.4013143000000241,-0.5041286000000014,-0.6970858000000248,-0.7879143000000113,0.004642900000021655,0.2577999999999747,-0.698828600000013,700,0,0,2650,0,0
51.51,0.0608,5.19,9.2752,13.9544,5.3902,4.858,0.3678,3.0148,7.388,14.6794,14.6376,-0.7800143000000048,-0.7705571000000191,2.5017286000000354,0.31978569999995443,-0.4013143000000241,-0.5041286000000014,-0.6970858000000248,-0.6917571999999836,0.037642900000037116,0.2577999999999747,-0.698828600000013,800,0,0,2550,0,0
48.22,0.001,0.3678,5.19,9.2752,13.9544,5.3902,2.0702,7.388,14.6794,14.6376,10.2942,-0.7120142999999644,-0.6970858000000248,-0.8267571999999745,2.5017286000000354,-0.045200000000022555,-0.4013143000000241,-0.7504571000000055,0.004642900000021655,0.2577999999999747,-0.698828600000013,0.7149286000000075,1150,0,0,2200,0,0
51.59,0.609,2.0702,5.19,2.9938,9.2752,13.9544,4.428,14.6794,14.6376,9.3252,10.2942,-0.9270142999999962,-0.6970858000000248,-0.7498999999999683,0.387228499999992,2.5017286000000354,-0.4013143000000241,-0.43095710000000054,0.037642900000037116,0.2577999999999747,-0.6492571999999655,1.285971399999994,1400,0,0,1950,0,0
49.06,0.0,2.0702,0.3678,5.19,9.2752,13.9544,7.388,14.6794,14.6376,10.2942,9.28568,-0.9728570999999988,-0.6970858000000248,-0.7443714000000341,-0.8574284999999691,2.5017286000000354,-0.17934289999999464,0.004642900000021655,0.2577999999999747,-0.698828600000013,0.7149286000000075,1.285971399999994,1600,0,0,1750,0,0
52.72,6.17422,3.96988,9.60296,14.8648,11.39358,13.57834,4.6482,0.0006,1.2506,0.7414,0.916,-1.1725000000000136,-0.8809714999999869,-0.5065143000000489,0.35565710000003037,0.7294713999999658,0.25605709999996407,-0.4970429000000536,-0.410585699999956,-0.5271999999999935,-0.5860713999999803,-0.6009999999999991,1950,0,0,5150,0,0
0.0,0.66134,11.39358,13.57834,6.92622,5.16008,10.52474,14.8648,9.60296,6.17422,4.6482,1.2506,0.35565710000003037,0.7294713999999658,0.25605709999996407,0.029057200000011107,-0.16752859999996872,-0.46024280000000317,0.2258572000000072,-0.5065143000000489,-0.8809714999999869,-0.410585699999956,-0.42081430000001774,600,0,0,6500,0,0
63.7,0.1532,6.17422,9.60296,3.36612,14.8648,13.57834,0.0008,1.2506,0.7414,0.001,0.916,-0.5411999999999466,-0.5537714999999821,-0.86107149999998,-0.5065143000000489,0.35565710000003037,0.7294713999999658,-0.410585699999956,-0.5271999999999935,-0.5860713999999803,-0.6009999999999991,-0.37551429999996344,2350,0,0,4750,0,0
60.69,0.0006,4.6482,6.17422,9.60296,14.8648,11.39358,1.2506,0.0006,0.7414,0.916,0.0008,-0.42081430000001774,-0.410585699999956,-0.8809714999999869,-0.5065143000000489,0.2258572000000072,0.7294713999999658,-0.4888000000000261,-0.5667285999999763,-0.5860713999999803,-0.5971857000000114,0.14229999999997744,2650,0,0,4450,0,0
0.02,0.0006,0.0012,0.9358,0.6092,0.0108,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.14052860000003875,-0.194614300000012,4.1933285999999725,-0.5323000000000206,0.21291430000002265,0.223700000000008,-0.08035710000001473,2.5647286000000236,2.842785700000036,0.17112859999997454,-0.4266857000000073,0,400,0,600,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,0,450,0,550,0,0
0.0,0.0006,0.0012,0.9358,0.6092,0.0108,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.14052860000003875,-0.194614300000012,4.1933285999999725,-0.5323000000000206,0.21291430000002265,0.223700000000008,-0.08035710000001473,2.5647286000000236,2.842785700000036,0.17112859999997454,-0.4266857000000073,0,400,0,600,0,0
0.0,0.0006,0.0012,0.9358,0.6092,0.0108,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.14052860000003875,-0.194614300000012,4.1933285999999725,-0.5323000000000206,0.21291430000002265,0.223700000000008,-0.08035710000001473,2.5647286000000236,2.842785700000036,0.17112859999997454,-0.4266857000000073,0,400,0,600,0,0
0.0,0.0006,0.0012,0.9358,0.6092,0.0108,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.14052860000003875,-0.194614300000012,4.1933285999999725,-0.5323000000000206,0.21291430000002265,0.223700000000008,-0.08035710000001473,2.5647286000000236,2.842785700000036,0.17112859999997454,-0.4266857000000073,0,400,0,600,0,0
0.7,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,0,450,0,550,0,0
0.06,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,0,450,0,550,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,0,450,0,550,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,0,450,0,550,0,0
0.0,0.0006,0.0012,0.9358,0.6092,0.0108,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.14052860000003875,-0.194614300000012,4.1933285999999725,-0.5323000000000206,0.21291430000002265,0.223700000000008,-0.08035710000001473,2.5647286000000236,2.842785700000036,0.17112859999997454,-0.4266857000000073,0,400,0,600,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,0,450,0,550,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,0,450,0,550,0,0
0.03,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,0,450,0,550,0,0
0.06,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,0,450,0,550,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,0,500,0,500,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,0,500,0,500,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,0,500,0,500,0,0
0.87,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,0,500,0,500,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,0,500,0,500,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,0,500,0,500,0,0
0.05,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,0,500,0,500,0,0
0.02,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,0,500,0,500,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,0,500,0,500,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,0,500,0,500,0,0
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,0,500,0,500,0,0
