Node_ID,Cumulative_Length_ft,Elevation_Smoothen_ft,x_coordinate,y_coordinate,Curve_degree,Station,Intersection,Switch,Switch_if
2774,138700,657.4544143,-79.4385,36.09804,0.0006,,,,0
2775,138750,657.0405286,-79.4385,36.09795,0.001,,,,0
2776,138800,656.7648429,-79.4384,36.09787,0.001,,,,0
2777,138850,656.6951143,-79.4383,36.09778,0.0006,,,,0
2778,138900,657.7559857,-79.4382,36.09769,0.0006,,,,0
2779,138950,660.9875429,-79.4381,36.0976,0.0006,,,,0
2780,139000,664.3900857,-79.438,36.09752,0.0006,,,,0
2781,139050,665.6767857,-79.4379,36.09743,4.1452,,,,0
2782,139100,665.8076429,-79.4379,36.09734,0.758,,,,0
2783,139150,665.7917714,-79.4378,36.09725,0.0006,,,,0
2784,139200,665.5940143,-79.4377,36.09716,0.0006,,,,0
2785,139250,665.2944429,-79.4376,36.09707,0,,,,0
2786,139300,664.9653857,-79.4376,36.09698,0.0006,,,,0
2787,139350,664.6342429,-79.4375,36.09689,0.0006,,,,0
2788,139400,664.2772429,-79.4374,36.0968,0.0002,,,,0
2789,139450,663.9339857,-79.4373,36.09671,0.0002,,,,0
2790,139500,663.6505857,-79.4372,36.09662,0,,,,0
2791,139550,663.4621857,-79.4372,36.09653,0.0006,,,,0
2792,139600,662.341,-79.4371,36.09644,0.0006,,,,0
2793,139650,662.2924,-79.437,36.09635,0.0006,,,,0
2794,139700,662.2555714,-79.4369,36.09626,0.0006,,,,0
2795,139750,662.2435571,-79.4368,36.09617,0.1914,,,,0
2796,139800,662.2285571,-79.4368,36.09608,3.3042,,,,0
2797,139850,662.1941143,-79.4367,36.09599,0.0006,,,,0
2798,139900,662.0933857,-79.4366,36.09591,0.0002,,,,0
2799,139950,663.0076429,-79.4365,36.09582,0.0004,,,,0
2800,140000,662.8718857,-79.4364,36.09573,0,,,,0
2801,140050,662.7424286,-79.4363,36.09564,0,,,,0
2802,140100,662.6481571,-79.4363,36.09555,0.0004,,,,0
2803,140150,662.5574,-79.4362,36.09547,0.0002,,,,0
2804,140200,662.5103857,-79.4361,36.09538,0.0006,,,,0
2805,140250,662.4728714,-79.436,36.09529,0,,,,0
2806,140300,662.4450429,-79.4359,36.0952,0.0004,,,,0
2807,140350,662.4447,-79.4358,36.09511,0.0004,,,,0
2808,140400,662.4644857,-79.4358,36.09503,0,,,,0
2809,140450,662.5954571,-79.4357,36.09494,0.0006,,,,0
2810,140500,662.7286571,-79.4356,36.09485,0.0002,,,,0
2811,140550,662.8069571,-79.4355,36.09476,0.0004,,,,0
2812,140600,662.9499857,-79.4354,36.09467,0,,,,0
2813,140650,663.0439286,-79.4353,36.09459,0,,,,0
2814,140700,663.1310429,-79.4353,36.0945,0.001,,,,0
2815,140750,663.1878286,-79.4352,36.09441,0.001,,,,0
2816,140800,663.1128571,-79.4351,36.09432,0,,,,0
2817,140850,663.0168857,-79.435,36.09423,0.0004,,,,0
2818,140900,662.9443714,-79.4349,36.09415,0.7268,,,,0
2819,140950,662.7977286,-79.4348,36.09406,0.3022,,,,0
2820,141000,662.6641143,-79.4348,36.09397,0,,,,0
2821,141050,662.4832,-79.4347,36.09388,0,,,,0
2822,141100,662.1083714,-79.4346,36.0938,0,,,,0
2823,141150,661.7011,-79.4345,36.09371,0,,,,0
2824,141200,661.3533714,-79.4344,36.09362,0,,,,0
2825,141250,661.0233,-79.4343,36.09353,0,,,,0
2826,141300,660.7270571,-79.4343,36.09345,0.0004,,,,0
2827,141350,660.4881429,-79.4342,36.09336,0.0004,,,,0
2828,141400,660.2760857,-79.4341,36.09327,0,,,,0
2829,141450,660.2938143,-79.434,36.09318,0,,,,0
2830,141500,660.3242714,-79.4339,36.0931,0,,,,0
2831,141550,660.2800571,-79.4338,36.09301,2.1296,,,,0
2832,141600,660.1474857,-79.4338,36.09292,1.253,,,,0
2833,141650,659.9676714,-79.4337,36.09284,0.001,,,,0
2834,141700,659.7261429,-79.4336,36.09275,0.001,,,,0
2835,141750,659.4807143,-79.4335,36.09267,0.001,,,,0
2836,141800,659.1918286,-79.4334,36.09258,0.001,,,,0
2837,141850,658.8966714,-79.4333,36.0925,0.0006,,,,0
2838,141900,658.6257857,-79.4332,36.09241,0,,,,0
2839,141950,658.4299714,-79.4331,36.09233,0,,,,0
2840,142000,658.2380143,-79.4331,36.09224,0.0006,,,,0
2841,142050,658.0344,-79.433,36.09216,0.001,,,,0
2842,142100,657.8419857,-79.4329,36.09207,0.001,,,,0
2843,142150,655.5314143,-79.4328,36.09198,0.0006,,,,0
2844,142200,655.3931857,-79.4327,36.0919,0,,,,0
2845,142250,655.2514286,-79.4326,36.09181,0,,,,0
2846,142300,655.1175714,-79.4325,36.09173,0.5684,,,,0
2847,142350,654.9860143,-79.4324,36.09164,2.205,,,,0
2848,142400,654.8686286,-79.4324,36.09156,0.0004,,,,0
2849,142450,654.7180429,-79.4323,36.09147,0.0002,,,,0
2850,142500,656.6747429,-79.4322,36.09138,0.0006,,,,0
2851,142550,656.4578,-79.4321,36.09129,0,,,,0
2852,142600,656.2452429,-79.432,36.09121,0,,,,0
2853,142650,652.8125,-79.4319,36.09112,0.0006,,,,0
2854,142700,649.1221571,-79.4319,36.09103,0.0002,,,,0
2855,142750,645.6721714,-79.4318,36.09095,0.0004,,,,0
2856,142800,645.3972429,-79.4317,36.09086,0,,,,0
2857,142850,645.1360571,-79.4316,36.09077,0,,,,0
2858,142900,644.8612857,-79.4315,36.09069,0.0006,,,,0
2859,142950,644.5680714,-79.4314,36.0906,0.0002,,,,0
2860,143000,647.4493429,-79.4313,36.09051,0.0004,,,,0
2861,143050,650.5933714,-79.4313,36.09042,0,,,,0
2862,143100,653.4842857,-79.4312,36.09034,0.0006,,,,0
2863,143150,653.1947143,-79.4311,36.09025,0.0006,,,,0
2864,143200,652.8868571,-79.431,36.09016,0,,,,0
2865,143250,652.5691714,-79.4309,36.09008,0.0004,,,,0
2866,143300,652.2704286,-79.4308,36.08999,0.0002,,,,0
2867,143350,651.9901429,-79.4308,36.0899,0.0006,,,,0
2868,143400,651.6908143,-79.4307,36.08982,0,,,,0
2869,143450,651.4222714,-79.4306,36.08973,0,,,,0
2870,143500,651.1374571,-79.4305,36.08964,0.001,,,,0
2871,143550,650.8727571,-79.4304,36.08955,0.001,,,,0
2872,143600,650.7225286,-79.4303,36.08947,0,,,,0
2873,143650,650.5599143,-79.4302,36.08938,0,,,,0
2874,143700,650.2251714,-79.4302,36.08929,3.2992,,,,0
2875,143750,649.8138571,-79.4301,36.08921,1.458,,,,0
2876,143800,649.3072286,-79.43,36.08912,0,,,,0
2877,143850,648.7867571,-79.4299,36.08904,0.0006,,,,0
2878,143900,648.2559714,-79.4298,36.08896,0.0006,,,,0
2879,143950,647.584,-79.4297,36.08887,0,,,,0
2880,144000,646.8828,-79.4296,36.08879,0,,,,0
2881,144050,646.4097571,-79.4295,36.0887,0.0006,,,,0
2882,144100,646.0506,-79.4295,36.08862,2.5806,,,,0
2883,144150,645.7063,-79.4294,36.08854,2.7144,,,,0
2884,144200,645.3288571,-79.4293,36.08846,0.0006,,,,0
2885,144250,644.9724857,-79.4292,36.08838,0.0006,,,,0
2886,144300,644.7652571,-79.4291,36.0883,0.001,,,,0
2887,144350,644.7622143,-79.429,36.08821,0.001,,,,0
2888,144400,644.8579,-79.4289,36.08813,0.0006,,,,0
2889,144450,644.8784857,-79.4288,36.08805,0.0006,,,,0
2890,144500,644.9203714,-79.4287,36.08797,5.5476,,,,0
2891,144550,645.0896143,-79.4286,36.0879,14.4376,,,,0
2892,144600,645.2552286,-79.4285,36.08783,0.0006,,,,0
2893,144650,645.3252,-79.4284,36.08776,0.0006,,,,0
2894,144700,645.2275286,-79.4283,36.0877,3.6808,,,,0
2895,144750,645.0625286,-79.4282,36.08763,5.1284,,,,0
2896,144800,645.1220429,-79.4281,36.08757,0,,,,0
2897,144850,645.2199857,-79.4279,36.08751,0.0004,,,,0
2898,144900,645.3216571,-79.4278,36.08746,0.0004,,,,0
2899,144950,645.5036429,-79.4277,36.0874,8.6082,,,,0
2900,145000,645.7487143,-79.4276,36.08734,3.5956,,,,0
2901,145050,646.0886429,-79.4275,36.08729,0.0004,,,,0
2902,145100,646.3891857,-79.4273,36.08725,0.0004,,,,0
2903,145150,646.5258571,-79.4272,36.0872,0.0004,,,,0
2904,145200,646.8405714,-79.4271,36.08715,8.7086,,,,0
2905,145250,647.2396571,-79.427,36.08711,0.3172,,,,0
2906,145300,647.5990286,-79.4268,36.08706,0.0006,,,,0
2907,145350,647.9799714,-79.4267,36.08702,0.9746,,,,0
2908,145400,648.2904143,-79.4266,36.08698,10.541,,,,0
2909,145450,648.6912571,-79.4265,36.08695,0.0004,,,,0
2910,145500,649.1265857,-79.4263,36.08692,0.0004,,,,0
2911,145550,649.3331857,-79.4262,36.08689,0,,,,0
2912,145600,649.5596143,-79.4261,36.08686,7.0992,,,,0
2913,145650,649.7408714,-79.4259,36.08684,8.3074,,,,0
2914,145700,649.9151571,-79.4258,36.08682,0.00064,,,,0
2915,145750,650.1867286,-79.4257,36.0868,0.00076,,,,0
2916,145800,650.3787857,-79.4255,36.08679,0.00012,,,,0
2917,145850,650.6083714,-79.4254,36.08677,0.00012,,,,0
2918,145900,650.9592,-79.4252,36.08676,2.30796,,,,0
2919,145950,651.2927571,-79.4251,36.08674,1.73084,,,,0
2920,146000,651.7762429,-79.425,36.08673,0,,,,0
2921,146050,652.3398857,-79.4248,36.08672,0.0001,,,,0
2922,146100,652.9149714,-79.4247,36.08671,0.0001,,,,0
2923,146150,653.5028429,-79.4246,36.08669,0.0001,,,,0
2924,146200,654.1022143,-79.4244,36.08668,0.0001,,,,0
2925,146250,654.6830429,-79.4243,36.08667,1.15198,,,,0
2926,146300,655.1991429,-79.4242,36.08666,3.71398,,,,0
2927,146350,655.5910286,-79.424,36.08665,0.00076,,,,0
2928,146400,655.8902571,-79.4239,36.08664,0.00076,,,,0
2929,146450,656.0912286,-79.4238,36.08664,0.00076,,,,0
2930,146500,656.2606429,-79.4236,36.08663,0,,,,0
2931,146550,656.4056857,-79.4235,36.08662,0.00076,,,,0
2932,146600,656.5448714,-79.4233,36.08661,0.00076,,,,0
2933,146650,656.6586,-79.4232,36.08661,0,,,,0
2934,146700,656.7642143,-79.4231,36.0866,0.00076,,,,0
2935,146750,656.8265,-79.4229,36.08659,0.00076,,,,0
2936,146800,656.8778571,-79.4228,36.08658,0,,,,0
2937,146850,656.9386571,-79.4227,36.08658,0.00076,,,,0
2938,146900,656.9864143,-79.4225,36.08657,0.00076,,,,0
2939,146950,657.0337143,-79.4224,36.08656,0,,,,0
2940,147000,657.0889143,-79.4222,36.08655,4.5577,,,,0
2941,147050,657.1484,-79.4221,36.08655,0.00904,,,,0
2942,147100,657.2090714,-79.422,36.08655,0.00076,,,,0
2943,147150,657.2895571,-79.4218,36.08654,0.00076,,,,0
2944,147200,657.3555714,-79.4217,36.08654,2E-05,,,,0
2945,147250,657.4082,-79.4216,36.08654,0.00078,,,,0
2946,147300,657.4756714,-79.4214,36.08653,8.27262,,,,0
2947,147350,657.5422286,-79.4213,36.08652,2.03952,,,,0
2948,147400,657.6454286,-79.4212,36.08651,0.00076,,,,0
2949,147450,657.7705571,-79.421,36.0865,0.00066,,,,0
2950,147500,657.9266857,-79.4209,36.08648,1E-04,,,,0
2951,147550,658.0997429,-79.4207,36.08647,4.14678,,,,0
2952,147600,658.3085143,-79.4206,36.08645,2.81122,,,,0
2953,147650,658.5367429,-79.4205,36.08643,0,,,,0
2954,147700,658.7307286,-79.4203,36.08641,0.0002,,,,0
2955,147750,658.8760571,-79.4202,36.08639,6.0566,,,,0
2956,147800,659.0011,-79.4201,36.08637,7.2964,,,,0
2957,147850,659.0959143,-79.4199,36.08634,0.0004,,,,0
2958,147900,659.2211286,-79.4198,36.0863,0.0006,,,,0
2959,147950,659.3343857,-79.4197,36.08627,0.0008,,,,0
2960,148000,659.4533143,-79.4196,36.08624,0.0002,,,,0
2961,148050,659.5784286,-79.4194,36.08621,0.0006,,,,0
2962,148100,659.7197,-79.4193,36.08618,7.3268,,,,0
2963,148150,659.8551286,-79.4192,36.08614,3.1616,,,,0
2964,148200,659.9555143,-79.419,36.08609,0,,,,0
2965,148250,659.9664714,-79.4189,36.08605,0,,,,0
2966,148300,659.9451429,-79.4188,36.08601,0,,,,0
2967,148350,659.8675143,-79.4187,36.08597,0,,,,0
2968,148400,659.8112857,-79.4185,36.08593,0,,,,0
2969,148450,659.7146571,-79.4184,36.08589,0,,,,0
2970,148500,659.8718714,-79.4183,36.08584,0.9416,,,,0
2971,148550,660.0543429,-79.4181,36.0858,0.9852,,,,0
2972,148600,660.0626286,-79.418,36.08576,0.0002,,,,0
2973,148650,659.9750429,-79.4179,36.08572,0,,,,0
2974,148700,659.8847714,-79.4178,36.08568,0.0008,,,,0
2975,148750,659.7977857,-79.4176,36.08564,0.0008,,,,0
2976,148800,659.7805429,-79.4175,36.0856,0.0002,,,,0
2977,148850,659.5218143,-79.4174,36.08556,0.0004,,,,0
2978,148900,659.2689714,-79.4173,36.08552,0.0006,,,,0
2979,148950,659.2693571,-79.4171,36.08548,0.0002,,,,0
2980,149000,659.3802429,-79.417,36.08544,0.0002,,,,0
2981,149050,659.4877,-79.4169,36.0854,0.0006,,,,0
2982,149100,659.5659429,-79.4167,36.08536,1.5988,,,,0
2983,149150,659.5866857,-79.4166,36.08532,0.664,,,,0
2984,149200,659.5948286,-79.4165,36.08528,0.0002,,,,0
2985,149250,659.5958857,-79.4164,36.08524,0.0002,,,,0
2986,149300,659.5773,-79.4162,36.08519,0.0002,,,,0
2987,149350,659.5190429,-79.4161,36.08515,0.0002,,,,0
2988,149400,659.4499857,-79.416,36.08511,0.0002,,,,0
2989,149450,659.4013857,-79.4159,36.08507,0,,,,1
2990,149500,659.3685857,-79.4157,36.08503,0.0002,,,,0
2991,149550,659.3200571,-79.4156,36.08498,0.0002,,,,0
2992,149600,659.2438143,-79.4155,36.08494,0.0002,,,,0
2993,149650,659.1504714,-79.4153,36.0849,0.0002,,,,0
2994,149700,659.0726143,-79.4152,36.08486,0.0004,,,,0
2995,149750,659.0059143,-79.4151,36.08482,0.001,,,,0
2996,149800,658.9143857,-79.415,36.08477,0.0014,,,,0
2997,149850,658.8249143,-79.4148,36.08473,0.001,,,,0
2998,149900,658.7485286,-79.4147,36.08469,0.0002,,,,0
2999,149950,658.6797714,-79.4146,36.08465,0.0002,,,,0
3000,150000,658.6002143,-79.4145,36.08461,0.0002,,,,0
3001,150050,658.5389714,-79.4143,36.08456,0,,,,0
3002,150100,658.4825571,-79.4142,36.08452,0.0002,,,,0
3003,150150,658.4388429,-79.4141,36.08448,0.0002,,,,0
3004,150200,658.3939286,-79.414,36.08444,0.0002,,,,0
3005,150250,658.3436571,-79.4138,36.0844,0.0002,,,,0
3006,150300,658.3037857,-79.4137,36.08435,0.0004,,,,0
3007,150350,658.2516857,-79.4136,36.08431,0.0004,,,,0
3008,150400,658.1762429,-79.4134,36.08427,0,,,,0
3009,150450,658.0748714,-79.4133,36.08423,0.0002,,,,0
3010,150500,657.9586857,-79.4132,36.08418,0.0002,,,,0
3011,150550,657.8382286,-79.4131,36.08414,0.0002,,,,0
3012,150600,657.7261143,-79.4129,36.0841,0.37,,,,0
3013,150650,657.5838143,-79.4128,36.08406,0.0936,,,,0
3014,150700,657.4666143,-79.4127,36.08402,0.0004,,,,0
3015,150750,657.3534429,-79.4126,36.08397,0.0004,,,,0
3016,150800,657.2571714,-79.4124,36.08393,0,,,,0
3017,150850,657.1639714,-79.4123,36.08389,0.001,,,,0
3018,150900,657.0553,-79.4122,36.08385,0.001,,,,0
3019,150950,656.9323429,-79.4121,36.0838,0,,,,0
3020,151000,656.8173857,-79.4119,36.08376,0,,,,0
3021,151050,656.7029143,-79.4118,36.08372,0.0004,,,,0
3022,151100,656.5658143,-79.4117,36.08368,0.0004,,,,0
3023,151150,656.4358,-79.4116,36.08363,0.0008,,,,0
3024,151200,656.3003571,-79.4114,36.08359,0,,,,0
3025,151250,656.1721714,-79.4113,36.08355,0.0004,,,,0
3026,151300,656.0827,-79.4112,36.08351,0.0004,,,,0
3027,151350,656.0168857,-79.411,36.08346,0.0008,,,,0
3028,151400,655.9530714,-79.4109,36.08342,0.0004,,,,0
3029,151450,655.9485286,-79.4108,36.08338,0.0004,,,,0
3030,151500,655.9434286,-79.4107,36.08334,0,,,,0
3031,151550,655.9447429,-79.4105,36.08329,0,,,,0
3032,151600,655.9491286,-79.4104,36.08325,0.0004,,,,0
3033,151650,655.9498143,-79.4103,36.08321,0.0004,,,,0
3034,151700,655.9660429,-79.4102,36.08317,0.0008,,,,0
3035,151750,655.9744143,-79.41,36.08312,0.0004,,,,0
3036,151800,655.9529429,-79.4099,36.08308,0.0004,,,,0
3037,151850,655.9028714,-79.4098,36.08304,0,,,,0
3038,151900,655.8395429,-79.4097,36.083,0,,,,0
3039,151950,655.7798,-79.4095,36.08295,0.0006,,,,0
3040,152000,655.6825571,-79.4094,36.08291,0.0006,,,,0
3041,152050,655.5452286,-79.4093,36.08287,0.0006,,,,0
3042,152100,655.3985143,-79.4092,36.08283,0.0006,,,,0
3043,152150,655.3352571,-79.409,36.08278,0.0006,,,,0
3044,152200,655.3274857,-79.4089,36.08274,0.0006,,,,0
3045,152250,655.1510714,-79.4088,36.0827,0.0006,,,,0
3046,152300,654.9393857,-79.4086,36.08266,0.0006,,,,0
3047,152350,654.6972857,-79.4085,36.08261,0.0006,,,,0
3048,152400,654.4370714,-79.4084,36.08257,0.0006,,,,0
3049,152450,654.1702,-79.4083,36.08253,0.0006,,,,0
3050,152500,653.7608857,-79.4081,36.08249,0.0006,,,,0
3051,152550,653.3406714,-79.408,36.08244,0.0006,,,,0
3052,152600,653.0876143,-79.4079,36.0824,0.0006,,,,0
3053,152650,652.8196286,-79.4078,36.08236,0.0006,,,,0
3054,152700,652.5920143,-79.4076,36.08232,0.0006,,,,0
3055,152750,652.3328429,-79.4075,36.08227,0.0006,,,,0
3056,152800,652.0384571,-79.4074,36.08223,0.0006,,,,0
3057,152850,651.7442714,-79.4073,36.08219,0.0006,,,,0
3058,152900,651.3584143,-79.4071,36.08215,0.0006,,,,0
3059,152950,650.9268,-79.407,36.0821,0.0006,,,,0
3060,153000,650.4804857,-79.4069,36.08206,0.0006,,,,0
3061,153050,649.9885571,-79.4067,36.08202,0.0006,,,,0
3062,153100,649.5225429,-79.4066,36.08198,0.0004,,,,0
3063,153150,649.0619714,-79.4065,36.08193,0.0004,,,,0
3064,153200,648.601,-79.4064,36.08189,0,,,,0
3065,153250,648.1427,-79.4062,36.08185,0,,,,0
3066,153300,647.6927429,-79.4061,36.08181,0,,,,0
3067,153350,647.2309714,-79.406,36.08176,0.0004,,,,0
3068,153400,646.7772286,-79.4059,36.08172,0.0004,,,,0
3069,153450,646.2749429,-79.4057,36.08168,0,,,,0
3070,153500,645.7794714,-79.4056,36.08164,0,,,,0
3071,153550,645.3682714,-79.4055,36.08159,0,,,,0
3072,153600,644.9406286,-79.4054,36.08155,0.0004,,,,0
3073,153650,644.5076286,-79.4052,36.08151,0.0004,,,,0
3074,153700,644.1331857,-79.4051,36.08147,0,,,,0
3075,153750,643.7606,-79.405,36.08142,0.903,,,,0
3076,153800,643.4421286,-79.4049,36.08138,0.5404,,,,0
3077,153850,643.1146143,-79.4047,36.08134,0,,,,0
3078,153900,642.7373,-79.4046,36.08129,0.0004,,,,0
3079,153950,642.4073857,-79.4045,36.08125,0.0004,,,,0
3080,154000,642.0960286,-79.4044,36.08121,0,,,,0
3081,154050,641.7525714,-79.4042,36.08116,0,,,,0
3082,154100,641.4351,-79.4041,36.08112,0.0004,,,,0
3083,154150,641.1363,-79.404,36.08107,0.0004,,,,0
3084,154200,640.8556714,-79.4038,36.08103,0,,,,0
3085,154250,640.5618,-79.4037,36.08099,0.0004,,,,0
3086,154300,640.2958143,-79.4036,36.08094,0.001,,,,0
3087,154350,640.0345714,-79.4035,36.0809,0.0006,,,,0
3088,154400,639.7831286,-79.4033,36.08086,0,,,,0
3089,154450,639.5053,-79.4032,36.08081,0.0004,,,,0
3090,154500,639.21,-79.4031,36.08077,0.0004,,,,0
3091,154550,638.9003571,-79.403,36.08072,0,,,,0
3092,154600,638.5957286,-79.4028,36.08068,0.0954,,,,0
3093,154650,638.2537429,-79.4027,36.08064,1.1462,,,,0
3094,154700,637.9337,-79.4026,36.08059,0.0008,,,,0
3095,154750,637.6292857,-79.4025,36.08055,0.0008,,,,0
3096,154800,637.3324143,-79.4023,36.08051,0.0004,,,,0
3097,154850,637.0384429,-79.4022,36.08047,0.0004,,,,0
3098,154900,636.6801286,-79.4021,36.08042,0,,,,0
3099,154950,636.3475143,-79.402,36.08038,0.0004,,,,0
3100,155000,636.0145143,-79.4018,36.08034,1.5112,,,,0
3101,155050,635.6187,-79.4017,36.0803,13.1112,,,,0
3102,155100,635.1132,-79.4016,36.08027,0.0004,,,,0
3103,155150,634.5412714,-79.4014,36.08024,0.0004,,,,0
3104,155200,633.9438571,-79.4013,36.08021,0.0004,,,,0
3105,155250,633.3622857,-79.4012,36.08018,4.1558,,,,0
3106,155300,632.6900714,-79.401,36.08015,4.804,,,,0
3107,155350,631.9021571,-79.4009,36.08013,0.0006,,,,0
3108,155400,631.2447,-79.4008,36.08011,0.0006,,,,0
3109,155450,630.8482429,-79.4006,36.08009,0,,,,0
3110,155500,630.7242714,-79.4005,36.08007,13.02022,,,,0
3111,155550,630.4124,-79.4004,36.08006,1.31734,,,,0
3112,155600,630.2569286,-79.4002,36.08005,0.00076,,,,0
3113,155650,629.9917714,-79.4001,36.08005,1.26278,,,,0
3114,155700,629.9324429,-79.4,36.08004,9.08234,,,,0
3115,155750,629.7472714,-79.3998,36.08004,2E-05,,,,0
3116,155800,629.3005429,-79.3997,36.08005,0,,,,0
3117,155850,628.5045,-79.3995,36.08005,0,,,,0
3118,155900,628.0012571,-79.3994,36.08005,3.84528,,,,0
3119,155950,627.4546714,-79.3993,36.08006,11.59782,,,,0
3120,156000,627.0228714,-79.3991,36.08008,0.00062,,,,0
3121,156050,626.5849429,-79.399,36.08009,0.00074,,,,0
3122,156100,626.2214714,-79.3989,36.08011,0.00012,,,,0
3123,156150,625.9468,-79.3987,36.08013,6.09194,,,,0
3124,156200,625.8043,-79.3986,36.08015,3.77986,,,,0
3125,156250,625.5751,-79.3985,36.08018,0.00074,,,,0
3126,156300,625.2610286,-79.3983,36.08021,0.00074,,,,0
3127,156350,624.9909714,-79.3982,36.08023,0.00054,,,,0
3128,156400,624.6415,-79.3981,36.08026,0.0002,,,,0
3129,156450,624.2418429,-79.3979,36.08029,0.00074,,,,0
3130,156500,623.8238571,-79.3978,36.08031,0.00074,,,,0
3131,156550,623.4028714,-79.3977,36.08034,0.00074,,,,0
3132,156600,622.9525143,-79.3975,36.08037,0.00074,,,,0
3133,156650,622.5235857,-79.3974,36.0804,0,,,,0
3134,156700,622.0846857,-79.3973,36.08042,0.00092,,,,0
3135,156750,621.6069571,-79.3971,36.08045,0.00092,,,,0
3136,156800,621.1286,-79.397,36.08048,0.00074,,,,0
3137,156850,620.6760429,-79.3969,36.0805,0.00074,,,,0
3138,156900,620.2166857,-79.3967,36.08053,0.00074,,,,0
3139,156950,619.7593286,-79.3966,36.08056,0.00074,,,,0
3140,157000,619.2938,-79.3965,36.08058,0,,,,0
3141,157050,618.8227,-79.3963,36.08061,0.00074,,,,0
3142,157100,618.3772143,-79.3962,36.08064,0.00054,,,,0
3143,157150,617.9158143,-79.3961,36.08067,0.00054,,,,0
3144,157200,617.4692286,-79.3959,36.08069,0.00074,,,,0
3145,157250,617.0243143,-79.3958,36.08072,0.62828,,,,0
3146,157300,616.6032,-79.3957,36.08075,2.44656,,,,0
3147,157350,616.1746857,-79.3955,36.08077,0.07096,,,,0
3148,157400,615.7435857,-79.3954,36.08079,1.81154,,,,0
3149,157450,615.3197,-79.3953,36.08082,0.00056,,,,0
3150,157500,614.9196571,-79.3951,36.08085,0.00056,,,,0
3151,157550,614.4975,-79.395,36.08087,0.00074,,,,0
3152,157600,614.0835,-79.3949,36.0809,0.00018,,,,0
3153,157650,613.6316571,-79.3947,36.08092,0.00056,,,,0
3154,157700,613.1975143,-79.3946,36.08095,0.00074,,,,0
3155,157750,612.7656714,-79.3945,36.08097,0.00074,,,,0
3156,157800,612.3199143,-79.3943,36.081,0.00056,,,,0
3157,157850,611.8475857,-79.3942,36.08103,0.00056,,,,0
3158,157900,611.3812714,-79.3941,36.08105,0.00074,,,,0
3159,157950,610.8766286,-79.3939,36.08108,0.0009,,,,0
3160,158000,610.4128143,-79.3938,36.0811,0.0009,,,,0
3161,158050,609.9326714,-79.3937,36.08113,0.00074,,,,0
3162,158100,609.4443286,-79.3935,36.08116,0.00056,,,,0
3163,158150,608.9532857,-79.3934,36.08118,0.00018,,,,0
3164,158200,608.4905857,-79.3933,36.08121,0.00074,,,,0
3165,158250,608.0338571,-79.3932,36.08123,0.00056,,,,0
3166,158300,607.6321143,-79.393,36.08126,0.00056,,,,0
3167,158350,607.2162857,-79.3929,36.08128,0.00074,,,,0
3168,158400,606.8355429,-79.3928,36.08131,0.0009,,,,0
3169,158450,606.4705286,-79.3926,36.08134,0.0009,,,,0
3170,158500,606.1122714,-79.3925,36.08136,0.00074,,,,0
3171,158550,605.7513429,-79.3924,36.08139,0.00056,,,,0
3172,158600,605.3501571,-79.3922,36.08141,0.00018,,,,0
3173,158650,604.9308857,-79.3921,36.08144,0.00074,,,,0
3174,158700,604.5063714,-79.392,36.08147,0.00056,,,,0
3175,158750,604.0747286,-79.3918,36.08149,0.00056,,,,0
3176,158800,603.6143857,-79.3917,36.08152,0.00074,,,,0
3177,158850,603.1866571,-79.3916,36.08154,0.0009,,,,0
3178,158900,602.7541571,-79.3914,36.08157,0.0009,,,,0
3179,158950,602.3304714,-79.3913,36.08159,0.00074,,,,0
3180,159000,601.8765286,-79.3912,36.08162,0.00056,,,,0
3181,159050,601.4092429,-79.391,36.08165,0.00018,,,,0
3182,159100,600.9249714,-79.3909,36.08167,0.00074,,,,0
3183,159150,600.4898286,-79.3908,36.0817,0.00056,,,,0
3184,159200,600.0684429,-79.3906,36.08172,0.00056,,,,0
3185,159250,599.6533571,-79.3905,36.08175,0.00074,,,,0
3186,159300,599.2927143,-79.3904,36.08178,0.0009,,,,0
3187,159350,598.9965286,-79.3902,36.0818,0.0009,,,,0
3188,159400,598.6729286,-79.3901,36.08183,0.00074,,,,0
3189,159450,598.3131571,-79.39,36.08185,0.00056,,,,0
3190,159500,597.9258857,-79.3898,36.08188,0.00018,,,,0
3191,159550,597.4560429,-79.3897,36.0819,0.00074,,,,0
3192,159600,597.0134857,-79.3896,36.08193,0.00056,,,,0
3193,159650,596.5459,-79.3894,36.08196,0.00056,,,,0
3194,159700,596.0505714,-79.3893,36.08198,0.00074,,,,0
3195,159750,595.6246143,-79.3892,36.08201,0.0009,,,,0
3196,159800,595.265,-79.389,36.08203,0.0009,,,,0
3197,159850,594.9003286,-79.3889,36.08206,0.00074,,,,0
3198,159900,594.6281857,-79.3888,36.08209,0.00056,,,,0
3199,159950,594.3091571,-79.3886,36.08211,0.00018,,,,0
3200,160000,593.9777857,-79.3885,36.08214,0.00074,,,,0
3201,160050,593.6557286,-79.3884,36.08216,0.00056,,,,0
3202,160100,593.2116571,-79.3882,36.08219,0.00056,,,,0
3203,160150,592.76,-79.3881,36.08222,0.00074,,,,0
3204,160200,592.3995,-79.388,36.08224,0.0009,,,,0
3205,160250,592.027,-79.3878,36.08227,0.0009,,,,0
3206,160300,591.5430143,-79.3877,36.08229,0.00074,,,,0
