origin_date,name,number,longitude,latitude,speed,geometry
2024-02-12,Silver Meteor,98,-79.251056,34.60097,77.08,POINT (-79.251056 34.60097)
2024-02-12,Crescent,19,-79.888164,36.027278,77.55,POINT (-79.888164 36.027278)
2024-02-12,Silver Meteor,97,-78.220408,35.555789,46.03,POINT (-78.220408 35.555789)
2024-02-12,Piedmont,78,-78.914866,36.003047,50.57,POINT (-78.914866 36.003047)
