OBJECTID,ORIG_FID,ORIG_LEN,ORIG_SEQ,RASTERVALU,x_coordinate,y_coordinate
1541,1,198745.2375,13042,292.7299194,-78.40956369,35.61678926
1542,1,198760.4775,13043,293.0735474,-78.40945476,35.61672184
1543,1,198775.7176,13044,293.3065186,-78.40934583,35.61665443
1544,1,198790.9576,13045,293.7288513,-78.4092369,35.61658701
1545,1,198806.1976,13046,293.7326965,-78.40912797,35.6165196
1546,1,198821.4376,13047,293.5982056,-78.40901904,35.61645218
1547,1,198836.6777,13048,293.5734253,-78.40891011,35.61638477
1548,1,198851.9177,13049,293.3792114,-78.40880118,35.61631735
1549,1,198867.1577,13050,294.0847473,-78.40869723,35.61624534
1550,1,198882.3978,13051,294.7937317,-78.40860108,35.61616612
1551,1,191612.9032,12574,334.1939392,-78.45605746,35.65135476
1552,1,191628.1433,12575,334.3110657,-78.45595888,35.65127758
1553,1,191643.3833,12576,334.1539001,-78.45586029,35.65120039
1554,1,191658.6233,12577,334.2277832,-78.45576171,35.6511232
1555,1,191673.8633,12578,333.808075,-78.45566312,35.65104601
1556,1,191689.1034,12579,334.3834229,-78.45556453,35.65096882
1557,1,191704.3434,12580,334.3233948,-78.45546594,35.65089164
1558,1,191719.5834,12581,334.2893982,-78.45536736,35.65081445
1559,1,191734.8235,12582,334.2523193,-78.45527189,35.65073472
1560,1,191750.0635,12583,334.1893005,-78.45517693,35.65065459
1561,1,191765.3035,12584,334.684082,-78.45508196,35.65057447
1562,1,191780.5436,12585,334.444397,-78.45498699,35.65049434
1563,1,191795.7836,12586,334.3191223,-78.45489202,35.65041421
1564,1,191811.0236,12587,333.9093018,-78.45479696,35.65033416
1565,1,191826.2637,12588,333.9403687,-78.45470161,35.65025433
1566,1,191841.5037,12589,333.6327209,-78.45460626,35.6501745
1567,1,191856.7437,12590,333.6474304,-78.45451091,35.65009467
1568,1,191871.9837,12591,333.8666382,-78.45441628,35.65001429
1569,1,191887.2238,12592,334.1706848,-78.45432237,35.64993334
1570,1,191902.4638,12593,334.1905212,-78.45422847,35.64985238
1571,1,191917.7038,12594,333.6915894,-78.45414298,35.64976553
1572,1,191932.9439,12595,333.3557129,-78.4540582,35.64967818
1573,1,191948.1839,12596,333.0529175,-78.45397342,35.64959083
1574,1,191963.4239,12597,332.5542908,-78.45389452,35.64950001
1575,1,191978.664,12598,332.140686,-78.45381838,35.64940755
1576,1,191993.904,12599,331.6796265,-78.45374224,35.6493151
1577,1,192009.144,12600,331.4404602,-78.4536661,35.64922264
1578,1,192024.384,12601,331.1079712,-78.45359063,35.64912985
1579,1,192039.6241,12602,330.7275391,-78.45352218,35.6490335
1580,1,192054.8641,12603,330.378479,-78.45345372,35.64893716
1581,1,192070.1041,12604,330.2307129,-78.45338527,35.64884082
1582,1,192085.3442,12605,329.5210571,-78.45332879,35.64873962
1583,1,192100.5842,12606,328.3057861,-78.4532727,35.64863817
1584,1,192115.8242,12607,327.1251526,-78.45321687,35.64853659
1585,1,192131.0643,12608,326.2669067,-78.45316104,35.64843501
1586,1,192146.3043,12609,326.1376343,-78.45310522,35.64833343
1587,1,192161.5443,12610,326.2005005,-78.45304939,35.64823185
1588,1,192176.7844,12611,326.533783,-78.45299356,35.64813027
1589,1,192192.0244,12612,326.8842163,-78.45293773,35.64802869
1590,1,192207.2644,12613,328.2267761,-78.45288191,35.64792711
1591,1,192222.5044,12614,328.4932251,-78.45282852,35.64782468
1592,1,192237.7445,12615,328.7937927,-78.45277661,35.64772174
1593,1,192252.9845,12616,329.5617065,-78.45272471,35.6476188
1594,1,192268.2245,12617,330.1296387,-78.4526728,35.64751585
1595,1,192283.4646,12618,330.9122314,-78.45262089,35.64741291
1596,1,192298.7046,12619,331.432251,-78.45256899,35.64730996
1597,1,192313.9446,12620,331.7226868,-78.45251708,35.64720702
1598,1,192329.1847,12621,332.1053467,-78.45246562,35.64710393
1599,1,192344.4247,12622,332.2835693,-78.4524168,35.647
1600,1,192359.6647,12623,332.5227966,-78.45236798,35.64689606
1601,1,192374.9047,12624,332.6986694,-78.45231916,35.64679212
1602,1,192390.1448,12625,332.8547668,-78.45227034,35.64668818
1603,1,192405.3848,12626,332.920929,-78.45222152,35.64658425
1604,1,192420.6248,12627,333.7301025,-78.4521727,35.64648031
1605,1,192435.8649,12628,332.9489136,-78.45212388,35.64637637
1606,1,192451.1049,12629,332.9702759,-78.45207506,35.64627243
1607,1,192466.3449,12630,332.9151001,-78.45202624,35.6461685
1608,1,192481.585,12631,332.7494507,-78.45197742,35.64606456
1609,1,192496.825,12632,332.3779602,-78.45192859,35.64596062
1610,1,192512.065,12633,332.2363586,-78.45187977,35.64585668
1611,1,192527.3051,12634,332.0108948,-78.45183095,35.64575275
1612,1,192542.5451,12635,331.5603333,-78.45178213,35.64564881
1613,1,192557.7851,12636,331.2256775,-78.45173331,35.64554487
1614,1,192573.0251,12637,330.8978577,-78.45168448,35.64544093
1615,1,192588.2652,12638,330.6227112,-78.45163566,35.64533699
1616,1,192603.5052,12639,330.2702332,-78.45158684,35.64523305
1617,1,192618.7452,12640,329.8870544,-78.45153802,35.64512912
1618,1,192633.9853,12641,329.5606384,-78.4514892,35.64502518
1619,1,192649.2253,12642,329.078186,-78.45144037,35.64492124
1620,1,192664.4653,12643,328.6670532,-78.45139155,35.6448173
1621,1,192679.7054,12644,326.9952698,-78.45134273,35.64471336
1622,1,192694.9454,12645,327.8214111,-78.45129391,35.64460942
1623,1,192710.1854,12646,327.6407776,-78.45124354,35.64450599
1624,1,192725.4255,12647,326.8468933,-78.45119014,35.64440354
1625,1,192740.6655,12648,325.6898499,-78.45113674,35.6443011
1626,1,192755.9055,12649,324.5053101,-78.45108335,35.64419866
1627,1,192771.1455,12650,324.3550415,-78.45102995,35.64409621
1628,1,192786.3856,12651,324.1228638,-78.45097655,35.64399377
1629,1,192801.6256,12652,322.9241943,-78.45092315,35.64389133
1630,1,192816.8656,12653,321.8323059,-78.45086975,35.64378888
1631,1,192832.1057,12654,321.4013367,-78.45081635,35.64368644
1632,1,192847.3457,12655,319.3426208,-78.45075943,35.64358527
1633,1,192862.5857,12656,318.8262939,-78.45070307,35.64348391
1634,1,192877.8258,12657,319.0136414,-78.45065075,35.6433811
1635,1,192893.0658,12658,319.6000366,-78.45059844,35.64327829
1636,1,192908.3058,12659,320.3482056,-78.45054612,35.64317547
1637,1,192923.5458,12660,321.3558044,-78.4504938,35.64307266
1638,1,192938.7859,12661,321.6274719,-78.45043965,35.64297056
1639,1,192954.0259,12662,321.362915,-78.45037381,35.64287302
1640,1,192969.2659,12663,321.2025757,-78.45030797,35.64277547
1641,1,192984.506,12664,320.9077454,-78.45024213,35.64267793
1642,1,192999.746,12665,320.5799866,-78.4501731,35.64258187
1643,1,193014.986,12666,320.4753113,-78.45010284,35.64248638
1644,1,193030.2261,12667,320.425354,-78.45003257,35.64239089
1645,1,193045.4661,12668,320.1036072,-78.44996231,35.64229541
1646,1,193060.7061,12669,319.5212097,-78.44989078,35.64220062
1647,1,193075.9462,12670,319.9236755,-78.44980755,35.64211228
1648,1,193091.1862,12671,320.0149231,-78.44972431,35.64202395
1649,1,193106.4262,12672,319.9283447,-78.44964107,35.64193562
1650,1,193121.6662,12673,319.9042664,-78.44955784,35.64184729
1651,1,193136.9063,12674,320.0517883,-78.44947304,35.64176
1652,1,193152.1463,12675,320.1280823,-78.4493818,35.64167706
1653,1,193167.3863,12676,320.1247559,-78.44929056,35.64159411
1654,1,193182.6264,12677,320.0795288,-78.44919896,35.64151142
1655,1,193197.8664,12678,320.2315979,-78.4491058,35.6414299
1656,1,193213.1064,12679,320.3324585,-78.44901263,35.64134838
1657,1,193228.3465,12680,320.5932617,-78.44891946,35.64126686
1658,1,193243.5865,12681,320.7082825,-78.44882023,35.64119042
1659,1,193258.8265,12682,320.322052,-78.44871707,35.64111727
1660,1,193274.0665,12683,320.04245,-78.44861392,35.64104413
1661,1,193289.3066,12684,319.5525513,-78.44851076,35.64097098
1662,1,193304.5466,12685,319.6378784,-78.44840727,35.64089815
1663,1,193319.7866,12686,319.4901428,-78.44830208,35.64082694
1664,1,193335.0267,12687,319.5525208,-78.4481969,35.64075572
1665,1,193350.2667,12688,320.0998535,-78.44809172,35.6406845
1666,1,193365.5067,12689,320.4680176,-78.44798654,35.64061329
1667,1,193380.7468,12690,320.8467712,-78.44788136,35.64054207
1668,1,193395.9868,12691,321.3695068,-78.44777617,35.64047085
1669,1,193411.2268,12692,322.2987366,-78.44767099,35.64039964
1670,1,193426.4669,12693,322.6556702,-78.44756359,35.64033069
1671,1,193441.7069,12694,322.8917236,-78.44745448,35.64026349
1672,1,193456.9469,12695,323.1481934,-78.44734536,35.64019629
1673,1,193472.1869,12696,323.2489624,-78.44723625,35.64012909
1674,1,193487.427,12697,323.5168762,-78.44712714,35.64006189
1675,1,193502.667,12698,323.5780029,-78.44701803,35.63999469
1676,1,193517.907,12699,323.6706543,-78.44690892,35.63992749
1677,1,193533.1471,12700,323.6550903,-78.44679981,35.63986029
1678,1,193548.3871,12701,323.7940063,-78.4466907,35.63979309
1679,1,193563.6271,12702,324.0510254,-78.44658159,35.63972589
1680,1,193578.8672,12703,324.0115356,-78.44647248,35.63965869
1681,1,193594.1072,12704,324.3045044,-78.44636336,35.63959149
1682,1,193609.3472,12705,324.3765869,-78.44625409,35.63952446
1683,1,193624.5872,12706,324.4968262,-78.44614482,35.63945743
1684,1,193639.8273,12707,324.664978,-78.44603555,35.6393904
1685,1,193655.0673,12708,324.7115479,-78.44592628,35.63932337
1686,1,193670.3073,12709,324.8765259,-78.44581701,35.63925634
1687,1,193685.5474,12710,324.8139038,-78.44570774,35.63918931
1688,1,193700.7874,12711,324.7819824,-78.44559847,35.63912228
1689,1,193716.0274,12712,325.0481567,-78.44548921,35.63905525
1690,1,193731.2675,12713,325.1158142,-78.44537994,35.63898821
1691,1,193746.5075,12714,325.0247192,-78.44527067,35.63892118
1692,1,193761.7475,12715,325.0768127,-78.4451614,35.63885415
1693,1,193776.9876,12716,325.1550903,-78.44505213,35.63878712
1694,1,193792.2276,12717,325.1980896,-78.44494286,35.63872009
1695,1,193807.4676,12718,325.2407837,-78.44483359,35.63865306
1696,1,193822.7076,12719,325.3989258,-78.44472432,35.63858603
1697,1,193837.9477,12720,325.8703308,-78.44461505,35.638519
1698,1,193853.1877,12721,325.8964844,-78.44450578,35.63845197
1699,1,193868.4277,12722,325.9559021,-78.44439651,35.63838494
1700,1,193883.6678,12723,326.1539612,-78.44428724,35.6383179
1701,1,193898.9078,12724,326.5002136,-78.44417797,35.63825087
1702,1,193914.1478,12725,326.5356445,-78.4440687,35.63818384
1703,1,193929.3879,12726,326.7518311,-78.44395943,35.63811681
1704,1,193944.6279,12727,327.0973206,-78.44385016,35.63804978
1705,1,193959.8679,12728,327.4401855,-78.44374089,35.63798275
1706,1,193975.108,12729,327.5991821,-78.44363162,35.63791572
1707,1,193990.348,12730,327.9048462,-78.44352235,35.63784869
1708,1,194005.588,12731,328.2243347,-78.44341308,35.63778165
1709,1,194020.828,12732,328.4646606,-78.44330381,35.63771462
1710,1,194036.0681,12733,328.6721802,-78.44319454,35.63764759
1711,1,194051.3081,12734,328.5944519,-78.44308527,35.63758056
1712,1,194066.5481,12735,328.9432678,-78.442976,35.63751353
1713,1,194081.7882,12736,329.0326538,-78.44286673,35.6374465
1714,1,194097.0282,12737,329.2449646,-78.44275746,35.63737947
1715,1,194112.2682,12738,329.2497253,-78.44264819,35.63731244
1716,1,194127.5083,12739,329.4103394,-78.44253892,35.6372454
1717,1,194142.7483,12740,329.3365173,-78.44242965,35.63717837
1718,1,194157.9883,12741,329.2893677,-78.44232038,35.63711134
1719,1,194173.2283,12742,329.1776733,-78.44221111,35.63704431
1720,1,194188.4684,12743,328.6827698,-78.442103,35.63697605
1721,1,194203.7084,12744,332.0100098,-78.44199526,35.6369074
1722,1,194218.9484,12745,331.7784729,-78.44188753,35.63683874
1723,1,194234.1885,12746,328.7050781,-78.44177979,35.63677009
1724,1,194249.4285,12747,328.270752,-78.44167206,35.63670144
1725,1,194264.6685,12748,328.0489502,-78.44156432,35.63663278
1726,1,194279.9086,12749,327.8714294,-78.44145659,35.63656413
1727,1,194295.1486,12750,327.5727234,-78.44134879,35.63649554
1728,1,194310.3886,12751,327.2389526,-78.44123997,35.63642803
1729,1,194325.6287,12752,326.9463196,-78.44113114,35.63636052
1730,1,194340.8687,12753,326.5902405,-78.44102232,35.63629301
1731,1,194356.1087,12754,326.3205566,-78.44091349,35.6362255
1732,1,194371.3487,12755,326.4883423,-78.44080467,35.63615799
1733,1,194386.5888,12756,326.0730896,-78.44069584,35.63609048
1734,1,194401.8288,12757,325.7934265,-78.44058702,35.63602297
1735,1,194417.0688,12758,325.5108643,-78.44047819,35.63595546
1736,1,194432.3089,12759,325.1252747,-78.44036937,35.63588795
1737,1,194447.5489,12760,324.8495789,-78.44026055,35.63582044
1738,1,194462.7889,12761,324.670166,-78.44015172,35.63575293
1739,1,194478.029,12762,324.6817627,-78.44004289,35.63568543
1740,1,194493.269,12763,324.6975403,-78.43993407,35.63561792
1741,1,194508.509,12764,324.5644531,-78.43982524,35.63555041
1742,1,194523.749,12765,324.3802795,-78.43971642,35.6354829
1743,1,194538.9891,12766,324.1698608,-78.43960759,35.63541539
1744,1,194554.2291,12767,323.8121338,-78.43949877,35.63534788
1745,1,194569.4691,12768,323.4582825,-78.43938994,35.63528037
1746,1,194584.7092,12769,323.5575867,-78.43928111,35.63521286
1747,1,194599.9492,12770,323.27948,-78.43917229,35.63514535
1748,1,194615.1892,12771,323.3224182,-78.43906346,35.63507784
1749,1,194630.4293,12772,323.2433472,-78.43895464,35.63501033
1750,1,194645.6693,12773,323.0246887,-78.43884581,35.63494282
1751,1,194660.9093,12774,322.9932251,-78.43873699,35.63487531
1752,1,194676.1494,12775,322.8781128,-78.43862816,35.63480781
1753,1,194691.3894,12776,322.5752258,-78.43851933,35.6347403
1754,1,194706.6294,12777,322.5137024,-78.43841051,35.63467279
1755,1,194721.8694,12778,322.345459,-78.43830168,35.63460528
1756,1,194737.1095,12779,321.9025879,-78.43819286,35.63453777
1757,1,194752.3495,12780,321.6875305,-78.43808403,35.63447026
1758,1,194767.5895,12781,321.6368103,-78.43797521,35.63440275
1759,1,194782.8296,12782,321.3759155,-78.43786638,35.63433524
1760,1,194798.0696,12783,321.3064575,-78.43775756,35.63426773
1761,1,194813.3096,12784,321.1588135,-78.43764873,35.63420022
1762,1,194828.5497,12785,320.7740479,-78.4375399,35.63413271
1763,1,194843.7897,12786,320.4190369,-78.43743108,35.6340652
1764,1,194859.0297,12787,319.962677,-78.43732225,35.63399769
1765,1,194874.2697,12788,319.9898071,-78.43721343,35.63393018
1766,1,194889.5098,12789,320.1618652,-78.4371046,35.63386267
1767,1,194904.7498,12790,319.5822144,-78.43699577,35.63379516
1768,1,188092.4562,12343,342.3389282,-78.47890054,35.66902786
1769,1,188107.6962,12344,343.0293274,-78.47877421,35.668985
1770,1,188122.9362,12345,343.191864,-78.47864952,35.66893916
1771,1,188138.1763,12346,343.4648743,-78.47852597,35.66889125
1772,1,188153.4163,12347,343.9656677,-78.47840242,35.66884334
1773,1,188168.6563,12348,344.0811462,-78.47827913,35.66879499
1774,1,188183.8964,12349,344.3304749,-78.4781565,35.66874554
1775,1,188199.1364,12350,344.5479126,-78.47803388,35.6686961
1776,1,188214.3764,12351,344.6538086,-78.47791125,35.66864665
1777,1,188229.6165,12352,344.0674133,-78.47778903,35.66859658
1778,1,188244.8565,12353,344.1645508,-78.47767182,35.66853912
1779,1,188260.0965,12354,344.0371399,-78.4775546,35.66848166
1780,1,188275.3366,12355,343.4425049,-78.47743738,35.6684242
1781,1,188290.5766,12356,343.2723083,-78.47732338,35.66836284
1782,1,188305.8166,12357,343.873291,-78.47721325,35.66829676
1783,1,188321.0566,12358,344.6294556,-78.47710313,35.66823069
1784,1,188336.2967,12359,345.1056519,-78.47699709,35.66816059
1785,1,188351.5367,12360,345.3910828,-78.4768965,35.66808515
1786,1,188366.7767,12361,346.0922546,-78.47679591,35.66800971
1787,1,188382.0168,12362,344.9762573,-78.47669531,35.66793426
1788,1,188397.2568,12363,344.077179,-78.47659472,35.66785882
1789,1,188412.4968,12364,343.4867859,-78.47649531,35.66778236
1790,1,188427.7369,12365,342.7963562,-78.4763962,35.66770563
1791,1,188442.9769,12366,342.590332,-78.47629709,35.6676289
1792,1,188458.2169,12367,342.7801819,-78.47619798,35.66755217
1793,1,188473.4569,12368,342.5024109,-78.47609887,35.66747544
1794,1,188488.697,12369,342.2326965,-78.47599976,35.66739871
1795,1,188503.937,12370,341.7764893,-78.47590065,35.66732198
1796,1,188519.177,12371,341.4924622,-78.47580155,35.66724525
1797,1,188534.4171,12372,341.2815552,-78.47570244,35.66716852
1798,1,188549.6571,12373,341.3531799,-78.47560333,35.66709179
1799,1,188564.8971,12374,340.9518127,-78.47550485,35.66701453
1800,1,188580.1372,12375,340.7428894,-78.47540744,35.66693638
1801,1,188595.3772,12376,340.3469238,-78.47531003,35.66685823
1802,1,188610.6172,12377,340.0570068,-78.47521262,35.66678007
1803,1,188625.8573,12378,339.6889648,-78.47511522,35.66670192
1804,1,188641.0973,12379,339.0735474,-78.47501781,35.66662377
1805,1,188656.3373,12380,338.805603,-78.4749204,35.66654561
1806,1,188671.5773,12381,338.4519653,-78.47482297,35.66646748
1807,1,188686.8174,12382,338.2906189,-78.47472452,35.66639019
1808,1,188702.0574,12383,338.0705872,-78.47462607,35.6663129
1809,1,188717.2974,12384,337.9523621,-78.47452762,35.66623561
1810,1,188732.5375,12385,337.7588806,-78.47442917,35.66615832
1811,1,188747.7775,12386,337.4874268,-78.47433072,35.66608103
1812,1,188763.0175,12387,337.4479065,-78.47423227,35.66600375
1813,1,188778.2576,12388,337.1994324,-78.47413382,35.66592646
1814,1,188793.4976,12389,337.0201416,-78.47403537,35.66584917
1815,1,188808.7376,12390,336.8610535,-78.47393692,35.66577188
1816,1,188823.9776,12391,336.4307556,-78.47384044,35.66569297
1817,1,188839.2177,12392,336.0257263,-78.47374402,35.66561401
1818,1,188854.4577,12393,335.5874634,-78.47364761,35.66553504
1819,1,188869.6977,12394,335.1534729,-78.47355119,35.66545608
1820,1,188884.9378,12395,334.8023682,-78.47345478,35.66537712
1821,1,188900.1778,12396,334.4266357,-78.47335836,35.66529815
1822,1,188915.4178,12397,333.9581299,-78.47326195,35.66521919
1823,1,188930.6579,12398,333.4671326,-78.47316553,35.66514022
1824,1,188945.8979,12399,333.2459717,-78.47306912,35.66506126
1825,1,188961.1379,12400,332.9000244,-78.4729727,35.66498229
1826,1,188976.378,12401,332.8572083,-78.47287629,35.66490333
1827,1,188991.618,12402,332.9064636,-78.47277987,35.66482436
1828,1,189006.858,12403,332.5319824,-78.47268346,35.6647454
1829,1,189022.098,12404,332.2945862,-78.47258704,35.66466643
1830,1,189037.3381,12405,331.6458435,-78.47249,35.66458799
1831,1,189052.5781,12406,331.4047546,-78.47239131,35.6645109
1832,1,189067.8181,12407,331.1019287,-78.47229263,35.66443381
1833,1,189083.0582,12408,331.1248779,-78.47219395,35.66435671
1834,1,189098.2982,12409,331.125061,-78.47209526,35.66427962
1835,1,189113.5382,12410,331.181488,-78.47199658,35.66420253
1836,1,189128.7783,12411,331.3520508,-78.47189789,35.66412543
1837,1,189144.0183,12412,331.4066772,-78.47179983,35.66404782
1838,1,189159.2583,12413,314.6751404,-78.4717025,35.6639696
1839,1,189174.4983,12414,310.7087708,-78.47160517,35.66389139
1840,1,189189.7384,12415,331.0753479,-78.47150783,35.66381317
1841,1,189204.9784,12416,330.9748535,-78.4714105,35.66373495
1842,1,189220.2184,12417,330.8667908,-78.47131317,35.66365673
1843,1,189235.4585,12418,330.4511719,-78.47121583,35.66357851
1844,1,189250.6985,12419,330.532196,-78.4711185,35.66350029
1845,1,189265.9385,12420,330.1157837,-78.47102117,35.66342207
1846,1,189281.1786,12421,330.136322,-78.47092383,35.66334385
1847,1,189296.4186,12422,330.1963501,-78.4708265,35.66326563
1848,1,189311.6586,12423,330.3945007,-78.47072917,35.66318742
1849,1,189326.8987,12424,330.4550171,-78.47063183,35.6631092
1850,1,189342.1387,12425,330.3161926,-78.4705345,35.66303098
1851,1,189357.3787,12426,330.4376526,-78.47043717,35.66295276
1852,1,189372.6187,12427,330.52771,-78.47033983,35.66287454
1853,1,189387.8588,12428,330.6161804,-78.4702425,35.66279632
1854,1,189403.0988,12429,330.7524414,-78.47014517,35.6627181
1855,1,189418.3388,12430,330.8137207,-78.47004783,35.66263988
1856,1,189433.5789,12431,330.8280945,-78.4699505,35.66256166
1857,1,189448.8189,12432,330.9570618,-78.46985317,35.66248344
1858,1,189464.0589,12433,331.0944214,-78.46975584,35.66240522
1859,1,189479.299,12434,331.1405029,-78.4696585,35.662327
1860,1,189494.539,12435,331.0900574,-78.46956117,35.66224878
1861,1,189509.779,12436,331.5194092,-78.46946383,35.66217056
1862,1,189525.019,12437,331.5704651,-78.4693665,35.66209235
1863,1,189540.2591,12438,331.8300781,-78.46926916,35.66201413
1864,1,189555.4991,12439,332.1132507,-78.46917182,35.66193591
1865,1,189570.7391,12440,332.3279114,-78.46907449,35.66185769
1866,1,189585.9792,12441,332.5186768,-78.46897715,35.66177947
1867,1,189601.2192,12442,332.7736816,-78.46887982,35.66170125
1868,1,189616.4592,12443,333.0568542,-78.46878248,35.66162303
1869,1,189631.6993,12444,333.2201233,-78.46868515,35.66154481
1870,1,189646.9393,12445,333.6373596,-78.46858781,35.6614666
1871,1,189662.1793,12446,333.8375244,-78.46849048,35.66138838
1872,1,189677.4194,12447,334.1248779,-78.46839314,35.66131016
1873,1,189692.6594,12448,334.3901062,-78.46829581,35.66123194
1874,1,189707.8994,12449,334.5705872,-78.46819847,35.66115372
1875,1,189723.1394,12450,334.7074585,-78.46810113,35.6610755
1876,1,189738.3795,12451,334.6523743,-78.4680038,35.66099728
1877,1,189753.6195,12452,334.8215942,-78.46790646,35.66091906
1878,1,189768.8595,12453,334.9910583,-78.46780913,35.66084084
1879,1,189784.0996,12454,334.9517517,-78.46771179,35.66076262
1880,1,189799.3396,12455,334.9049988,-78.46761446,35.6606844
1881,1,189814.5796,12456,334.9612427,-78.46751712,35.66060618
1882,1,189829.8197,12457,334.9416809,-78.46741979,35.66052796
1883,1,189845.0597,12458,334.8649902,-78.46732245,35.66044974
1884,1,189860.2997,12459,334.8233032,-78.46722512,35.66037152
1885,1,189875.5398,12460,334.7727051,-78.46712778,35.6602933
1886,1,189890.7798,12461,334.7024231,-78.46703045,35.66021508
1887,1,189906.0198,12462,334.6090698,-78.46693311,35.66013686
1888,1,189921.2598,12463,334.3959351,-78.46683577,35.66005864
1889,1,189936.4999,12464,334.3375549,-78.46673844,35.65998042
1890,1,189951.7399,12465,334.2385254,-78.4666411,35.6599022
1891,1,189966.9799,12466,334.0588684,-78.46654377,35.65982398
1892,1,189982.22,12467,333.9564209,-78.46644643,35.65974576
1893,1,189997.46,12468,333.7669678,-78.4663491,35.65966754
1894,1,190012.7,12469,333.6351013,-78.46625176,35.65958932
1895,1,190027.9401,12470,333.351532,-78.46615443,35.6595111
1896,1,190043.1801,12471,333.2008362,-78.46605709,35.65943287
1897,1,190058.4201,12472,333.0167236,-78.46595976,35.65935465
1898,1,190073.6601,12473,333.0168152,-78.46586242,35.65927643
1899,1,190088.9002,12474,332.8854065,-78.46576508,35.65919821
1900,1,190104.1402,12475,332.6569519,-78.46566775,35.65911999
1901,1,190119.3802,12476,332.5031738,-78.46557041,35.65904177
1902,1,190134.6203,12477,332.3808289,-78.46547308,35.65896355
1903,1,190149.8603,12478,332.0328674,-78.46537574,35.65888532
1904,1,190165.1003,12479,331.9582214,-78.46527841,35.6588071
1905,1,190180.3404,12480,332.053833,-78.46518107,35.65872888
1906,1,190195.5804,12481,331.9961243,-78.46508374,35.65865066
1907,1,190210.8204,12482,332.272583,-78.4649864,35.65857244
1908,1,190226.0605,12483,332.4376221,-78.46488907,35.65849422
1909,1,190241.3005,12484,332.5250244,-78.46479173,35.65841599
1910,1,190256.5405,12485,332.7666931,-78.46469439,35.65833777
1911,1,190271.7805,12486,333.1617432,-78.46459706,35.65825955
1912,1,190287.0206,12487,333.4828186,-78.46449972,35.65818133
1913,1,190302.2606,12488,333.8017273,-78.46440239,35.6581031
1914,1,190317.5006,12489,334.1172485,-78.46430505,35.65802488
1915,1,190332.7407,12490,334.5343323,-78.46420772,35.65794666
1916,1,190347.9807,12491,334.7850037,-78.46411038,35.65786844
1917,1,190363.2207,12492,335.2362061,-78.46401305,35.65779021
1918,1,190378.4608,12493,335.6972046,-78.46391571,35.65771199
1919,1,190393.7008,12494,335.8093262,-78.46381838,35.65763377
1920,1,190408.9408,12495,336.1759338,-78.46372104,35.65755555
1921,1,190424.1808,12496,336.4323425,-78.46362371,35.65747732
1922,1,190439.4209,12497,336.7030945,-78.46352637,35.6573991
1923,1,190454.6609,12498,337.0021057,-78.46342903,35.65732088
1924,1,190469.9009,12499,337.1667786,-78.4633317,35.65724265
1925,1,190485.141,12500,337.5076904,-78.46323436,35.65716443
1926,1,190500.381,12501,337.6141357,-78.46313703,35.65708621
1927,1,190515.621,12502,337.7713318,-78.46303969,35.65700798
1928,1,190530.8611,12503,337.9749146,-78.46294236,35.65692976
1929,1,190546.1011,12504,338.0384216,-78.46284502,35.65685154
1930,1,190561.3411,12505,338.1782532,-78.46274769,35.65677331
1931,1,190576.5812,12506,338.0357056,-78.46265035,35.65669509
1932,1,190591.8212,12507,338.119873,-78.46255302,35.65661687
1933,1,190607.0612,12508,338.17099,-78.46245568,35.65653864
1934,1,190622.3012,12509,338.186615,-78.46235834,35.65646042
1935,1,190637.5413,12510,338.7566528,-78.46226101,35.65638219
1936,1,190652.7813,12511,338.1955566,-78.46216367,35.65630397
1937,1,190668.0213,12512,337.9791565,-78.46206633,35.65622575
1938,1,190683.2614,12513,338.0232239,-78.461969,35.65614753
1939,1,190698.5014,12514,337.9641418,-78.46187166,35.65606931
1940,1,190713.7414,12515,337.9949036,-78.46177432,35.65599108
1941,1,190728.9815,12516,337.8211365,-78.46167698,35.65591286
1942,1,190744.2215,12517,337.7368469,-78.46157964,35.65583464
1943,1,190759.4615,12518,337.6268005,-78.46148231,35.65575642
1944,1,190774.7015,12519,337.6597595,-78.46138497,35.65567819
1945,1,190789.9416,12520,337.5336304,-78.46128763,35.65559997
1946,1,190805.1816,12521,337.6228638,-78.46119029,35.65552175
1947,1,190820.4216,12522,337.6229858,-78.46109295,35.65544352
1948,1,190835.6617,12523,337.7069092,-78.46099562,35.6553653
1949,1,190850.9017,12524,337.7139282,-78.46089828,35.65528708
1950,1,190866.1417,12525,338.0137939,-78.46080094,35.65520886
1951,1,190881.3818,12526,338.2021484,-78.4607036,35.65513063
1952,1,190896.6218,12527,338.5456543,-78.46060627,35.65505241
1953,1,190911.8618,12528,338.7008057,-78.46050893,35.65497419
1954,1,190927.1019,12529,338.9802246,-78.46041159,35.65489596
1955,1,190942.3419,12530,339.0126648,-78.46031425,35.65481774
1956,1,190957.5819,12531,339.1283569,-78.46021691,35.65473951
1957,1,190972.8219,12532,339.5586243,-78.46011958,35.65466129
1958,1,190988.062,12533,339.6426392,-78.46002224,35.65458307
1959,1,191003.302,12534,339.6601257,-78.4599249,35.65450484
1960,1,191018.542,12535,339.9205017,-78.45982756,35.65442662
1961,1,191033.7821,12536,340.7399292,-78.45973022,35.6543484
1962,1,191049.0221,12537,340.0428772,-78.45963289,35.65427017
1963,1,191064.2621,12538,340.1505127,-78.45953555,35.65419195
1964,1,191079.5022,12539,340.1815491,-78.45943821,35.65411373
1965,1,191094.7422,12540,340.094696,-78.45934087,35.6540355
