OBJECTID,ORIG_FID,ORIG_LEN,ORIG_SEQ,RASTERVALU,x_coordinate,y_coordinate
1,1,214229.1085,14058,159.377655,-78.30374424,35.54553939
2,1,214244.3485,14059,159.3796997,-78.30363091,35.54547689
3,1,214259.5885,14060,159.3622589,-78.30351758,35.5454144
4,1,214274.8285,14061,159.5114288,-78.30340425,35.54535191
5,1,214290.0686,14062,159.5481262,-78.30329092,35.54528941
6,1,214305.3086,14063,159.5658417,-78.30317759,35.54522692
7,1,214320.5486,14064,159.5608978,-78.30306426,35.54516443
8,1,214335.7887,14065,159.5044708,-78.30295094,35.54510193
9,1,214351.0287,14066,159.4068146,-78.30283761,35.54503944
10,1,214366.2687,14067,159.2339172,-78.30272428,35.54497695
11,1,214381.5088,14068,159.0743103,-78.30261095,35.54491445
12,1,214396.7488,14069,158.8781433,-78.30249762,35.54485196
13,1,214411.9888,14070,158.6010895,-78.30238429,35.54478946
14,1,214427.2289,14071,158.3338165,-78.30227096,35.54472697
15,1,214442.4689,14072,157.9932251,-78.30215763,35.54466448
16,1,214457.7089,14073,157.7329102,-78.3020443,35.54460198
17,1,214472.9489,14074,157.2426605,-78.30193098,35.54453949
18,1,214488.189,14075,156.7560577,-78.30181765,35.54447699
19,1,214503.429,14076,156.4907379,-78.30170432,35.5444145
20,1,214518.669,14077,155.9848175,-78.30159099,35.544352
21,1,214533.9091,14078,155.4358826,-78.30147766,35.54428951
22,1,214549.1491,14079,155.1281738,-78.30136433,35.54422701
23,1,214564.3891,14080,154.7691956,-78.301251,35.54416452
24,1,214579.6292,14081,154.5380402,-78.30113767,35.54410203
25,1,214594.8692,14082,154.2597046,-78.30102435,35.54403953
26,1,214610.1092,14083,153.9331665,-78.30091102,35.54397704
27,1,214625.3493,14084,153.8161621,-78.30079769,35.54391454
28,1,214640.5893,14085,153.5259705,-78.30068436,35.54385205
29,1,214655.8293,14086,153.5205688,-78.30057103,35.54378955
30,1,214671.0693,14087,153.3019409,-78.3004577,35.54372706
31,1,214686.3094,14088,153.2989197,-78.30034437,35.54366456
32,1,214701.5494,14089,149.1752472,-78.30023104,35.54360207
33,1,214716.7894,14090,139.0025177,-78.30011772,35.54353957
34,1,214732.0295,14091,152.1581421,-78.30000439,35.54347708
35,1,214747.2695,14092,153.4501953,-78.29989106,35.54341458
36,1,214762.5095,14093,153.5940857,-78.29977773,35.54335209
37,1,214777.7496,14094,153.7372589,-78.2996644,35.54328959
38,1,214792.9896,14095,153.9894714,-78.29955107,35.5432271
39,1,214808.2296,14096,154.0197296,-78.29943774,35.5431646
40,1,214823.4696,14097,154.3131104,-78.29932441,35.54310211
41,1,214838.7097,14098,154.4944153,-78.29921108,35.54303961
42,1,214853.9497,14099,154.7931824,-78.29909776,35.54297712
43,1,214869.1897,14100,154.9636078,-78.29898443,35.54291462
44,1,214884.4298,14101,155.2957306,-78.2988711,35.54285212
45,1,214899.6698,14102,155.4815979,-78.29875777,35.54278963
46,1,214914.9098,14103,155.7232056,-78.29864444,35.54272713
47,1,214930.1499,14104,156.0068512,-78.29853111,35.54266464
48,1,214945.3899,14105,156.2496796,-78.29841778,35.54260214
49,1,214960.6299,14106,156.388092,-78.29830445,35.54253965
50,1,214975.87,14107,156.9425354,-78.29819112,35.54247715
51,1,214991.11,14108,157.1413269,-78.2980778,35.54241465
52,1,215006.35,14109,157.4987335,-78.29796447,35.54235216
53,1,215021.59,14110,157.7701263,-78.29785114,35.54228966
54,1,215036.8301,14111,157.9176178,-78.29773781,35.54222717
55,1,215052.0701,14112,158.1769714,-78.29762448,35.54216467
56,1,215067.3101,14113,158.4342804,-78.29751115,35.54210217
57,1,215082.5502,14114,158.7395172,-78.29739782,35.54203968
58,1,215097.7902,14115,158.9139709,-78.29728449,35.54197718
59,1,215113.0302,14116,159.1269989,-78.29717117,35.54191469
60,1,215128.2703,14117,159.4487305,-78.29705784,35.54185219
61,1,215143.5103,14118,159.6049042,-78.29694451,35.54178969
62,1,215158.7503,14119,159.803833,-78.29683118,35.5417272
63,1,215173.9903,14120,159.9328918,-78.29671785,35.5416647
64,1,215189.2304,14121,160.1150665,-78.29660452,35.5416022
65,1,215204.4704,14122,160.2328796,-78.29649119,35.54153971
66,1,215219.7104,14123,160.5539398,-78.29637786,35.54147721
67,1,215234.9505,14124,160.745163,-78.29626453,35.54141471
68,1,215250.1905,14125,160.9077759,-78.29615121,35.54135222
69,1,215265.4305,14126,161.0396576,-78.29603788,35.54128972
70,1,215280.6706,14127,161.2973938,-78.29592455,35.54122722
71,1,215295.9106,14128,161.6017303,-78.29581122,35.54116473
72,1,215311.1506,14129,161.7666473,-78.29569789,35.54110223
73,1,215326.3907,14130,162.0070496,-78.29558456,35.54103973
74,1,215341.6307,14131,162.1908112,-78.29547123,35.54097724
75,1,215356.8707,14132,162.3338013,-78.2953579,35.54091474
76,1,215372.1107,14133,162.571228,-78.29524458,35.54085224
77,1,215387.3508,14134,162.8596191,-78.29513125,35.54078975
78,1,215402.5908,14135,163.0544128,-78.29501792,35.54072725
79,1,215417.8308,14136,163.2678986,-78.29490459,35.54066475
80,1,215433.0709,14137,163.4867249,-78.29479126,35.54060225
81,1,215448.3109,14138,163.6350708,-78.29467793,35.54053976
82,1,215463.5509,14139,163.8891144,-78.2945646,35.54047726
83,1,215478.791,14140,164.0132751,-78.29445127,35.54041476
84,1,215494.031,14141,164.1802368,-78.29433794,35.54035226
85,1,215509.271,14142,164.405304,-78.29422462,35.54028977
86,1,215524.511,14143,164.6471558,-78.29411129,35.54022727
87,1,215539.7511,14144,164.8933258,-78.29399796,35.54016477
88,1,215554.9911,14145,165.0249634,-78.29388463,35.54010227
89,1,215570.2311,14146,165.3311768,-78.2937713,35.54003978
90,1,215585.4712,14147,165.4683533,-78.29365797,35.53997728
91,1,215600.7112,14148,165.7003479,-78.29354464,35.53991478
92,1,215615.9512,14149,165.903656,-78.29343131,35.53985228
93,1,215631.1913,14150,166.1305237,-78.29331799,35.53978979
94,1,215646.4313,14151,166.3800201,-78.29320466,35.53972729
95,1,215661.6713,14152,166.6256256,-78.29309133,35.53966479
96,1,215676.9114,14153,166.8379669,-78.292978,35.53960229
97,1,215692.1514,14154,167.0839691,-78.29286467,35.53953979
98,1,215707.3914,14155,167.3296814,-78.29275134,35.53947729
99,1,215722.6314,14156,167.3865356,-78.29263801,35.5394148
100,1,215737.8715,14157,167.6600952,-78.29252468,35.5393523
101,1,215753.1115,14158,167.8704987,-78.29241135,35.5392898
102,1,215768.3515,14159,168.1434021,-78.29229803,35.5392273
103,1,215783.5916,14160,168.380249,-78.2921847,35.5391648
104,1,215798.8316,14161,168.7872009,-78.29207137,35.53910231
105,1,215814.0716,14162,169.0082397,-78.29195804,35.53903981
106,1,215829.3117,14163,169.3139496,-78.29184471,35.53897731
107,1,215844.5517,14164,169.5395966,-78.29173138,35.53891481
108,1,215859.7917,14165,169.8516846,-78.29161805,35.53885231
109,1,215875.0317,14166,170.1251984,-78.29150472,35.53878981
110,1,215890.2718,14167,170.329071,-78.2913914,35.53872731
111,1,215905.5118,14168,170.5151978,-78.29127807,35.53866481
112,1,215920.7518,14169,170.7875519,-78.29116474,35.53860232
113,1,215935.9919,14170,170.9994812,-78.29105141,35.53853982
114,1,215951.2319,14171,171.3677673,-78.29093808,35.53847732
115,1,215966.4719,14172,171.4736023,-78.29082475,35.53841482
116,1,215981.712,14173,171.7173767,-78.29071142,35.53835232
117,1,215996.952,14174,172.0136261,-78.29059809,35.53828982
118,1,216012.192,14175,172.3274078,-78.29048477,35.53822732
119,1,216027.4321,14176,172.6326447,-78.29037144,35.53816482
120,1,216042.6721,14177,172.9481659,-78.29025811,35.53810232
121,1,216057.9121,14178,173.2412109,-78.2901448,35.5380398
122,1,216073.1521,14179,173.611908,-78.29003153,35.53797723
123,1,216088.3922,14180,173.8347931,-78.28991826,35.53791466
124,1,216103.6322,14181,174.2407837,-78.28980499,35.53785208
125,1,216118.8722,14182,174.6474457,-78.28969172,35.53778951
126,1,216134.1123,14183,174.9077911,-78.28957846,35.53772694
127,1,216149.3523,14184,175.3933716,-78.28946519,35.53766437
128,1,216164.5923,14185,175.726593,-78.28935192,35.5376018
129,1,216179.8324,14186,176.2120361,-78.28923865,35.53753923
130,1,216195.0724,14187,176.3604126,-78.28912538,35.53747666
131,1,216210.3124,14188,176.6147308,-78.28901211,35.53741408
132,1,216225.5525,14189,176.937912,-78.28889884,35.53735151
133,1,216240.7925,14190,177.0744324,-78.28878557,35.53728894
134,1,216256.0325,14191,177.2961121,-78.2886723,35.53722637
135,1,216271.2725,14192,177.4858856,-78.28855903,35.5371638
136,1,216286.5126,14193,177.5833282,-78.28844577,35.53710123
137,1,216301.7526,14194,177.7310944,-78.2883325,35.53703866
138,1,216316.9926,14195,177.828064,-78.28821923,35.53697608
139,1,216332.2327,14196,177.9857178,-78.28810596,35.53691351
140,1,216347.4727,14197,177.9854279,-78.28799269,35.53685094
141,1,216362.7127,14198,178.0863342,-78.28787942,35.53678837
142,1,216377.9528,14199,178.0950623,-78.28776615,35.5367258
143,1,216393.1928,14200,178.2526245,-78.28765288,35.53666322
144,1,216408.4328,14201,178.1136475,-78.28753961,35.53660065
145,1,216423.6728,14202,178.2321625,-78.28742634,35.53653808
146,1,216438.9129,14203,178.3335419,-78.28731307,35.53647551
147,1,216454.1529,14204,178.373291,-78.2871998,35.53641294
148,1,216469.3929,14205,178.2083435,-78.28708654,35.53635036
149,1,216484.633,14206,178.2288513,-78.28697327,35.53628779
150,1,216499.873,14207,178.0592651,-78.28686,35.53622522
151,1,216515.113,14208,177.8505249,-78.28674673,35.53616265
152,1,216530.3531,14209,177.8724976,-78.28663346,35.53610008
153,1,216545.5931,14210,177.807663,-78.28652019,35.5360375
154,1,216560.8331,14211,177.8572845,-78.28640692,35.53597493
155,1,216576.0732,14212,177.6721802,-78.28629365,35.53591236
156,1,216591.3132,14213,177.8521576,-78.28618038,35.53584979
157,1,216606.5532,14214,177.5691223,-78.28606711,35.53578722
158,1,216621.7932,14215,177.4506531,-78.28595384,35.53572464
159,1,216637.0333,14216,177.4399261,-78.28584057,35.53566207
160,1,216652.2733,14217,177.3259277,-78.2857273,35.5355995
161,1,216667.5133,14218,177.438324,-78.28561403,35.53553693
162,1,216682.7534,14219,177.5211945,-78.28550076,35.53547436
163,1,216697.9934,14220,177.3115845,-78.28538749,35.53541178
164,1,216713.2334,14221,177.9718475,-78.28527422,35.53534921
165,1,216728.4735,14222,177.9812927,-78.28516095,35.53528664
166,1,216743.7135,14223,177.5709076,-78.28504768,35.53522407
167,1,216758.9535,14224,177.3755798,-78.28493441,35.5351615
168,1,216774.1935,14225,177.5079193,-78.28482114,35.53509892
169,1,216789.4336,14226,177.3181305,-78.28470787,35.53503635
170,1,216804.6736,14227,177.2937317,-78.2845946,35.53497378
171,1,216819.9136,14228,177.3805542,-78.28448133,35.53491121
172,1,216835.1537,14229,177.4334106,-78.28436806,35.53484863
173,1,216850.3937,14230,178.1912689,-78.28425479,35.53478606
174,1,216865.6337,14231,177.7153931,-78.28414152,35.53472349
175,1,216880.8738,14232,177.6931763,-78.28402825,35.53466092
176,1,216896.1138,14233,177.723465,-78.28391498,35.53459835
177,1,216911.3538,14234,177.7447205,-78.28380171,35.53453577
178,1,216926.5939,14235,177.7730865,-78.28368844,35.5344732
179,1,216941.8339,14236,177.7793274,-78.28357517,35.53441063
180,1,216957.0739,14237,177.829834,-78.2834619,35.53434806
181,1,216972.3139,14238,177.7928925,-78.28334863,35.53428548
182,1,216987.554,14239,178.5258331,-78.28323536,35.53422291
183,1,217002.794,14240,177.8123474,-78.28312209,35.53416034
184,1,217018.034,14241,177.7665253,-78.28300882,35.53409777
185,1,217033.2741,14242,177.6716309,-78.28289555,35.53403519
186,1,217048.5141,14243,177.558548,-78.28278228,35.53397262
187,1,217063.7541,14244,177.4158936,-78.28266901,35.53391005
188,1,217078.9942,14245,177.3143311,-78.28255574,35.53384748
189,1,217094.2342,14246,177.1897888,-78.28244247,35.5337849
190,1,217109.4742,14247,177.1285858,-78.2823292,35.53372233
191,1,217124.7142,14248,177.0056305,-78.28221593,35.53365976
192,1,217139.9543,14249,176.8692932,-78.28210259,35.53359727
193,1,217155.1943,14250,176.6986694,-78.28198923,35.5335348
194,1,217170.4343,14251,176.6090546,-78.28187587,35.53347234
195,1,217185.6744,14252,176.5524597,-78.28176251,35.53340987
196,1,217200.9144,14253,176.4959259,-78.28164915,35.53334741
197,1,217216.1544,14254,176.4132233,-78.28153579,35.53328494
198,1,217231.3945,14255,176.3247375,-78.28142243,35.53322248
199,1,217246.6345,14256,176.3714447,-78.28130907,35.53316001
200,1,217261.8745,14257,176.2910919,-78.28119571,35.53309754
201,1,217277.1146,14258,176.3218079,-78.28108235,35.53303508
202,1,217292.3546,14259,176.2913208,-78.28096899,35.53297261
203,1,217307.5946,14260,176.3044891,-78.28085563,35.53291015
204,1,217322.8346,14261,176.3159332,-78.28074227,35.53284768
205,1,217338.0747,14262,176.3938599,-78.28062891,35.53278522
206,1,217353.3147,14263,176.4427032,-78.28051555,35.53272275
207,1,217368.5547,14264,176.5255585,-78.28040219,35.53266028
208,1,217383.7948,14265,176.6027069,-78.28028883,35.53259782
209,1,217399.0348,14266,176.7233734,-78.28017547,35.53253535
210,1,217414.2748,14267,176.8305969,-78.28006211,35.53247289
211,1,217429.5149,14268,176.5323944,-78.27994875,35.53241042
212,1,217444.7549,14269,176.4254913,-78.27983539,35.53234795
213,1,217459.9949,14270,176.3446045,-78.27972203,35.53228549
214,1,217475.235,14271,176.2187347,-78.27960867,35.53222302
215,1,217490.475,14272,176.0174561,-78.27949531,35.53216055
216,1,217505.715,14273,175.9733124,-78.27938195,35.53209809
217,1,217520.955,14274,175.8813324,-78.27926859,35.53203562
218,1,217536.1951,14275,175.811615,-78.27915523,35.53197315
219,1,217551.4351,14276,175.7817688,-78.27904187,35.53191069
220,1,217566.6751,14277,175.6327057,-78.27892851,35.53184822
221,1,217581.9152,14278,175.5106659,-78.27881515,35.53178575
222,1,217597.1552,14279,175.4506989,-78.27870179,35.53172329
223,1,217612.3952,14280,175.3336029,-78.27858843,35.53166082
224,1,217627.6353,14281,175.1667328,-78.27847507,35.53159835
225,1,217642.8753,14282,175.1784058,-78.27836171,35.53153589
226,1,217658.1153,14283,175.1077423,-78.27824835,35.53147342
227,1,217673.3553,14284,174.8464355,-78.27813499,35.53141095
228,1,217688.5954,14285,174.7248077,-78.27802163,35.53134849
229,1,217703.8354,14286,174.5937195,-78.27790827,35.53128602
230,1,217719.0754,14287,174.4820709,-78.27779491,35.53122355
231,1,217734.3155,14288,174.4806976,-78.27768155,35.53116108
232,1,217749.5555,14289,174.3731995,-78.27756819,35.53109862
233,1,217764.7955,14290,174.2983093,-78.27745483,35.53103615
234,1,217780.0356,14291,174.2258606,-78.27734147,35.53097368
235,1,217795.2756,14292,174.1981812,-78.27722811,35.53091121
236,1,217810.5156,14293,174.1835175,-78.27711475,35.53084875
237,1,217825.7557,14294,174.1008453,-78.27700139,35.53078628
238,1,217840.9957,14295,174.0923462,-78.27688803,35.53072381
239,1,217856.2357,14296,174.0937347,-78.27677467,35.53066134
240,1,217871.4757,14297,174.0347595,-78.27666131,35.53059888
241,1,217886.7158,14298,173.9408569,-78.27654795,35.53053641
242,1,217901.9558,14299,173.9179077,-78.27643459,35.53047394
243,1,217917.1958,14300,173.8901367,-78.27632123,35.53041147
244,1,217932.4359,14301,173.9237823,-78.27620787,35.530349
245,1,217947.6759,14302,173.6847382,-78.27609451,35.53028654
246,1,217962.9159,14303,173.9103851,-78.27598115,35.53022407
247,1,217978.156,14304,173.9331512,-78.27586779,35.5301616
248,1,217993.396,14305,174.0047607,-78.27575443,35.53009913
249,1,218008.636,14306,173.8735657,-78.27564107,35.53003666
250,1,218023.876,14307,173.9517212,-78.27552771,35.5299742
251,1,218039.1161,14308,173.8109131,-78.27541435,35.52991173
252,1,218054.3561,14309,173.6806793,-78.27530099,35.52984926
253,1,218069.5961,14310,173.6225433,-78.27518763,35.52978679
254,1,218084.8362,14311,173.5536194,-78.27507427,35.52972432
255,1,218100.0762,14312,173.5455475,-78.27496091,35.52966186
256,1,218115.3162,14313,173.5034637,-78.27484755,35.52959939
257,1,218130.5563,14314,173.6240387,-78.27473419,35.52953692
258,1,218145.7963,14315,173.6363068,-78.27462083,35.52947445
259,1,218161.0363,14316,173.7080994,-78.27450747,35.52941198
260,1,218176.2764,14317,173.727417,-78.27439411,35.52934951
261,1,218191.5164,14318,173.8800049,-78.27428075,35.52928704
262,1,218206.7564,14319,173.9294891,-78.27416739,35.52922458
263,1,218221.9964,14320,173.8055267,-78.27405403,35.52916211
264,1,218237.2365,14321,173.8583984,-78.27394067,35.52909964
265,1,218252.4765,14322,173.919342,-78.27382731,35.52903717
266,1,218267.7165,14323,174.0219727,-78.27371395,35.5289747
267,1,218282.9566,14324,174.1808472,-78.27360059,35.52891223
268,1,218298.1966,14325,174.1988831,-78.27348723,35.52884976
269,1,218313.4366,14326,174.144577,-78.27337387,35.52878729
270,1,218328.6767,14327,173.9840393,-78.27326051,35.52872482
271,1,218343.9167,14328,173.9533386,-78.27314715,35.52866235
272,1,218359.1567,14329,173.9681244,-78.27303379,35.52859989
273,1,218374.3967,14330,174.0102081,-78.27292043,35.52853742
274,1,218389.6368,14331,174.0855713,-78.27280707,35.52847495
275,1,218404.8768,14332,174.3016815,-78.27269371,35.52841248
276,1,218420.1168,14333,174.4294434,-78.27258035,35.52835001
277,1,218435.3569,14334,174.9818726,-78.27246699,35.52828754
278,1,218450.5969,14335,174.3686218,-78.27235363,35.52822507
279,1,218465.8369,14336,174.2344971,-78.27224027,35.5281626
280,1,218481.077,14337,173.9585419,-78.27212691,35.52810013
281,1,218496.317,14338,174.1930084,-78.27201355,35.52803766
282,1,218511.557,14339,174.0072327,-78.27190019,35.52797519
283,1,218519.3685,14340,174.1438751,-78.27184209,35.52794317
284,1,210830.5817,13835,153.1724243,-78.32333574,35.56320175
285,1,210845.8217,13836,152.5973206,-78.32325294,35.56311322
286,1,210861.0617,13837,152.3277283,-78.32316975,35.56302491
287,1,210876.3018,13838,151.5425568,-78.32309264,35.56293289
288,1,210891.5418,13839,151.0161591,-78.32301554,35.56284086
289,1,210906.7818,13840,150.717453,-78.32293844,35.56274884
290,1,210922.0218,13841,150.4030457,-78.32286133,35.56265681
291,1,210937.2619,13842,150.603775,-78.32278423,35.56256478
292,1,210952.5019,13843,150.3576813,-78.32271243,35.56247001
293,1,210967.7419,13844,150.0480957,-78.32264254,35.56237425
294,1,210982.982,13845,149.9140625,-78.32257264,35.56227849
295,1,210998.222,13846,149.9260559,-78.32250275,35.56218272
296,1,211013.462,13847,149.7689667,-78.32243286,35.56208696
297,1,211028.7021,13848,149.3145752,-78.32237032,35.56198798
298,1,211043.9421,13849,148.7083588,-78.32231063,35.56188776
299,1,211059.1821,13850,148.3265381,-78.32225093,35.56178753
300,1,211074.4221,13851,147.9171906,-78.32219124,35.56168731
301,1,211089.6622,13852,147.9471588,-78.32213154,35.56158708
302,1,211104.9022,13853,147.8428955,-78.32207185,35.56148686
303,1,211120.1422,13854,147.5236969,-78.32201215,35.56138663
304,1,211135.3823,13855,147.1283569,-78.3219595,35.56128389
305,1,211150.6223,13856,146.9954529,-78.32190919,35.56118032
306,1,211165.8623,13857,146.4211578,-78.32185887,35.56107674
307,1,211181.1024,13858,146.1476898,-78.32180855,35.56097316
308,1,211196.3424,13859,145.8234711,-78.32175824,35.56086959
309,1,211211.5824,13860,145.5446014,-78.32170891,35.56076573
310,1,211226.8225,13861,145.0367432,-78.32166736,35.56065961
311,1,211242.0625,13862,144.6375122,-78.32162581,35.56055349
312,1,211257.3025,13863,143.9702148,-78.32158426,35.56044737
313,1,211272.5425,13864,143.1088257,-78.32154271,35.56034125
314,1,211287.7826,13865,141.9836731,-78.32150116,35.56023514
315,1,211303.0226,13866,140.6380005,-78.32146157,35.56012856
316,1,211318.2626,13867,140.0644836,-78.32142732,35.56002073
317,1,211333.5027,13868,138.8369751,-78.32139306,35.5599129
318,1,211348.7427,13869,137.8446655,-78.3213588,35.55980507
319,1,211363.9827,13870,137.192749,-78.32132455,35.55969724
320,1,211379.2228,13871,137.359436,-78.32129075,35.55958932
321,1,211394.4628,13872,137.4677429,-78.32126302,35.55948026
322,1,211409.7028,13873,136.2763519,-78.32123528,35.5593712
323,1,211424.9428,13874,117.9091034,-78.32120755,35.55926213
324,1,211440.1829,13875,116.9424744,-78.32117982,35.55915307
325,1,211455.4229,13876,108.0846024,-78.32115209,35.559044
326,1,211470.6629,13877,108.0850677,-78.32112262,35.55893525
327,1,211485.903,13878,108.0859375,-78.32109132,35.55882683
328,1,211501.143,13879,112.0033035,-78.32106002,35.5587184
329,1,211516.383,13880,122.2488937,-78.32102872,35.55860998
330,1,211531.6231,13881,133.0484924,-78.32099743,35.55850155
331,1,211546.8631,13882,138.2618866,-78.32096613,35.55839313
332,1,211562.1031,13883,138.2737122,-78.32093483,35.5582847
333,1,211577.3432,13884,138.1986694,-78.32090354,35.55817628
334,1,211592.5832,13885,138.2759552,-78.32087224,35.55806785
335,1,211607.8232,13886,137.71315,-78.32084094,35.55795943
336,1,211623.0632,13887,138.0275421,-78.32080964,35.557851
337,1,211638.3033,13888,137.8796082,-78.3207776,35.55774273
338,1,211653.5433,13889,137.7840424,-78.32074253,35.55763507
339,1,211668.7833,13890,137.496933,-78.32070746,35.55752741
340,1,211684.0234,13891,137.2822571,-78.32067238,35.55741975
341,1,211699.2634,13892,136.9919128,-78.32063731,35.55731209
342,1,211714.5034,13893,136.7882996,-78.32060223,35.55720444
343,1,211729.7435,13894,136.6196442,-78.32056716,35.55709678
344,1,211744.9835,13895,136.2983856,-78.3205259,35.55699059
345,1,211760.2235,13896,136.0201874,-78.32048408,35.55688454
346,1,211775.4636,13897,135.8365326,-78.32044227,35.55677848
347,1,211790.7036,13898,135.8310242,-78.32040046,35.55667243
348,1,211805.9436,13899,135.9405823,-78.32035865,35.55656637
349,1,211821.1836,13900,135.983078,-78.32031683,35.55646032
350,1,211836.4237,13901,136.0297852,-78.32026877,35.55635613
351,1,211851.6637,13902,136.1296844,-78.32021623,35.55625328
352,1,211866.9037,13903,136.2971497,-78.32016369,35.55615044
353,1,211882.1438,13904,136.6496277,-78.32011115,35.55604759
354,1,211897.3838,13905,136.9365387,-78.32005855,35.55594476
355,1,211912.6238,13906,137.1640472,-78.31999824,35.55584477
356,1,211927.8639,13907,137.4758301,-78.31993793,35.55574478
357,1,211943.1039,13908,137.8861694,-78.31987762,35.55564479
358,1,211958.3439,13909,138.3160248,-78.31981731,35.55554481
359,1,211973.5839,13910,138.7287598,-78.319757,35.55544482
360,1,211988.824,13911,139.0539246,-78.31969015,35.55534769
361,1,212004.064,13912,139.3451538,-78.31962075,35.55525169
362,1,212019.304,13913,139.6131287,-78.31955135,35.55515568
363,1,212034.5441,13914,140.0381927,-78.31948195,35.55505967
364,1,212049.7841,13915,140.5311432,-78.31941255,35.55496366
365,1,212065.0241,13916,140.7817078,-78.31934315,35.55486766
366,1,212080.2642,13917,141.0692444,-78.31926772,35.55477479
367,1,212095.5042,13918,141.045639,-78.31918941,35.55468343
368,1,212110.7442,13919,141.6597443,-78.31911111,35.55459207
369,1,212125.9843,13920,142.0585632,-78.3190328,35.55450071
370,1,212141.2243,13921,142.4060669,-78.31895327,35.55441011
371,1,212156.4643,13922,142.6154785,-78.3188658,35.55432443
372,1,212171.7043,13923,142.7371368,-78.31877833,35.55423875
373,1,212186.9444,13924,143.121521,-78.31869379,35.55415127
374,1,212202.1844,13925,143.4227753,-78.31861108,35.55406271
375,1,212217.4244,13926,143.8718567,-78.31852273,35.55397763
376,1,212232.6645,13927,144.4402466,-78.31843438,35.55389255
377,1,212247.9045,13928,144.6487885,-78.31833502,35.55381596
378,1,212263.1445,13929,144.9345551,-78.31823527,35.55373968
379,1,212278.3846,13930,145.1731567,-78.31813551,35.55366339
380,1,212293.6246,13931,145.2344666,-78.31803576,35.55358711
381,1,212308.8646,13932,145.1261444,-78.31793353,35.55351305
382,1,212324.1046,13933,145.1486816,-78.31783027,35.55343992
383,1,212339.3447,13934,144.8306732,-78.31772702,35.55336678
384,1,212354.5847,13935,145.1822357,-78.31762377,35.55329364
385,1,212369.8247,13936,145.8750305,-78.31752051,35.5532205
386,1,212385.0648,13937,146.6052856,-78.31741726,35.55314737
387,1,212400.3048,13938,148.0184937,-78.3173067,35.55308176
388,1,212415.5448,13939,147.612381,-78.31719532,35.55301699
389,1,212430.7849,13940,146.1867676,-78.31708395,35.55295222
390,1,212446.0249,13941,146.647644,-78.31697257,35.55288744
391,1,212461.2649,13942,146.6879578,-78.3168612,35.55282267
392,1,212476.505,13943,147.0588531,-78.31674982,35.5527579
393,1,212491.745,13944,147.4414978,-78.31663845,35.55269313
394,1,212506.985,13945,147.4918823,-78.31652707,35.55262836
395,1,212522.225,13946,148.31073,-78.3164157,35.55256359
396,1,212537.4651,13947,148.4216919,-78.31630432,35.55249882
397,1,212552.7051,13948,148.2923737,-78.316192,35.55243516
398,1,212567.9451,13949,148.2055206,-78.31607797,35.55237352
399,1,212583.1852,13950,148.4919891,-78.31596394,35.55231189
400,1,212598.4252,13951,148.6041412,-78.31584991,35.55225025
401,1,212613.6652,13952,148.1801453,-78.31573588,35.55218861
402,1,212628.9053,13953,147.525116,-78.31562185,35.55212697
403,1,212644.1453,13954,147.1755219,-78.31550782,35.55206533
404,1,212659.3853,13955,146.7785187,-78.31539379,35.5520037
405,1,212674.6253,13956,146.2290802,-78.31527976,35.55194206
406,1,212689.8654,13957,145.5864105,-78.31516573,35.55188042
407,1,212705.1054,13958,144.7679291,-78.3150517,35.55181878
408,1,212720.3454,13959,144.306839,-78.31493767,35.55175714
409,1,212735.5855,13960,145.0127106,-78.31482364,35.55169551
410,1,212750.8255,13961,144.1184082,-78.31470983,35.5516336
411,1,212766.0655,13962,143.763504,-78.31459693,35.5515706
412,1,212781.3056,13963,142.4782562,-78.31448403,35.5515076
413,1,212796.5456,13964,143.4394836,-78.31437113,35.55144459
414,1,212811.7856,13965,143.170929,-78.31425824,35.55138159
415,1,212827.0257,13966,142.8117828,-78.31414534,35.55131859
416,1,212842.2657,13967,142.5760498,-78.31403244,35.55125559
417,1,212857.5057,13968,142.0242462,-78.31391954,35.55119258
418,1,212872.7457,13969,142.0215454,-78.31380664,35.55112958
419,1,212887.9858,13970,141.721756,-78.31369375,35.55106658
420,1,212903.2258,13971,141.6975708,-78.31358085,35.55100357
421,1,212918.4658,13972,141.7800598,-78.31346795,35.55094057
422,1,212933.7059,13973,141.9467773,-78.31335505,35.55087757
423,1,212948.9459,13974,141.5347748,-78.31324215,35.55081456
424,1,212964.1859,13975,141.2002563,-78.31312926,35.55075156
425,1,212979.426,13976,141.1525726,-78.31301636,35.55068856
426,1,212994.666,13977,141.0510254,-78.31290346,35.55062555
427,1,213009.906,13978,140.8407288,-78.31279056,35.55056255
428,1,213025.1461,13979,141.1677094,-78.31267766,35.55049955
429,1,213040.3861,13980,141.2364807,-78.31256476,35.55043654
430,1,213055.6261,13981,141.4181366,-78.31245187,35.55037354
431,1,213070.8661,13982,141.6889343,-78.31233897,35.55031054
432,1,213086.1062,13983,141.8853912,-78.31222607,35.55024754
433,1,213101.3462,13984,142.088974,-78.31211317,35.55018453
434,1,213116.5862,13985,142.4846039,-78.31200027,35.55012153
435,1,213131.8263,13986,142.8691101,-78.31188737,35.55005853
436,1,213147.0663,13987,143.2076874,-78.31177447,35.54999553
437,1,213162.3063,13988,143.9291229,-78.31166157,35.54993252
438,1,213177.5464,13989,144.3253326,-78.31154867,35.54986952
