origin_date,last_updated,name,number,longitude,latitude,speed,geometry
2024-01-26,1706279347,Carolinian,80,-78.90758,35.997707,0.0,POINT (-8783951.625329498 4300305.863367282)
2024-01-25,1706192950,Carolinian,80,-78.907611,35.997707,0.0,POINT (-8783955.076233713 4300305.863367282)
2024-01-19,1705676695,Carolinian,80,-78.907603,35.997711,0.05,POINT (-8783954.185677785 4300306.413745126)
2024-01-19,1705676505,Carolinian,80,-78.907595,35.997711,0.02,POINT (-8783953.29512186 4300306.413745126)
2024-01-27,1706393284,Piedmont,74,-78.907657,35.997726,0.0,POINT (-8783960.19693029 4300308.477662285)
2024-01-18,1705626117,Piedmont,76,-78.907695,35.997726,3.9,POINT (-8783964.42707094 4300308.477662285)
2024-01-23,1706031660,Carolinian,80,-78.907687,35.997726,0.0,POINT (-8783963.536515012 4300308.477662285)
2024-01-27,1706393457,Piedmont,74,-78.907657,35.997737,0.0,POINT (-8783960.19693029 4300309.9912017835)
2023-12-26,1703640269,Piedmont,76,-78.907679,35.997737,0.04,POINT (-8783962.645959087 4300309.9912017835)
2024-01-29,1706538733,Carolinian,80,-78.907687,35.997737,0.0,POINT (-8783963.536515012 4300309.9912017835)
2024-01-27,1706365747,Carolinian,80,-78.907687,35.997753,0.0,POINT (-8783963.536515012 4300312.192714158)
2024-01-31,1706711892,Carolinian,80,-78.907702,35.997753,0.0,POINT (-8783965.206307374 4300312.192714158)
2024-01-27,1706365935,Carolinian,80,-78.907695,35.997753,0.0,POINT (-8783964.42707094 4300312.192714158)
2024-01-21,1705874191,Piedmont,74,-78.907756,35.997768,0.0,POINT (-8783971.217559878 4300314.256632417)
2024-01-23,1706047149,Piedmont,74,-78.907763,35.997768,0.0,POINT (-8783971.996796312 4300314.256632417)
2024-01-23,1706047317,Piedmont,74,-78.907763,35.997776,0.0,POINT (-8783971.996796312 4300315.357388981)
2024-01-18,1705616494,Piedmont,74,-78.907771,35.997787,0.0,POINT (-8783972.887352237 4300316.8709294405)
2023-12-26,1703661320,Piedmont,78,-78.907786,35.997798,7.85,POINT (-8783974.5571446 4300318.38447011)
2024-01-26,1706317864,Piedmont,76,-78.907786,35.997806,0.0,POINT (-8783974.5571446 4300319.485227092)
2023-12-24,1703455023,Piedmont,74,-78.907992,35.997947,0.0,POINT (-8783997.488959704 4300338.886087252)
2024-01-31,1706757262,Piedmont,78,-78.909045,35.998516,40.49,POINT (-8784114.70838351 4300417.177854065)
2024-01-29,1706538552,Carolinian,80,-78.909121,35.998527,37.98,POINT (-8784123.16866481 4300418.6914087245)
2024-01-24,1706145058,Piedmont,76,-78.909129,35.998527,42.36,POINT (-8784124.059220735 4300418.6914087245)
2024-01-29,1706576543,Piedmont,76,-78.909121,35.998538,29.36,POINT (-8784123.16866481 4300420.204963595)
2024-01-30,1706664017,Piedmont,76,-78.909144,35.998538,27.86,POINT (-8784125.729013098 4300420.204963595)
2024-01-01,1704165515,Piedmont,78,-78.909121,35.998546,42.39,POINT (-8784123.16866481 4300421.305730907)
2024-01-18,1705634031,Piedmont,78,-78.909152,35.998546,29.06,POINT (-8784126.619569026 4300421.305730907)
2024-01-21,1705885834,Piedmont,76,-78.909182,35.998546,21.97,POINT (-8784129.959153749 4300421.305730907)
2024-01-22,1705980006,Piedmont,78,-78.909152,35.998558,21.94,POINT (-8784126.619569026 4300422.956882085)
2023-12-24,1703441521,Piedmont,72,-78.90916,35.998558,32.47,POINT (-8784127.510124952 4300422.956882085)
2024-01-21,1705850578,Carolinian,80,-78.909182,35.998558,7.61,POINT (-8784129.959153749 4300422.956882085)
2024-01-24,1706152451,Piedmont,78,-78.909144,35.998569,33.86,POINT (-8784125.729013098 4300424.470437552)
2024-01-21,1705870541,Piedmont,72,-78.909182,35.998569,20.44,POINT (-8784129.959153749 4300424.470437552)
2024-01-23,1706066217,Piedmont,78,-78.90919,35.998569,36.37,POINT (-8784130.849709675 4300424.470437552)
2024-01-20,1705788115,Piedmont,74,-78.909205,35.998569,28.18,POINT (-8784132.519502036 4300424.470437552)
2024-01-22,1705946524,Piedmont,72,-78.909182,35.998577,16.21,POINT (-8784129.959153749 4300425.571205295)
2024-01-26,1706279175,Carolinian,80,-78.909472,35.998741,39.4,POINT (-8784162.241806079 4300448.136968666)
2024-01-23,1706031474,Carolinian,80,-78.912646,36.001026,27.18,POINT (-8784515.569869855 4300762.5489804)
2024-02-13,1707835297,Carolinian,80,-78.914271,36.002685,53.08,POINT (-8784696.464042395 4300990.830193272)
2024-02-13,1707835297,Carolinian,80,-78.914271,36.002685,53.08,POINT (-8784696.464042395 4300990.830193272)
2024-01-31,1706738549,Piedmont,74,-78.91466,36.002937,53.0,POINT (-8784739.767324314 4301025.506240721)
2024-01-31,1706749841,Piedmont,76,-78.914729,36.002967,49.57,POINT (-8784747.448369179 4301029.634348988)
2024-01-24,1706120232,Piedmont,72,-78.914759,36.002967,50.81,POINT (-8784750.787953902 4301029.634348988)
2024-01-23,1706058477,Piedmont,76,-78.914836,36.003005,52.83,POINT (-8784759.359554693 4301034.863288382)
2024-01-22,1705960727,Piedmont,74,-78.914836,36.003017,35.99,POINT (-8784759.359554693 4301036.514532925)
2024-01-21,1705898952,Piedmont,78,-78.914843,36.003028,34.75,POINT (-8784760.138791129 4301038.028173976)
2024-01-18,1705616226,Piedmont,74,-78.914866,36.003028,28.96,POINT (-8784762.699139418 4301038.028173976)
2024-01-25,1706219934,Piedmont,74,-78.914874,36.003028,49.07,POINT (-8784763.589695344 4301038.028173976)
2024-01-20,1705806804,Piedmont,78,-78.914813,36.003036,45.88,POINT (-8784756.799206406 4301039.129003965)
2024-01-22,1705971534,Piedmont,76,-78.914851,36.003036,26.72,POINT (-8784761.029347055 4301039.129003965)
2023-12-26,1703660688,Piedmont,78,-78.914889,36.003036,24.03,POINT (-8784765.259487707 4301039.129003965)
2024-02-12,1707803400,Piedmont,78,-78.914866,36.003047,50.57,POINT (-8784762.699139418 4301040.642645381)
2024-02-12,1707803400,Piedmont,78,-78.914866,36.003047,50.57,POINT (-8784762.699139418 4301040.642645381)
2024-01-27,1706378691,Piedmont,72,-78.914889,36.003059,45.73,POINT (-8784765.259487707 4301042.293890803)
2024-01-25,1706232185,Piedmont,76,-78.914821,36.003067,45.19,POINT (-8784757.689762332 4301043.394721225)
2023-12-26,1703660813,Piedmont,78,-78.91492,36.003078,17.96,POINT (-8784768.71039192 4301044.908363236)
2024-01-19,1705711776,Piedmont,76,-78.91492,36.003086,56.78,POINT (-8784768.71039192 4301046.009193922)
2024-01-21,1705850397,Carolinian,80,-78.917689,36.004558,20.14,POINT (-8785076.954061927 4301248.563941163)
2023-12-26,1703640083,Piedmont,76,-78.923236,36.006408,54.22,POINT (-8785694.443277357 4301503.138789312)
2024-01-30,1706625494,Carolinian,80,-78.923602,36.006496,57.19,POINT (-8785735.186210988 4301515.248444429)
2024-01-23,1706046978,Piedmont,74,-78.928866,36.007766,61.03,POINT (-8786321.172010522 4301690.014290461)
2024-01-18,1705600869,Piedmont,72,-78.928851,36.007766,53.62,POINT (-8786319.50221816 4301690.014290461)
2024-01-31,1706711722,Carolinian,80,-78.929835,36.008308,56.93,POINT (-8786429.040597102 4301764.600256675)
2024-01-27,1706365578,Carolinian,80,-78.929965,36.008403,58.92,POINT (-8786443.512130905 4301777.67349545)
2024-01-25,1706205374,Piedmont,72,-78.931132,36.009296,57.51,POINT (-8786573.421976661 4301900.562709981)
2024-01-24,1706147763,Piedmont,74,-78.931773,36.009979,48.87,POINT (-8786644.77777026 4301994.553944581)
2024-01-24,1706106186,Carolinian,80,-78.932597,36.011085,54.93,POINT (-8786736.505030673 4302146.758168655)
2024-01-20,1705760581,Carolinian,80,-78.93262,36.011116,56.63,POINT (-8786739.065378962 4302151.024321435)
2024-03-02,1709427412,Piedmont,76,-78.932795,36.011299,51.13,POINT (-8786758.54628985 4302176.2084188)
2024-01-28,1706451979,Carolinian,80,-78.933085,36.011756,54.42,POINT (-8786790.828942182 4302239.100108507)
2024-01-22,1705933556,Carolinian,80,-78.933551,36.012336,54.13,POINT (-8786842.703824889 4302318.919408219)
2024-01-25,1706238994,Piedmont,78,-78.934001,36.012947,55.64,POINT (-8786892.797595747 4302403.005547124)
2024-01-20,1705773707,Piedmont,72,-78.936076,36.015087,52.73,POINT (-8787123.785539143 4302697.518603505)
2024-01-27,1706411798,Piedmont,78,-78.936976,36.015567,53.56,POINT (-8787223.973080857 4302763.578704738)
2024-02-01,1706797212,Carolinian,80,-78.938418,36.016052,54.96,POINT (-8787384.495786581 4302830.327340652)
2024-01-21,1705850218,Carolinian,80,-78.939799,36.016288,41.41,POINT (-8787538.228003366 4302862.807237825)
2024-01-30,1706652131,Piedmont,74,-78.941844,36.016696,52.35,POINT (-8787765.876362039 4302918.959153878)
2024-01-18,1705625760,Piedmont,76,-78.942775,36.016857,53.92,POINT (-8787869.514807966 4302941.117220343)
2024-01-28,1706465799,Piedmont,72,-78.94514,36.017337,54.22,POINT (-8788132.785403693 4303007.178805169)
2024-01-23,1706031309,Carolinian,80,-78.946078,36.017478,53.35,POINT (-8788237.203086058 4303026.584472164)
2024-01-29,1706538378,Carolinian,80,-78.948581,36.017971,54.27,POINT (-8788515.835771512 4303094.435765152)
2024-01-26,1706278990,Carolinian,80,-78.94871,36.018012,53.56,POINT (-8788530.195985826 4303100.078589568)
2024-02-13,1707835124,Carolinian,80,-78.949496,36.018253,52.81,POINT (-8788617.693105588 4303133.247446092)
2024-02-13,1707835124,Carolinian,80,-78.949496,36.018253,52.81,POINT (-8788617.693105588 4303133.247446092)
2024-01-21,1705885572,Piedmont,76,-78.953173,36.020397,55.23,POINT (-8789027.014873236 4303428.330867248)
2024-01-22,1705979777,Piedmont,78,-78.953746,36.020797,51.96,POINT (-8789090.80094146 4303483.384632966)
2024-01-26,1706317601,Piedmont,76,-78.954524,36.021259,54.72,POINT (-8789177.407505298 4303546.97208016)
2024-01-31,1706757072,Piedmont,78,-78.956744,36.023208,52.36,POINT (-8789424.536774859 4303815.227124721)
2023-12-26,1703660208,Piedmont,78,-78.95708,36.023696,10.56,POINT (-8789461.940123765 4303882.395152503)
2024-01-25,1706192594,Carolinian,80,-78.957583,36.024578,51.68,POINT (-8789517.933827633 4304003.794159766)
2024-01-30,1706625324,Carolinian,80,-78.957812,36.025012,51.31,POINT (-8789543.425991027 4304063.530678088)
2024-01-21,1705898789,Piedmont,78,-78.958079,36.025386,51.51,POINT (-8789573.148295067 4304115.008955535)
2024-01-22,1705946200,Piedmont,72,-78.958506,36.025997,48.22,POINT (-8789620.681717636 4304199.109020066)
2024-01-19,1705720251,Piedmont,78,-78.958812,36.026618,51.59,POINT (-8789654.745481819 4304284.58618605)
2024-01-30,1706638292,Piedmont,72,-78.974284,36.026927,51.26,POINT (-8791377.080643373 4304327.118553491)
2024-01-22,1705933374,Carolinian,80,-78.972957,36.026981,51.3,POINT (-8791229.35967909 4304334.551411526)
2024-01-19,1705676160,Carolinian,80,-78.959002,36.027,49.06,POINT (-8789675.896185068 4304337.166677603)
2023-12-26,1703659878,Piedmont,78,-78.971629,36.027156,0.0,POINT (-8791081.527395315 4304358.639412392)
2024-01-31,1706749588,Piedmont,76,-78.976443,36.027168,63.7,POINT (-8791617.419423996 4304360.2911629835)
2024-02-01,1706797034,Carolinian,80,-78.977183,36.027347,60.69,POINT (-8791699.795847183 4304384.929805832)
2023-12-24,1703441180,Piedmont,72,-78.970546,36.027446,45.35,POINT (-8790960.968386786 4304398.556788771)
2024-01-21,1705850043,Carolinian,80,-78.970088,36.027545,48.88,POINT (-8790909.984060004 4304412.183788834)
2023-12-26,1703659501,Piedmont,78,-78.969966,36.027626,0.16,POINT (-8790896.403082127 4304423.333165257)
2024-01-28,1706490100,Piedmont,76,-78.979205,36.027687,56.14,POINT (-8791924.883857565 4304431.729616798)
2024-01-27,1706392887,Piedmont,74,-78.980021,36.027889,59.27,POINT (-8792015.720562052 4304459.534306019)
2024-01-24,1706144800,Piedmont,76,-78.969325,36.027908,48.26,POINT (-8790825.047288528 4304462.149602235)
2024-01-21,1705849679,Carolinian,80,-79.003764,36.027774,23.14,POINT (-8794658.779231958 4304443.704894999)
2024-01-27,1706365215,Carolinian,80,-79.005023,36.027812,54.05,POINT (-8794798.930470867 4304448.935480432)
2024-01-31,1706738200,Piedmont,74,-79.003672,36.027828,62.1,POINT (-8794648.537838805 4304451.137832947)
2024-01-25,1706238656,Piedmont,78,-79.005206,36.027835,58.5,POINT (-8794819.30193768 4304452.101362315)
2024-01-19,1705675972,Carolinian,80,-79.005236,36.027847,59.1,POINT (-8794822.641522406 4304453.753127141)
2024-01-21,1705870307,Piedmont,72,-78.959613,36.027969,47.9,POINT (-8789743.912393944 4304470.546083833)
