origin_date,last_updated,name,number,longitude,latitude,speed,geometry
2024-01-26,1706286403,Piedmont,73,-79.608462,36.113178,65.14,POINT (-8861973.45267567 4316205.686115798)
2024-01-26,1706317873,Carolinian,79,-79.608005,36.113182,61.64,POINT (-8861922.579668377 4316206.23730176)
2024-01-23,1706014261,Piedmont,71,-79.570361,36.112647,71.36,POINT (-8857732.068756955 4316132.516428777)
2024-01-23,1706053982,Carolinian,79,-79.570613,36.112689,68.47,POINT (-8857760.121268634 4316138.303843631)
2024-01-22,1705967950,Carolinian,79,-79.571094,36.112773,70.86,POINT (-8857813.665943706 4316149.878682625)
2024-01-30,1706632000,Piedmont,73,-79.573939,36.113037,74.44,POINT (-8858130.369895013 4316186.256828629)
2023-12-26,1703640069,Carolinian,79,-79.574161,36.113075,69.73,POINT (-8858155.082821969 4316191.493086985)
2024-01-29,1706545622,Piedmont,73,-79.604861,36.113258,64.79,POINT (-8861572.591189321 4316216.709840341)
2024-01-28,1706470001,Piedmont,75,-79.60287,36.113437,67.78,POINT (-8861350.954083152 4316241.375464678)
2024-01-22,1705940510,Piedmont,73,-79.601565,36.113567,68.35,POINT (-8861205.682147667 4316259.289081842)
2024-01-20,1705803604,Carolinian,79,-79.575328,36.113208,72.79,POINT (-8858284.992667723 4316209.820011186)
2024-01-29,1706564532,Piedmont,77,-79.576304,36.113327,71.23,POINT (-8858393.640490737 4316226.217811779)
2024-01-24,1706132222,Piedmont,77,-79.576884,36.113407,77.62,POINT (-8858458.2057954 4316237.241557237)
2024-01-24,1706100684,Piedmont,71,-79.577571,36.113456,75.99,POINT (-8858534.682285575 4316243.993606875)
2024-01-26,1706306205,Piedmont,77,-79.580974,36.113796,78.85,POINT (-8858913.502512742 4316290.844679584)
2024-01-30,1706662936,Carolinian,79,-79.581653,36.113838,74.38,POINT (-8858989.088446993 4316296.632179112)
2024-01-19,1705700515,Piedmont,77,-79.600864,36.113647,70.81,POINT (-8861127.647184622 4316270.312860987)
2024-01-29,1706578689,Carolinian,79,-79.616122,36.113693,59.58,POINT (-8862826.159975145 4316276.651539082)
2024-01-23,1706026919,Piedmont,73,-79.61236099999999,36.113727,62.48,POINT (-8862407.487370271 4316281.336651363)
2024-01-27,1706359875,Piedmont,71,-79.599505,36.113777,66.6,POINT (-8860976.363996634 4316288.226526052)
2024-01-19,1705710904,Carolinian,79,-79.599429,36.113796,71.74,POINT (-8860967.903715333 4316290.844679584)
2024-01-21,1705849845,Piedmont,71,-79.598849,36.113819,70.35,POINT (-8860903.338410674 4316294.014024179)
2024-01-23,1706037979,Piedmont,75,-79.615275,36.113826,50.42,POINT (-8862731.872366443 4316294.978607503)
2024-01-18,1705624857,Carolinian,79,-79.599086,36.113826,73.22,POINT (-8860929.721129991 4316294.978607503)
2024-01-25,1706210505,Piedmont,75,-79.613223,36.113826,62.16,POINT (-8862503.444771336 4316294.978607503)
2024-01-28,1706446260,Piedmont,71,-79.613856,36.113868,64.03,POINT (-8862573.910009008 4316300.766109241)
2024-01-27,1706399954,Carolinian,79,-79.598002,36.113948,75.53,POINT (-8860809.05080197 4316311.78993064)
2023-12-24,1703454429,Piedmont,77,-79.703799,36.086406,58.73,POINT (-8872586.318969427 4312517.227097385)
2024-01-28,1706446562,Piedmont,71,-79.701503,36.086776,65.18,POINT (-8872330.729418566 4312568.194548369)
2024-01-31,1706747366,Carolinian,79,-79.700885,36.086875,59.3,POINT (-8872261.933973256 4312581.831825934)
2024-01-25,1706210831,Piedmont,75,-79.69971,36.087127,62.55,POINT (-8872131.133571574 4312616.5449736)
2024-01-19,1705711258,Carolinian,79,-79.698512,36.087287,55.79,POINT (-8871997.772821603 4312638.585125115)
2024-01-26,1706286696,Piedmont,73,-79.69604,36.087749,55.71,POINT (-8871722.591040362 4312702.226314394)
2024-01-25,1706229665,Carolinian,79,-79.695193,36.087902,53.52,POINT (-8871628.30343166 4312723.302375105)
2024-01-21,1705856148,Piedmont,73,-79.693965,36.088306,56.05,POINT (-8871491.603096968 4312778.954392724)
2024-01-21,1705882442,Carolinian,79,-79.693729,36.088413,54.1,POINT (-8871465.33169714 4312793.693960151)
2024-01-21,1705865816,Piedmont,75,-79.693614,36.088478,51.86,POINT (-8871452.529955696 4312802.647912776)
2024-01-29,1706545922,Piedmont,73,-79.692966,36.088718,51.93,POINT (-8871380.394925663 4312835.708725073)
2024-01-30,1706663295,Carolinian,79,-79.691203,36.089752,49.45,POINT (-8871184.138663396 4312978.146879022)
2024-01-22,1705940810,Piedmont,73,-79.691173,36.089778,49.83,POINT (-8871180.799078673 4312981.728520195)
2024-01-28,1706470313,Piedmont,75,-79.689906,36.090877,54.49,POINT (-8871039.757283835 4313133.122820953)
2024-01-22,1705968847,Carolinian,79,-79.689479,36.091258,51.74,POINT (-8870992.223861268 4313185.608509445)
2024-01-30,1706643397,Piedmont,75,-79.584361,36.113899,76.49,POINT (-8859290.54162806 4316305.037838701)
2024-01-20,1705778775,Piedmont,75,-79.585116,36.113925,68.29,POINT (-8859374.587843608 4316308.620580838)
2024-01-31,1706718409,Piedmont,73,-79.587451,36.113948,78.3,POINT (-8859634.518854612 4316311.78993064)
2024-01-20,1705786887,Piedmont,77,-79.5909,36.113986,80.34,POINT (-8860018.459778357 4316317.0262497375)
2024-01-27,1706373104,Piedmont,73,-79.591052,36.113986,75.32,POINT (-8860035.38034096 4316317.0262497375)
2024-01-26,1706274103,Piedmont,71,-79.597293,36.113998,66.28,POINT (-8860730.125282997 4316318.679824717)
