OBJECTID,x_coordinate,y_coordinate,Direction,Arc_Angle,Arc_Temp,Arc_straddle,Arc_Angle_All
2960,-78.6249,35.71668,295.388,0.0008,good,359.9992,0.0008
2961,-78.625,35.71678,295.388,0,good,360,0
2962,-78.625,35.71689,295.3884,0.0008,good,359.9992,0.0008
2963,-78.6251,35.71699,295.388,0.0008,good,359.9992,0.0008
2964,-78.6251,35.71709,295.3884,0.0008,good,359.9992,0.0008
2965,-78.6252,35.71719,295.388,0.0008,good,359.9992,0.0008
2966,-78.6252,35.71729,295.3884,0.0008,good,359.9992,0.0008
2967,-78.6253,35.7174,295.388,0.0008,good,359.9992,0.0008
2968,-78.6254,35.7175,295.3884,0.0008,good,359.9992,0.0008
2969,-78.6254,35.7176,295.388,0.0008,good,359.9992,0.0008
2970,-78.6255,35.7177,295.388,0,good,360,0
2971,-78.6255,35.7178,295.3884,0.0008,good,359.9992,0.0008
2972,-78.6256,35.71791,295.388,0.0008,good,359.9992,0.0008
2973,-78.6256,35.71801,295.3884,0.0008,good,359.9992,0.0008
2974,-78.6257,35.71811,295.388,0.0008,good,359.9992,0.0008
2975,-78.6257,35.71821,295.3882,0.0004,good,359.9996,0.0004
2976,-78.6258,35.71831,295.388,0.0004,good,359.9996,0.0004
2977,-78.6258,35.71842,295.3884,0.0008,good,359.9992,0.0008
2978,-78.6259,35.71852,295.3889,0.001,good,359.999,0.001
2979,-78.6259,35.71862,295.3889,0,good,360,0
2980,-78.626,35.71872,295.3889,0,good,360,0
2981,-78.6261,35.71882,295.3887,0.0004,good,359.9996,0.0004
2982,-78.6261,35.71893,295.3889,0.0004,good,359.9996,0.0004
2983,-78.6262,35.71903,295.3889,0,good,360,0
2984,-78.6262,35.71913,295.3887,0.0004,good,359.9996,0.0004
2985,-78.6263,35.71923,295.3889,0.0004,good,359.9996,0.0004
2986,-78.6263,35.71933,295.3889,0,good,360,0
2987,-78.6264,35.71944,295.3887,0.0004,good,359.9996,0.0004
2988,-78.6264,35.71954,295.3889,0.0004,good,359.9996,0.0004
2989,-78.6265,35.71964,295.3889,0,good,360,0
2990,-78.6265,35.71974,295.3889,0,good,360,0
2991,-78.6266,35.71984,295.3887,0.0004,good,359.9996,0.0004
2992,-78.6267,35.71995,295.3889,0.0004,good,359.9996,0.0004
2993,-78.6267,35.72005,295.3889,0,good,360,0
2994,-78.6268,35.72015,295.3887,0.0004,good,359.9996,0.0004
2995,-78.6268,35.72026,295.3889,0.0004,good,359.9996,0.0004
2996,-78.6268,35.72036,295.3889,0,good,360,0
2997,-78.6269,35.72047,295.3891,0.0004,good,359.9996,0.0004
2998,-78.6269,35.72058,295.3889,0.0004,good,359.9996,0.0004
2999,-78.627,35.72068,295.3889,0,good,360,0
3000,-78.627,35.72079,295.3885,0.0007999999999,good,359.9992,0.0007999999999
3001,-78.627,35.7209,295.3891,0.0012,good,359.9988,0.0012
3002,-78.627,35.72101,295.3889,0.0004,good,359.9996,0.0004
3003,-78.6271,35.72112,295.3889,0,good,360,0
3004,-78.6271,35.72123,295.3887,0.0004,good,359.9996,0.0004
3005,-78.6271,35.72134,295.3889,0.0004,good,359.9996,0.0004
3006,-78.6271,35.72145,295.3889,0,good,360,0
3007,-78.6271,35.72156,295.3887,0.0004,good,359.9996,0.0004
3008,-78.6271,35.72167,295.3889,0.0004,good,359.9996,0.0004
3009,-78.6271,35.72178,295.3889,0,good,360,0
3010,-78.6031,35.70623,295.3889,0,good,360,0
3011,-78.6033,35.70627,295.3892,0.0006000000001,good,359.9994,0.0006000000001
3012,-78.6034,35.70632,295.3896,0.0007999999999,good,359.9992,0.0007999999999
3013,-78.6035,35.70637,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3014,-78.6036,35.70642,295.3892,0.0004,good,359.9996,0.0004
3015,-78.6038,35.70646,295.3896,0.0007999999999,good,359.9992,0.0007999999999
3016,-78.6039,35.70651,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3017,-78.604,35.70656,295.3896,0.0003999999999,good,359.9996,0.0003999999999
3018,-78.6041,35.70661,295.3892,0.0007999999999,good,359.9992,0.0007999999999
3019,-78.6043,35.70665,295.3897,0.001,good,359.999,0.001
3020,-78.6044,35.7067,295.3892,0.001,good,359.999,0.001
3021,-78.6045,35.70675,295.3896,0.0007999999999,good,359.9992,0.0007999999999
3022,-78.6046,35.7068,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3023,-78.6048,35.70684,295.3896,0.0003999999999,good,359.9996,0.0003999999999
3024,-78.6049,35.70689,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3025,-78.605,35.70694,295.3892,0.0004,good,359.9996,0.0004
3026,-78.6051,35.70699,295.3896,0.0007999999999,good,359.9992,0.0007999999999
3027,-78.6053,35.70704,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3028,-78.6054,35.70708,295.3896,0.0003999999999,good,359.9996,0.0003999999999
3029,-78.6055,35.70713,295.3892,0.0007999999999,good,359.9992,0.0007999999999
3030,-78.6056,35.70718,295.3897,0.001,good,359.999,0.001
3031,-78.6057,35.70723,295.3892,0.001,good,359.999,0.001
3032,-78.6059,35.70727,295.3894,0.0004,good,359.9996,0.0004
3033,-78.606,35.70732,295.3896,0.0003999999999,good,359.9996,0.0003999999999
3034,-78.6061,35.70737,295.3896,0,good,360,0
3035,-78.6062,35.70742,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3036,-78.6064,35.70746,295.3892,0.0004,good,359.9996,0.0004
3037,-78.6065,35.70751,295.3896,0.0007999999999,good,359.9992,0.0007999999999
3038,-78.6066,35.70756,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3039,-78.6067,35.70761,295.3896,0.0003999999999,good,359.9996,0.0003999999999
3040,-78.6069,35.70766,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3041,-78.607,35.7077,295.3896,0.0003999999999,good,359.9996,0.0003999999999
3042,-78.6071,35.70775,295.3892,0.0007999999999,good,359.9992,0.0007999999999
3043,-78.6072,35.7078,295.3894,0.0004,good,359.9996,0.0004
3044,-78.6074,35.70785,295.3896,0.0003999999999,good,359.9996,0.0003999999999
3045,-78.6075,35.70789,295.3896,0,good,360,0
3046,-78.6076,35.70794,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3047,-78.6077,35.70799,295.3892,0.0004,good,359.9996,0.0004
3048,-78.6078,35.70804,295.3896,0.0007999999999,good,359.9992,0.0007999999999
3049,-78.608,35.70808,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3050,-78.6081,35.70813,295.3896,0.0003999999999,good,359.9996,0.0003999999999
3051,-78.6082,35.70818,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3052,-78.6083,35.70823,295.3896,0.0003999999999,good,359.9996,0.0003999999999
3053,-78.6085,35.70827,295.3892,0.0007999999999,good,359.9992,0.0007999999999
3054,-78.6086,35.70832,295.3897,0.001,good,359.999,0.001
3055,-78.6087,35.70837,295.3892,0.001,good,359.999,0.001
3056,-78.6088,35.70842,295.3896,0.0007999999999,good,359.9992,0.0007999999999
3057,-78.609,35.70847,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3058,-78.6091,35.70851,295.3892,0.0004,good,359.9996,0.0004
3059,-78.6092,35.70856,295.3897,0.001,good,359.999,0.001
3060,-78.6093,35.70861,295.3892,0.001,good,359.999,0.001
3061,-78.6095,35.70866,295.3896,0.0007999999999,good,359.9992,0.0007999999999
3062,-78.6096,35.7087,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3063,-78.6097,35.70875,295.3896,0.0003999999999,good,359.9996,0.0003999999999
3064,-78.6098,35.7088,295.3892,0.0007999999999,good,359.9992,0.0007999999999
3065,-78.61,35.70885,295.3894,0.0004,good,359.9996,0.0004
3066,-78.6101,35.70889,295.3896,0.0003999999999,good,359.9996,0.0003999999999
3067,-78.6102,35.70894,295.3894,0.0003999999999,good,359.9996,0.0003999999999
3068,-78.6103,35.70899,295.3896,0.0003999999999,good,359.9996,0.0003999999999
3069,-78.6104,35.70904,295.3901,0.001,good,359.999,0.001
3070,-78.6106,35.70909,295.3897,0.0008,good,359.9992,0.0008
3071,-78.6107,35.70913,295.3901,0.0008,good,359.9992,0.0008
3072,-78.6108,35.70918,295.3897,0.0008,good,359.9992,0.0008
3073,-78.6109,35.70923,295.3901,0.0008,good,359.9992,0.0008
3074,-78.6111,35.70928,295.3899,0.0004,good,359.9996,0.0004
3075,-78.6112,35.70932,295.3897,0.0004,good,359.9996,0.0004
3076,-78.6113,35.70937,295.3901,0.0008,good,359.9992,0.0008
3077,-78.6114,35.70942,295.3897,0.0008,good,359.9992,0.0008
3078,-78.6116,35.70947,295.3901,0.0008,good,359.9992,0.0008
3079,-78.6117,35.70951,295.3897,0.0008,good,359.9992,0.0008
3080,-78.6118,35.70956,295.4792,0.179,good,359.821,0.179
3081,-78.6119,35.70961,295.5054,0.0524,good,359.9476,0.0524
3082,-78.6121,35.70966,295.5054,0,good,360,0
3083,-78.6122,35.7097,295.5058,0.0008,good,359.9992,0.0008
3084,-78.6123,35.70975,295.5054,0.0008,good,359.9992,0.0008
3085,-78.6124,35.7098,295.5058,0.0008,good,359.9992,0.0008
3086,-78.6125,35.70985,295.5054,0.0008,good,359.9992,0.0008
3087,-78.6127,35.7099,295.5059,0.001,good,359.999,0.001
3088,-78.6128,35.70994,295.5054,0.001,good,359.999,0.001
3089,-78.6129,35.70999,295.5058,0.0008,good,359.9992,0.0008
3090,-78.613,35.71004,295.5058,0,good,360,0
3091,-78.6132,35.71009,295.5054,0.0008,good,359.9992,0.0008
3092,-78.6133,35.71013,295.5059,0.001,good,359.999,0.001
3093,-78.6134,35.71018,295.5058,0.0001999999999,good,359.9998,0.0001999999999
3094,-78.6135,35.71023,295.5054,0.0008,good,359.9992,0.0008
3095,-78.6137,35.71028,295.5058,0.0008,good,359.9992,0.0008
3096,-78.6138,35.71032,295.5054,0.0008,good,359.9992,0.0008
3097,-78.6139,35.71037,295.5059,0.001,good,359.999,0.001
3098,-78.614,35.71042,295.5058,0.0001999999999,good,359.9998,0.0001999999999
3099,-78.6142,35.71047,295.5054,0.0008,good,359.9992,0.0008
3100,-78.6143,35.71052,295.5058,0.0008,good,359.9992,0.0008
3101,-78.6144,35.71056,295.5058,0,good,360,0
3102,-78.6145,35.71061,295.5056,0.0004,good,359.9996,0.0004
3103,-78.6146,35.71066,295.5058,0.0004,good,359.9996,0.0004
3104,-78.6148,35.71071,295.5054,0.0008,good,359.9992,0.0008
3105,-78.6149,35.71076,295.5058,0.0008,good,359.9992,0.0008
3106,-78.615,35.7108,295.5056,0.0004,good,359.9996,0.0004
3107,-78.6151,35.71085,295.5058,0.0004,good,359.9996,0.0004
3108,-78.6153,35.7109,295.5058,0,good,360,0
3109,-78.6154,35.71095,295.5058,0,good,360,0
3110,-78.6155,35.71099,295.5059,0.0001999999999,good,359.9998,0.0001999999999
3111,-78.6156,35.71104,295.5058,0.0001999999999,good,359.9998,0.0001999999999
3112,-78.6158,35.71109,296.0112,1.0108,good,358.9892,1.0108
3113,-78.6159,35.71114,296.7206,1.4188,good,358.5812,1.4188
3114,-78.616,35.71119,296.7204,0.0004,good,359.9996,0.0004
3115,-78.6161,35.71123,296.7206,0.0004,good,359.9996,0.0004
3116,-78.6163,35.71128,296.7204,0.0004,good,359.9996,0.0004
3117,-78.6164,35.71133,296.7206,0.0004,good,359.9996,0.0004
3118,-78.6165,35.71138,296.7207,0.0002000000001,good,359.9998,0.0002000000001
3119,-78.6166,35.71143,296.7204,0.0006000000001,good,359.9994,0.0006000000001
3120,-78.6168,35.71147,296.7206,0.0004,good,359.9996,0.0004
3121,-78.6169,35.71152,296.7204,0.0004,good,359.9996,0.0004
3122,-78.617,35.71157,296.0095,1.4218,good,358.5782,1.4218
3123,-78.6171,35.71162,295.6734,0.6722,good,359.3278,0.6722
3124,-78.6172,35.71166,295.6737,0.0006,good,359.9994,0.0006
3125,-78.6174,35.71171,295.6734,0.0006,good,359.9994,0.0006
3126,-78.6175,35.71176,295.6734,0,good,360,0
3127,-78.6176,35.71181,295.6734,0,good,360,0
3128,-78.6177,35.71186,295.6737,0.0006,good,359.9994,0.0006
3129,-78.6179,35.71191,295.6734,0.0006,good,359.9994,0.0006
3130,-78.618,35.71196,295.6734,0,good,360,0
3131,-78.6181,35.71201,295.6737,0.0006,good,359.9994,0.0006
3132,-78.6182,35.71206,295.6736,0.0001999999999,good,359.9998,0.0001999999999
3133,-78.6183,35.71211,295.6737,0.0001999999999,good,359.9998,0.0001999999999
3134,-78.6185,35.71216,295.6734,0.0006,good,359.9994,0.0006
3135,-78.6186,35.71221,295.6737,0.0006,good,359.9994,0.0006
3136,-78.6187,35.71226,295.6734,0.0006,good,359.9994,0.0006
3137,-78.6188,35.71231,295.7309,0.115,good,359.885,0.115
3138,-78.619,35.71236,298.7947,6.1276,good,353.8724,6.1276
3139,-78.6191,35.7124,298.795,0.0006000000001,good,359.9994,0.0006000000001
3140,-78.6192,35.71245,298.7947,0.0006000000001,good,359.9994,0.0006000000001
3141,-78.6193,35.7125,298.795,0.0006000000001,good,359.9994,0.0006000000001
3142,-78.6195,35.71255,298.795,0,good,360,0
3143,-78.6196,35.7126,298.7952,0.0004,good,359.9996,0.0004
3144,-78.6197,35.71265,298.795,0.0004,good,359.9996,0.0004
3145,-78.6198,35.71269,298.795,0,good,360,0
3146,-78.6199,35.71274,302.8096,8.0292,good,351.9708,8.0292
3147,-78.6201,35.71279,305.28,4.9408,good,355.0592,4.9408
3148,-78.6202,35.71284,305.2801,0.0002000000001,good,359.9998,0.0002000000001
3149,-78.6203,35.71289,305.9858,1.4114,good,358.5886,1.4114
3150,-78.6204,35.71293,311.339,10.7064,good,349.2936,10.7064
3151,-78.6206,35.71298,311.339,0,good,360,0
3152,-78.6207,35.71303,311.339,0,good,360,0
3153,-78.6208,35.71308,311.7816,0.8852,good,359.1148,0.8852
3154,-78.6209,35.71314,314.3644,5.1656,good,354.8344,5.1656
3155,-78.621,35.71319,314.3641,0.0006,good,359.9994,0.0006
3156,-78.6212,35.71324,314.858,0.9878,good,359.0122,0.9878
3157,-78.6213,35.7133,316.3118,2.9076,good,357.0924,2.9076
3158,-78.6214,35.71335,316.3123,0.001,good,359.999,0.001
3159,-78.6215,35.71341,316.3118,0.001,good,359.999,0.001
3160,-78.6216,35.71346,316.3123,0.001,good,359.999,0.001
3161,-78.6218,35.71352,316.3123,0,good,360,0
3162,-78.6219,35.71358,316.312,0.0006,good,359.9994,0.0006
3163,-78.622,35.71365,317.693,2.762,good,357.238,2.762
3164,-78.6221,35.71371,322.9609,10.5358,good,349.4642,10.5358
3165,-78.6222,35.71379,322.9612,0.0006000000001,good,359.9994,0.0006000000001
3166,-78.6223,35.71386,322.9612,0,good,360,0
3167,-78.6224,35.71393,322.9612,0,good,360,0
3168,-78.6225,35.71401,322.9614,0.0004,good,359.9996,0.0004
3169,-78.6226,35.71408,322.9609,0.001,good,359.999,0.001
3170,-78.6227,35.71416,322.9612,0.0006000000001,good,359.9994,0.0006000000001
3171,-78.6228,35.71424,324.3199,2.7174,good,357.2826,2.7174
3172,-78.6229,35.71432,328.8788,9.1178,good,350.8822,9.1178
3173,-78.623,35.7144,328.8793,0.001,good,359.999,0.001
3174,-78.6231,35.71448,328.8788,0.001,good,359.999,0.001
3175,-78.6232,35.71456,330.3323,2.907,good,357.093,2.907
3176,-78.6233,35.71464,330.6595,0.6544,good,359.3456,0.6544
3177,-78.6234,35.71472,330.6598,0.0006000000001,good,359.9994,0.0006000000001
3178,-78.6235,35.71481,331.6402,1.9608,good,358.0392,1.9608
3179,-78.6235,35.71489,332.7695,2.2586,good,357.7414,2.2586
3180,-78.6236,35.71498,332.77,0.001,good,359.999,0.001
3181,-78.6237,35.71507,332.77,0,good,360,0
3182,-78.6238,35.71516,332.77,0,good,360,0
3183,-78.6239,35.71525,332.7698,0.0004,good,359.9996,0.0004
3184,-78.624,35.71534,334.5993,3.659,good,356.341,3.659
3185,-78.624,35.71543,336.5661,3.9336,good,356.0664,3.9336
3186,-78.6241,35.71552,336.5658,0.0006,good,359.9994,0.0006
3187,-78.6242,35.71561,336.5661,0.0006,good,359.9994,0.0006
3188,-78.6243,35.71571,336.5661,0,good,360,0
3189,-78.6243,35.7158,336.5663,0.0004,good,359.9996,0.0004
3190,-78.6244,35.7159,336.5661,0.0004,good,359.9996,0.0004
3191,-78.6245,35.716,336.5663,0.0004,good,359.9996,0.0004
3192,-78.6245,35.71609,336.5665,0.0004,good,359.9996,0.0004
3193,-78.6246,35.71619,336.5661,0.0008,good,359.9992,0.0008
3194,-78.5982,35.70432,336.5663,0.0004,good,359.9996,0.0004
3195,-78.5983,35.70437,336.5665,0.0004,good,359.9996,0.0004
3196,-78.5984,35.70441,336.5663,0.0004,good,359.9996,0.0004
3197,-78.5986,35.70446,336.5661,0.0004,good,359.9996,0.0004
3198,-78.5987,35.70451,336.5663,0.0004,good,359.9996,0.0004
3199,-78.5988,35.70456,336.5665,0.0004,good,359.9996,0.0004
3200,-78.5989,35.7046,336.5666,0.0001999999999,good,359.9998,0.0001999999999
3201,-78.5991,35.70465,336.5666,0,good,360,0
3202,-78.5992,35.7047,336.5666,0,good,360,0
3203,-78.5993,35.70475,336.5665,0.0001999999999,good,359.9998,0.0001999999999
3204,-78.5994,35.7048,336.5666,0.0001999999999,good,359.9998,0.0001999999999
3205,-78.5996,35.70484,336.5663,0.0006,good,359.9994,0.0006
3206,-78.5997,35.70489,336.5666,0.0006,good,359.9994,0.0006
3207,-78.5998,35.70494,336.5665,0.0001999999999,good,359.9998,0.0001999999999
3208,-78.5999,35.70499,336.5666,0.0001999999999,good,359.9998,0.0001999999999
3209,-78.6001,35.70503,336.5666,0,good,360,0
3210,-78.6002,35.70508,336.5665,0.0001999999999,good,359.9998,0.0001999999999
3211,-78.6003,35.70513,336.5666,0.0001999999999,good,359.9998,0.0001999999999
3212,-78.6004,35.70518,336.567,0.0008,good,359.9992,0.0008
3213,-78.6006,35.70522,336.5666,0.0008,good,359.9992,0.0008
3214,-78.6007,35.70527,336.567,0.0008,good,359.9992,0.0008
3215,-78.6008,35.70532,336.7329,0.3318,good,359.6682,0.3318
3216,-78.6009,35.70537,337.9056,2.3454,good,357.6546,2.3454
3217,-78.601,35.70541,337.9059,0.0006,good,359.9994,0.0006
3218,-78.6012,35.70546,337.9056,0.0006,good,359.9994,0.0006
3219,-78.6013,35.70551,343.5964,11.3816,good,348.6184,11.3816
3220,-78.6014,35.70556,344.3033,1.4138,good,358.5862,1.4138
3221,-78.6015,35.70561,344.303,0.0006,good,359.9994,0.0006
3222,-78.6017,35.70565,344.3026,0.0008,good,359.9992,0.0008
3223,-78.6018,35.7057,348.0696,7.534,good,352.466,7.534
3224,-78.6019,35.70575,348.7752,1.4112,good,358.5888,1.4112
3225,-78.602,35.7058,348.7752,0,good,360,0
3226,-78.6022,35.70584,350.9721,4.3938,good,355.6062,4.3938
3227,-78.6023,35.70589,354.2049,6.4656,good,353.5344,6.4656
3228,-78.6024,35.70594,354.2053,0.0008,good,359.9992,0.0008
3229,-78.6025,35.70599,359.9692,11.5278,good,348.4722,11.5278
3230,-78.6027,35.70603,0,719.9384,bad,0.0616,0.0616
3231,-78.6028,35.70608,0.895638,1.791276,good,358.208724,1.791276
3232,-78.6029,35.70613,1.500236,1.209196,good,358.790804,1.209196
3233,-78.603,35.70618,2.673636,2.3468,good,357.6532,2.3468
3234,-78.6271,35.7219,5.794314,6.241356,good,353.758644,6.241356
3235,-78.6271,35.72201,5.794726,0.000824,good,359.999176,0.000824
3236,-78.6271,35.72212,6.949861,2.31027,good,357.68973,2.31027
3237,-78.627,35.72223,10.2272,6.554678,good,353.445322,6.554678
3238,-78.627,35.72234,10.22683,0.00074,good,359.99926,0.00074
3239,-78.627,35.72245,12.09528,3.7369,good,356.2631,3.7369
3240,-78.627,35.72255,13.82114,3.45172,good,356.54828,3.45172
3241,-78.6269,35.72266,13.82105,0.00018,good,359.99982,0.00018
3242,-78.6269,35.72277,13.82105,0,good,360,0
3243,-78.6269,35.72288,13.82105,0,good,360,0
3244,-78.6268,35.72299,13.82114,0.00018,good,359.99982,0.00018
3245,-78.6268,35.72309,13.82105,0.00018,good,359.99982,0.00018
3246,-78.6268,35.7232,13.82105,0,good,360,0
3247,-78.6267,35.72331,9.431654,8.778792,good,351.221208,8.778792
3248,-78.6267,35.72342,8.836457,1.190394,good,358.809606,1.190394
3249,-78.6267,35.72353,8.836515,0.000116,good,359.999884,0.000116
3250,-78.6267,35.72364,7.143547,3.385936,good,356.614064,3.385936
3251,-78.6266,35.72375,3.484263,7.318568,good,352.681432,7.318568
3252,-78.6266,35.72386,3.484241,0.000044,good,359.999956,0.000044
3253,-78.6266,35.72397,3.120602,0.727278,good,359.272722,0.727278
3254,-78.6266,35.72408,2.324434,1.592336,good,358.407664,1.592336
3255,-78.6266,35.72419,2.324419,0.00003,good,359.99997,0.00003
3256,-78.6266,35.7243,0.021844,4.60515,good,355.39485,4.60515
3257,-78.6266,35.72442,354.9844,709.925112,bad,10.074888,10.074888
3258,-78.6266,35.72453,354.9844,0,good,360,0
3259,-78.6266,35.72464,352.2181,5.5326,good,354.4674,5.5326
3260,-78.6267,35.72475,349.7735,4.8892,good,355.1108,4.8892
3261,-78.6267,35.72486,349.7732,0.0006000000001,good,359.9994,0.0006000000001
3262,-78.6267,35.72497,345.8908,7.7648,good,352.2352,7.7648
3263,-78.6267,35.72507,348.8228,5.864,good,354.136,5.864
3264,-78.6268,35.72518,346.4969,4.6518,good,355.3482,4.6518
3265,-78.6268,35.72529,342.5267,7.9404,good,352.0596,7.9404
3266,-78.6268,35.7254,342.527,0.0006,good,359.9994,0.0006
3267,-78.6269,35.7255,342.5268,0.0004,good,359.9996,0.0004
3268,-78.6269,35.72561,338.1868,8.68,good,351.32,8.68
3269,-78.627,35.72571,335.7238,4.926,good,355.074,4.926
3270,-78.627,35.72581,335.7238,0,good,360,0
3271,-78.6271,35.72591,335.724,0.0004,good,359.9996,0.0004
3272,-78.6271,35.72602,335.7238,0.0004,good,359.9996,0.0004
3273,-78.6272,35.72612,334.9646,1.5184,good,358.4816,1.5184
3274,-78.6273,35.72622,334.0702,1.7888,good,358.2112,1.7888
3275,-78.6273,35.72632,334.0702,0,good,360,0
3276,-78.6274,35.72642,334.0702,0,good,360,0
3277,-78.6274,35.72652,334.0698,0.0008,good,359.9992,0.0008
3278,-78.6275,35.72662,334.0702,0.0008,good,359.9992,0.0008
3279,-78.6276,35.72672,334.0702,0,good,360,0
3280,-78.6276,35.72682,334.0703,0.0001999999999,good,359.9998,0.0001999999999
3281,-78.6277,35.72692,334.0698,0.001,good,359.999,0.001
3282,-78.6277,35.72702,334.0705,0.0014,good,359.9986,0.0014
3283,-78.6278,35.72712,334.0702,0.0006,good,359.9994,0.0006
3284,-78.6279,35.72722,334.0703,0.0001999999999,good,359.9998,0.0001999999999
3285,-78.6279,35.72732,334.0705,0.0004,good,359.9996,0.0004
3286,-78.628,35.72742,334.0703,0.0004,good,359.9996,0.0004
3287,-78.628,35.72752,334.0702,0.0001999999999,good,359.9998,0.0001999999999
3288,-78.6281,35.72762,334.0705,0.0006,good,359.9994,0.0006
3289,-78.6282,35.72772,332.849,2.443,good,357.557,2.443
3290,-78.6282,35.72782,332.679,0.34,good,359.66,0.34
3291,-78.6283,35.72791,332.6793,0.0006000000001,good,359.9994,0.0006000000001
3292,-78.6283,35.72801,332.679,0.0006000000001,good,359.9994,0.0006000000001
3293,-78.6284,35.72811,332.679,0,good,360,0
3294,-78.6285,35.72821,332.6793,0.0006000000001,good,359.9994,0.0006000000001
3295,-78.6285,35.72831,331.3792,2.6002,good,357.3998,2.6002
3296,-78.6286,35.72841,329.2901,4.1782,good,355.8218,4.1782
3297,-78.6287,35.7285,329.2899,0.0004,good,359.9996,0.0004
3298,-78.6287,35.7286,329.2899,0,good,360,0
3299,-78.6288,35.72869,326.7427,5.0944,good,354.9056,5.0944
3300,-78.6289,35.72879,326.1456,1.1942,good,358.8058,1.1942
3301,-78.629,35.72888,326.1459,0.0006,good,359.9994,0.0006
3302,-78.629,35.72897,326.1454,0.001,good,359.999,0.001
3303,-78.6291,35.72906,326.1456,0.0004,good,359.9996,0.0004
3304,-78.6292,35.72916,326.1456,0,good,360,0
3305,-78.6293,35.72925,326.1454,0.0004,good,359.9996,0.0004
3306,-78.6293,35.72934,326.1456,0.0004,good,359.9996,0.0004
3307,-78.6294,35.72943,326.1459,0.0006,good,359.9994,0.0006
3308,-78.6295,35.72952,326.1456,0.0006,good,359.9994,0.0006
3309,-78.6296,35.72962,326.1459,0.0006,good,359.9994,0.0006
3310,-78.6296,35.72971,326.1456,0.0006,good,359.9994,0.0006
3311,-78.6297,35.7298,326.1459,0.0006,good,359.9994,0.0006
3312,-78.6298,35.72989,326.1459,0,good,360,0
3313,-78.6299,35.72999,326.1461,0.0004,good,359.9996,0.0004
3314,-78.6299,35.73008,323.7547,4.7828,good,355.2172,4.7828
3315,-78.63,35.73017,322.9185,1.6724,good,358.3276,1.6724
3316,-78.6301,35.73026,322.8441,0.1488,good,359.8512,0.1488
3317,-78.6302,35.73035,318.4727,8.7428,good,351.2572,8.7428
3318,-78.6303,35.73043,318.4727,0,good,360,0
3319,-78.6304,35.73051,315.3026,6.3402,good,353.6598,6.3402
3320,-78.6305,35.73059,314.5813,1.4426,good,358.5574,1.4426
3321,-78.6306,35.73067,314.5816,0.0006,good,359.9994,0.0006
3322,-78.6307,35.73075,310.6392,7.8848,good,352.1152,7.8848
3323,-78.6308,35.73082,309.8058,1.6668,good,358.3332,1.6668
3324,-78.6309,35.73089,309.3617,0.8882,good,359.1118,0.8882
3325,-78.631,35.73096,306.4691,5.7852,good,354.2148,5.7852
3326,-78.6311,35.73103,306.4694,0.0006,good,359.9994,0.0006
3327,-78.6312,35.73109,306.4693,0.0002000000001,good,359.9998,0.0002000000001
3328,-78.6313,35.73116,303.6674,5.6038,good,354.3962,5.6038
3329,-78.6314,35.73122,302.6273,2.0802,good,357.9198,2.0802
3330,-78.6315,35.73128,302.627,0.0006,good,359.9994,0.0006
3331,-78.6317,35.73134,302.6273,0.0006,good,359.9994,0.0006
3332,-78.6318,35.7314,302.6268,0.001,good,359.999,0.001
3333,-78.6319,35.73146,302.6273,0.001,good,359.999,0.001
3334,-78.632,35.73152,302.6273,0,good,360,0
3335,-78.6321,35.73158,302.627,0.0006,good,359.9994,0.0006
3336,-78.6322,35.73164,302.6273,0.0006,good,359.9994,0.0006
3337,-78.6323,35.7317,306.5579,7.8612,good,352.1388,7.8612
3338,-78.6325,35.73177,309.6988,6.2818,good,353.7182,6.2818
3339,-78.6326,35.73184,309.6993,0.001,good,359.999,0.001
3340,-78.6327,35.73191,309.6993,0,good,360,0
3341,-78.6328,35.73198,314.4982,9.5978,good,350.4022,9.5978
3342,-78.6329,35.73206,314.9208,0.8452,good,359.1548,0.8452
3343,-78.633,35.73213,314.921,0.0004,good,359.9996,0.0004
3344,-78.6331,35.73221,316.2567,2.6714,good,357.3286,2.6714
3345,-78.6332,35.73229,319.2227,5.932,good,354.068,5.932
3346,-78.6332,35.73238,319.223,0.0006000000001,good,359.9994,0.0006000000001
3347,-78.6333,35.73246,319.9027,1.3594,good,358.6406,1.3594
3348,-78.6334,35.73255,323.9538,8.1022,good,351.8978,8.1022
3349,-78.6335,35.73264,323.9538,0,good,360,0
3350,-78.6336,35.73273,326.7004,5.4932,good,354.5068,5.4932
3351,-78.6337,35.73282,329.9784,6.556,good,353.444,6.556
3352,-78.6337,35.73292,329.9782,0.0004,good,359.9996,0.0004
3353,-78.6338,35.73301,329.9781,0.0002000000001,good,359.9998,0.0002000000001
