Trip_ID_8-2-8-2,Line_Consist,Total_Weight,Line_amount,
T001,"L0001, L0002, L0003, L0004, L0005, L0006, L0007, L0008, L0009, L0010, L0011, L0012, L0013, L0014, L0015, L0016, L0017, L0018, L0019, L0020, L0021, L0022, L0023, L0024, L0025, L0026, L0027, L0028, L0029, L0030, L0031, L0032, L0033, L0034, L0035, L0036, L0037, L0038, L0039, L0040, L0041, L0042, L0043, L0044, L0045, L0046, L0047, L0048, L0049, L0050, L0051, L0052, L0053, L0054, L0055, L0056, L0057, L0058, L0059, L0060, L0061, L0062, L0063, L0064, L0065, L0066, L0067, L0068, L0069, L0070, L0071, L0072, L0073, L0074, L0075, L0076, L0077, L0078, L0079, L0080, L0081, L0082, L0083, L0084, L0085, L0086, L0087, L0088, L0089, L0090, L0091, L0092, L0093, L0094, L0095, L0096, L0097, L0098, L0099, L0100, L0101, L0102, L0103, L0104, L0105, L0106, L0107, L0108, L0109, L0110, L0111, L0112, L0113, L0114, L0115, L0116, L0117, L0118, L0119, L0120, L0121, L0122, L0123, L0124, L0125, L0126, L0127, L0128, L0129, L0130, L0131, L0132, L0133, L0134, L0135, L0136, L0137, L0138, L0139, L0140, L0141, L0142, L0143, L0144, L0145, L0146, L0147, L0148, L0149, L0150, L0151, L0152, L0153, L0154, L0155, L0156, L0157, L0158, L0159, L0160, L0161, L0162, L0163, L0164, L0165, L0166, L0167, L0168, L0169, L0170, L0171, L0172, L0173, L0174, L0175, L0176, L0177, L0178, L0179, L0180, L0181, L0182, L0183, L0184, L0185, L0186, L0187, L0188, L0189, L0190, L0191, L0192, L0193, L0194, L0195, L0196, L0197, L0198, L0199, L0200, L0201, L0202, L0203, L0204, L0205, L0206, L0207, L0208, L0209, L0210, L0211, L0212, L0213, L0214, L0215, L0216, L0217, L0218, L0219, L0220, L0221, L0222, L0223, L0224, L0225, L0226, L0227, L0228, L0229, L0230, L0231, L0232, L0233, L0234, L0235, L0236, L0237, L0238, L0239, L0240, L0241, L0242, L0243, L0244, L0245, L0246, L0247, L0248, L0249, L0250, L0251, L0252, L0253, L0254, L0255, L0256, L0257, L0258, L0259, L0260, L0261, L0262, L0263, L0264, L0265, L0266, L0267, L0268, L0269, L0270, L0271, L0272, L0273, L0274",330.13,274,
T002,"L0275, L0276, L0277, L0278, L0279, L0280, L0281, L0282, L0283, L0284, L0285, L0286, L0287, L0288, L0289, L0290, L0291, L0292, L0293, L0294, L0295, L0296, L0297, L0298, L0299, L0300, L0301, L0302, L0303, L0304, L0305, L0306, L0307, L0308, L0309, L0310, L0311, L0312, L0313, L0314, L0315, L0316, L0317, L0318, L0319, L0320, L0321, L0322, L0323, L0324, L0325, L0326, L0327, L0328, L0329, L0330, L0331, L0332, L0333, L0334, L0335, L0336, L0337, L0338, L0339, L0340, L0341, L0342, L0343, L0344, L0345, L0346, L0347, L0348, L0349, L0350, L0351, L0352, L0353, L0354, L0355, L0356, L0357, L0358, L0359, L0360, L0361, L0362, L0363, L0364, L0365, L0366, L0367, L0368, L0369, L0370, L0371, L0372, L0373, L0374, L0375, L0376, L0377, L0378, L0379, L0380, L0381, L0382, L0383, L0384, L0385, L0386, L0387, L0388, L0389, L0390, L0391, L0392, L0393, L0394, L0395, L0396, L0397, L0398, L0399, L0400, L0401, L0402, L0403, L0404, L0405, L0406, L0407, L0408, L0409, L0410, L0411, L0412, L0413, L0414, L0415, L0416, L0417, L0418, L0419, L0420, L0421, L0422, L0423, L0424, L0425, L0426, L0427, L0428, L0429, L0430, L0431, L0432, L0433, L0434, L0435, L0436, L0437, L0438, L0439, L0440, L0441, L0442, L0443, L0444, L0445, L0446, L0447, L0448, L0449, L0450, L0451, L0452, L0453, L0454, L0455, L0456, L0457, L0458, L0459, L0460, L0461, L0462, L0463, L0464, L0465, L0466, L0467, L0468, L0469, L0470, L0471, L0472, L0473, L0474, L0475, L0476, L0477, L0478, L0479, L0480, L0481, L0482, L0483, L0484, L0485, L0486, L0487, L0488",333.59,214,
T003,"L0489, L0490, L0491, L0492, L0493, L0494, L0495, L0496, L0497, L0498, L0499, L0500, L0501, L0502, L0503, L0504, L0505, L0506, L0507, L0508, L0509, L0510, L0511, L0512, L0513, L0514, L0515, L0516, L0517, L0518, L0519, L0520, L0521, L0522, L0523, L0524, L0525, L0526, L0527, L0528, L0529, L0530, L0531, L0532, L0533, L0534, L0535, L0536, L0537, L0538, L0539, L0540, L0541, L0542, L0543, L0544, L0545, L0546, L0547, L0548, L0549, L0550, L0551, L0552, L0553, L0554, L0555, L0556, L0557, L0558, L0559, L0560, L0561, L0562, L0563, L0564, L0565, L0566, L0567, L0568, L0569, L0570, L0571, L0572, L0573, L0574, L0575, L0576, L0577, L0578, L0579, L0580, L0581, L0582, L0583, L0584, L0585, L0586, L0587, L0588, L0589, L0590, L0591, L0592, L0593, L0594, L0595, L0596, L0597, L0598, L0599, L0600, L0601, L0602, L0603, L0604, L0605, L0606, L0607, L0608, L0609, L0610, L0611, L0612, L0613, L0614, L0615, L0616, L0617, L0618, L0619, L0620, L0621, L0622, L0623, L0624, L0625, L0626, L0627, L0628, L0629, L0630, L0631, L0632, L0633, L0634, L0635, L0636, L0637, L0638, L0639, L0640, L0641, L0642, L0643, L0644, L0645, L0646, L0647, L0648, L0649, L0650, L0651, L0652, L0653, L0654, L0655, L0656, L0657, L0658, L0659, L0660, L0661, L0662, L0663, L0664, L0665, L0666, L0667, L0668, L0669, L0670, L0671, L0672, L0673, L0674, L0675, L0676, L0677, L0678, L0679, L0680, L0681, L0682, L0683, L0684, L0685, L0686, L0687, L0688, L0689, L0690, L0691, L0692, L0693, L0694, L0695, L0696, L0697, L0698, L0699, L0700, L0701, L0702, L0703, L0704, L0705, L0706, L0707, L0708, L0709, L0710, L0711, L0712, L0713, L0714, L0715, L0716, L0717, L0718, L0719, L0720, L0721, L0722, L0723, L0724, L0725, L0726, L0727, L0728, L0729, L0730, L0731, L0732, L0733, L0734, L0735, L0736, L0737, L0738, L0739, L0740, L0741, L0742, L0743, L0744, L0745, L0746, L0747, L0748, L0749, L0750, L0751, L0752, L0753, L0754, L0755, L0756, L0757, L0758, L0759, L0760, L0761, L0762, L0763, L0764, L0765, L0766, L0767, L0768, L0769, L0770, L0771, L0772, L0773, L0774, L0775, L0776, L0777, L0778, L0779, L0780, L0781, L0782, L0783, L0784, L0785, L0786, L0787, L0788, L0789, L0790, L0791, L0792, L0793, L0794, L0795, L0796, L0797, L0798, L0799, L0800, L0801, L0802, L0803, L0804, L0805, L0806, L0807, L0808, L0809, L0810, L0811, L0812, L0813, L0814, L0815, L0816, L0817, L0818, L0819, L0820, L0821, L0822, L0823, L0824, L0825, L0826, L0827, L0828, L0829, L0830, L0831, L0832, L0833, L0834, L0835, L0836, L0837, L0838, L0839, L0840, L0841, L0842, L0843, L0844, L0845, L0846, L0847, L0848, L0849, L0850, L0851, L0852, L0853, L0854, L0855, L0856, L0857, L0858, L0859, L0860, L0861, L0862, L0863, L0864, L0865, L0866, L0867, L0868, L0869, L0870, L0871, L0872, L0873, L0874, L0875, L0876, L0877, L0878, L0879, L0880, L0881, L0882, L0883, L0884, L0885, L0886, L0887, L0888, L0889, L0890, L0891, L0892, L0893, L0894, L0895, L0896, L0897, L0898, L0899, L0900, L0901, L0902, L0903, L0904, L0905, L0906, L0907, L0908, L0909, L0910, L0911, L0912, L0913, L0914, L0915, L0916, L0917, L0918, L0919, L0920, L0921, L0922, L0923, L0924, L0925, L0926, L0927, L0928, L0929, L0930, L0931, L0932, L0933, L0934, L0935, L0936, L0937, L0938, L0939, L0940, L0941, L0942, L0943, L0944, L0945, L0946, L0947, L0948, L0949, L0950, L0951, L0952, L0953, L0954, L0955, L0956, L0957, L0958, L0959, L0960, L0961, L0962, L0963, L0964, L0965, L0966, L0967, L0968, L0969, L0970, L0971, L0972, L0973, L0974, L0975, L0976, L0977, L0978, L0979, L0980, L0981, L0982, L0983, L0984, L0985, L0986, L0987, L0988, L0989, L0990, L0991, L0992, L0993, L0994, L0995, L0996, L0997, L0998, L0999, L1000, L1001, L1002, L1003, L1004, L1005, L1006, L1007, L1008, L1009, L1010, L1011, L1012, L1013, L1014, L1015, L1016, L1017, L1018, L1019, L1020, L1021, L1022, L1023, L1024, L1025, L1026, L1027, L1028, L1029, L1030, L1031, L1032, L1033, L1034, L1035, L1036, L1037, L1038",335.67,550,
T004,"L1039, L1040, L1041, L1042, L1043, L1044, L1045, L1046, L1047, L1048, L1049, L1050, L1051, L1052, L1053, L1054, L1055, L1056, L1057, L1058, L1059, L1060, L1061, L1062, L1063, L1064, L1065, L1066, L1067, L1068, L1069, L1070, L1071, L1072, L1073, L1074, L1075, L1076, L1077, L1078, L1079, L1080, L1081, L1082, L1083, L1084, L1085, L1086, L1087, L1088, L1089, L1090, L1091, L1092, L1093, L1094, L1095, L1096, L1097, L1098, L1099, L1100, L1101, L1102, L1103, L1104, L1105, L1106, L1107, L1108, L1109, L1110, L1111, L1112, L1113, L1114, L1115, L1116, L1117, L1118, L1119, L1120, L1121, L1122, L1123, L1124, L1125, L1126, L1127, L1128, L1129, L1130, L1131, L1132, L1133, L1134, L1135, L1136, L1137, L1138, L1139, L1140, L1141, L1142, L1143, L1144, L1145, L1146, L1147, L1148, L1149, L1150, L1151, L1152, L1153, L1154, L1155, L1156, L1157, L1158, L1159, L1160, L1161, L1162, L1163, L1164, L1165, L1166, L1167, L1168, L1169, L1170, L1171, L1172, L1173, L1174, L1175, L1176, L1177, L1178, L1179, L1180, L1181, L1182, L1183, L1184, L1185, L1186, L1187, L1188, L1189, L1190, L1191, L1192, L1193, L1194, L1195, L1196, L1197, L1198, L1199, L1200, L1201, L1202, L1203, L1204, L1205, L1206, L1207, L1208, L1209, L1210, L1211, L1212, L1213, L1214, L1215, L1216, L1217, L1218, L1219, L1220, L1221, L1222, L1223, L1224, L1225, L1226, L1227, L1228, L1229, L1230, L1231, L1232, L1233, L1234, L1235, L1236, L1237, L1238, L1239, L1240, L1241, L1242, L1243, L1244, L1245, L1246, L1247, L1248, L1249, L1250, L1251, L1252, L1253, L1254, L1255, L1256, L1257, L1258, L1259, L1260, L1261, L1262, L1263, L1264, L1265, L1266, L1267, L1268, L1269, L1270, L1271, L1272, L1273, L1274, L1275, L1276, L1277, L1278, L1279, L1280, L1281, L1282, L1283, L1284, L1285, L1286, L1287, L1288, L1289, L1290, L1291, L1292, L1293, L1294, L1295, L1296, L1297, L1298, L1299, L1300, L1301, L1302, L1303, L1304, L1305, L1306, L1307, L1308, L1309, L1310, L1311, L1312, L1313, L1314, L1315, L1316, L1317, L1318, L1319, L1320, L1321, L1322, L1323, L1324, L1325, L1326, L1327, L1328, L1329, L1330, L1331, L1332, L1333, L1334, L1335, L1336, L1337, L1338, L1339, L1340, L1341, L1342, L1343, L1344, L1345, L1346, L1347, L1348, L1349, L1350, L1351, L1352, L1353, L1354, L1355, L1356, L1357, L1358, L1359, L1360, L1361, L1362, L1363, L1364, L1365, L1366, L1367, L1368, L1369, L1370, L1371, L1372, L1373, L1374, L1375, L1376, L1377, L1378, L1379, L1380, L1381, L1382, L1383, L1384, L1385, L1386, L1387, L1388, L1389, L1390, L1391, L1392, L1393, L1394, L1395, L1396, L1397, L1398, L1399, L1400, L1401, L1402, L1403, L1404, L1405, L1406, L1407, L1408, L1409, L1410, L1411, L1412, L1413, L1414, L1415, L1416, L1417, L1418, L1419, L1420, L1421, L1422, L1423, L1424, L1425, L1426, L1427, L1428, L1429, L1430, L1431, L1432, L1433, L1434, L1435, L1436, L1437, L1438, L1439, L1440, L1441, L1442, L1443, L1444, L1445, L1446, L1447, L1448, L1449, L1450, L1451, L1452, L1453, L1454, L1455, L1456, L1457, L1458, L1459, L1460, L1461, L1462, L1463, L1464, L1465, L1466, L1467, L1468, L1469, L1470, L1471, L1472, L1473, L1474, L1475",335.60,437,
T005,"L1476, L1477, L1478, L1479, L1480, L1481, L1482, L1483, L1484, L1485, L1486, L1487, L1488, L1489, L1490, L1491, L1492, L1493, L1494, L1495, L1496, L1497, L1498, L1499, L1500, L1501, L1502, L1503, L1504, L1505, L1506, L1507, L1508, L1509, L1510, L1511, L1512, L1513, L1514, L1515, L1516, L1517, L1518, L1519, L1520, L1521, L1522, L1523, L1524, L1525, L1526, L1527, L1528, L1529, L1530, L1531, L1532, L1533, L1534, L1535, L1536, L1537, L1538, L1539, L1540, L1541, L1542, L1543, L1544, L1545, L1546, L1547, L1548, L1549, L1550, L1551, L1552, L1553, L1554, L1555, L1556, L1557, L1558, L1559, L1560, L1561, L1562, L1563, L1564, L1565, L1566, L1567, L1568, L1569, L1570, L1571, L1572, L1573, L1574, L1575, L1576, L1577, L1578, L1579, L1580, L1581, L1582, L1583, L1584, L1585, L1586, L1587, L1588, L1589, L1590, L1591, L1592, L1593, L1594, L1595, L1596, L1597, L1598, L1599, L1600, L1601, L1602, L1603, L1604, L1605, L1606, L1607, L1608, L1609, L1610, L1611, L1612, L1613, L1614, L1615, L1616, L1617, L1618, L1619, L1620, L1621, L1622, L1623, L1624, L1625, L1626, L1627, L1628, L1629, L1630, L1631, L1632, L1633, L1634, L1635, L1636, L1637, L1638, L1639, L1640, L1641, L1642, L1643, L1644, L1645, L1646, L1647, L1648, L1649, L1650, L1651, L1652, L1653, L1654, L1655, L1656, L1657, L1658, L1659, L1660, L1661, L1662, L1663, L1664, L1665, L1666, L1667, L1668, L1669, L1670, L1671, L1672, L1673, L1674, L1675, L1676, L1677, L1678, L1679, L1680, L1681, L1682, L1683, L1684, L1685, L1686, L1687, L1688, L1689, L1690, L1691, L1692, L1693, L1694, L1695, L1696, L1697, L1698, L1699, L1700, L1701, L1702, L1703, L1704, L1705, L1706, L1707, L1708, L1709, L1710, L1711, L1712, L1713, L1714, L1715, L1716, L1717, L1718, L1719, L1720, L1721, L1722, L1723, L1724, L1725, L1726, L1727, L1728, L1729, L1730, L1731, L1732, L1733, L1734, L1735, L1736, L1737, L1738, L1739, L1740, L1741, L1742, L1743, L1744, L1745, L1746, L1747, L1748, L1749, L1750, L1751, L1752, L1753, L1754, L1755, L1756, L1757, L1758, L1759, L1760, L1761, L1762, L1763, L1764, L1765, L1766, L1767, L1768, L1769, L1770, L1771, L1772, L1773, L1774, L1775, L1776, L1777, L1778, L1779, L1780, L1781, L1782, L1783, L1784, L1785, L1786, L1787, L1788, L1789, L1790, L1791, L1792, L1793, L1794, L1795, L1796, L1797, L1798, L1799, L1800, L1801, L1802, L1803, L1804, L1805, L1806, L1807, L1808, L1809, L1810, L1811, L1812, L1813, L1814, L1815, L1816, L1817, L1818, L1819, L1820, L1821, L1822, L1823, L1824, L1825, L1826, L1827, L1828, L1829, L1830, L1831, L1832, L1833, L1834, L1835, L1836, L1837, L1838, L1839, L1840, L1841, L1842, L1843, L1844, L1845, L1846, L1847, L1848, L1849, L1850, L1851, L1852, L1853, L1854, L1855, L1856, L1857, L1858, L1859, L1860, L1861, L1862",337.23,387,
T006,"L1863, L1864, L1865, L1866, L1867, L1868, L1869, L1870, L1871, L1872, L1873, L1874, L1875, L1876, L1877, L1878, L1879, L1880, L1881, L1882, L1883, L1884, L1885, L1886, L1887, L1888, L1889, L1890, L1891, L1892, L1893, L1894, L1895, L1896, L1897, L1898, L1899, L1900, L1901, L1902, L1903, L1904, L1905, L1906, L1907, L1908, L1909, L1910, L1911, L1912, L1913, L1914, L1915, L1916, L1917, L1918, L1919, L1920, L1921, L1922, L1923, L1924, L1925, L1926, L1927, L1928, L1929, L1930, L1931, L1932, L1933, L1934, L1935, L1936, L1937, L1938, L1939, L1940, L1941, L1942, L1943, L1944, L1945, L1946, L1947, L1948, L1949, L1950, L1951, L1952, L1953, L1954, L1955, L1956, L1957, L1958, L1959, L1960, L1961, L1962, L1963, L1964, L1965, L1966, L1967, L1968, L1969, L1970, L1971, L1972, L1973, L1974, L1975, L1976, L1977, L1978, L1979, L1980, L1981, L1982, L1983, L1984, L1985, L1986, L1987, L1988, L1989, L1990, L1991, L1992, L1993, L1994, L1995, L1996, L1997, L1998, L1999, L2000, L2001, L2002, L2003, L2004, L2005, L2006, L2007, L2008, L2009, L2010, L2011, L2012, L2013, L2014, L2015, L2016, L2017, L2018, L2019, L2020, L2021, L2022, L2023, L2024, L2025, L2026, L2027, L2028, L2029, L2030, L2031, L2032, L2033, L2034, L2035, L2036, L2037, L2038, L2039, L2040, L2041, L2042, L2043, L2044, L2045, L2046, L2047, L2048, L2049, L2050, L2051, L2052, L2053, L2054, L2055, L2056, L2057, L2058, L2059, L2060, L2061, L2062, L2063, L2064, L2065, L2066, L2067, L2068, L2069, L2070, L2071, L2072, L2073, L2074, L2075, L2076, L2077, L2078, L2079, L2080, L2081, L2082, L2083, L2084, L2085, L2086, L2087, L2088, L2089, L2090, L2091, L2092, L2093, L2094, L2095, L2096, L2097, L2098, L2099, L2100, L2101, L2102, L2103, L2104, L2105, L2106, L2107, L2108, L2109, L2110, L2111, L2112, L2113, L2114, L2115, L2116, L2117, L2118, L2119, L2120, L2121, L2122, L2123, L2124, L2125, L2126, L2127, L2128, L2129, L2130, L2131, L2132, L2133, L2134, L2135, L2136, L2137, L2138, L2139, L2140, L2141, L2142, L2143, L2144, L2145, L2146, L2147, L2148, L2149, L2150, L2151, L2152, L2153, L2154, L2155, L2156, L2157, L2158, L2159, L2160, L2161, L2162, L2163, L2164, L2165, L2166, L2167, L2168, L2169, L2170, L2171, L2172, L2173, L2174, L2175, L2176, L2177, L2178, L2179, L2180, L2181, L2182, L2183, L2184, L2185, L2186, L2187, L2188, L2189, L2190, L2191, L2192, L2193, L2194, L2195, L2196, L2197, L2198, L2199, L2200, L2201, L2202, L2203, L2204, L2205, L2206, L2207, L2208, L2209, L2210, L2211, L2212, L2213, L2214, L2215, L2216, L2217, L2218, L2219, L2220, L2221, L2222, L2223, L2224, L2225, L2226, L2227, L2228, L2229, L2230, L2231, L2232, L2233, L2234, L2235, L2236, L2237, L2238, L2239, L2240, L2241, L2242, L2243, L2244, L2245, L2246, L2247, L2248, L2249, L2250, L2251, L2252, L2253, L2254, L2255, L2256, L2257, L2258, L2259, L2260, L2261, L2262, L2263, L2264, L2265, L2266, L2267, L2268, L2269, L2270, L2271, L2272, L2273, L2274, L2275, L2276, L2277, L2278, L2279, L2280, L2281, L2282, L2283, L2284, L2285, L2286, L2287, L2288, L2289, L2290, L2291, L2292, L2293, L2294, L2295, L2296, L2297, L2298, L2299, L2300, L2301, L2302, L2303, L2304, L2305, L2306, L2307, L2308, L2309, L2310, L2311, L2312, L2313, L2314, L2315, L2316, L2317, L2318, L2319, L2320, L2321, L2322, L2323, L2324, L2325, L2326, L2327, L2328, L2329, L2330, L2331, L2332, L2333, L2334, L2335, L2336, L2337, L2338, L2339, L2340, L2341, L2342, L2343, L2344, L2345, L2346, L2347, L2348, L2349, L2350, L2351, L2352, L2353, L2354, L2355, L2356, L2357, L2358, L2359, L2360, L2361, L2362, L2363, L2364, L2365, L2366, L2367, L2368, L2369, L2370, L2371, L2372, L2373, L2374, L2375, L2376, L2377, L2378, L2379, L2380, L2381, L2382, L2383, L2384, L2385, L2386, L2387, L2388, L2389, L2390, L2391, L2392, L2393, L2394, L2395, L2396, L2397, L2398, L2399, L2400, L2401, L2402, L2403, L2404, L2405, L2406, L2407, L2408, L2409, L2410, L2411, L2412, L2413, L2414, L2415, L2416, L2417, L2418, L2419, L2420, L2421, L2422, L2423, L2424, L2425, L2426, L2427, L2428, L2429, L2430, L2431, L2432, L2433, L2434, L2435, L2436, L2437, L2438, L2439, L2440, L2441, L2442, L2443, L2444, L2445, L2446, L2447, L2448, L2449, L2450, L2451, L2452, L2453, L2454, L2455, L2456, L2457, L2458, L2459, L2460, L2461, L2462, L2463, L2464, L2465, L2466, L2467, L2468, L2469, L2470, L2471, L2472, L2473, L2474, L2475, L2476, L2477, L2478, L2479, L2480, L2481, L2482, L2483, L2484, L2485, L2486, L2487, L2488, L2489, L2490, L2491, L2492, L2493, L2494, L2495, L2496, L2497, L2498, L2499, L2500, L2501, L2502, L2503, L2504, L2505, L2506, L2507, L2508, L2509, L2510, L2511, L2512, L2513, L2514, L2515, L2516, L2517, L2518, L2519, L2520, L2521, L2522, L2523, L2524, L2525, L2526, L2527, L2528, L2529, L2530, L2531, L2532, L2533, L2534, L2535, L2536, L2537, L2538, L2539, L2540, L2541, L2542, L2543, L2544, L2545, L2546, L2547, L2548, L2549, L2550, L2551, L2552, L2553, L2554, L2555, L2556, L2557, L2558, L2559, L2560, L2561, L2562, L2563, L2564, L2565, L2566, L2567, L2568, L2569, L2570, L2571, L2572, L2573, L2574, L2575, L2576, L2577, L2578, L2579, L2580, L2581, L2582, L2583, L2584, L2585, L2586, L2587, L2588, L2589, L2590, L2591, L2592, L2593, L2594, L2595, L2596, L2597, L2598, L2599, L2600, L2601, L2602, L2603, L2604, L2605, L2606, L2607, L2608, L2609, L2610, L2611, L2612, L2613, L2614, L2615, L2616, L2617, L2618, L2619",337.33,757,
T007,"L2620, L2621, L2622, L2623, L2624, L2625, L2626, L2627, L2628, L2629, L2630, L2631, L2632, L2633, L2634, L2635, L2636, L2637, L2638, L2639, L2640, L2641, L2642, L2643, L2644, L2645, L2646, L2647, L2648, L2649, L2650, L2651, L2652, L2653, L2654, L2655, L2656, L2657, L2658, L2659, L2660, L2661, L2662, L2663, L2664, L2665, L2666, L2667, L2668, L2669, L2670, L2671, L2672, L2673, L2674, L2675, L2676, L2677, L2678, L2679, L2680, L2681, L2682, L2683, L2684, L2685, L2686, L2687, L2688, L2689, L2690, L2691, L2692, L2693, L2694, L2695, L2696, L2697, L2698, L2699, L2700, L2701, L2702, L2703, L2704, L2705, L2706, L2707, L2708, L2709, L2710, L2711, L2712, L2713, L2714, L2715, L2716, L2717, L2718, L2719, L2720, L2721, L2722, L2723, L2724, L2725, L2726, L2727, L2728, L2729, L2730, L2731, L2732, L2733, L2734, L2735, L2736, L2737, L2738, L2739, L2740, L2741, L2742, L2743, L2744, L2745, L2746, L2747, L2748, L2749, L2750, L2751, L2752, L2753, L2754, L2755, L2756, L2757, L2758, L2759, L2760, L2761, L2762, L2763, L2764, L2765, L2766, L2767, L2768, L2769, L2770, L2771, L2772, L2773, L2774, L2775, L2776, L2777, L2778, L2779, L2780, L2781, L2782, L2783, L2784, L2785, L2786, L2787, L2788, L2789, L2790, L2791, L2792, L2793, L2794, L2795, L2796, L2797, L2798, L2799, L2800, L2801, L2802, L2803, L2804, L2805, L2806, L2807, L2808, L2809, L2810, L2811, L2812, L2813, L2814, L2815, L2816, L2817, L2818, L2819, L2820, L2821, L2822, L2823, L2824, L2825, L2826, L2827, L2828, L2829, L2830, L2831, L2832, L2833, L2834, L2835, L2836, L2837, L2838, L2839, L2840, L2841, L2842, L2843, L2844, L2845, L2846, L2847, L2848, L2849, L2850, L2851, L2852, L2853, L2854, L2855, L2856, L2857, L2858, L2859, L2860, L2861, L2862, L2863, L2864, L2865, L2866, L2867, L2868, L2869, L2870, L2871, L2872, L2873, L2874, L2875, L2876, L2877, L2878, L2879, L2880, L2881, L2882, L2883, L2884, L2885, L2886, L2887, L2888, L2889, L2890, L2891, L2892, L2893, L2894, L2895, L2896, L2897, L2898, L2899, L2900, L2901, L2902, L2903, L2904, L2905, L2906, L2907, L2908, L2909, L2910, L2911, L2912, L2913, L2914, L2915, L2916, L2917, L2918, L2919, L2920, L2921, L2922, L2923, L2924, L2925, L2926, L2927, L2928, L2929, L2930, L2931, L2932, L2933, L2934, L2935, L2936, L2937, L2938, L2939, L2940, L2941, L2942, L2943, L2944, L2945",336.11,326,
T008,"L2946, L2947, L2948, L2949, L2950, L2951, L2952, L2953, L2954, L2955, L2956, L2957, L2958, L2959, L2960, L2961, L2962, L2963, L2964, L2965, L2966, L2967, L2968, L2969, L2970, L2971, L2972, L2973, L2974, L2975, L2976, L2977, L2978, L2979, L2980, L2981, L2982, L2983, L2984, L2985, L2986, L2987, L2988, L2989, L2990, L2991, L2992, L2993, L2994, L2995, L2996, L2997, L2998, L2999, L3000, L3001, L3002, L3003, L3004, L3005, L3006, L3007, L3008, L3009, L3010, L3011, L3012, L3013, L3014, L3015, L3016, L3017, L3018, L3019, L3020, L3021, L3022, L3023, L3024, L3025, L3026, L3027, L3028, L3029, L3030, L3031, L3032, L3033, L3034, L3035, L3036, L3037, L3038, L3039, L3040, L3041, L3042, L3043, L3044, L3045, L3046, L3047, L3048, L3049, L3050, L3051, L3052, L3053, L3054, L3055, L3056, L3057, L3058, L3059, L3060, L3061, L3062, L3063, L3064, L3065, L3066, L3067, L3068, L3069, L3070, L3071, L3072, L3073, L3074, L3075, L3076, L3077, L3078, L3079, L3080, L3081, L3082, L3083, L3084, L3085, L3086, L3087, L3088, L3089, L3090, L3091, L3092, L3093, L3094, L3095, L3096, L3097, L3098, L3099, L3100, L3101, L3102, L3103, L3104, L3105, L3106, L3107, L3108, L3109, L3110, L3111, L3112, L3113, L3114, L3115, L3116, L3117, L3118, L3119, L3120, L3121, L3122, L3123, L3124, L3125, L3126, L3127, L3128, L3129, L3130, L3131, L3132, L3133, L3134, L3135, L3136, L3137, L3138, L3139, L3140, L3141, L3142, L3143, L3144, L3145, L3146, L3147, L3148, L3149, L3150, L3151, L3152, L3153, L3154, L3155, L3156, L3157, L3158, L3159, L3160, L3161, L3162, L3163, L3164, L3165, L3166, L3167, L3168, L3169, L3170, L3171, L3172, L3173, L3174, L3175, L3176, L3177, L3178, L3179, L3180, L3181, L3182, L3183, L3184",336.12,239,
