Speed_mph,Curve_CUR_degree,Curve_Max_FOL_500ft_degree,Curve_Max_FOL_500_1kft_degree,Curve_Max_FOL_1k_1k5ft_degree,Curve_Max_FOL_1k5_2kft_degree,Curve_Max_FOL_2k_2k5ft_degree,Curve_Max_PRE_500ft_degree,Curve_Max_PRE_500_1kft_degree,Curve_Max_PRE_1k_1k5ft_degree,Curve_Max_PRE_1k5_2kft_degree,Curve_Max_PRE_2k_2k5ft_degree,Elev_Delta_CUR_ft,Elev_Delta_FOL_500ft_ft,Elev_Delta_FOL_500_1kft_ft,Elev_Delta_FOL_1k_1k5ft_ft,Elev_Delta_FOL_1k5_2kft_ft,Elev_Delta_FOL_2k_2k5ft_ft,Elev_Delta_PRE_500ft_ft,Elev_Delta_PRE_500_1kft_ft,Elev_Delta_PRE_1k_1k5ft_ft,Elev_Delta_PRE_1k5_2kft_ft,Elev_Delta_PRE_2k_2k5ft_ft,Distance_to_FOL_Intersection,Distance_to_FOL_Station,Distance_to_FOL_Switch,Distance_to_PRE_Intersection,Distance_to_PRE_Station,Distance_to_PRE_Switch
53.69,0.0002,1.3586,4.7418,3.8408,2.3248,8.6222,7.0132,3.4022,1.81282,2.54236,1.50332,-1.1526428999999325,-0.6378427999999303,-0.4668858,-0.11517140000000836,-0.24522859999990487,0.5395856999999751,-0.4673142999999982,-0.06005720000007386,-1.0737570999999662,-0.4592000000000098,-0.4655285000000049,4400,121950,77550,4250,94650,28450
34.44,0.00054,0.00092,2.44656,1.81154,0.0009,0.0009,11.59782,13.02022,13.1112,1.1462,0.001,-0.6195286000000806,-0.7491284999999834,-0.84962859999996,-0.8222000000000662,-0.7965714000000617,-0.7191856999999118,-0.37170000000003256,-0.24449999999990268,-0.6522856999999931,-0.5126856999999063,-0.527228599999944,10950,201200,50800,4050,15400,6900
71.2,0.0,0.00092,2.44656,0.0009,0.0009,0.0009,6.09194,11.59782,13.02022,13.1112,0.0954,-0.8678285999999389,-0.906885700000089,-0.8222000000000662,-0.8659857000000102,-0.7191856999999118,-0.8561571000000185,-0.37170000000003256,-0.24449999999990268,-0.42062860000010005,-0.5908428000000185,-0.5126856999999063,10650,200900,50500,4350,15700,7200
69.23,0.00092,0.00092,2.44656,0.0009,0.0009,0.0009,3.77986,11.59782,13.02022,13.1112,1.1462,-0.9166285999999673,-0.8914999999999509,-0.8222000000000662,-0.8775999999999158,-0.7191856999999118,-0.836471500000016,-0.37170000000003256,-0.24449999999990268,-0.32448570000008203,-0.5908428000000185,-0.5126856999999063,10600,200850,50450,4400,15750,7250
68.08,0.0,13.1112,13.02022,11.59782,0.00092,2.44656,1.1462,0.001,0.903,0.0006,0.0006,-0.6909286000000066,-0.6656143000000156,-0.24449999999990268,-0.37170000000003256,-0.8176428999998961,-0.84962859999996,-0.5292713999999705,-0.5126856999999063,-0.6459856999999829,-0.8174714000000449,-0.4867857000000413,12400,202650,52250,2600,13950,5450
65.32,0.0,13.1112,13.02022,11.59782,0.00092,2.44656,1.1462,0.001,0.903,0.0006,0.0006,-0.6909286000000066,-0.6656143000000156,-0.24449999999990268,-0.37170000000003256,-0.8176428999998961,-0.84962859999996,-0.5292713999999705,-0.5126856999999063,-0.6459856999999829,-0.8174714000000449,-0.4867857000000413,12400,202650,52250,2600,13950,5450
69.0,0.00074,2.44656,0.00074,0.0009,0.0009,0.0009,0.00092,11.59782,13.02022,13.1112,1.1462,-0.9167142999999669,-0.84962859999996,-0.8222000000000662,-0.7457570999999916,-0.7191856999999118,-0.6197856999999658,-0.7491284999999834,-0.37170000000003256,-0.24449999999990268,-0.6656143000000156,-0.5292713999999705,10400,200650,50250,4600,15950,7450
48.77,2.52024,11.1344,8.32592,0.00092,0.30718,0.00072,10.819,14.098,9.6726,0.001,14.9876,-0.7568142999999736,-0.6352000000000544,-0.8158571999999822,0.17198569999993651,-0.0297142999999096,0.7280572000000802,-0.5896427999999787,0.8716141999999536,0.6125286000000187,0.5507285999999567,2.4354285000000573,1500,95250,50850,2750,121350,55150
50.34,2e-05,8.32592,0.00092,0.00072,0.30718,2.18222,11.1344,10.819,14.098,9.6726,14.9876,-1.095842800000014,-0.8158571999999822,-0.7050713999999516,0.17198569999993651,-0.4467142999999396,0.7280572000000802,-0.6352000000000544,-0.13684280000006765,0.8716141999999536,0.5702572000000146,1.1286857000000055,1200,94950,50550,3050,121650,55450
50.87,4e-05,14.59428,12.82246,2.05012,1.16302,0.00104,19.26312,13.2766,8.6822,0.524,1.4162,-0.7743285999999898,-0.8735285000000204,-0.18611420000002,-0.8959427999999434,-0.620742899999982,-0.6696857000000591,-0.3635285999999951,-0.25634279999997034,-0.4317999999999529,0.22817140000006475,4.288942899999938,7650,62450,18050,2300,154150,87950
47.05,0.00076,14.59428,12.82246,2.05012,1.16302,0.00104,19.26312,13.2766,8.6822,0.941,1.4162,-0.9817285999999967,-0.6750143000000435,-0.18611420000002,-0.8814714000000095,-0.620742899999982,-0.6783143000000109,-0.3635285999999951,-0.4208000000000993,-0.25634279999997034,0.1556286,4.288942899999938,7600,62400,18000,2350,154200,88000
51.26,1.30096,9.60296,14.8648,11.39358,13.57834,6.92622,6.17422,4.6482,1.2506,0.8122,0.7414,-1.0930429000000004,-0.5065143000000489,0.35565710000003037,0.7294713999999658,0.25605709999996407,-0.16472849999996697,-0.8809714999999869,-0.4312570999999821,-0.410585699999956,-0.5271999999999935,-0.5860713999999803,1550,31050,38800,5550,185550,13350
52.71,2.50116,14.8648,11.39358,13.57834,6.92622,0.00044,9.60296,6.17422,4.6482,1.2506,0.0006,-0.9718284999999582,0.2258572000000072,0.7294713999999658,0.4061999999999557,0.1768570999999497,-0.16752859999996872,-0.5065143000000489,-0.7847142999999619,-0.410585699999956,-0.4888000000000261,-0.5667285999999763,1150,30650,38400,5950,185950,13750
51.3,0.0,14.8648,11.39358,13.57834,6.92622,5.16008,9.60296,6.17422,4.6482,1.2506,0.8122,-1.2887857000000054,0.35565710000003037,0.7294713999999658,0.25605709999996407,-0.16472849999996697,-0.16752859999996872,-0.5065143000000489,-0.8809714999999869,-0.4312570999999821,-0.410585699999956,-0.5271999999999935,1050,30550,38300,6050,186050,13850
55.23,0.001,0.001,6.834,3.0698,11.2558,5.8212,0.6372,4.858,13.9544,9.2752,2.9938,-0.36110000000002174,-0.3066857000000027,-0.08331429999998363,6.935942900000043,7.346828600000038,-0.050399999999967804,-0.40461429999999154,-0.5041286000000014,-0.4013143000000241,2.5017286000000354,0.387228499999992,1350,20750,28500,2150,195850,23650
51.96,0.0006,0.6372,0.001,6.834,10.251,11.2558,0.001,5.3902,13.9544,9.2752,5.19,-0.5632572000000096,-0.3066857000000027,-0.31681430000003274,-0.08331429999998363,7.346828600000038,4.745857200000046,-0.5041286000000014,-0.4013143000000241,0.0015857000000210064,2.5017286000000354,-0.8027858000000379,1650,21050,28800,1850,195550,23350
54.72,0.0006,0.2664,0.6372,0.0012,6.834,11.2558,4.858,13.9544,9.2752,5.19,0.3678,-0.5041286000000014,-0.4156285999999909,-0.3066857000000027,-0.10925709999997935,-0.08331429999998363,7.346828600000038,-0.5184285999999929,-0.4013143000000241,2.5017286000000354,-0.9686143000000129,-0.7498999999999683,1950,21350,29100,1550,195250,23050
51.6,4.858,0.001,0.6372,0.001,6.834,10.251,5.3902,13.9544,9.2752,5.19,0.3678,-0.8159856999999988,-0.5041286000000014,-0.3066857000000027,-0.31681430000003274,-0.08331429999998363,7.346828600000038,-0.4013143000000241,0.0015857000000210064,2.5017286000000354,-0.7705571000000191,-0.6970858000000248,2200,21600,29350,1300,195000,22800
53.73,0.0006,5.3902,0.001,0.6372,0.001,6.834,13.9544,9.2752,5.19,0.3678,2.0702,-0.49344279999996843,-0.4013143000000241,-0.5041286000000014,-0.3066857000000027,-0.31681430000003274,-0.08331429999998363,0.0015857000000210064,2.5017286000000354,-0.8027858000000379,-0.6970858000000248,-0.7504571000000055,2650,22050,29800,850,194550,22350
52.36,0.0004,13.9544,5.3902,0.001,0.6372,0.001,9.2752,5.19,0.3678,2.0702,7.388,-0.08809999999999718,0.0015857000000210064,-0.4013143000000241,-0.5041286000000014,-0.3066857000000027,-0.31681430000003274,2.5017286000000354,-0.7705571000000191,-0.6970858000000248,-0.7879143000000113,0.004642900000021655,3200,22600,30350,300,194000,21800
10.56,0.0,9.2752,13.9544,4.858,0.2664,0.6372,5.19,0.3678,2.0702,4.428,14.6794,-0.8298286000000417,2.5017286000000354,-0.4013143000000241,-0.5041286000000014,-0.4156285999999909,-0.3066857000000027,-0.9686143000000129,-0.7498999999999683,-0.6970858000000248,-0.3107856999999967,0.11715720000000829,3450,22850,30600,50,193750,21550
51.68,5.19,2.9938,9.2752,13.9544,4.858,0.6372,0.3678,2.0702,4.428,14.6794,14.6376,-1.0629571000000055,0.387228499999992,2.5017286000000354,-0.4013143000000241,-0.5041286000000014,-0.40461429999999154,-0.7498999999999683,-0.6970858000000248,-0.43095710000000054,0.037642900000037116,0.2577999999999747,400,23300,31050,2950,193300,21100
51.31,0.0004,5.19,9.2752,13.9544,4.858,0.001,0.3678,2.0702,7.388,14.6794,14.6376,-0.8267571999999745,-0.8574284999999691,2.5017286000000354,-0.17934289999999464,-0.4013143000000241,-0.5041286000000014,-0.6970858000000248,-0.7120142999999644,0.004642900000021655,0.2577999999999747,-0.698828600000013,600,23500,31250,2750,193100,20900
48.23,0.0008,5.19,9.2752,13.9544,5.3902,0.001,0.3678,2.0702,7.388,14.6794,14.6376,-0.7705571000000191,-0.8027858000000379,2.5017286000000354,0.0015857000000210064,-0.4013143000000241,-0.5041286000000014,-0.6970858000000248,-0.7879143000000113,0.004642900000021655,0.2577999999999747,-0.698828600000013,700,23600,31350,2650,193000,20800
51.51,0.0608,5.19,9.2752,13.9544,5.3902,4.858,0.3678,3.0148,7.388,14.6794,14.6376,-0.7800143000000048,-0.7705571000000191,2.5017286000000354,0.31978569999995443,-0.4013143000000241,-0.5041286000000014,-0.6970858000000248,-0.6917571999999836,0.037642900000037116,0.2577999999999747,-0.698828600000013,800,23700,31450,2550,192900,20700
48.22,0.001,0.3678,5.19,9.2752,13.9544,5.3902,2.0702,7.388,14.6794,14.6376,10.2942,-0.7120142999999644,-0.6970858000000248,-0.8267571999999745,2.5017286000000354,-0.045200000000022555,-0.4013143000000241,-0.7504571000000055,0.004642900000021655,0.2577999999999747,-0.698828600000013,0.7149286000000075,1150,24050,31800,2200,192550,20350
51.59,0.609,2.0702,5.19,2.9938,9.2752,13.9544,4.428,14.6794,14.6376,9.3252,10.2942,-0.9270142999999962,-0.6970858000000248,-0.7498999999999683,0.387228499999992,2.5017286000000354,-0.4013143000000241,-0.43095710000000054,0.037642900000037116,0.2577999999999747,-0.6492571999999655,1.285971399999994,1400,24300,32050,1950,192300,20100
49.06,0.0,2.0702,0.3678,5.19,9.2752,13.9544,7.388,14.6794,14.6376,10.2942,9.28568,-0.9728570999999988,-0.6970858000000248,-0.7443714000000341,-0.8574284999999691,2.5017286000000354,-0.17934289999999464,0.004642900000021655,0.2577999999999747,-0.698828600000013,0.7149286000000075,1.285971399999994,1600,24500,32250,1750,192100,19900
52.72,6.17422,3.96988,9.60296,14.8648,11.39358,13.57834,4.6482,0.0006,1.2506,0.7414,0.916,-1.1725000000000136,-0.8809714999999869,-0.5065143000000489,0.35565710000003037,0.7294713999999658,0.25605709999996407,-0.4970429000000536,-0.410585699999956,-0.5271999999999935,-0.5860713999999803,-0.6009999999999991,1950,31450,39200,5150,185150,12950
0.0,0.66134,11.39358,13.57834,6.92622,5.16008,10.52474,14.8648,9.60296,6.17422,4.6482,1.2506,0.35565710000003037,0.7294713999999658,0.25605709999996407,0.029057200000011107,-0.16752859999996872,-0.46024280000000317,0.2258572000000072,-0.5065143000000489,-0.8809714999999869,-0.410585699999956,-0.42081430000001774,600,30100,37850,6500,186500,14300
63.7,0.1532,6.17422,9.60296,3.36612,14.8648,13.57834,0.0008,1.2506,0.7414,0.001,0.916,-0.5411999999999466,-0.5537714999999821,-0.86107149999998,-0.5065143000000489,0.35565710000003037,0.7294713999999658,-0.410585699999956,-0.5271999999999935,-0.5860713999999803,-0.6009999999999991,-0.37551429999996344,2350,31850,39600,4750,184750,12550
60.69,0.0006,4.6482,6.17422,9.60296,14.8648,11.39358,1.2506,0.0006,0.7414,0.916,0.0008,-0.42081430000001774,-0.410585699999956,-0.8809714999999869,-0.5065143000000489,0.2258572000000072,0.7294713999999658,-0.4888000000000261,-0.5667285999999763,-0.5860713999999803,-0.5971857000000114,0.14229999999997744,2650,32150,39900,4450,184450,12250
0.02,0.0006,0.0012,0.9358,0.6092,0.0108,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.14052860000003875,-0.194614300000012,4.1933285999999725,-0.5323000000000206,0.21291430000002265,0.223700000000008,-0.08035710000001473,2.5647286000000236,2.842785700000036,0.17112859999997454,-0.4266857000000073,500,400,8150,600,216200,44000
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,550,450,8200,550,216150,43950
0.0,0.0006,0.0012,0.9358,0.6092,0.0108,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.14052860000003875,-0.194614300000012,4.1933285999999725,-0.5323000000000206,0.21291430000002265,0.223700000000008,-0.08035710000001473,2.5647286000000236,2.842785700000036,0.17112859999997454,-0.4266857000000073,500,400,8150,600,216200,44000
0.0,0.0006,0.0012,0.9358,0.6092,0.0108,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.14052860000003875,-0.194614300000012,4.1933285999999725,-0.5323000000000206,0.21291430000002265,0.223700000000008,-0.08035710000001473,2.5647286000000236,2.842785700000036,0.17112859999997454,-0.4266857000000073,500,400,8150,600,216200,44000
0.0,0.0006,0.0012,0.9358,0.6092,0.0108,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.14052860000003875,-0.194614300000012,4.1933285999999725,-0.5323000000000206,0.21291430000002265,0.223700000000008,-0.08035710000001473,2.5647286000000236,2.842785700000036,0.17112859999997454,-0.4266857000000073,500,400,8150,600,216200,44000
0.7,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,550,450,8200,550,216150,43950
0.06,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,550,450,8200,550,216150,43950
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,550,450,8200,550,216150,43950
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,550,450,8200,550,216150,43950
0.0,0.0006,0.0012,0.9358,0.6092,0.0108,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.14052860000003875,-0.194614300000012,4.1933285999999725,-0.5323000000000206,0.21291430000002265,0.223700000000008,-0.08035710000001473,2.5647286000000236,2.842785700000036,0.17112859999997454,-0.4266857000000073,500,400,8150,600,216200,44000
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,550,450,8200,550,216150,43950
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,550,450,8200,550,216150,43950
0.03,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,550,450,8200,550,216150,43950
0.06,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.11119999999999663,-0.14052860000003875,4.1933285999999725,-0.615099999999984,0.14507140000000618,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.7601713999999902,-0.29375709999999344,-0.33122849999995196,550,450,8200,550,216150,43950
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.87,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.05,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.02,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.08751419999998689,-0.1097428999999579,4.1933285999999725,-0.6817856999999776,-0.12220000000002074,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,650,550,8300,450,216050,43850
3.9,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.04,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
0.0,0.0,0.0012,0.9358,0.001,0.6092,0.001,0.0006,3.4002,4.3874,12.0578,5.9192,-0.1097428999999579,-0.11119999999999663,4.1933285999999725,-0.6817856999999776,-0.049914300000011735,0.21291430000002265,-0.08035710000001473,2.842785700000036,0.6246999999999616,-0.8224857999999813,-0.2600285999999983,600,500,8250,500,216100,43900
