Speed_mph,Elevation_Smoothen_ft,Elev_Delta_CUR_ft,Elev_Delta_FOL_500ft_ft,Elev_Delta_FOL_500_1kft_ft,Elev_Delta_FOL_1k_1k5ft_ft,Elev_Delta_FOL_1k5_2kft_ft,Elev_Delta_FOL_2k_2k5ft_ft,Elev_Delta_PRE_500ft_ft,Elev_Delta_PRE_500_1kft_ft,Elev_Delta_PRE_1k_1k5ft_ft,Elev_Delta_PRE_1k5_2kft_ft,Elev_Delta_PRE_2k_2k5ft_ft,Curve_CUR_degree,Curve_Max_FOL_500ft_degree,Curve_Max_FOL_500_1kft_degree,Curve_Max_FOL_1k_1k5ft_degree,Curve_Max_FOL_1k5_2kft_degree,Curve_Max_FOL_2k_2k5ft_degree,Curve_Max_PRE_500ft_degree,Curve_Max_PRE_500_1kft_degree,Curve_Max_PRE_1k_1k5ft_degree,Curve_Max_PRE_1k5_2kft_degree,Curve_Max_PRE_2k_2k5ft_degree,Elev_Delta_FOL_500ft_ft,Curve_Max_FOL_500_1kft_degree,Curve_Max_FOL_1k_1k5ft_degree,Curve_Max_FOL_1k5_2kft_degree,Curve_Max_FOL_2k_2k5ft_degree,Curve_Max_PRE_500ft_degree,Curve_Max_PRE_500_1kft_degree,Curve_Max_PRE_1k_1k5ft_degree,Curve_Max_PRE_1k5_2kft_degree,Curve_Max_PRE_2k_2k5ft_degree,Station,Intersection,Switch,geometry,x_coordinate,y_coordinate,Station_if,Intersection_if,Switch_if,Node_ID,Cumulative_Length_ft,Distance_to_FOL_Intersection,Distance_to_FOL_Station,Distance_to_FOL_Switch,Distance_to_PRE_Intersection,Distance_to_PRE_Station,Distance_to_PRE_Switch
49.93,617.8932571,0.9696857000000136,1.171928600000001,1.0364999999999327,1.6799857000000884,1.2215999999999667,1.9548571999999922,1.7235857000000578,1.3309428999999682,1.3236000000000558,0.9378427999999985,1.104214299999967,0.0002,5.9178,16.6932,7.0992,9.82754,6.14492,5.251,18.4272,12.3644,12.4976,0.00074,1.171928600000001,16.6932,7.0992,9.82754,6.14492,5.251,18.4272,12.3644,12.4976,0.00074,0,1,0,POINT (-79.148402 36.07391299999999),-79.1484,36.07397,0,0,0,5045,464750,3150,111300,45100,1400,105300,60900
50.86,622.3206571,0.5781000000000631,0.9431571000000076,1.6799857000000884,1.1397429000001011,1.9548571999999922,1.6591571999999815,1.171928600000001,1.7235857000000578,1.6237714000000096,1.3309428999999682,0.9378427999999985,0.001,16.6932,9.82754,6.14492,10.8488,11.7566,10.5236,4.7934,18.4272,12.3644,12.4976,0.9431571000000076,9.82754,6.14492,10.8488,11.7566,10.5236,4.7934,18.4272,12.3644,12.4976,0,1,0,POINT (-79.149859 36.07486699999999),-79.1499,36.0748,0,0,0,5032,465400,2500,110650,44450,2050,105950,61550
49.53,622.9098714,0.027714299999956893,1.6799857000000884,1.5474285999999893,0.9727000000000317,1.9548571999999922,6.448257099999978,1.171928600000001,1.5450285999999096,1.7235857000000578,1.3309428999999682,0.9378427999999985,0.0006,16.6932,9.82754,6.14492,10.8488,11.7566,10.5236,5.9178,11.9274,18.4272,11.01536,1.6799857000000884,9.82754,6.14492,10.8488,11.7566,10.5236,5.9178,11.9274,18.4272,11.01536,0,1,0,POINT (-79.150165 36.074958),-79.1502,36.07496,0,0,0,5029,465550,2350,110500,44300,2200,106100,61700
45.73,622.8470714,0.33960000000001855,1.6799857000000884,1.6065999999999576,0.9727000000000317,1.9548571999999922,3.3636999999999944,1.171928600000001,1.7235857000000578,1.7044429000000036,1.3309428999999682,0.9378427999999985,0.0006,16.6932,9.82754,6.14492,10.8488,11.7566,10.5236,4.7934,11.9274,18.4272,11.01536,1.6799857000000884,9.82754,6.14492,10.8488,11.7566,10.5236,4.7934,11.9274,18.4272,11.01536,0,1,0,POINT (-79.15012599999999 36.074958),-79.1501,36.07491,0,0,0,5030,465500,2400,110550,44350,2150,106050,61650
47.11,633.2437429,0.8878143000000591,1.7590713999999252,1.9548571999999922,6.631114299999922,1.2246714000000338,1.2101715000000013,1.5474285999999893,1.6799857000000884,1.171928600000001,1.0222142000000076,1.7235857000000578,0.00064,6.14492,10.8488,11.7566,3.9934,5.9542,9.82754,7.0992,16.6932,5.9178,5.251,1.7590713999999252,10.8488,11.7566,3.9934,5.9542,9.82754,7.0992,16.6932,5.9178,5.251,0,1,0,POINT (-79.15333099999998 36.075613999999995),-79.1533,36.0756,0,0,0,5006,466700,1200,109350,43150,3350,107250,62850
49.94,633.2898143,-0.194385699999998,1.9548571999999922,6.448257099999978,6.631114299999922,0.7465286000000333,1.2348713999999745,0.9727000000000317,1.6065999999999576,1.6799857000000884,1.171928600000001,1.5450285999999096,0.0,10.8488,11.7566,4.6242,5.7286,12.5984,6.14492,9.82754,16.6932,10.5236,5.9178,1.9548571999999922,11.7566,4.6242,5.7286,12.5984,6.14492,9.82754,16.6932,10.5236,5.9178,0,1,0,POINT (-79.154216 36.07572900000001),-79.1542,36.07575,0,0,0,4999,467050,850,109000,42800,3700,107600,63200
49.46,633.9051143,1.2629285000000436,1.9548571999999922,6.631114299999922,3.4216142999999875,1.072499999999991,1.2348713999999745,0.9727000000000317,1.5474285999999893,1.6799857000000884,1.171928600000001,1.2092000000000098,3.9206,10.8488,11.7566,3.9934,5.9542,12.5984,6.14492,9.82754,16.6932,10.5236,5.9178,1.9548571999999922,11.7566,3.9934,5.9542,12.5984,6.14492,9.82754,16.6932,10.5236,5.9178,0,1,0,POINT (-79.15449799999999 36.075805),-79.1545,36.0758,0,0,0,4997,467150,750,108900,42700,3800,107700,63300
47.76,634.6255714,1.7590713999999252,1.9548571999999922,6.631114299999922,1.2246714000000338,1.2101715000000013,1.2348713999999745,1.2629285000000436,1.5474285999999893,1.6799857000000884,1.171928600000001,1.0222142000000076,0.0002,10.8488,11.7566,3.9934,5.9542,12.5984,6.14492,9.82754,7.0992,16.6932,5.9178,1.9548571999999922,11.7566,3.9934,5.9542,12.5984,6.14492,9.82754,7.0992,16.6932,5.9178,0,1,0,POINT (-79.154635 36.075817),-79.1546,36.07583,0,0,0,4996,467200,700,108850,42650,3850,107750,63350
48.67,634.1745286,-4.651085699999953,6.631114299999922,1.2246714000000338,1.2348713999999745,1.0471857,0.5644714000000022,1.7738143000000264,1.9548571999999922,1.2215999999999667,1.6799857000000884,1.0364999999999327,3.105,11.7566,3.9934,5.9542,12.5984,12.1686,10.8488,6.14492,9.82754,7.0992,16.6932,6.631114299999922,3.9934,5.9542,12.5984,12.1686,10.8488,6.14492,9.82754,7.0992,16.6932,0,1,0,POINT (-79.156123 36.07637700000001),-79.1561,36.07636,0,0,0,4984,467800,100,108250,42050,4450,108350,63950
50.4,632.1151429,-1.7873286000000235,6.631114299999922,1.0787285999999767,1.2348713999999745,0.9929857000000766,0.4389429000000291,1.7728856999999607,1.9548571999999922,1.1397429000001011,1.6799857000000884,0.7365141999999878,11.7566,4.6242,0.3062,5.9542,12.5984,12.1686,10.8488,6.0374,9.82754,7.0992,16.6932,6.631114299999922,0.3062,5.9542,12.5984,12.1686,10.8488,6.0374,9.82754,7.0992,16.6932,0,1,0,POINT (-79.15628300000002 36.076392999999996),-79.1562,36.07641,0,0,0,4983,467850,50,108200,42000,4500,108400,64000
50.22,632.3872,0.5039285000000291,6.631114299999922,0.8968999999999596,1.2348713999999745,0.906785799999966,0.4213713999999982,1.7728856999999607,1.9548571999999922,1.1397429000001011,1.6799857000000884,0.6195000000000164,0.0006,4.6242,5.7286,12.5984,9.8898,12.1686,11.7566,6.0374,6.14492,9.82754,16.6932,6.631114299999922,5.7286,12.5984,9.8898,12.1686,11.7566,6.0374,6.14492,9.82754,16.6932,0,1,0,POINT (-79.156276 36.07641199999999),-79.1563,36.07648,0,1,0,4982,467900,0,108150,41950,0,108450,64050
48.24,632.6190714,0.3876000000000204,6.631114299999922,0.7901714000000766,1.2348713999999745,0.770957199999998,0.6462285000000065,1.6591571999999815,1.9548571999999922,1.1397429000001011,1.6799857000000884,0.9431571000000076,0.0,4.6242,5.7286,12.5984,9.8898,12.1686,11.7566,10.8488,6.14492,9.82754,16.6932,6.631114299999922,5.7286,12.5984,9.8898,12.1686,11.7566,10.8488,6.14492,9.82754,16.6932,0,1,0,POINT (-79.156451 36.076538),-79.1564,36.07655,0,1,0,4981,467950,0,108100,41900,0,108500,64100
49.3,635.9827714,6.448257099999978,6.631114299999922,0.7465286000000333,1.2348713999999745,0.6526857000000064,1.2354143000000022,3.3636999999999944,1.9548571999999922,0.9727000000000317,1.6065999999999576,1.6799857000000884,0.8652,4.6242,5.7286,12.5984,9.8898,12.1686,11.7566,10.8488,6.14492,9.82754,16.6932,6.631114299999922,5.7286,12.5984,9.8898,12.1686,11.7566,10.8488,6.14492,9.82754,16.6932,0,1,0,POINT (-79.156619 36.07664799999999),-79.1566,36.07668,0,0,0,4979,468050,5300,108000,41800,100,108600,64200
49.98,646.6289143,1.2232714000000442,1.2246714000000338,1.2348713999999745,1.0471857,0.5644714000000022,1.9584429000000227,6.631114299999922,1.7738143000000264,1.9548571999999922,1.2215999999999667,1.6799857000000884,0.0,3.9934,5.9542,12.5984,12.1686,3.04356,11.7566,10.8488,6.14492,9.82754,7.0992,1.2246714000000338,5.9542,12.5984,12.1686,3.04356,11.7566,10.8488,6.14492,9.82754,7.0992,0,1,0,POINT (-79.15721399999998 36.07702999999999),-79.1572,36.07704,0,0,0,4974,468300,5050,107750,41550,350,108850,64450
46.81,646.6289143,1.2232714000000442,1.2246714000000338,1.2348713999999745,1.0471857,0.5644714000000022,1.9584429000000227,6.631114299999922,1.7738143000000264,1.9548571999999922,1.2215999999999667,1.6799857000000884,0.0,3.9934,5.9542,12.5984,12.1686,3.04356,11.7566,10.8488,6.14492,9.82754,7.0992,1.2246714000000338,5.9542,12.5984,12.1686,3.04356,11.7566,10.8488,6.14492,9.82754,7.0992,0,1,0,POINT (-79.157245 36.07705599999999),-79.1572,36.07704,0,0,0,4974,468300,5050,107750,41550,350,108850,64450
50.08,649.8176857,0.6517999999999802,1.072499999999991,1.2348713999999745,0.6041427999999769,1.9584429000000227,1.6575286000000915,6.25385719999997,6.631114299999922,1.9548571999999922,0.9727000000000317,1.5474285999999893,0.0006,5.9542,12.5984,9.8898,12.1686,3.04356,3.9934,11.7566,10.8488,6.14492,9.82754,1.072499999999991,12.5984,9.8898,12.1686,3.04356,3.9934,11.7566,10.8488,6.14492,9.82754,0,1,0,POINT (-79.157885 36.077556),-79.1579,36.07756,0,0,0,4967,468650,4700,107400,41200,700,109200,64800
54.59,666.1322286,-0.1628857999999127,0.016971499999954176,1.1026570999999876,1.6985999999999422,0.5479857000000266,0.6424428999999918,0.45785719999992125,0.557785699999954,0.021428600000035658,0.6282427999999527,0.7924428000000034,0.00074,11.8364,8.6222,5.077,3.8408,4.1756,12.7264,6.24276,3.86676,1.96988,6.73888,0.016971499999954176,8.6222,5.077,3.8408,4.1756,12.7264,6.24276,3.86676,1.96988,6.73888,0,1,0,POINT (-79.183009 36.077556),-79.183,36.07755,0,0,0,4777,478150,7500,97900,31700,1150,118700,74300
55.2,665.0376,-0.031100000000037653,0.45785719999992125,0.016971499999954176,1.1026570999999876,1.6985999999999422,0.5479857000000266,0.557785699999954,0.021428600000035658,0.6282427999999527,0.7924428000000034,0.7771571000000677,0.00058,12.7264,11.8364,8.6222,5.077,3.8408,6.24276,3.86676,1.96988,6.73888,13.48258,0.45785719999992125,11.8364,8.6222,5.077,3.8408,6.24276,3.86676,1.96988,6.73888,13.48258,0,1,0,POINT (-79.181598 36.077564),-79.1816,36.0776,0,0,0,4787,477650,8000,98400,32200,650,118200,73800
53.48,664.9054286,0.3048000000000002,0.45785719999992125,0.016971499999954176,0.44975720000002184,1.6985999999999422,0.7655285999999251,0.557785699999954,0.021428600000035658,0.7741856999999754,0.7924428000000034,0.8502142999999478,0.00058,12.7264,11.8364,8.9202,5.077,2.3248,6.24276,3.86676,2.29234,6.73888,13.48258,0.45785719999992125,11.8364,8.9202,5.077,2.3248,6.24276,3.86676,2.29234,6.73888,13.48258,0,1,0,POINT (-79.18127 36.077647999999996),-79.1813,36.07765,0,0,0,4789,477550,8100,98500,32300,550,118100,73700
53.34,665.6318857,-0.5779427999999598,0.44975720000002184,1.6985999999999422,0.7655285999999251,0.5879286000000548,0.7618429000000333,0.2932285999999067,0.45785719999992125,0.557785699999954,0.021428600000035658,0.7741856999999754,0.0008,8.9202,5.077,2.3248,4.1756,4.7418,11.8364,12.7264,6.24276,3.86676,2.29234,0.44975720000002184,5.077,2.3248,4.1756,4.7418,11.8364,12.7264,6.24276,3.86676,2.29234,0,1,0,POINT (-79.18406999999999 36.07768599999999),-79.184,36.07771,0,0,0,4769,478550,7100,97500,31300,1550,119100,74700
48.75,651.1792571,0.5087714000000005,1.2348713999999745,0.906785799999966,0.4213713999999982,1.9584429000000227,1.180228599999964,1.0787285999999767,6.631114299999922,1.7728856999999607,1.9548571999999922,1.1397429000001011,5.7286,12.5984,9.8898,12.1686,3.04356,1.37004,0.3062,4.6242,11.7566,6.0374,6.14492,1.2348713999999745,9.8898,12.1686,3.04356,1.37004,0.3062,4.6242,11.7566,6.0374,6.14492,0,1,0,POINT (-79.158336 36.07792599999999),-79.1584,36.07793,0,0,0,4962,468900,4450,107150,40950,950,109450,65050
52.13,665.5116571,-0.8653000000000475,0.557785699999954,0.45785719999992125,0.2932285999999067,0.04917139999997744,1.6985999999999422,0.09292849999997088,0.7924428000000034,0.7682286000000431,0.8502142999999478,0.49595720000002075,2.96776,6.24276,12.7264,11.8364,8.9202,5.077,3.86676,2.29234,6.73888,13.48258,2.79682,0.557785699999954,12.7264,11.8364,8.9202,5.077,3.86676,2.29234,6.73888,13.48258,2.79682,0,1,0,POINT (-79.17989600000001 36.07797999999999),-79.1799,36.07797,0,1,0,4800,477000,0,99050,32850,0,117550,73150
56.08,666.4224143,-0.7020856999999978,0.557785699999954,0.45785719999992125,0.39232860000004166,-0.13652860000001965,1.6985999999999422,0.180614300000002,0.7924428000000034,0.5383428999999751,0.8502142999999478,0.4237142000000631,0.00098,6.24276,12.7264,12.11498,8.9202,8.6222,0.00098,2.29234,6.73888,13.48258,2.79682,0.557785699999954,12.7264,12.11498,8.9202,8.6222,0.00098,2.29234,6.73888,13.48258,2.79682,0,1,0,POINT (-79.179568 36.078044),-79.1796,36.07804,0,0,0,4802,476900,100,99150,32950,3550,117450,73050
54.28,662.1552143,0.44975720000002184,1.6985999999999422,0.7655285999999251,0.5879286000000548,0.7618429000000333,1.3070428999999422,0.04917139999997744,0.2932285999999067,0.45785719999992125,0.557785699999954,0.021428600000035658,0.0004,5.077,2.3248,4.1756,4.7418,7.0132,8.9202,11.8364,12.7264,6.24276,3.86676,1.6985999999999422,2.3248,4.1756,4.7418,7.0132,8.9202,11.8364,12.7264,6.24276,3.86676,0,1,0,POINT (-79.18531299999998 36.078056),-79.1853,36.0781,0,0,0,4759,479050,6600,97000,30800,2050,119600,75200
52.72,666.6775857,-0.19000000000005457,0.04594280000003437,0.557785699999954,0.45785719999992125,-0.03510000000005675,1.5016572000000679,0.3147000000000162,0.7924428000000034,0.6128285999999434,0.8502142999999478,0.1811429000000544,0.00072,3.86676,12.7264,12.11498,8.9202,8.6222,0.00098,6.73888,13.48258,0.0008,2.79682,0.04594280000003437,12.7264,12.11498,8.9202,8.6222,0.00098,6.73888,13.48258,0.0008,2.79682,0,1,0,POINT (-79.17916399999999 36.07818600000001),-79.1792,36.07815,0,0,0,4805,476750,250,99300,33100,3400,117300,72900
52.64,665.9520857,1.6985999999999422,1.5623571999999513,0.4303714000000127,0.6879142999999885,1.3070428999999422,1.1526428999999325,1.5120570999999927,-0.13652860000001965,0.39232860000004166,0.557785699999954,0.5087999999999511,0.0006,2.3248,3.8408,4.7418,1.3586,7.0132,8.6222,8.9202,12.11498,12.7264,3.86676,1.5623571999999513,3.8408,4.7418,1.3586,7.0132,8.6222,8.9202,12.11498,12.7264,3.86676,0,1,0,POINT (-79.186046 36.078368999999995),-79.186,36.07841,0,0,0,4753,479350,6300,96700,30500,2350,119900,75500
55.94,666.7421429,0.180614300000002,0.14229999999997744,0.557785699999954,0.45785719999992125,0.39232860000004166,-0.13652860000001965,0.7924428000000034,0.5383428999999751,0.8502142999999478,0.4237142000000631,0.0926571000001104,0.00098,0.00098,6.24276,12.7264,12.11498,8.9202,2.29234,6.73888,13.48258,2.79682,0.00076,0.14229999999997744,6.24276,12.7264,12.11498,8.9202,2.29234,6.73888,13.48258,2.79682,0.00076,0,1,0,POINT (-79.178325 36.07844899999999),-79.1783,36.07841,0,0,0,4812,476400,600,99650,33450,3050,116950,72550
54.88,666.6473286,0.20427150000000438,0.180614300000002,0.557785699999954,0.45785719999992125,0.39232860000004166,-0.13652860000001965,0.7924428000000034,0.4278857000000471,0.8502142999999478,0.3416428000000451,0.0926571000001104,0.00098,0.00098,6.24276,12.7264,12.11498,8.9202,2.29234,6.73888,13.48258,2.79682,0.00076,0.180614300000002,6.24276,12.7264,12.11498,8.9202,2.29234,6.73888,13.48258,2.79682,0.00076,0,1,0,POINT (-79.178225 36.078475),-79.1782,36.07845,0,0,0,4813,476350,650,99700,33500,3000,116900,72500
52.06,666.6473286,0.20427150000000438,0.180614300000002,0.557785699999954,0.45785719999992125,0.39232860000004166,-0.13652860000001965,0.7924428000000034,0.4278857000000471,0.8502142999999478,0.3416428000000451,0.0926571000001104,0.00098,0.00098,6.24276,12.7264,12.11498,8.9202,2.29234,6.73888,13.48258,2.79682,0.00076,0.180614300000002,6.24276,12.7264,12.11498,8.9202,2.29234,6.73888,13.48258,2.79682,0.00076,0,1,0,POINT (-79.17826399999998 36.078475),-79.1782,36.07845,0,0,0,4813,476350,650,99700,33500,3000,116900,72500
53.11,668.0532286,1.0161714000000757,0.8893143000000236,0.5384856999999101,0.6879142999999885,1.3070428999999422,0.7265570999999227,1.6985999999999422,-0.08621430000005148,0.39232860000004166,0.45785719999992125,0.557785699999954,0.0006,2.3248,4.1756,4.7418,7.0132,3.4022,8.6222,8.9202,11.8364,12.7264,6.24276,0.8893143000000236,4.1756,4.7418,7.0132,3.4022,8.6222,8.9202,11.8364,12.7264,6.24276,0,1,0,POINT (-79.18641899999999 36.078585999999994),-79.1864,36.07858,0,0,0,4750,479500,6150,96550,30350,2500,120050,75650
50.58,656.3817714,0.906785799999966,0.770957199999998,0.6462285000000065,1.9584429000000227,1.0997142999999596,-0.07722860000001219,1.2348713999999745,0.8968999999999596,6.631114299999922,1.6591571999999815,1.9548571999999922,3.3994,9.8898,12.1686,3.04356,1.37004,0.00074,12.5984,5.7286,4.6242,11.7566,10.8488,0.770957199999998,12.1686,3.04356,1.37004,0.00074,12.5984,5.7286,4.6242,11.7566,10.8488,0,1,0,POINT (-79.159579 36.078658999999995),-79.1596,36.07866,0,0,0,4951,469450,3900,106600,40400,1500,110000,65600
53.77,668.9425429,0.7655285999999251,0.6622427999999445,0.6358285000000024,0.9617143000000397,1.3070428999999422,0.6701856999999336,1.6985999999999422,0.44975720000002184,0.016971499999954176,0.45785719999992125,0.557785699999954,0.0004,3.8408,4.1756,4.7418,7.0132,3.4022,5.077,8.9202,11.8364,12.7264,6.24276,0.6622427999999445,4.1756,4.7418,7.0132,3.4022,5.077,8.9202,11.8364,12.7264,6.24276,0,1,0,POINT (-79.18663299999999 36.07866599999999),-79.1866,36.07869,0,0,0,4748,479600,6050,96450,30250,2600,120150,75750
49.17,656.8100429,0.770957199999998,0.6722713999999996,0.9636715000000322,1.9584429000000227,0.9892856999999822,-0.2100285999999869,1.2348713999999745,0.7901714000000766,6.631114299999922,1.475957200000039,1.9548571999999922,0.0002,9.8898,12.1686,3.04356,1.37004,0.00074,12.5984,5.7286,4.6242,11.7566,10.8488,0.6722713999999996,12.1686,3.04356,1.37004,0.00074,12.5984,5.7286,4.6242,11.7566,10.8488,0,1,0,POINT (-79.15968599999998 36.078716),-79.1597,36.07872,0,0,0,4950,469500,3850,106550,40350,1550,110050,65650
50.68,657.8054143,0.6414856999999756,0.6041427999999769,1.9584429000000227,1.6575286000000915,0.6314714000000095,-0.4701141999998981,1.2348713999999745,0.8809285000000955,6.25385719999997,6.631114299999922,1.9548571999999922,0.0004,9.8898,12.1686,3.04356,1.37004,0.00074,12.5984,5.7286,3.9934,11.7566,10.8488,0.6041427999999769,12.1686,3.04356,1.37004,0.00074,12.5984,5.7286,3.9934,11.7566,10.8488,0,1,0,POINT (-79.160029 36.078838),-79.1601,36.07886,0,0,0,4947,469650,3700,106400,40200,1700,110200,65800
55.46,670.0212714,0.3126285000000735,0.4272713999999951,0.6736713999999893,1.3070428999999422,1.2297428000000536,0.5673143000000209,1.6985999999999422,1.5016572000000679,-0.03510000000005675,0.45785719999992125,0.557785699999954,0.2806,3.8408,4.1756,4.7418,7.0132,3.4022,5.077,8.6222,8.9202,12.11498,12.7264,0.4272713999999951,4.1756,4.7418,7.0132,3.4022,5.077,8.6222,8.9202,12.11498,12.7264,0,1,0,POINT (-79.187076 36.07890699999999),-79.1871,36.07891,0,0,0,4744,479800,5850,96250,30050,2800,120350,75950
47.68,658.4095571,0.5806857000000036,0.5895285999999942,1.9584429000000227,1.2323571999999103,0.2779999999999063,-0.6356715000000577,1.2348713999999745,1.2101715000000013,1.2246714000000338,6.631114299999922,1.9548571999999922,0.3876,12.1686,0.76588,3.04356,1.37004,0.00074,12.5984,5.9542,3.9934,11.7566,10.8488,0.5895285999999942,0.76588,3.04356,1.37004,0.00074,12.5984,5.9542,3.9934,11.7566,10.8488,0,1,0,POINT (-79.160266 36.078945),-79.1603,36.07895,0,0,0,4945,469750,3600,106300,40100,1800,110300,65900
48.34,658.4095571,0.5806857000000036,0.5895285999999942,1.9584429000000227,1.2323571999999103,0.2779999999999063,-0.6356715000000577,1.2348713999999745,1.2101715000000013,1.2246714000000338,6.631114299999922,1.9548571999999922,0.3876,12.1686,0.76588,3.04356,1.37004,0.00074,12.5984,5.9542,3.9934,11.7566,10.8488,0.5895285999999942,0.76588,3.04356,1.37004,0.00074,12.5984,5.9542,3.9934,11.7566,10.8488,0,1,0,POINT (-79.16031899999999 36.078979),-79.1603,36.07895,0,0,0,4945,469750,3600,106300,40100,1800,110300,65900
55.14,670.2665,0.1992857999999842,0.4668858,0.6879142999999885,1.3070428999999422,1.0083429000000024,0.9439571999999998,1.5623571999999513,1.6985999999999422,-0.13652860000001965,0.39232860000004166,0.45785719999992125,0.0004,3.8408,4.7418,1.3586,7.0132,3.4022,2.3248,8.6222,8.9202,12.11498,12.7264,0.4668858,4.7418,1.3586,7.0132,3.4022,2.3248,8.6222,8.9202,12.11498,12.7264,0,1,0,POINT (-79.18736499999999 36.07900600000001),-79.1874,36.07902,0,0,0,4742,479900,5750,96150,29950,2900,120450,76050
55.87,662.5552286,0.37052859999994325,0.7924428000000034,0.7314857999999731,0.021428600000035658,0.557785699999954,0.45785719999992125,0.8502142999999478,0.6075571000000082,0.0926571000001104,0.10678570000004584,0.03841429999999946,0.00018,6.73888,2.29234,3.86676,6.24276,12.7264,13.48258,2.79682,0.00076,2.66086,0.00074,0.7924428000000034,2.29234,3.86676,6.24276,12.7264,13.48258,2.79682,0.00076,2.66086,0.00074,0,1,0,POINT (-79.17614299999998 36.07905499999999),-79.1761,36.07898,0,0,0,4829,475550,1450,100500,34300,2200,116100,71700
53.4,670.3560429,0.17654290000007222,0.5292143000000351,0.6879142999999885,1.3070428999999422,0.846457100000066,1.0737570999999662,1.16568570000004,1.6985999999999422,-0.13652860000001965,0.39232860000004166,0.45785719999992125,0.0006,3.8408,4.7418,7.0132,3.3792,3.4022,2.3248,8.6222,8.9202,12.11498,12.7264,0.5292143000000351,4.7418,7.0132,3.3792,3.4022,2.3248,8.6222,8.9202,12.11498,12.7264,0,1,0,POINT (-79.18748799999999 36.079067),-79.1875,36.07907,0,0,0,4741,479950,5700,96100,29900,2950,120500,76100
56.31,661.9881571,0.4278857000000471,0.5383428999999751,0.7924428000000034,0.180614300000002,0.557785699999954,0.45785719999992125,0.8502142999999478,0.3416428000000451,0.0926571000001104,0.10678570000004584,-0.04349999999999454,0.0,6.73888,2.29234,0.00098,6.24276,12.7264,13.48258,2.79682,0.00076,2.66086,0.00074,0.5383428999999751,2.29234,0.00098,6.24276,12.7264,13.48258,2.79682,0.00076,2.66086,0.00074,0,1,0,POINT (-79.17566199999999 36.07912799999999),-79.1756,36.07909,0,0,0,4833,475350,1650,100700,34500,2000,115900,71500
54.9,670.4430429,0.16494279999994887,0.5384856999999101,0.6879142999999885,1.3070428999999422,0.7265570999999227,1.160528500000055,1.0161714000000757,1.6985999999999422,-0.08621430000005148,0.39232860000004166,0.45785719999992125,0.0006,4.1756,4.7418,7.0132,3.4022,1.00672,2.3248,8.6222,8.9202,11.8364,12.7264,0.5384856999999101,4.7418,7.0132,3.4022,1.00672,2.3248,8.6222,8.9202,11.8364,12.7264,0,1,0,POINT (-79.18758699999998 36.07913500000001),-79.1876,36.07913,0,0,0,4740,480000,5650,96050,29850,3000,120550,76150
49.19,659.6132571,0.4213713999999982,0.9636715000000322,1.9584429000000227,0.9892856999999822,-0.2100285999999869,-0.6816571999999042,0.770957199999998,1.2348713999999745,0.7901714000000766,6.631114299999922,1.475957200000039,8.3256,12.1686,3.04356,1.37004,0.00074,0.00074,9.8898,12.5984,5.7286,4.6242,11.7566,0.9636715000000322,3.04356,1.37004,0.00074,0.00074,9.8898,12.5984,5.7286,4.6242,11.7566,0,1,0,POINT (-79.161006 36.07918899999999),-79.161,36.07912,0,0,0,4940,470000,3350,106050,39850,2050,110550,66150
50.27,659.8584,-0.22271430000000692,1.9584429000000227,1.6575286000000915,0.6314714000000095,-0.4701141999998981,-0.6482857000000877,0.6414856999999756,1.2348713999999745,0.8809285000000955,6.25385719999997,6.631114299999922,0.001,12.1686,3.04356,1.37004,0.00074,0.00074,9.8898,12.5984,5.7286,3.9934,11.7566,1.9584429000000227,3.04356,1.37004,0.00074,0.00074,9.8898,12.5984,5.7286,3.9934,11.7566,0,1,0,POINT (-79.16135699999998 36.079227),-79.1614,36.0792,0,0,0,4937,470150,3200,105900,39700,2200,110700,66300
51.43,659.5260714,-0.6496999999999389,1.9584429000000227,1.2323571999999103,0.2779999999999063,-0.6356715000000577,-0.5298428999999487,0.5895285999999942,1.2348713999999745,1.2101715000000013,1.2246714000000338,6.631114299999922,7.33326,0.76588,3.04356,1.37004,0.00074,0.00074,12.1686,12.5984,5.9542,3.9934,11.7566,1.9584429000000227,3.04356,1.37004,0.00074,0.00074,12.1686,12.5984,5.9542,3.9934,11.7566,0,1,0,POINT (-79.161685 36.07925699999999),-79.1616,36.07923,0,0,0,4935,470250,3100,105800,39600,2300,110800,66400
53.2,660.3591286,0.8502142999999478,0.7771571000000677,0.7924428000000034,0.6282427999999527,0.021428600000035658,0.557785699999954,0.7715142999999216,0.0829714999999851,0.10678570000004584,0.06569999999999254,-0.31078580000007605,0.0008,13.48258,6.73888,1.96988,3.86676,6.24276,2.79682,1.68072,2.66086,0.00074,0.00074,0.7771571000000677,6.73888,1.96988,3.86676,6.24276,2.79682,1.68072,2.66086,0.00074,0.00074,0,1,0,POINT (-79.17494499999998 36.07925699999999),-79.1749,36.07916,0,0,0,4838,475100,1900,100950,34750,1750,115650,71250
