Speed_mph,Elevation_Smoothen_ft,Elev_Delta_CUR_ft,Elev_Delta_FOL_500ft_ft,Elev_Delta_FOL_500_1kft_ft,Elev_Delta_FOL_1k_1k5ft_ft,Elev_Delta_FOL_1k5_2kft_ft,Elev_Delta_FOL_2k_2k5ft_ft,Elev_Delta_PRE_500ft_ft,Elev_Delta_PRE_500_1kft_ft,Elev_Delta_PRE_1k_1k5ft_ft,Elev_Delta_PRE_1k5_2kft_ft,Elev_Delta_PRE_2k_2k5ft_ft,Curve_CUR_degree,Curve_Max_FOL_500ft_degree,Curve_Max_FOL_500_1kft_degree,Curve_Max_FOL_1k_1k5ft_degree,Curve_Max_FOL_1k5_2kft_degree,Curve_Max_FOL_2k_2k5ft_degree,Curve_Max_PRE_500ft_degree,Curve_Max_PRE_500_1kft_degree,Curve_Max_PRE_1k_1k5ft_degree,Curve_Max_PRE_1k5_2kft_degree,Curve_Max_PRE_2k_2k5ft_degree,Elev_Delta_FOL_500ft_ft,Curve_Max_FOL_500_1kft_degree,Curve_Max_FOL_1k_1k5ft_degree,Curve_Max_FOL_1k5_2kft_degree,Curve_Max_FOL_2k_2k5ft_degree,Curve_Max_PRE_500ft_degree,Curve_Max_PRE_500_1kft_degree,Curve_Max_PRE_1k_1k5ft_degree,Curve_Max_PRE_1k5_2kft_degree,Curve_Max_PRE_2k_2k5ft_degree,Station,Intersection,Switch,geometry,x_coordinate,y_coordinate,Station_if,Intersection_if,Switch_if,Node_ID,Cumulative_Length_ft,Distance_to_FOL_Intersection,Distance_to_FOL_Station,Distance_to_FOL_Switch,Distance_to_PRE_Intersection,Distance_to_PRE_Station,Distance_to_PRE_Switch
48.97,290.2927857,0.047057100000017726,0.018314299999985906,-0.4916570999999976,-0.36248580000000175,-0.6092429000000266,-0.08121429999999918,-0.16001430000000028,0.13158570000001646,-0.5218000000000416,-0.12965709999997443,-0.404471400000034,0.0002,7.757,11.5348,7.9034,0.0852,2.5782,9.745,6.2728,0.0012,0.0004,0.0006,0.018314299999985906,11.5348,7.9034,0.0852,2.5782,9.745,6.2728,0.0012,0.0004,0.0006,0,1,0,POINT (-78.638438 35.74112999999999),-78.6384,35.74111,0,0,0,10907,171650,550,17850,68600,5400,167900,2850
50.32,290.3111,-0.05051430000003165,-0.09611430000001064,-0.4916570999999976,-0.36248580000000175,-0.5621000000000436,-0.08121429999999918,0.047057100000017726,0.13158570000001646,-0.3035572000000002,-0.16655709999997725,-0.12965709999997443,1.6948,7.757,11.5348,5.6808,2.5782,0.001,9.745,6.2728,2.119,0.0,0.0004,-0.09611430000001064,11.5348,5.6808,2.5782,0.001,9.745,6.2728,2.119,0.0,0.0004,0,1,0,POINT (-78.638499 35.741287),-78.6385,35.74133,0,0,0,10905,171750,450,17750,68500,5500,168000,2950
51.19,282.1637571,-0.583500000000015,-0.36248580000000175,-0.08121429999999918,-0.08667140000000018,-0.5176286000000232,-0.33874289999999974,-0.4916570999999976,-0.365099999999984,0.047057100000017726,0.13158570000001646,-0.029228600000010374,5.6808,3.0324,2.5782,0.001,1.8012,5.9596,11.5348,5.4726,7.757,9.745,2.119,-0.36248580000000175,2.5782,0.001,1.8012,5.9596,11.5348,5.4726,7.757,9.745,2.119,0,1,0,POINT (-78.638186 35.74390400000001),-78.6382,35.74384,0,0,0,10882,172900,3600,16600,67350,700,169150,4100
51.4,280.2870286,-0.8266571999999996,-0.5621000000000436,-0.08121429999999918,-0.3436427999999978,-0.41254280000003973,-0.190171399999997,-0.36248580000000175,-0.4916570999999976,-0.05051430000003165,0.047057100000017726,0.13158570000001646,0.0002,2.5782,0.001,1.8012,5.9596,8.392,5.6808,11.5348,7.757,9.745,6.2728,-0.5621000000000436,0.001,1.8012,5.9596,8.392,5.6808,11.5348,7.757,9.745,6.2728,0,1,0,POINT (-78.637812 35.74459),-78.6378,35.74454,0,0,0,10875,173250,3250,16250,67000,1050,169500,4450
47.03,279.8772857,-0.8665143000000057,-0.5249999999999773,-0.08121429999999918,-0.37925709999996116,-0.41254280000003973,-0.190171399999997,-0.36248580000000175,-0.4916570999999976,-0.09611430000001064,0.047057100000017726,0.13158570000001646,0.0002,2.5782,0.001,1.8012,5.9596,8.392,5.6808,11.5348,7.757,3.4764,9.745,-0.5249999999999773,0.001,1.8012,5.9596,8.392,5.6808,11.5348,7.757,3.4764,9.745,0,1,0,POINT (-78.637698 35.744727999999995),-78.6377,35.74464,0,0,0,10874,173300,3200,16200,66950,1100,169550,4500
50.07,270.4150143,-1.210828499999991,-0.4079285999999911,-0.190171399999997,-0.6899429000000055,-0.6488999999999692,-0.36238570000000436,-0.37925709999996116,-0.08121429999999918,-0.5249999999999773,-0.36248580000000175,-0.4916570999999976,0.0008,5.9596,8.392,1.494,0.0014,5.7872,1.8012,0.001,2.5782,5.6808,11.5348,-0.4079285999999911,8.392,1.494,0.0014,5.7872,1.8012,0.001,2.5782,5.6808,11.5348,0,1,0,POINT (-78.63577499999998 35.74777199999999),-78.6358,35.74771,0,0,0,10843,174850,1650,14650,65400,2650,171100,6050
50.64,268.9801429,-0.7104714999999828,-0.190171399999997,-0.3644856999999888,-0.7159143000000086,-0.6488999999999692,-0.36238570000000436,-0.6676428999999757,-0.18892849999997452,-0.08121429999999918,-0.36248580000000175,-0.3966427999999951,0.0,5.9596,8.392,1.494,5.7872,4.2848,1.8012,0.001,2.5782,3.0324,11.5348,-0.190171399999997,8.392,1.494,5.7872,4.2848,1.8012,0.001,2.5782,3.0324,11.5348,0,1,0,POINT (-78.63565299999999 35.747974),-78.6356,35.748,0,0,0,10840,175000,1500,14500,65250,2800,171250,6200
48.61,266.5122143,-0.3644856999999888,-0.5528428999999733,-0.7015286000000174,-0.6488999999999692,-0.36238570000000436,-0.5820142999999973,-0.190171399999997,-0.7104714999999828,-0.1907715000000394,-0.08121429999999918,-0.4674286000000052,0.0002,8.392,1.494,5.7872,7.4752,3.8328,5.9596,1.8012,0.001,2.5782,3.0324,-0.5528428999999733,1.494,5.7872,7.4752,3.8328,5.9596,1.8012,0.001,2.5782,3.0324,0,1,0,POINT (-78.634974 35.749126),-78.635,35.74913,0,0,0,10829,175550,950,13950,64700,3350,171800,6750
49.86,263.0687,-0.7231713999999556,-0.7015286000000174,-0.6488999999999692,-0.36238570000000436,-0.5820142999999973,-0.36179999999998813,-0.3644856999999888,-0.190171399999997,-0.7104714999999828,-0.1907715000000394,-0.08121429999999918,0.0,1.494,5.7872,7.4752,3.8328,0.4918,8.392,5.9596,1.8012,0.001,2.5782,-0.7015286000000174,5.7872,7.4752,3.8328,0.4918,8.392,5.9596,1.8012,0.001,2.5782,0,1,0,POINT (-78.634616 35.750236),-78.6346,35.7502,0,0,0,10819,176050,450,13450,64200,3850,172300,7250
52.22,248.3643429,-1.1177999999999884,-0.36179999999998813,-0.500114300000007,5.6853571000000045,0.2216429000000062,1.5417142999999953,-0.37675720000001434,-0.36238570000000436,-0.6488999999999692,-0.6899429000000055,-0.190171399999997,0.0008,3.239,1.7062,5.804,10.3964,2.5576,7.4752,5.7872,0.0014,1.494,8.392,-0.36179999999998813,1.7062,5.804,10.3964,2.5576,7.4752,5.7872,0.0014,1.494,8.392,0,1,0,POINT (-78.633967 35.75412699999999),-78.634,35.75415,0,0,0,10783,177850,1200,11650,62400,100,174100,9050
56.66,246.4988,-0.5820142999999973,-0.36179999999998813,-0.19165710000001468,5.6853571000000045,1.2916143000000204,1.5417142999999953,-0.9095999999999833,-0.36238570000000436,-0.6488999999999692,-0.7159143000000086,-0.3644856999999888,1.2722,0.4918,1.7062,5.804,10.3964,2.5576,7.4752,4.2848,5.7872,1.494,8.392,-0.36179999999998813,1.7062,5.804,10.3964,2.5576,7.4752,4.2848,5.7872,1.494,8.392,0,1,0,POINT (-78.634051 35.75463799999999),-78.6341,35.75459,0,0,0,10779,178050,1000,11450,62200,300,174300,9250
58.16,240.4315286,-6.13321430000002,5.6853571000000045,0.2216429000000062,1.5417142999999953,1.1590142999999955,0.9060714000000019,-0.46204290000000015,-0.36179999999998813,-0.36238570000000436,-0.558285699999999,-0.6488999999999692,0.0006,1.7062,10.3964,2.5576,1.8322,0.001,0.4918,3.239,7.4752,5.7872,0.0014,5.6853571000000045,10.3964,2.5576,1.8322,0.001,0.4918,3.239,7.4752,5.7872,0.0014,0,1,0,POINT (-78.634288 35.75622499999999),-78.6343,35.75624,0,0,0,10764,178800,250,10700,61450,1050,175050,10000
56.69,241.3412857,0.09394280000000776,0.2216429000000062,1.5417142999999953,1.0574427999999898,0.910071400000021,0.9253286000000003,5.6853571000000045,-0.500114300000007,-0.36179999999998813,-0.5822713999999962,-0.36238570000000436,0.9086,10.3964,2.5576,1.8322,0.001,2.3812,5.804,1.7062,3.239,7.4752,5.7872,0.2216429000000062,2.5576,1.8322,0.001,2.3812,5.804,1.7062,3.239,7.4752,5.7872,0,1,0,POINT (-78.63457699999998 35.75760999999999),-78.6346,35.75756,0,0,0,10752,179400,450,10100,60850,350,175650,10600
43.07,255.2758714,0.9060714000000019,0.9253286000000003,0.9895571999999788,0.9067428999999834,0.9277856999999585,1.0051000000000272,0.8939857000000018,1.4055429000000004,1.5417142999999953,0.2216429000000062,5.6853571000000045,0.0004,2.3812,2.001,0.001,0.9196,3.0848,0.001,1.8322,2.5576,10.3964,1.7062,0.9253286000000003,2.001,0.001,0.9196,3.0848,0.001,1.8322,2.5576,10.3964,1.7062,0,1,0,POINT (-78.63639299999998 35.761534999999995),-78.6364,35.7615,0,0,0,10714,181300,850,8200,58950,1200,177550,12500
20.52,271.7513286,-3.854242900000031,8.089071399999966,1.0223285999999803,1.2076999999999884,4.546657200000027,7.63014290000001,1.7192428999999834,1.033942799999977,1.0051000000000272,0.9179000000000315,0.9277856999999585,0.0,1.832,1.841,0.0006,0.8534,7.9842,5.4752,5.3178,3.0848,1.7088,0.0002,8.089071399999966,1.841,0.0006,0.8534,7.9842,5.4752,5.3178,3.0848,1.7088,0.0002,0,1,0,POINT (-78.64075699999998 35.769),-78.6408,35.76903,0,0,0,10639,185050,100,4450,55200,1350,181300,16250
34.18,271.7513286,-3.854242900000031,8.089071399999966,1.0223285999999803,1.2076999999999884,4.546657200000027,7.63014290000001,1.7192428999999834,1.033942799999977,1.0051000000000272,0.9179000000000315,0.9277856999999585,0.0,1.832,1.841,0.0006,0.8534,7.9842,5.4752,5.3178,3.0848,1.7088,0.0002,8.089071399999966,1.841,0.0006,0.8534,7.9842,5.4752,5.3178,3.0848,1.7088,0.0002,0,1,0,POINT (-78.640803 35.76903899999999),-78.6408,35.76903,0,0,0,10639,185050,100,4450,55200,1350,181300,16250
17.27,281.122,7.92724290000001,8.089071399999966,1.0223285999999803,4.546657200000027,5.445557099999974,7.63014290000001,7.761500000000012,1.7192428999999834,1.0051000000000272,0.9415000000000191,0.9277856999999585,1.832,1.841,0.001,0.0006,0.8534,7.9842,5.4752,1.851,5.3178,3.0848,0.0002,8.089071399999966,0.001,0.0006,0.8534,7.9842,5.4752,1.851,5.3178,3.0848,0.0002,0,1,0,POINT (-78.6412 35.76953100000001),-78.6412,35.7695,0,0,0,10634,185300,600,4200,54950,150,181550,16500
16.57,292.0000714,0.9994714000000045,1.0223285999999803,1.2076999999999884,4.546657200000027,7.63014290000001,0.815628600000025,8.089071399999966,1.7192428999999834,1.033942799999977,1.0051000000000272,0.9179000000000315,0.0006,1.841,0.0006,0.8534,7.9842,4.2868,1.832,5.4752,5.3178,3.0848,1.7088,1.0223285999999803,0.0006,0.8534,7.9842,4.2868,1.832,5.4752,5.3178,3.0848,1.7088,0,1,0,POINT (-78.64149 35.769980999999994),-78.6415,35.76997,0,0,0,10629,185550,350,3950,54700,400,181800,16750
23.1,294.3194857,0.9408000000000243,1.0223285999999803,4.546657200000027,5.445557099999974,7.63014290000001,0.5798285999999848,8.089071399999966,7.761500000000012,1.7192428999999834,1.0051000000000272,0.9415000000000191,0.001,0.001,0.0006,0.8534,7.9842,5.7596,1.841,5.4752,1.851,5.3178,3.0848,1.0223285999999803,0.0006,0.8534,7.9842,5.7596,1.841,5.4752,1.851,5.3178,3.0848,0,1,0,POINT (-78.641909 35.770465),-78.6419,35.77044,0,0,0,10624,185800,100,3700,54450,650,182050,17000
24.2,295.6989286,0.9295999999999935,1.0223285999999803,4.546657200000027,7.63014290000001,2.505842799999982,0.1926000000000272,2.2874572000000057,8.089071399999966,1.7192428999999834,0.8864571999999953,1.0051000000000272,0.0002,0.0006,0.0006,7.9842,4.2868,5.7596,1.841,1.832,5.4752,5.3178,3.0848,1.0223285999999803,0.0006,7.9842,4.2868,5.7596,1.841,1.832,5.4752,5.3178,3.0848,0,1,0,POINT (-78.642123 35.77078199999999),-78.6421,35.77073,0,0,0,10621,185950,500,3550,54300,50,182200,17150
20.85,297.6136857,0.7559714000000213,4.546657200000027,3.825285699999995,7.63014290000001,0.7309285999999702,0.03935710000001791,1.0223285999999803,8.089071399999966,1.7192428999999834,1.5310714000000303,1.0051000000000272,0.0006,0.0006,0.8534,7.9842,4.2868,5.7596,1.841,1.832,5.4752,1.851,5.3178,4.546657200000027,0.8534,7.9842,4.2868,5.7596,1.841,1.832,5.4752,1.851,5.3178,0,1,0,POINT (-78.64239 35.771144),-78.6424,35.7711,0,0,0,10617,186150,300,3350,54100,250,182400,17350
20.62,309.8070857,0.719557199999997,0.7309285999999702,0.03935710000001791,0.2757285000000138,1.1176999999999566,1.203185699999949,7.63014290000001,4.546657200000027,1.9100572000000398,1.0223285999999803,8.089071399999966,3.0108,4.2868,5.7596,3.0316,11.1176,2.7556,7.9842,0.8534,0.0006,1.841,1.832,0.7309285999999702,5.7596,3.0316,11.1176,2.7556,7.9842,0.8534,0.0006,1.841,1.832,0,1,0,POINT (-78.64458699999999 35.773914),-78.6446,35.7739,0,0,0,10587,187650,300,1850,52600,400,183900,18850
17.87,311.1781857,0.5798285999999848,0.41294290000001865,0.03935710000001791,0.6458858000000305,1.203185699999949,1.1109572000000298,7.63014290000001,5.445557099999974,4.546657200000027,1.0223285999999803,8.089071399999966,4.2868,5.7596,3.1236,5.8682,11.1176,2.4976,7.9842,0.8534,0.0006,0.001,1.841,0.41294290000001865,3.1236,5.8682,11.1176,2.4976,7.9842,0.8534,0.0006,0.001,1.841,0,1,0,POINT (-78.644877 35.774265),-78.6449,35.77427,0,0,0,10583,187850,100,1650,52400,600,184100,19050
14.07,311.1781857,0.5798285999999848,0.41294290000001865,0.03935710000001791,0.6458858000000305,1.203185699999949,1.1109572000000298,7.63014290000001,5.445557099999974,4.546657200000027,1.0223285999999803,8.089071399999966,4.2868,5.7596,3.1236,5.8682,11.1176,2.4976,7.9842,0.8534,0.0006,0.001,1.841,0.41294290000001865,3.1236,5.8682,11.1176,2.4976,7.9842,0.8534,0.0006,0.001,1.841,0,1,0,POINT (-78.644854 35.77426899999999),-78.6449,35.77427,0,0,0,10583,187850,100,1650,52400,600,184100,19050
18.48,310.8346857,0.7309285999999702,0.5798285999999848,0.03935710000001791,0.559442899999965,1.203185699999949,1.2013000000000034,7.63014290000001,2.1213428000000363,4.546657200000027,1.0223285999999803,8.089071399999966,0.0002,5.7596,4.7384,5.8682,11.1176,2.7556,7.9842,0.8534,0.0006,0.001,1.841,0.5798285999999848,4.7384,5.8682,11.1176,2.7556,7.9842,0.8534,0.0006,0.001,1.841,0,1,0,POINT (-78.644786 35.77427999999999),-78.6448,35.77418,0,0,0,10584,187800,150,1700,52450,550,184050,19000
25.89,311.5911286,0.28442860000001247,0.1926000000000272,0.05651430000000346,0.8257285000000252,1.203185699999949,1.02365709999998,5.860671400000001,7.63014290000001,4.546657200000027,1.0223285999999803,2.2874572000000057,0.8384,5.7596,3.1236,5.8682,11.1176,0.5928,7.9842,0.8534,0.0006,0.0006,1.841,0.1926000000000272,3.1236,5.8682,11.1176,0.5928,7.9842,0.8534,0.0006,0.0006,1.841,1,0,0,POINT (-78.645083 35.774517),-78.6451,35.77445,0,1,0,10581,187950,0,1550,52300,0,184200,19150
21.51,311.7837286,0.11772849999999835,0.03935710000001791,0.17671430000001465,0.9658714999999916,1.203185699999949,0.993157100000019,0.8674143000000072,7.63014290000001,4.546657200000027,1.0223285999999803,0.9994714000000045,0.2474,5.7596,3.1236,11.1176,2.7556,0.001,4.2868,7.9842,0.8534,0.0006,1.841,0.03935710000001791,3.1236,11.1176,2.7556,0.001,4.2868,7.9842,0.8534,0.0006,1.841,1,0,0,POINT (-78.645198 35.774688),-78.6452,35.77462,0,0,0,10579,188050,2050,1450,52200,100,184300,19250
17.19,311.8166714,-0.05192859999999655,0.03935710000001791,0.21944290000004685,1.0292857999999683,1.203185699999949,0.993157100000019,0.815628600000025,7.63014290000001,4.546657200000027,1.2076999999999884,1.0223285999999803,1.7604,5.7596,3.1236,11.1176,2.7556,0.097,4.2868,7.9842,0.8534,0.0006,1.841,0.03935710000001791,3.1236,11.1176,2.7556,0.097,4.2868,7.9842,0.8534,0.0006,1.841,1,0,0,POINT (-78.645243 35.774764000000005),-78.6453,35.77471,0,0,0,10578,188100,2000,1400,52150,150,184350,19300
14.99,311.6132714,-0.00645719999999983,0.03935710000001791,0.559442899999965,1.203185699999949,1.2013000000000034,0.9787999999999784,0.7309285999999702,7.63014290000001,2.1213428000000363,4.546657200000027,1.0223285999999803,1.0742,4.7384,5.8682,11.1176,2.7556,0.5106,5.7596,7.9842,0.8534,0.0006,0.001,0.03935710000001791,5.8682,11.1176,2.7556,0.5106,5.7596,7.9842,0.8534,0.0006,0.001,1,0,0,POINT (-78.645632 35.775130999999995),-78.6457,35.77506,0,0,0,10574,188300,1800,1200,51950,350,184550,19500
0.01,311.5934571,-0.11002859999996417,0.2757285000000138,1.1176999999999566,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,4.546657200000027,1.9100572000000398,3.1236,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.2757285000000138,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.646365 35.775665),-78.6464,35.7756,0,0,0,10567,188650,1450,850,51600,700,184900,19850
0.0,311.5934571,-0.11002859999996417,0.2757285000000138,1.1176999999999566,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,4.546657200000027,1.9100572000000398,3.1236,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.2757285000000138,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.646373 35.775665),-78.6464,35.7756,0,0,0,10567,188650,1450,850,51600,700,184900,19850
0.0,311.5238714,-0.11492850000001908,0.3616999999999848,1.1651571000000445,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,3.825285699999995,4.546657200000027,0.0,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.3616999999999848,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.64641099999999 35.775707),-78.6465,35.77567,0,0,0,10566,188700,1400,800,51550,750,184950,19900
0.01,311.5238714,-0.11492850000001908,0.3616999999999848,1.1651571000000445,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,3.825285699999995,4.546657200000027,0.0,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.3616999999999848,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.64640299999999 35.775707),-78.6465,35.77567,0,0,0,10566,188700,1400,800,51550,750,184950,19900
0.01,311.5934571,-0.11002859999996417,0.2757285000000138,1.1176999999999566,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,4.546657200000027,1.9100572000000398,3.1236,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.2757285000000138,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.646373 35.775710999999994),-78.6464,35.7756,0,0,0,10567,188650,1450,850,51600,700,184900,19850
0.0,311.5934571,-0.11002859999996417,0.2757285000000138,1.1176999999999566,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,4.546657200000027,1.9100572000000398,3.1236,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.2757285000000138,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.646388 35.775710999999994),-78.6464,35.7756,0,0,0,10567,188650,1450,850,51600,700,184900,19850
0.0,311.5934571,-0.11002859999996417,0.2757285000000138,1.1176999999999566,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,4.546657200000027,1.9100572000000398,3.1236,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.2757285000000138,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.64635699999998 35.775714),-78.6464,35.7756,0,0,0,10567,188650,1450,850,51600,700,184900,19850
0.0,311.5934571,-0.11002859999996417,0.2757285000000138,1.1176999999999566,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,4.546657200000027,1.9100572000000398,3.1236,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.2757285000000138,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.64635 35.77571799999999),-78.6464,35.7756,0,0,0,10567,188650,1450,850,51600,700,184900,19850
0.02,311.5238714,-0.11492850000001908,0.3616999999999848,1.1651571000000445,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,3.825285699999995,4.546657200000027,0.0,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.3616999999999848,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.64644099999998 35.775733),-78.6465,35.77567,0,0,0,10566,188700,1400,800,51550,750,184950,19900
0.03,311.5238714,-0.11492850000001908,0.3616999999999848,1.1651571000000445,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,3.825285699999995,4.546657200000027,0.0,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.3616999999999848,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.64647199999999 35.775733),-78.6465,35.77567,0,0,0,10566,188700,1400,800,51550,750,184950,19900
0.0,311.5238714,-0.11492850000001908,0.3616999999999848,1.1651571000000445,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,3.825285699999995,4.546657200000027,0.0,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.3616999999999848,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.646434 35.775733),-78.6465,35.77567,0,0,0,10566,188700,1400,800,51550,750,184950,19900
0.0,311.5238714,-0.11492850000001908,0.3616999999999848,1.1651571000000445,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,3.825285699999995,4.546657200000027,0.0,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.3616999999999848,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.646464 35.775737),-78.6465,35.77567,0,0,0,10566,188700,1400,800,51550,750,184950,19900
0.0,311.5238714,-0.11492850000001908,0.3616999999999848,1.1651571000000445,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,3.825285699999995,4.546657200000027,0.0,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.3616999999999848,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.64644099999998 35.775737),-78.6465,35.77567,0,0,0,10566,188700,1400,800,51550,750,184950,19900
0.01,311.5238714,-0.11492850000001908,0.3616999999999848,1.1651571000000445,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,3.825285699999995,4.546657200000027,0.0,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.3616999999999848,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.646449 35.775737),-78.6465,35.77567,0,0,0,10566,188700,1400,800,51550,750,184950,19900
0.0,311.5238714,-0.11492850000001908,0.3616999999999848,1.1651571000000445,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,3.825285699999995,4.546657200000027,0.0,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.3616999999999848,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.646456 35.775737),-78.6465,35.77567,0,0,0,10566,188700,1400,800,51550,750,184950,19900
0.01,311.5238714,-0.11492850000001908,0.3616999999999848,1.1651571000000445,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,3.825285699999995,4.546657200000027,0.0,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.3616999999999848,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.646456 35.77574099999999),-78.6465,35.77567,0,0,0,10566,188700,1400,800,51550,750,184950,19900
0.01,311.5238714,-0.11492850000001908,0.3616999999999848,1.1651571000000445,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,3.825285699999995,4.546657200000027,0.0,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.3616999999999848,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.646464 35.77574099999999),-78.6465,35.77567,0,0,0,10566,188700,1400,800,51550,750,184950,19900
0.0,311.5238714,-0.11492850000001908,0.3616999999999848,1.1651571000000445,1.203185699999949,0.993157100000019,0.9787999999999784,0.03935710000001791,0.7309285999999702,7.63014290000001,3.825285699999995,4.546657200000027,0.0,3.0316,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,0.3616999999999848,11.1176,2.7556,0.5106,0.0006,5.7596,4.2868,7.9842,0.8534,0.0006,1,0,0,POINT (-78.646464 35.775745),-78.6465,35.77567,0,0,0,10566,188700,1400,800,51550,750,184950,19900
