Speed_mph,Curve_CUR_degree,Curve_Max_FOL_2500ft_degree,Curve_Max_FOL_2k5_5kft_degree,Curve_Max_FOL_5k_7k5ft_degree,Curve_Max_FOL_7k5_10kft_degree,Curve_Max_PRE_2500ft_degree,Curve_Max_PRE_2k5_5kft_degree,Curve_Max_PRE_5k_7k5ft_degree,Curve_Max_PRE_7k5_10kft_degree,Elev_Delta_CUR_ft,Elev_Delta_FOL_2500ft_ft,Elev_Delta_FOL_2k5_5kft_ft,Elev_Delta_FOL_5k_7k5ft_ft,Elev_Delta_FOL_7k5_10kft_ft,Elev_Delta_PRE_2500ft_ft,Elev_Delta_PRE_2k5_5kft_ft,Elev_Delta_PRE_5k_7k5ft_ft,Elev_Delta_PRE_7k5_10kft_ft,Distance_to_FOL_Intersection,Distance_to_FOL_Station,Distance_to_FOL_Switch,Distance_to_PRE_Intersection,Distance_to_PRE_Station,Distance_to_PRE_Switch,Loco,Coach,CCU
60.69,0.0006,14.8648,16.09134,14.6794,13.9544,1.2506,1.5666,15.81278,8.60902,-0.004208143000000177,0.007294713999999658,0.004061999999999557,0.01285971399999994,0.025017286000000354,0.0014229999999997745,0.006130856999999992,0.00857957199999987,0.009782999999999901,2650,32150,39900,4450,184450,12250,1.0,7.0,0.0
0.02,0.0006,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.0014052860000003874,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.03723328599999945,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,500,400,8150,600,216200,44000,1.0,7.0,0.0
0.7,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.0011119999999999663,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.03723328599999945,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,550,450,8200,550,216150,43950,1.0,7.0,0.0
0.06,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.0011119999999999663,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.03723328599999945,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,550,450,8200,550,216150,43950,1.0,7.0,0.0
0.03,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.0011119999999999663,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.03723328599999945,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,550,450,8200,550,216150,43950,1.0,7.0,0.0
0.06,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.0011119999999999663,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.03723328599999945,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,550,450,8200,550,216150,43950,1.0,7.0,0.0
0.87,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.001097428999999579,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.03723328599999945,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,600,500,8250,500,216100,43900,2.0,4.0,0.0
0.05,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.001097428999999579,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.03723328599999945,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,600,500,8250,500,216100,43900,1.0,7.0,0.0
0.02,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.001097428999999579,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.03723328599999945,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,600,500,8250,500,216100,43900,1.0,7.0,0.0
3.9,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.001097428999999579,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.03723328599999945,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,600,500,8250,500,216100,43900,2.0,4.0,0.0
0.04,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.001097428999999579,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.03723328599999945,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,600,500,8250,500,216100,43900,2.0,4.0,0.0
0.01,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.0008751419999998689,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.03723328599999945,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,650,550,8300,450,216050,43850,1.0,7.0,0.0
7.85,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.0008751419999998689,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.03723328599999945,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,650,550,8300,450,216050,43850,2.0,5.0,0.0
40.71,0.1376,0.9358,12.585,9.2336,7.604,12.0578,18.6866,15.469,17.824,-0.002313856999999757,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,150,1150,8900,450,215450,43250,1.0,7.0,0.0
40.49,0.1376,0.9358,12.585,9.2336,7.604,12.0578,18.6866,15.469,17.824,-0.002313856999999757,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,150,1150,8900,450,215450,43250,2.0,4.0,0.0
37.98,0.1376,0.9358,12.585,9.2336,7.604,12.0578,18.6866,15.469,17.824,-0.002313856999999757,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,150,1150,8900,450,215450,43250,1.0,7.0,0.0
42.36,0.1376,0.9358,12.585,9.2336,7.604,12.0578,18.6866,15.469,17.824,-0.002313856999999757,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,150,1150,8900,450,215450,43250,2.0,4.0,0.0
28.92,3.4002,0.9358,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.001203858000000082,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,200,1200,8950,400,215400,43200,2.0,4.0,0.0
29.36,0.1376,0.9358,12.585,9.2336,7.604,12.0578,18.6866,15.469,17.824,-0.002313856999999757,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,150,1150,8900,450,215450,43250,2.0,4.0,0.0
27.86,0.1376,0.9358,12.585,9.2336,7.604,12.0578,18.6866,15.469,17.824,-0.002313856999999757,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,150,1150,8900,450,215450,43250,2.0,4.0,0.0
29.06,3.4002,0.9358,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.001203858000000082,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,200,1200,8950,400,215400,43200,2.0,4.0,0.0
42.39,0.1376,0.9358,12.585,9.2336,7.604,12.0578,18.6866,15.469,17.824,-0.002313856999999757,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,150,1150,8900,450,215450,43250,2.0,5.0,0.0
21.97,3.4002,0.9358,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.001203858000000082,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,200,1200,8950,400,215400,43200,2.0,4.0,0.0
7.61,3.4002,0.9358,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.001203858000000082,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,200,1200,8950,400,215400,43200,1.0,7.0,0.0
21.94,3.4002,0.9358,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.001203858000000082,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,200,1200,8950,400,215400,43200,2.0,4.0,0.0
32.47,3.4002,0.9358,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.001203858000000082,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,200,1200,8950,400,215400,43200,2.0,5.0,0.0
20.84,3.4002,0.9358,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.001203858000000082,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,200,1200,8950,400,215400,43200,2.0,4.0,0.0
20.44,3.4002,0.9358,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.001203858000000082,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,200,1200,8950,400,215400,43200,2.0,4.0,0.0
28.18,3.4002,0.9358,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.001203858000000082,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,200,1200,8950,400,215400,43200,2.0,4.0,0.0
33.86,3.4002,0.9358,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.001203858000000082,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,200,1200,8950,400,215400,43200,2.0,4.0,0.0
36.37,3.4002,0.9358,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.001203858000000082,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,200,1200,8950,400,215400,43200,2.0,4.0,0.0
16.21,3.4002,0.9358,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.001203858000000082,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,200,1200,8950,400,215400,43200,2.0,4.0,0.0
39.4,0.0006,3.4002,12.585,9.2336,7.6494,18.6866,9.2548,15.469,17.824,-0.0030754280000002154,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.00647314300000005,0.028427857000000358,0.0411164279999997,0.026334428999999774,0.0184820000000002,300,1300,9050,300,215300,43100,1.0,7.0,0.0
27.18,0.0002,12.0578,0.9358,12.585,9.2336,18.6866,15.469,17.824,12.2306,-0.004266857000000073,0.028427857000000358,0.04193328599999972,0.01730599999999981,0.011405999999999495,0.0411164279999997,0.026334428999999774,0.0184820000000002,0.0037288569999998343,1300,2900,10650,400,213700,41500,1.0,7.0,0.0
53.08,0.0006,18.6866,3.4002,12.585,9.2336,9.2548,15.469,17.824,9.3018,-0.0014312860000001138,0.028427857000000358,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.0411164279999997,0.026334428999999774,0.0184820000000002,0.10422528600000021,500,3800,11550,1100,212800,40600,1.0,7.0,0.0
53.0,0.806,18.6866,3.4002,12.585,8.9738,15.469,5.6456,17.824,9.3018,-2.860000000737273e-07,0.007601713999999902,0.04193328599999972,0.01730599999999981,0.016789714999999886,0.0411164279999997,0.026334428999999774,0.0184820000000002,0.10422528600000021,700,4000,11750,900,212600,40400,1.0,4.0,1.0
49.57,0.0016,18.6866,3.4002,12.585,9.8714,15.469,5.6456,17.824,9.3018,-5.071499999985463e-05,0.006246999999999617,0.04193328599999972,0.01615114300000016,0.01730599999999981,0.0411164279999997,0.026334428999999774,0.0184820000000002,0.10422528600000021,750,4050,11800,850,212550,40350,2.0,4.0,0.0
50.81,0.0016,18.6866,3.4002,12.585,9.8714,15.469,5.6456,17.824,9.3018,-5.071499999985463e-05,0.006246999999999617,0.04193328599999972,0.01615114300000016,0.01730599999999981,0.0411164279999997,0.026334428999999774,0.0184820000000002,0.10422528600000021,750,4050,11800,850,212550,40350,2.0,4.0,0.0
