Speed_mph,Curve_CUR_degree,Curve_Max_FOL_2500ft_degree,Curve_Max_FOL_2k5_5kft_degree,Curve_Max_FOL_5k_7k5ft_degree,Curve_Max_FOL_7k5_10kft_degree,Curve_Max_PRE_2500ft_degree,Curve_Max_PRE_2k5_5kft_degree,Curve_Max_PRE_5k_7k5ft_degree,Curve_Max_PRE_7k5_10kft_degree,Elev_Delta_CUR_ft,Elev_Delta_FOL_2500ft_ft,Elev_Delta_FOL_2k5_5kft_ft,Elev_Delta_FOL_5k_7k5ft_ft,Elev_Delta_FOL_7k5_10kft_ft,Elev_Delta_PRE_2500ft_ft,Elev_Delta_PRE_2k5_5kft_ft,Elev_Delta_PRE_5k_7k5ft_ft,Elev_Delta_PRE_7k5_10kft_ft,Distance_to_FOL_Intersection,Distance_to_FOL_Station,Distance_to_FOL_Switch,Distance_to_PRE_Intersection,Distance_to_PRE_Station,Distance_to_PRE_Switch
65.32,0.0,13.1112,0.0009,20.75936,15.60202,1.1462,0.37,7.3268,10.541,-0.6909286000000066,-0.24449999999990268,-0.5911714999999731,1.2068715000000338,0.2718284999999696,-0.4867857000000413,0.02460000000007767,0.4370000000000118,1.187242900000001,12400,202650,52250,2600,13950,5450
69.0,0.00074,2.44656,2.43756,20.75936,15.60202,13.1112,0.903,0.37,8.27262,-0.9167142999999669,-0.6197856999999658,0.5176571000000649,1.2068715000000338,0.5151999999999362,-0.24449999999990268,-0.0710285999999769,0.02460000000007767,0.4370000000000118,10400,200650,50250,4600,15950,7450
48.77,2.52024,11.1344,9.5785,12.6384,4.8546,14.9876,13.0524,0.44638,18.4272,-0.7568142999999736,0.7280572000000802,2.2628286000000344,10.527342799999929,2.8804284999999936,2.4354285000000573,14.887571399999956,-0.5818000000000438,0.0411428000001024,1500,95250,50850,2750,121350,55150
50.34,2e-05,8.32592,11.71386,12.6384,4.8546,14.9876,13.0524,0.44638,18.4272,-1.095842800000014,0.7280572000000802,2.2628286000000344,10.527342799999929,2.59457139999995,1.1286857000000055,14.887571399999956,-0.5818000000000438,0.0411428000001024,1200,94950,50550,3050,121650,55450
50.87,4e-05,14.59428,14.08598,22.3026,19.7848,19.26312,4.0218,10.264,4.7804,-0.7743285999999898,-0.18611420000002,0.6953857999999968,0.6517714000000296,1.2385143000000198,4.288942899999938,0.7750570999999127,2.11231429999998,2.6761142999999947,7650,62450,18050,2300,154150,87950
47.05,0.00076,14.59428,14.08598,22.3026,19.7848,19.26312,4.0218,10.264,4.7804,-0.9817285999999967,-0.18611420000002,0.6953857999999968,0.6517714000000296,1.2385143000000198,4.288942899999938,0.7750570999999127,2.11231429999998,2.6761142999999947,7600,62400,18000,2350,154200,88000
51.26,1.30096,14.8648,16.09134,14.6794,13.9544,6.17422,0.916,7.95424,15.81278,-1.0930429000000004,0.7294713999999658,1.285971399999994,0.2577999999999747,2.5017286000000354,-0.410585699999956,0.6130856999999992,0.8579571999999871,0.9782999999999902,1550,31050,38800,5550,185550,13350
52.71,2.50116,14.8648,16.09134,14.6794,13.9544,9.60296,0.916,5.1254,15.81278,-0.9718284999999582,0.7294713999999658,1.285971399999994,0.2577999999999747,2.5017286000000354,-0.410585699999956,0.6029429000000164,0.8579571999999871,0.9782999999999902,1150,30650,38400,5950,185950,13750
51.3,0.0,14.8648,16.09134,14.6794,13.9544,9.60296,0.916,5.1254,15.81278,-1.2887857000000054,0.7294713999999658,1.285971399999994,0.2577999999999747,2.5017286000000354,-0.410585699999956,0.5846429000000057,0.8027571999999736,0.9782999999999902,1050,30550,38300,6050,186050,13850
55.23,0.001,11.2558,2.4026,13.277,12.2306,13.9544,14.6794,16.09134,14.8648,-0.36110000000002174,7.346828600000038,1.0107856999999854,10.422528600000021,0.4800285000000031,2.5017286000000354,0.2577999999999747,1.285971399999994,0.7294713999999658,1350,20750,28500,2150,195850,23650
51.96,0.0006,11.2558,5.8212,13.277,9.3018,13.9544,14.6794,16.09134,14.8648,-0.5632572000000096,7.346828600000038,1.0107856999999854,10.422528600000021,0.4800285000000031,2.5017286000000354,0.2577999999999747,1.285971399999994,0.7294713999999658,1650,21050,28800,1850,195550,23350
54.72,0.0006,11.2558,5.8212,13.277,9.3018,13.9544,14.6794,16.09134,14.8648,-0.5041286000000014,7.346828600000038,1.0107856999999854,5.35592859999997,10.422528600000021,2.5017286000000354,0.2577999999999747,1.285971399999994,0.7294713999999658,1950,21350,29100,1550,195250,23050
51.6,4.858,10.251,11.2558,13.277,9.3018,13.9544,14.6794,16.09134,14.8648,-0.8159856999999988,7.346828600000038,6.559000000000026,0.7373000000000047,10.422528600000021,2.5017286000000354,0.994428599999992,1.285971399999994,0.7294713999999658,2200,21600,29350,1300,195000,22800
53.73,0.0006,6.834,11.2558,8.2028,13.277,13.9544,14.6794,16.09134,14.8648,-0.49344279999996843,-0.08331429999998363,7.346828600000038,1.0107856999999854,10.422528600000021,2.5017286000000354,1.285971399999994,0.2679570999999896,0.7294713999999658,2650,22050,29800,850,194550,22350
52.36,0.0004,13.9544,11.2558,2.4026,13.277,9.2752,16.09134,13.57834,14.8648,-0.08809999999999718,0.0015857000000210064,7.346828600000038,1.0107856999999854,10.422528600000021,2.5017286000000354,1.285971399999994,0.7294713999999658,0.2258572000000072,3200,22600,30350,300,194000,21800
10.56,0.0,13.9544,11.2558,2.4026,13.277,14.6794,16.09134,14.8648,9.60296,-0.8298286000000417,2.5017286000000354,7.346828600000038,1.0107856999999854,10.422528600000021,0.11715720000000829,1.285971399999994,0.7294713999999658,-0.410585699999956,3450,22850,30600,50,193750,21550
51.68,5.19,13.9544,11.2558,5.2626,13.277,14.6794,16.09134,14.8648,9.60296,-1.0629571000000055,2.5017286000000354,7.346828600000038,1.0107856999999854,10.422528600000021,0.2577999999999747,1.285971399999994,0.7294713999999658,-0.410585699999956,400,23300,31050,2950,193300,21100
51.31,0.0004,13.9544,11.2558,5.8212,13.277,14.6794,16.09134,14.8648,6.17422,-0.8267571999999745,2.5017286000000354,7.346828600000038,1.0107856999999854,10.422528600000021,0.2577999999999747,1.285971399999994,0.7294713999999658,-0.410585699999956,600,23500,31250,2750,193100,20900
48.23,0.0008,13.9544,11.2558,5.8212,13.277,14.6794,16.09134,14.8648,6.17422,-0.7705571000000191,2.5017286000000354,7.346828600000038,1.0107856999999854,10.422528600000021,0.2577999999999747,1.285971399999994,0.7294713999999658,-0.410585699999956,700,23600,31350,2650,193000,20800
51.51,0.0608,13.9544,11.2558,5.8212,13.277,14.6794,16.09134,14.8648,6.17422,-0.7800143000000048,2.5017286000000354,7.346828600000038,1.0107856999999854,10.422528600000021,0.2577999999999747,1.285971399999994,0.7294713999999658,-0.410585699999956,800,23700,31450,2550,192900,20700
48.22,0.001,13.9544,10.251,11.2558,13.277,14.6794,16.09134,14.8648,4.6482,-0.7120142999999644,2.5017286000000354,7.346828600000038,4.745857200000046,0.6506713999999647,0.7149286000000075,1.285971399999994,0.7294713999999658,-0.410585699999956,1150,24050,31800,2200,192550,20350
51.59,0.609,13.9544,6.834,11.2558,11.7244,14.6794,16.09134,14.8648,1.2506,-0.9270142999999962,2.5017286000000354,1.2760571000000027,7.346828600000038,0.8682000000000016,1.285971399999994,0.2679570999999896,0.7294713999999658,-0.410585699999956,1400,24300,32050,1950,192300,20100
49.06,0.0,13.9544,6.834,11.2558,8.2028,14.6794,16.09134,14.8648,1.2506,-0.9728570999999988,2.5017286000000354,-0.08331429999998363,7.346828600000038,1.0107856999999854,1.285971399999994,0.2679570999999896,0.7294713999999658,-0.138771399999996,1600,24500,32250,1750,192100,19900
52.72,6.17422,14.8648,16.09134,14.6794,13.9544,4.6482,0.815,7.95424,15.81278,-1.1725000000000136,0.7294713999999658,1.285971399999994,0.2577999999999747,2.5017286000000354,-0.410585699999956,0.6130856999999992,0.8579571999999871,0.9782999999999902,1950,31450,39200,5150,185150,12950
0.0,0.66134,13.57834,16.09134,9.2752,13.9544,14.8648,0.916,5.1254,15.81278,0.35565710000003037,0.7294713999999658,1.285971399999994,2.5017286000000354,0.0015857000000210064,0.2258572000000072,0.45202849999998307,0.6130856999999992,0.9703857000000085,600,30100,37850,6500,186500,14300
63.7,0.1532,14.8648,16.09134,14.6794,13.9544,1.2506,0.3502,10.34818,15.81278,-0.5411999999999466,0.7294713999999658,0.2679570999999896,1.285971399999994,2.5017286000000354,-0.37551429999996344,0.6130856999999992,0.8579571999999871,0.9782999999999902,2350,31850,39600,4750,184750,12550
60.69,0.0006,14.8648,16.09134,14.6794,13.9544,1.2506,1.5666,15.81278,8.60902,-0.42081430000001774,0.7294713999999658,0.4061999999999557,1.285971399999994,2.5017286000000354,0.14229999999997744,0.6130856999999992,0.8579571999999871,0.9782999999999902,2650,32150,39900,4450,184450,12250
0.02,0.0006,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.14052860000003875,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,500,400,8150,600,216200,44000
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.11119999999999663,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,550,450,8200,550,216150,43950
0.0,0.0006,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.14052860000003875,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,500,400,8150,600,216200,44000
0.0,0.0006,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.14052860000003875,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,500,400,8150,600,216200,44000
0.0,0.0006,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.14052860000003875,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,500,400,8150,600,216200,44000
0.7,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.11119999999999663,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,550,450,8200,550,216150,43950
0.06,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.11119999999999663,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,550,450,8200,550,216150,43950
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.11119999999999663,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,550,450,8200,550,216150,43950
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.11119999999999663,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,550,450,8200,550,216150,43950
0.0,0.0006,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.14052860000003875,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,500,400,8150,600,216200,44000
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.11119999999999663,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,550,450,8200,550,216150,43950
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.11119999999999663,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,550,450,8200,550,216150,43950
0.03,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.11119999999999663,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,550,450,8200,550,216150,43950
0.06,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.11119999999999663,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,550,450,8200,550,216150,43950
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.87,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.05,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.02,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
3.9,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.04,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.1097428999999579,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,600,500,8250,500,216100,43900
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
0.01,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
7.85,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
0.0,0.0,0.9358,12.585,9.2336,7.5188,12.0578,18.6866,15.469,17.824,-0.08751419999998689,4.1933285999999725,1.7305999999999813,1.1405999999999494,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,650,550,8300,450,216050,43850
0.0,0.0,0.9358,12.585,9.2336,7.604,12.0578,18.6866,15.469,17.824,-0.10888570000003028,4.1933285999999725,1.7305999999999813,1.5020856999999523,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,700,600,8350,400,216000,43800
0.0,0.0006,0.9358,12.585,9.2336,7.604,12.0578,18.6866,15.469,17.824,-0.08961429999999382,4.1933285999999725,1.7305999999999813,1.6789714999999887,3.7233285999999453,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,750,650,8400,350,215950,43750
40.71,0.1376,0.9358,12.585,9.2336,7.604,12.0578,18.6866,15.469,17.824,-0.2313856999999757,4.1933285999999725,1.7305999999999813,1.6789714999999887,0.647314300000005,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,150,1150,8900,450,215450,43250
40.49,0.1376,0.9358,12.585,9.2336,7.604,12.0578,18.6866,15.469,17.824,-0.2313856999999757,4.1933285999999725,1.7305999999999813,1.6789714999999887,0.647314300000005,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,150,1150,8900,450,215450,43250
37.98,0.1376,0.9358,12.585,9.2336,7.604,12.0578,18.6866,15.469,17.824,-0.2313856999999757,4.1933285999999725,1.7305999999999813,1.6789714999999887,0.647314300000005,2.842785700000036,4.11164279999997,2.6334428999999773,1.8482000000000198,150,1150,8900,450,215450,43250
