"Curve_CUR_degree","Curve_Max_FOL_2500ft_degree","Curve_Max_FOL_2k5_5kft_degree","Curve_Max_FOL_5k_7k5ft_degree","Curve_Max_FOL_7k5_10kft_degree","Curve_Max_PRE_2500ft_degree","Curve_Max_PRE_2k5_5kft_degree","Curve_Max_PRE_5k_7k5ft_degree","Curve_Max_PRE_7k5_10kft_degree","Elev_Delta_CUR_ft","Elev_Delta_FOL_2500ft_ft","Elev_Delta_FOL_2k5_5kft_ft","Elev_Delta_FOL_5k_7k5ft_ft","Elev_Delta_FOL_7k5_10kft_ft","Elev_Delta_PRE_2500ft_ft","Elev_Delta_PRE_2k5_5kft_ft","Elev_Delta_PRE_5k_7k5ft_ft","Elev_Delta_PRE_7k5_10kft_ft","Distance_to_FOL_Intersection","Distance_to_FOL_Station","Distance_to_FOL_Switch","Distance_to_PRE_Intersection","Distance_to_PRE_Station","Distance_to_PRE_Switch","Carolinian","Crescent","Piedmont","Speed_mph"
4e-04,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,-0.227014199999985,1.84820000000002,1.59702859999999,2.63344289999998,4.11164279999997,10.4225286,1.01078569999999,7.34682860000004,-0.179342899999995,2550,12450,20200,1500,1250,31950,0,0,0,22.7828095464594
4e-04,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,-0.1951143,1.84820000000002,1.16714280000002,2.63344289999998,4.11164279999997,10.4225286,1.01078569999999,7.34682860000004,-0.306685700000003,2500,12400,20150,1550,1300,32000,0,0,0,23.2714174721888
0,12.2306,17.824,15.469,18.6866,13.277,8.2028,11.2558,13.9544,-0.161628600000029,1.84820000000002,0.852728600000034,2.63344289999998,4.11164279999997,10.4225286,1.01078569999999,7.34682860000004,-0.272071400000016,2450,12350,20100,1600,1350,32050,0,0,0,23.8290410277489
0.001,12.2306,17.824,15.469,18.6866,13.277,8.2028,11.2558,13.9544,-0.149857199999985,1.84820000000002,0.852728600000034,2.63344289999998,4.11164279999997,10.4225286,1.01078569999999,7.34682860000004,-0.109257099999979,2400,12300,20050,1650,1400,32100,0,0,0,24.5664543846936
0.001,12.2306,17.824,15.469,18.6866,13.277,8.2028,11.2558,13.9544,-0.129985699999963,1.84820000000002,0.852728600000034,3.9126,4.11164279999997,10.4225286,1.01078569999999,7.34682860000004,-0.0833142999999836,2350,12250,20000,1700,1450,32150,0,0,0,24.9842754197076
0,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,13.9544,-0.112557100000004,1.84820000000002,0.852728600000034,4.11164279999997,0.508842899999991,10.4225286,1.01078569999999,7.34682860000004,-0.0833142999999836,2300,12200,19950,1750,1500,32200,0,0,0,28.403706156607
4e-04,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,-0.118428600000016,1.84820000000002,0.852728600000034,4.11164279999997,0.508842899999991,10.4225286,1.01078569999999,7.34682860000004,-0.0833142999999836,2250,12150,19900,1800,1550,32250,0,0,0,28.0426685569251
2e-04,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,-0.112971399999992,1.84820000000002,0.852728600000034,4.11164279999997,0.508842899999991,10.4225286,1.01078569999999,7.34682860000004,-0.0833142999999836,2200,12100,19850,1850,1600,32300,0,0,0,35.1306535786905
2e-04,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,-0.0839429000000109,1.84820000000002,1.36655719999999,4.11164279999997,0.508842899999991,10.4225286,1.01078569999999,7.34682860000004,-0.0833142999999836,2150,12050,19800,1900,1650,32350,0,0,0,36.2249674704654
6e-04,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,-0.102485800000011,1.84820000000002,2.63344289999998,4.11164279999997,0.508842899999991,10.4225286,1.01078569999999,7.34682860000004,-0.0833142999999836,2100,12000,19750,1950,1700,32400,0,0,0,36.8946711371321
4e-04,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,-0.165342799999962,1.84820000000002,2.63344289999998,4.11164279999997,0.490499999999997,10.4225286,1.01078569999999,7.34682860000004,-0.0833142999999836,2050,11950,19700,2000,1750,32450,0,0,0,40.285868589513
4e-04,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,-0.174971400000004,1.84820000000002,2.63344289999998,4.11164279999997,0.624699999999962,10.4225286,1.01078569999999,7.34682860000004,-0.0833142999999836,2000,11900,19650,2050,1800,32500,0,0,0,41.7563128702148
6e-04,17.824,5.6456,15.469,18.6866,13.277,11.7244,11.2558,6.834,-0.189957200000038,1.84820000000002,2.63344289999998,4.11164279999997,0.624699999999962,10.4225286,1.01078569999999,7.34682860000004,-0.0833142999999836,1950,11850,19600,2100,1850,32550,0,0,0,42.0578066249045
2e-04,17.824,5.6456,15.469,18.6866,13.277,11.7244,11.2558,6.834,-0.261400000000037,1.84820000000002,2.63344289999998,4.11164279999997,0.624699999999962,10.4225286,1.01078569999999,7.34682860000004,-0.0833142999999836,1900,11800,19550,2150,1900,32600,0,0,0,42.1946589582378
4e-04,17.824,5.6456,15.469,18.6866,13.277,11.7244,11.2558,6.834,-0.415999999999997,1.84820000000002,2.63344289999998,4.11164279999997,0.624699999999962,10.4225286,0.868200000000002,7.34682860000004,1.2760571,1850,11750,19500,2200,1950,32650,0,0,0,43.2661850823359
8e-04,17.824,5.6456,15.469,18.6866,9.9716,13.277,11.2558,6.834,-0.631442800000002,1.84820000000002,2.63344289999998,4.11164279999997,0.624699999999962,10.4225286,0.830814299999986,7.34682860000004,6.93594290000004,1800,11700,19450,2250,2000,32700,0,0,0,43.1734306894788
3.9066,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,8.4002,-0.793428500000005,1.84820000000002,2.63344289999998,4.11164279999997,0.624699999999962,10.4225286,0.830814299999986,7.12068569999997,7.34682860000004,1750,11650,19400,2300,2050,32750,0,0,0,43.1757173377086
0.7796,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,-0.889128599999992,1.84820000000002,2.63344289999998,4.11164279999997,0.624699999999962,10.4225286,0.802371400000027,6.81094279999996,7.34682860000004,1700,11600,19350,2350,2100,32800,0,0,0,43.8700558178673
0.0012,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,-1.06857149999996,1.84820000000002,2.63344289999998,4.11164279999997,0.624699999999962,10.4225286,0.737300000000005,6.55900000000003,7.34682860000004,1650,11550,19300,2400,2150,32850,0,0,0,45.0210508328633
0.0012,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,-1.33797139999996,1.84820000000002,2.63344289999998,4.11164279999997,0.76017139999999,10.4225286,0.650671399999965,4.74585720000005,7.34682860000004,1600,11500,19250,2450,2200,32900,0,0,0,45.2805073783446
4e-04,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,-1.43071420000001,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,10.4225286,0.538299999999992,1.29238569999995,7.34682860000004,1550,11450,19200,2500,2250,32950,0,0,0,45.0455525528192
4e-04,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,-1.34480000000002,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,10.4225286,0.484700000000032,1.01078569999999,7.34682860000004,1500,11400,19150,2550,2300,33000,0,0,0,45.7304146718668
4e-04,17.824,15.469,9.2548,18.6866,9.3018,13.277,6.2136,11.2558,-1.33182859999999,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,10.4225286,0.448242900000025,1.01078569999999,7.34682860000004,1450,11350,19100,2600,2350,33050,0,0,0,45.8031380052001
4e-04,17.824,15.469,9.2548,18.6866,9.3018,13.277,5.8212,11.2558,-1.31107150000003,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,10.4225286,5.35592859999997,1.01078569999999,7.34682860000004,1400,11300,19050,2650,2400,33100,0,0,0,46.0507685952381
0.9592,17.824,15.469,9.2548,18.6866,9.3018,13.277,5.8212,11.2558,-1.21682860000004,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,10.2259714,10.4225286,1.01078569999999,7.34682860000004,1350,11250,19000,2700,2450,33150,0,0,0,45.4990265714286
3.1902,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,-1.00237139999996,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,8.98221430000001,10.4225286,1.01078569999999,7.34682860000004,1300,11200,18950,2750,2500,33200,0,0,0,45.5832868571428
0.001,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,-0.59895709999995,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,5.41032860000001,10.4225286,1.01078569999999,7.34682860000004,1250,11150,18900,2800,2550,33250,0,0,0,47.4812393571429
6e-04,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,-0.264371400000016,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,1.62399999999997,10.4225286,1.01078569999999,7.34682860000004,1200,11100,18850,2850,2600,33300,0,0,0,47.9153020952381
0,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,-0.0766000000000417,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.480028500000003,10.4225286,1.01078569999999,7.34682860000004,1150,11050,18800,2900,2650,33350,0,0,0,47.6757750238095
6e-04,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,0.113971400000025,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.480028500000003,10.4225286,1.01078569999999,7.34682860000004,1100,11000,18750,2950,2700,33400,0,0,0,48.1138463571429
0.001,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,0.18870000000004,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.480028500000003,10.4225286,1.01078569999999,7.34682860000004,1050,10950,18700,3000,2750,33450,0,0,0,48.1709460238095
4e-04,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,0.177057099999956,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.480028500000003,10.4225286,1.01078569999999,7.34682860000004,1000,10900,18650,3050,2800,33500,0,0,0,48.1972876904762
12.2306,17.824,15.469,18.6866,12.0578,5.05,13.277,5.2626,11.2558,0.110500000000002,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.480028500000003,10.4225286,1.01078569999999,7.34682860000004,950,10850,18600,3100,2850,33550,0,0,0,47.7188024480519
0.6082,17.824,15.469,18.6866,12.0578,12.2306,13.277,5.2626,11.2558,-0.0693713999999659,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.480028500000003,10.4225286,1.01078569999999,7.34682860000004,900,10800,18550,3150,2900,33600,0,0,0,48.8545821349206
6e-04,17.824,15.469,18.6866,12.0578,12.2306,13.277,5.2626,11.2558,-0.245699999999999,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.480028500000003,10.4225286,1.01078569999999,7.34682860000004,850,10750,18500,3200,2950,33650,0,0,0,48.8489426904762
6e-04,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.448900000000037,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.480028500000003,10.4225286,1.01078569999999,7.34682860000004,800,10700,18450,3250,3000,33700,0,0,0,49.5663273571429
4.6502,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.668900000000008,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.480028500000003,10.4225286,1.01078569999999,7.34682860000004,750,10650,18400,3300,3050,33750,0,0,0,49.4366141875522
4.3096,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.856342799999993,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.480028500000003,10.4225286,1.01078569999999,7.34682860000004,700,10600,18350,3350,3100,33800,0,0,0,49.3948681349206
6.2438,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-1.14125720000004,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.480028500000003,10.4225286,1.01078569999999,7.34682860000004,650,10550,18300,3400,3150,33850,0,0,0,49.0641791349206
4.379,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-1.46314289999998,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.480028500000003,10.4225286,1.01078569999999,7.34682860000004,600,10500,18250,3450,3200,33900,0,0,0,49.7758934682539
0,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-1.7148143,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.472771399999999,10.4225286,1.01078569999999,7.34682860000004,550,10450,18200,3500,3250,33950,0,0,0,49.6125973571429
0.001,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-1.97412860000003,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.372885699999983,10.4225286,1.01078569999999,7.34682860000004,500,10400,18150,3550,3300,34000,0,0,0,49.9291573571428
6e-04,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-1.99915709999999,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.228414299999997,10.4225286,1.01078569999999,7.34682860000004,450,10350,18100,3600,3350,34050,0,0,0,50.0488653571429
6e-04,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-1.83571430000001,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.18870000000004,10.4225286,1.01078569999999,7.34682860000004,400,10300,18050,3650,3400,34100,0,0,0,50.1561953571429
4e-04,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-1.37062859999997,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.18870000000004,10.4225286,1.01078569999999,7.34682860000004,350,10250,18000,3700,3450,34150,0,0,0,50.1526560238095
0.001,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.609428499999979,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.18870000000004,10.4225286,1.01078569999999,7.34682860000004,300,10200,17950,3750,3500,34200,0,0,0,50.1311203571428
6e-04,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,0.368214299999977,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.18870000000004,10.4225286,1.01078569999999,7.34682860000004,250,10150,17900,3800,3550,34250,0,0,0,50.1642650238095
0,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,1.2887571,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,0.368214299999977,10.4225286,1.01078569999999,7.34682860000004,200,10100,17850,3850,3600,34300,0,0,0,49.3012546904762
4e-04,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,1.72034289999999,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,1.2887571,10.4225286,1.01078569999999,7.34682860000004,150,10050,17800,3900,3650,34350,0,0,0,49.3819516904762
4e-04,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,1.80142860000001,1.84820000000002,2.63344289999998,4.11164279999997,2.84278570000004,1.72034289999999,10.4225286,1.01078569999999,7.34682860000004,100,10000,17750,3950,3700,34400,0,0,0,49.2082046904762
6e-04,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,1.84820000000002,1.59702859999999,2.63344289999998,4.11164279999997,2.84278570000004,1.80142860000001,10.4225286,1.01078569999999,7.34682860000004,50,9950,17700,4000,3750,34450,0,0,0,48.7046933571429
0,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,1.59702859999999,1.16714280000002,2.63344289999998,4.11164279999997,2.84278570000004,1.84820000000002,10.4225286,1.01078569999999,7.34682860000004,0,9900,17650,0,3800,34500,0,0,0,46.8715179181309
4e-04,17.824,15.469,18.6866,12.0578,12.2306,13.277,8.2028,11.2558,1.16714280000002,0.852728600000034,2.63344289999998,4.11164279999997,2.84278570000004,1.84820000000002,10.4225286,1.01078569999999,7.34682860000004,2700,9850,17600,50,3850,34550,0,0,0,46.7449406447053
4e-04,17.824,15.469,18.6866,4.3874,12.2306,13.277,8.2028,11.2558,0.690342799999996,0.852728600000034,2.63344289999998,4.11164279999997,2.84278570000004,1.84820000000002,10.4225286,1.01078569999999,7.34682860000004,2650,9800,17550,100,3900,34600,0,0,0,48.0236035711123
0.8984,17.824,15.469,18.6866,4.3874,12.2306,13.277,8.2028,11.2558,0.211799999999982,0.852728600000034,3.9126,4.11164279999997,4.19332859999997,1.84820000000002,10.4225286,1.01078569999999,7.34682860000004,2600,9750,17500,150,3950,34650,0,0,0,49.1382913488901
17.824,12.4934,15.469,18.6866,4.3874,12.2306,13.277,8.2028,11.2558,0.1293857,0.852728600000034,4.11164279999997,0.508842899999991,4.19332859999997,1.84820000000002,10.4225286,1.01078569999999,7.34682860000004,2550,9700,17450,200,4000,34700,0,0,0,49.3635813694316
6e-04,12.4934,15.469,18.6866,4.3874,17.824,13.277,8.2028,11.2558,0.127314299999966,0.852728600000034,4.11164279999997,0.508842899999991,4.19332859999997,1.84820000000002,10.4225286,1.01078569999999,7.34682860000004,2500,9650,17400,250,4050,34750,0,0,0,49.2301238456221
0,12.4934,15.469,18.6866,4.3874,17.824,13.277,8.2028,11.2558,0.164014300000019,0.852728600000034,4.11164279999997,0.508842899999991,4.19332859999997,1.84820000000002,10.4225286,1.01078569999999,7.34682860000004,2450,9600,17350,300,4100,34800,0,0,0,48.976068702765
0,12.4934,15.469,18.6866,4.3874,17.824,13.277,8.2028,11.2558,0.160028600000032,1.36655719999999,4.11164279999997,0.508842899999991,4.19332859999997,1.84820000000002,10.4225286,1.01078569999999,7.34682860000004,2400,9550,17300,350,4150,34850,0,0,0,47.6629094285714
0,12.4934,15.469,18.6866,4.3874,17.824,13.277,8.2028,11.2558,0.140257200000008,2.63344289999998,4.11164279999997,0.508842899999991,4.19332859999997,1.84820000000002,10.4225286,1.01078569999999,7.34682860000004,2350,9500,17250,400,4200,34900,0,0,0,47.6194857142857
0.001,12.4934,15.469,18.6866,4.3874,17.824,13.277,8.2028,11.2558,0.189428599999985,2.63344289999998,4.11164279999997,0.490499999999997,4.19332859999997,1.84820000000002,10.4225286,1.01078569999999,7.34682860000004,2300,9450,17200,450,4250,34950,0,0,0,47.9620441904761
0.001,12.4934,15.469,18.6866,4.3874,17.824,13.277,8.2028,11.2558,0.279571400000009,2.63344289999998,4.11164279999997,0.624699999999962,4.19332859999997,1.84820000000002,10.4225286,1.01078569999999,7.34682860000004,2250,9400,17150,500,4300,35000,0,0,0,47.8403935238095
