Curve_CUR_degree,Curve_Max_FOL_2500ft_degree,Curve_Max_FOL_2k5_5kft_degree,Curve_Max_FOL_5k_7k5ft_degree,Curve_Max_FOL_7k5_10kft_degree,Curve_Max_PRE_2500ft_degree,Curve_Max_PRE_2k5_5kft_degree,Curve_Max_PRE_5k_7k5ft_degree,Curve_Max_PRE_7k5_10kft_degree,Elev_Delta_CUR_ft,Elev_Delta_FOL_2500ft_ft,Elev_Delta_FOL_2k5_5kft_ft,Elev_Delta_FOL_5k_7k5ft_ft,Elev_Delta_FOL_7k5_10kft_ft,Elev_Delta_PRE_2500ft_ft,Elev_Delta_PRE_2k5_5kft_ft,Elev_Delta_PRE_5k_7k5ft_ft,Elev_Delta_PRE_7k5_10kft_ft,Distance_to_FOL_Intersection,Distance_to_FOL_Station,Distance_to_FOL_Switch,Distance_to_PRE_Intersection,Distance_to_PRE_Station,Distance_to_PRE_Switch,Loco,Coach,CCU,x_coordinate,y_coordinate
1.365,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,-0.0005604290000002266,0.0018870000000003983,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.021470429000000308,2800,12700,20450,1250,1000,31700,1,4,0,-78.934,36.01287
1.4646,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,-0.0012049999999999273,0.003682142999999769,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.0031978569999995443,2750,12650,20400,1300,1050,31750,1,4,0,-78.9339,36.01278
0.0004,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,-0.0020558570000002874,0.01288757099999998,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,1.5857000000210065e-05,2700,12600,20350,1350,1100,31800,1,4,0,-78.9338,36.01268
0.0002,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,-0.0024514290000001893,0.017203428999999916,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,1.5857000000210065e-05,2650,12550,20300,1400,1150,31850,1,4,0,-78.9337,36.01259
0.0006,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,-0.002405713999999648,0.018014286000000084,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.00045200000000022555,2600,12500,20250,1450,1200,31900,1,4,0,-78.9337,36.01249
0.0004,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,-0.0022701419999998505,0.0184820000000002,0.015970285999999875,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0017934289999999465,2550,12450,20200,1500,1250,31950,1,4,0,-78.9336,36.0124
0.0004,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,-0.0019511430000000018,0.0184820000000002,0.01167142800000022,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0030668570000000274,2500,12400,20150,1550,1300,32000,1,4,0,-78.9335,36.0123
0.0,12.2306,17.824,15.469,18.6866,13.277,8.2028,11.2558,13.9544,-0.0016162860000002866,0.0184820000000002,0.008527286000000345,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0027207140000001574,2450,12350,20100,1600,1350,32050,1,4,0,-78.9335,36.01221
0.001,12.2306,17.824,15.469,18.6866,13.277,8.2028,11.2558,13.9544,-0.0014985719999998537,0.0184820000000002,0.008527286000000345,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0010925709999997934,2400,12300,20050,1650,1400,32100,1,4,0,-78.9334,36.01211
0.001,12.2306,17.824,15.469,18.6866,13.277,8.2028,11.2558,13.9544,-0.0012998569999996335,0.0184820000000002,0.008527286000000345,0.03912599999999997,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,2350,12250,20000,1700,1450,32150,1,4,0,-78.9333,36.01202
0.0,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,13.9544,-0.0011255710000000363,0.0184820000000002,0.008527286000000345,0.0411164279999997,0.005088428999999906,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,2300,12200,19950,1750,1500,32200,1,4,0,-78.9333,36.01192
0.0004,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,-0.0011842860000001564,0.0184820000000002,0.008527286000000345,0.0411164279999997,0.005088428999999906,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,2250,12150,19900,1800,1550,32250,1,4,0,-78.9332,36.01183
0.0002,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,-0.0011297139999999217,0.0184820000000002,0.008527286000000345,0.0411164279999997,0.005088428999999906,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,2200,12100,19850,1850,1600,32300,1,4,0,-78.9331,36.01173
0.0002,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,-0.0008394290000001092,0.0184820000000002,0.013665571999999883,0.0411164279999997,0.005088428999999906,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,2150,12050,19800,1900,1650,32350,1,4,0,-78.933,36.01164
0.0006,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,-0.0010248580000001084,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.005088428999999906,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,2100,12000,19750,1950,1700,32400,1,4,0,-78.933,36.01154
0.0004,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,-0.0016534279999996216,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.004904999999999973,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,2050,11950,19700,2000,1750,32450,1,4,0,-78.9329,36.01145
0.0004,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,-0.00174971400000004,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,2000,11900,19650,2050,1800,32500,1,4,0,-78.9328,36.01135
0.0006,17.824,5.6456,15.469,18.6866,13.277,11.7244,11.2558,6.834,-0.0018995720000003758,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,1950,11850,19600,2100,1850,32550,1,4,0,-78.9328,36.01125
0.0002,17.824,5.6456,15.469,18.6866,13.277,11.7244,11.2558,6.834,-0.002614000000000374,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,1900,11800,19550,2150,1900,32600,1,4,0,-78.9327,36.01116
0.0004,17.824,5.6456,15.469,18.6866,13.277,11.7244,11.2558,6.834,-0.004159999999999968,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.008682000000000016,0.07346828600000038,0.012760571000000028,1850,11750,19500,2200,1950,32650,1,4,0,-78.9326,36.01106
0.0008,17.824,5.6456,15.469,18.6866,9.9716,13.277,11.2558,6.834,-0.006314428000000021,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.008308142999999858,0.07346828600000038,0.06935942900000043,1800,11700,19450,2250,2000,32700,1,4,0,-78.9326,36.01097
3.9066,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,8.4002,-0.007934285000000046,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.008308142999999858,0.07120685699999968,0.07346828600000038,1750,11650,19400,2300,2050,32750,1,4,0,-78.9325,36.01087
0.7796,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,-0.008891285999999922,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.008023714000000268,0.06810942799999964,0.07346828600000038,1700,11600,19350,2350,2100,32800,1,4,0,-78.9324,36.01078
0.0012,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,-0.010685714999999619,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.007373000000000047,0.06559000000000026,0.07346828600000038,1650,11550,19300,2400,2150,32850,1,4,0,-78.9323,36.01069
0.0012,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,-0.013379713999999581,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.007601713999999902,0.10422528600000021,0.006506713999999647,0.047458572000000455,0.07346828600000038,1600,11500,19250,2450,2200,32900,1,4,0,-78.9323,36.0106
0.0004,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,-0.014307142000000113,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.10422528600000021,0.005382999999999924,0.012923856999999544,0.07346828600000038,1550,11450,19200,2500,2250,32950,1,4,0,-78.9322,36.0105
0.0004,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,-0.013448000000000206,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.10422528600000021,0.004847000000000321,0.010107856999999854,0.07346828600000038,1500,11400,19150,2550,2300,33000,1,4,0,-78.9321,36.01041
0.0004,17.824,15.469,9.2548,18.6866,9.3018,13.277,6.2136,11.2558,-0.013318285999999943,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.10422528600000021,0.004482429000000252,0.010107856999999854,0.07346828600000038,1450,11350,19100,2600,2350,33050,1,4,0,-78.932,36.01032
0.0004,17.824,15.469,9.2548,18.6866,9.3018,13.277,5.8212,11.2558,-0.013110715000000255,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.10422528600000021,0.0535592859999997,0.010107856999999854,0.07346828600000038,1400,11300,19050,2650,2400,33100,1,4,0,-78.932,36.01022
0.9592,17.824,15.469,9.2548,18.6866,9.3018,13.277,5.8212,11.2558,-0.012168286000000422,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.10225971399999992,0.10422528600000021,0.010107856999999854,0.07346828600000038,1350,11250,19000,2700,2450,33150,1,4,0,-78.9319,36.01013
3.1902,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,-0.010023713999999587,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.08982214300000009,0.10422528600000021,0.010107856999999854,0.07346828600000038,1300,11200,18950,2750,2500,33200,1,4,0,-78.9318,36.01004
0.001,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,-0.0059895709999995,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.05410328600000014,0.10422528600000021,0.010107856999999854,0.07346828600000038,1250,11150,18900,2800,2550,33250,1,4,0,-78.9317,36.00995
0.0006,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,-0.0026437140000001593,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.016239999999999668,0.10422528600000021,0.010107856999999854,0.07346828600000038,1200,11100,18850,2850,2600,33300,1,4,0,-78.9317,36.00986
0.0,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,-0.0007660000000004175,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004800285000000031,0.10422528600000021,0.010107856999999854,0.07346828600000038,1150,11050,18800,2900,2650,33350,1,4,0,-78.9316,36.00977
0.0006,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,0.0011397140000002537,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004800285000000031,0.10422528600000021,0.010107856999999854,0.07346828600000038,1100,11000,18750,2950,2700,33400,1,4,0,-78.9315,36.00968
0.001,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,0.0018870000000003983,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004800285000000031,0.10422528600000021,0.010107856999999854,0.07346828600000038,1050,10950,18700,3000,2750,33450,1,4,0,-78.9314,36.00959
0.0004,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,0.0017705709999995634,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004800285000000031,0.10422528600000021,0.010107856999999854,0.07346828600000038,1000,10900,18650,3050,2800,33500,1,4,0,-78.9313,36.0095
12.2306,17.824,15.469,18.6866,12.0578,5.05,13.277,5.2626,11.2558,0.0011050000000000183,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004800285000000031,0.10422528600000021,0.010107856999999854,0.07346828600000038,950,10850,18600,3100,2850,33550,1,4,0,-78.9313,36.00941
0.6082,17.824,15.469,18.6866,12.0578,12.2306,13.277,5.2626,11.2558,-0.0006937139999996589,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004800285000000031,0.10422528600000021,0.010107856999999854,0.07346828600000038,900,10800,18550,3150,2900,33600,1,4,0,-78.9312,36.00932
0.0006,17.824,15.469,18.6866,12.0578,12.2306,13.277,5.2626,11.2558,-0.0024569999999999935,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004800285000000031,0.10422528600000021,0.010107856999999854,0.07346828600000038,850,10750,18500,3200,2950,33650,1,4,0,-78.9311,36.00924
0.0006,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.004489000000000374,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004800285000000031,0.10422528600000021,0.010107856999999854,0.07346828600000038,800,10700,18450,3250,3000,33700,1,4,0,-78.931,36.00916
4.6502,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.0066890000000000786,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004800285000000031,0.10422528600000021,0.010107856999999854,0.07346828600000038,750,10650,18400,3300,3050,33750,1,4,0,-78.9309,36.00907
4.3096,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.00856342799999993,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004800285000000031,0.10422528600000021,0.010107856999999854,0.07346828600000038,700,10600,18350,3350,3100,33800,1,4,0,-78.9308,36.00899
6.2438,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.011412572000000409,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004800285000000031,0.10422528600000021,0.010107856999999854,0.07346828600000038,650,10550,18300,3400,3150,33850,1,4,0,-78.9307,36.00892
4.379,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.014631428999999798,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004800285000000031,0.10422528600000021,0.010107856999999854,0.07346828600000038,600,10500,18250,3450,3200,33900,1,4,0,-78.9306,36.00885
0.0,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.017148143000000005,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.004727713999999991,0.10422528600000021,0.010107856999999854,0.07346828600000038,550,10450,18200,3500,3250,33950,1,4,0,-78.9305,36.00878
0.001,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.019741286000000288,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.0037288569999998343,0.10422528600000021,0.010107856999999854,0.07346828600000038,500,10400,18150,3550,3300,34000,1,4,0,-78.9304,36.00871
0.0006,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.01999157099999991,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.002284142999999972,0.10422528600000021,0.010107856999999854,0.07346828600000038,450,10350,18100,3600,3350,34050,1,4,0,-78.9303,36.00864
0.0006,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.018357143000000065,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.0018870000000003983,0.10422528600000021,0.010107856999999854,0.07346828600000038,400,10300,18050,3650,3400,34100,1,4,0,-78.9302,36.00857
0.0004,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.01370628599999975,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.0018870000000003983,0.10422528600000021,0.010107856999999854,0.07346828600000038,350,10250,18000,3700,3450,34150,1,4,0,-78.9301,36.0085
0.001,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,-0.006094284999999786,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.0018870000000003983,0.10422528600000021,0.010107856999999854,0.07346828600000038,300,10200,17950,3750,3500,34200,1,4,0,-78.93,36.00843
0.0006,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,0.003682142999999769,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.0018870000000003983,0.10422528600000021,0.010107856999999854,0.07346828600000038,250,10150,17900,3800,3550,34250,1,4,0,-78.9299,36.00836
0.0,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,0.01288757099999998,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.003682142999999769,0.10422528600000021,0.010107856999999854,0.07346828600000038,200,10100,17850,3850,3600,34300,1,4,0,-78.9297,36.00829
0.0004,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,0.017203428999999916,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.01288757099999998,0.10422528600000021,0.010107856999999854,0.07346828600000038,150,10050,17800,3900,3650,34350,1,4,0,-78.9296,36.00822
0.0004,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,0.018014286000000084,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.017203428999999916,0.10422528600000021,0.010107856999999854,0.07346828600000038,100,10000,17750,3950,3700,34400,1,4,0,-78.9295,36.00815
0.0006,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,0.0184820000000002,0.015970285999999875,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.018014286000000084,0.10422528600000021,0.010107856999999854,0.07346828600000038,50,9950,17700,4000,3750,34450,1,4,0,-78.9294,36.00808
0.0,17.824,15.469,18.6866,12.0578,12.2306,13.277,2.4026,11.2558,0.015970285999999875,0.01167142800000022,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.0184820000000002,0.10422528600000021,0.010107856999999854,0.07346828600000038,0,9900,17650,0,3800,34500,1,4,0,-78.9293,36.00802
0.0004,17.824,15.469,18.6866,12.0578,12.2306,13.277,8.2028,11.2558,0.01167142800000022,0.008527286000000345,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.0184820000000002,0.10422528600000021,0.010107856999999854,0.07346828600000038,2700,9850,17600,50,3850,34550,1,4,0,-78.9292,36.00795
0.0004,17.824,15.469,18.6866,4.3874,12.2306,13.277,8.2028,11.2558,0.006903427999999962,0.008527286000000345,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.0184820000000002,0.10422528600000021,0.010107856999999854,0.07346828600000038,2650,9800,17550,100,3900,34600,1,4,0,-78.9291,36.00788
