Speed_mph,Elevation_Smoothen_ft,Elev_Delta_CUR_ft,Elev_Delta_FOL_2500ft_ft,Elev_Delta_FOL_2k5_5kft_ft,Elev_Delta_FOL_5k_7k5ft_ft,Elev_Delta_FOL_7k5_10kft_ft,Elev_Delta_PRE_2500ft_ft,Elev_Delta_PRE_2k5_5kft_ft,Elev_Delta_PRE_5k_7k5ft_ft,Elev_Delta_PRE_7k5_10kft_ft,Curve_CUR_degree,Curve_Max_FOL_2500ft_degree,Curve_Max_FOL_2k5_5kft_degree,Curve_Max_FOL_5k_7k5ft_degree,Curve_Max_FOL_7k5_10kft_degree,Curve_Max_PRE_2500ft_degree,Curve_Max_PRE_2k5_5kft_degree,Curve_Max_PRE_5k_7k5ft_degree,Curve_Max_PRE_7k5_10kft_degree,Elev_Delta_FOL_2500ft_ft,Curve_Max_FOL_2k5_5kft_degree,Curve_Max_FOL_5k_7k5ft_degree,Curve_Max_FOL_7k5_10kft_degree,Curve_Max_PRE_2500ft_degree,Curve_Max_PRE_2k5_5kft_degree,Curve_Max_PRE_5k_7k5ft_degree,Curve_Max_PRE_7k5_10kft_degree,Station,Intersection,Switch,geometry,x_coordinate,y_coordinate,Station_if,Intersection_if,Switch_if,Node_ID,Cumulative_Length_ft,Distance_to_FOL_Intersection,Distance_to_FOL_Station,Distance_to_FOL_Switch,Distance_to_PRE_Intersection,Distance_to_PRE_Station,Distance_to_PRE_Switch,Carolinian,Crescent,Piedmont
54.68,420.6879857,-0.0074054289999997995,0.01999157099999991,0.09438614200000017,0.09810471399999983,0.005387428999999884,0.02812642799999992,0.04149714299999971,0.022609143000000245,0.0485321429999999,0.0002,17.824,9.3018,13.277,11.2558,5.6456,15.469,18.6866,3.4002,0.01999157099999991,9.3018,13.277,11.2558,5.6456,15.469,18.6866,3.4002,,,,POINT (-78.927386 36.007167),-78.9274,36.00716,0,0,0,6969,368550,800,207500,35300,1950,9100,16850,0,0,1
53.5,419.2529,-0.005586571000000049,0.01999157099999991,0.09810471399999983,0.0016339999999996735,0.005387428999999884,0.02812642799999992,0.04149714299999971,0.022609143000000245,0.0485321429999999,4.0396,17.824,13.277,11.7244,11.2558,5.6456,15.469,18.6866,4.3874,0.01999157099999991,13.277,11.7244,11.2558,5.6456,15.469,18.6866,4.3874,,,,POINT (-78.927859 36.007357999999996),-78.9279,36.00732,0,0,0,6965,368750,600,207300,35100,2150,9300,17050,0,0,1
54.59,418.8401429,-0.0027957140000000893,0.01999157099999991,0.09810471399999983,0.0011654279999999061,0.07405628500000035,0.02812642799999992,0.04149714299999971,0.022609143000000245,0.0485321429999999,0.001,17.824,13.277,8.2028,11.2558,12.4934,15.469,18.6866,4.3874,0.01999157099999991,13.277,8.2028,11.2558,12.4934,15.469,18.6866,4.3874,,,,POINT (-78.928149 36.007438),-78.9282,36.00742,0,0,0,6963,368850,500,207200,35000,2250,9400,17150,0,0,1
57.08,417.6046429,-0.01167142800000022,0.01999157099999991,0.09810471399999983,-8.77140000000054e-05,0.07974214299999971,0.02812642799999992,0.04149714299999971,0.016590572000000067,0.0485321429999999,0.0004,12.2306,13.277,8.2028,11.2558,17.824,15.469,18.6866,12.0578,0.01999157099999991,13.277,8.2028,11.2558,17.824,15.469,18.6866,12.0578,,,,POINT (-78.92921 36.007967999999984),-78.9292,36.00795,0,0,0,6954,369300,50,206750,34550,2700,9850,17600,0,0,1
51.72,416.9844286,-0.015970285999999875,0.01999157099999991,0.09810471399999983,0.00018514299999992546,0.07974214299999971,0.019134285999999747,0.04149714299999971,0.013153714000000037,0.0485321429999999,0.0,12.2306,13.277,2.4026,11.2558,17.824,15.469,18.6866,12.0578,0.01999157099999991,13.277,2.4026,11.2558,17.824,15.469,18.6866,12.0578,,,,POINT (-78.929316 36.00801800000001),-78.9293,36.00802,0,1,0,6953,369350,0,206700,34500,0,9900,17650,0,0,1
56.08,413.4158857,-0.01288757099999998,0.01999157099999991,0.09810471399999983,0.00018514299999992546,0.07974214299999971,0.019134285999999747,0.0412431429999998,0.04149714299999971,0.0485321429999999,0.0,12.2306,13.277,2.4026,11.2558,17.824,15.469,18.6866,12.0578,0.01999157099999991,13.277,2.4026,11.2558,17.824,15.469,18.6866,12.0578,,,,POINT (-78.92978199999999 36.008235),-78.9297,36.00829,0,0,0,6949,369550,3850,206500,34300,200,10100,17850,1,0,0
54.0,412.9174286,-0.003682142999999769,0.01999157099999991,0.09810471399999983,0.00018514299999992546,0.07974214299999971,0.019134285999999747,0.02812642799999992,0.04149714299999971,0.025912000000000147,0.0006,12.2306,13.277,2.4026,11.2558,17.824,15.469,18.6866,12.0578,0.01999157099999991,13.277,2.4026,11.2558,17.824,15.469,18.6866,12.0578,,,,POINT (-78.92982 36.008289),-78.9299,36.00836,0,0,0,6948,369600,3800,206450,34250,250,10150,17900,0,0,1
58.38,413.0476714,0.006094284999999786,0.01999157099999991,0.09810471399999983,0.00018514299999992546,0.07974214299999971,0.019134285999999747,0.02812642799999992,0.04149714299999971,0.022609143000000245,0.001,12.2306,13.277,2.4026,11.2558,17.824,15.469,18.6866,12.0578,0.01999157099999991,13.277,2.4026,11.2558,17.824,15.469,18.6866,12.0578,,,,POINT (-78.929995 36.008426),-78.93,36.00843,0,0,0,6947,369650,3750,206400,34200,300,10200,17950,0,0,1
56.87,415.3625714,0.01999157099999991,0.019741286000000288,0.09810471399999983,0.00018514299999992546,0.07974214299999971,0.018357143000000065,0.02812642799999992,0.04149714299999971,0.022609143000000245,0.0006,12.2306,13.277,2.4026,11.2558,17.824,15.469,18.6866,12.0578,0.019741286000000288,13.277,2.4026,11.2558,17.824,15.469,18.6866,12.0578,,,,POINT (-78.93028499999998 36.008562999999995),-78.9303,36.00864,0,0,0,6944,369800,3600,206250,34050,450,10350,18100,1,0,0
5.48,418.7998429,0.011412572000000409,0.014307142000000113,0.09810471399999983,0.00018514299999992546,0.07974214299999971,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.022609143000000245,6.2438,12.2306,13.277,2.4026,11.2558,17.824,15.469,18.6866,12.0578,0.014307142000000113,13.277,2.4026,11.2558,17.824,15.469,18.6866,12.0578,,,,POINT (-78.93068999999998 36.00890700000001),-78.9307,36.00892,0,0,0,6940,370000,3400,206050,33850,650,10550,18300,0,0,1
52.98,420.0776286,-0.0017705709999995634,0.014307142000000113,0.09810471399999983,0.0012955709999999954,0.07974214299999971,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.022609143000000245,0.0004,9.3018,13.277,5.8212,11.2558,17.824,15.469,18.6866,12.0578,0.014307142000000113,13.277,5.8212,11.2558,17.824,15.469,18.6866,12.0578,,,,POINT (-78.931346 36.009506),-78.9313,36.0095,0,0,0,6933,370350,3050,205700,33500,1000,10900,18650,0,0,1
53.64,423.1131429,0.013448000000000206,0.014307142000000113,0.09810471399999983,0.005387428999999884,0.07974214299999971,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.022609143000000245,0.0004,9.3018,13.277,11.2558,10.251,17.824,5.6456,15.469,18.6866,0.014307142000000113,13.277,11.2558,10.251,17.824,5.6456,15.469,18.6866,,,,POINT (-78.93210099999999 36.01035600000001),-78.9321,36.01041,0,0,0,6923,370850,2550,205200,33000,1500,11400,19150,0,0,1
54.78,425.6124286,0.008891285999999922,0.09438614200000017,0.09810471399999983,0.005387428999999884,0.07974214299999971,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.022609143000000245,0.7796,9.3018,13.277,11.2558,10.251,17.824,5.6456,15.469,18.6866,0.09438614200000017,13.277,11.2558,10.251,17.824,5.6456,15.469,18.6866,,,,POINT (-78.932444 36.010787),-78.9324,36.01078,0,0,0,6919,371050,2350,205000,32800,1700,11600,19350,0,0,1
53.69,426.4058571,0.006314428000000021,0.09810471399999983,0.0016339999999996735,0.005387428999999884,0.07974214299999971,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.022609143000000245,0.0008,9.9716,13.277,11.2558,6.834,17.824,5.6456,15.469,18.6866,0.09810471399999983,13.277,11.2558,6.834,17.824,5.6456,15.469,18.6866,,,,POINT (-78.932566 36.010967),-78.9326,36.01097,0,0,0,6917,371150,2250,204900,32700,1800,11700,19450,0,0,1
52.01,426.8218571,0.002614000000000374,0.09810471399999983,0.0016339999999996735,0.005387428999999884,0.07974214299999971,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.022609143000000245,0.0002,13.277,11.7244,11.2558,6.834,17.824,5.6456,15.469,18.6866,0.09810471399999983,11.7244,11.2558,6.834,17.824,5.6456,15.469,18.6866,,,,POINT (-78.93274199999999 36.011196000000005),-78.9327,36.01116,0,0,0,6915,371250,2150,204800,32600,1900,11800,19550,0,0,1
53.3,427.3795286,0.0011255710000000363,0.09810471399999983,-8.77140000000054e-05,0.07974214299999971,0.008281999999999812,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.022609143000000245,0.0,13.277,8.2028,11.2558,13.9544,17.824,12.4934,15.469,18.6866,0.09810471399999983,8.2028,11.2558,13.9544,17.824,12.4934,15.469,18.6866,,,,POINT (-78.93322999999998 36.01191699999999),-78.9333,36.01192,0,0,0,6907,371650,1750,204400,32200,2300,12200,19950,0,0,1
54.21,428.1438571,-0.002284142999999972,0.09810471399999983,0.00018514299999992546,0.07974214299999971,0.008298286000000417,0.01999157099999991,0.018357143000000065,0.02812642799999992,0.04149714299999971,0.0006,13.277,2.4026,11.2558,13.9544,12.2306,17.824,15.469,18.6866,0.09810471399999983,2.4026,11.2558,13.9544,12.2306,17.824,15.469,18.6866,,,,POINT (-78.934146 36.013155999999995),-78.9342,36.01315,0,0,0,6894,372300,1100,203750,31550,2950,12850,20600,0,0,1
51.53,427.1869571,-0.0012715719999999919,0.09810471399999983,0.0004494280000000117,0.07974214299999971,0.040701571999999825,0.014307142000000113,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.6932,13.277,2.4026,11.2558,13.9544,12.2306,17.824,15.469,18.6866,0.09810471399999983,2.4026,11.2558,13.9544,12.2306,17.824,15.469,18.6866,,,,POINT (-78.93448899999999 36.013599),-78.9345,36.01362,0,0,0,6889,372550,850,203500,31300,3200,13100,20850,0,0,1
53.43,427.1869571,-0.0012715719999999919,0.09810471399999983,0.0004494280000000117,0.07974214299999971,0.040701571999999825,0.014307142000000113,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.6932,13.277,2.4026,11.2558,13.9544,12.2306,17.824,15.469,18.6866,0.09810471399999983,2.4026,11.2558,13.9544,12.2306,17.824,15.469,18.6866,,,,POINT (-78.934543 36.01366),-78.9345,36.01362,0,0,0,6889,372550,850,203500,31300,3200,13100,20850,1,0,0
54.64,426.9366286,-0.0015890000000001693,0.09810471399999983,0.001081143000000111,0.07974214299999971,0.040701571999999825,0.014307142000000113,0.01999157099999991,0.02812642799999992,0.04149714299999971,5.05,13.277,5.2626,11.2558,13.9544,12.2306,17.824,15.469,18.6866,0.09810471399999983,5.2626,11.2558,13.9544,12.2306,17.824,15.469,18.6866,,,,POINT (-78.934901 36.014099),-78.9349,36.01408,0,0,0,6884,372800,600,203250,31050,3450,13350,21100,0,0,1
54.94,426.8734857,-0.0020744289999998955,0.09810471399999983,0.0012955709999999954,0.07974214299999971,0.040701571999999825,0.014307142000000113,0.01999157099999991,0.02812642799999992,0.04149714299999971,9.3018,13.277,5.8212,11.2558,13.9544,5.05,17.824,15.469,18.6866,0.09810471399999983,5.8212,11.2558,13.9544,5.05,17.824,15.469,18.6866,,,,POINT (-78.935016 36.014186),-78.935,36.01417,0,0,0,6883,372850,550,203200,31000,3500,13400,21150,0,0,1
54.01,426.5261714,-0.004206857000000354,0.09810471399999983,0.002288570999999706,0.07974214299999971,0.040701571999999825,0.014307142000000113,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.0018,13.277,5.8212,11.2558,13.9544,9.3018,17.824,15.469,18.6866,0.09810471399999983,5.8212,11.2558,13.9544,9.3018,17.824,15.469,18.6866,,,,POINT (-78.93515299999999 36.014339),-78.9352,36.01434,0,0,0,6881,372950,450,203100,30900,3600,13500,21250,0,0,1
53.56,426.1517429,-0.016239999999999668,0.09810471399999983,0.0044658580000003665,0.07974214299999971,0.040701571999999825,0.014307142000000113,0.01999157099999991,0.02812642799999992,0.04149714299999971,5.9104,13.277,5.8212,11.2558,13.9544,9.3018,17.824,15.469,18.6866,0.09810471399999983,5.8212,11.2558,13.9544,9.3018,17.824,15.469,18.6866,,,,POINT (-78.935336 36.014507),-78.9354,36.0145,0,0,0,6879,373050,350,203000,30800,3700,13600,21350,0,0,1
7.09,415.7022857,-0.10225971399999992,0.09810471399999983,0.005387428999999884,0.07974214299999971,0.040701571999999825,0.014307142000000113,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.0004,13.277,5.8212,11.2558,13.9544,9.3018,17.824,15.469,9.2548,0.09810471399999983,5.8212,11.2558,13.9544,9.3018,17.824,15.469,9.2548,,,,POINT (-78.935664 36.014766),-78.9357,36.01474,0,0,0,6876,373200,200,202850,30650,3850,13750,21500,0,0,1
53.29,414.5758857,0.09438614200000017,0.09810471399999983,0.005387428999999884,0.07974214299999971,0.040701571999999825,0.08237614300000018,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.0008,13.277,11.2558,10.251,13.9544,9.3018,17.824,5.6456,15.469,0.09810471399999983,11.2558,10.251,13.9544,9.3018,17.824,5.6456,15.469,,,,POINT (-78.936381 36.015258),-78.9364,36.01522,0,1,0,6869,373550,0,202500,30300,0,14100,21850,0,0,1
54.39,419.3978571,0.09810471399999983,0.04942985799999974,0.005387428999999884,0.07974214299999971,0.040701571999999825,0.09438614200000017,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.0,13.277,11.2558,8.4002,13.9544,9.3018,17.824,5.6456,15.469,0.04942985799999974,11.2558,8.4002,13.9544,9.3018,17.824,5.6456,15.469,,,,POINT (-78.93647999999999 36.015289),-78.9365,36.01528,0,0,0,6868,373600,3450,202450,30250,50,14150,21900,0,0,1
55.15,424.1202857,0.0014837139999997362,0.0016339999999996735,0.05595728600000029,0.07974214299999971,0.040701571999999825,0.09810471399999983,0.01999157099999991,0.02812642799999992,0.04149714299999971,3.605,11.7244,11.2558,6.834,13.9544,13.277,17.824,5.6456,15.469,0.0016339999999996735,11.2558,6.834,13.9544,13.277,17.824,5.6456,15.469,,,,POINT (-78.93694599999999 36.015548),-78.937,36.01552,0,0,0,6864,373800,3250,202250,30050,250,14350,22100,0,0,1
51.65,423.9294286,-0.004372857000000181,-0.0005472860000003266,0.07974214299999971,0.03569142900000031,0.040701571999999825,0.09810471399999983,0.01999157099999991,0.02812642799999992,0.04149714299999971,2.8194,8.2028,11.2558,6.834,13.9544,13.277,17.824,12.4934,15.469,-0.0005472860000003266,11.2558,6.834,13.9544,13.277,17.824,12.4934,15.469,,,,POINT (-78.93760199999998 36.01577699999999),-78.9376,36.01577,0,0,0,6859,374050,3000,202000,29800,500,14600,22350,0,0,1
54.24,423.2716571,-0.004363713999999845,-8.77140000000054e-05,0.07974214299999971,0.008281999999999812,0.040701571999999825,0.09810471399999983,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.0,8.2028,11.2558,13.9544,9.2752,13.277,12.2306,17.824,15.469,-8.77140000000054e-05,11.2558,13.9544,9.2752,13.277,12.2306,17.824,15.469,,,,POINT (-78.937976 36.01588799999999),-78.938,36.01589,0,0,0,6856,374200,2850,201850,29650,650,14750,22500,1,0,0
53.44,423.0579286,-0.004471857000000341,-8.77140000000054e-05,0.07974214299999971,0.008281999999999812,0.040701571999999825,0.09810471399999983,0.01999157099999991,0.02812642799999992,0.04149714299999971,0.0006,8.2028,11.2558,13.9544,9.2752,13.277,12.2306,17.824,15.469,-8.77140000000054e-05,11.2558,13.9544,9.2752,13.277,12.2306,17.824,15.469,,,,POINT (-78.938052 36.015936999999994),-78.9381,36.01593,0,0,0,6855,374250,2800,201800,29600,700,14800,22550,0,0,1
53.94,420.8851857,-0.0009714289999999437,0.00018514299999992546,0.07974214299999971,0.016153143000000227,0.040701571999999825,0.09810471399999983,0.014631428999999798,0.01999157099999991,0.02812642799999992,0.0008,2.4026,11.2558,13.9544,14.6794,13.277,12.2306,17.824,15.469,0.00018514299999992546,11.2558,13.9544,14.6794,13.277,12.2306,17.824,15.469,,,,POINT (-78.939936 36.016307),-78.94,36.01631,0,0,0,6841,374950,2100,201100,28900,1400,15500,23250,0,0,1
55.29,417.7083857,-0.007373000000000047,0.005387428999999884,0.07974214299999971,0.040701571999999825,0.017360999999999648,0.09810471399999983,0.0468821429999997,0.01999157099999991,0.02812642799999992,0.0006,11.2558,10.251,13.9544,14.6794,13.277,9.3018,17.824,5.6456,0.005387428999999884,10.251,13.9544,14.6794,13.277,9.3018,17.824,5.6456,,,,POINT (-78.94279 36.016872),-78.9428,36.01684,0,0,0,6820,376000,1050,200050,27850,2450,16550,24300,1,0,0
54.24,416.4979571,-0.007999571999999944,0.005387428999999884,0.07974214299999971,0.040701571999999825,0.017360999999999648,0.04942985799999974,0.09810471399999983,0.01999157099999991,0.02812642799999992,0.0006,11.2558,6.834,13.9544,14.6794,13.277,9.3018,17.824,5.6456,0.005387428999999884,6.834,13.9544,14.6794,13.277,9.3018,17.824,5.6456,,,,POINT (-78.94315599999999 36.016941),-78.9432,36.01691,0,0,0,6817,376150,900,199900,27700,2600,16700,24450,1,0,0
55.43,415.0952714,-0.009767570999999862,0.05595728600000029,0.07974214299999971,0.040701571999999825,0.017360999999999648,0.0016339999999996735,0.09810471399999983,0.01999157099999991,0.02812642799999992,0.0,11.2558,6.834,13.9544,14.6794,11.7244,13.277,17.824,5.6456,0.05595728600000029,6.834,13.9544,14.6794,11.7244,13.277,17.824,5.6456,,,,POINT (-78.943522 36.01702099999999),-78.9436,36.01698,0,0,0,6814,376300,750,199750,27550,2750,16850,24600,1,0,0
10.48,413.2123,-0.0022455719999999245,0.07974214299999971,0.008281999999999812,0.040701571999999825,0.01773228499999959,-8.77140000000054e-05,0.09810471399999983,0.01999157099999991,0.02812642799999992,0.0008,11.2558,13.9544,9.2752,14.6794,8.2028,13.277,12.2306,17.824,0.07974214299999971,13.9544,9.2752,14.6794,8.2028,13.277,12.2306,17.824,,,,POINT (-78.944796 36.017257),-78.9448,36.0172,0,0,0,6805,376750,300,199300,27100,3200,17300,25050,0,0,1
54.86,411.8688714,0.0008091430000001765,0.07974214299999971,0.040701571999999825,0.017360999999999648,0.01773228499999959,0.00094757100000038,0.09810471399999983,0.014307142000000113,0.01999157099999991,0.431,11.2558,13.9544,14.6794,16.09134,5.2626,13.277,12.2306,17.824,0.07974214299999971,13.9544,14.6794,16.09134,5.2626,13.277,12.2306,17.824,,,,POINT (-78.947375 36.017756999999996),-78.9474,36.01774,0,0,0,6785,377750,1100,198300,26100,700,18300,26050,0,0,1
54.07,412.1583,0.002288570999999706,0.07974214299999971,0.040701571999999825,0.017360999999999648,0.01773228499999959,0.0018131429999999683,0.09810471399999983,0.014307142000000113,0.01999157099999991,0.0002,11.2558,13.9544,14.6794,16.09134,5.8212,13.277,9.3018,17.824,0.07974214299999971,13.9544,14.6794,16.09134,5.8212,13.277,9.3018,17.824,,,,POINT (-78.947963 36.017868),-78.9479,36.01786,0,0,0,6781,377950,900,198100,25900,900,18500,26250,0,0,1
55.04,413.5147143,0.0052295720000000755,0.07974214299999971,0.040701571999999825,0.017360999999999648,0.01773228499999959,0.005387428999999884,0.09810471399999983,0.014307142000000113,0.01999157099999991,0.0008,11.2558,13.9544,14.6794,16.09134,5.8212,13.277,9.3018,17.824,0.07974214299999971,13.9544,14.6794,16.09134,5.8212,13.277,9.3018,17.824,,,,POINT (-78.94864899999999 36.018054),-78.9487,36.01802,0,0,0,6775,378250,600,197800,25600,1200,18800,26550,1,0,0
53.85,395.3486857,-0.06935942900000043,0.07974214299999971,0.040701571999999825,0.017360999999999648,0.01773228499999959,0.005387428999999884,0.0016339999999996735,0.09810471399999983,0.01999157099999991,0.0004,6.834,13.9544,14.6794,16.09134,11.2558,13.277,9.9716,17.824,0.07974214299999971,13.9544,14.6794,16.09134,11.2558,13.277,9.9716,17.824,,,,POINT (-78.94993099999999 36.018446999999995),-78.9499,36.01839,0,0,0,6766,378700,150,197350,25150,1650,19250,27000,0,0,1
54.83,413.3803857,0.07468814199999997,0.03569142900000031,0.040701571999999825,0.01773228499999959,0.01718371399999967,0.07974214299999971,-0.0005472860000003266,0.09810471399999983,0.01999157099999991,0.0006,6.834,13.9544,14.6794,16.09134,11.2558,8.2028,13.277,17.824,0.03569142900000031,13.9544,14.6794,16.09134,11.2558,8.2028,13.277,17.824,,,,POINT (-78.950686 36.018829),-78.9507,36.01881,0,0,0,6759,379050,3300,197000,24800,200,19600,27350,0,0,1
52.74,418.5625,0.003397856999999931,0.008281999999999812,0.040701571999999825,0.01773228499999959,0.01718371399999967,0.07974214299999971,0.00018514299999992546,0.09810471399999983,0.01999157099999991,0.0006,13.9544,14.6794,16.09134,14.8648,11.2558,2.4026,13.277,12.2306,0.008281999999999812,14.6794,16.09134,14.8648,11.2558,2.4026,13.277,12.2306,,,,POINT (-78.952205 36.01978600000001),-78.9522,36.01975,0,0,0,6745,379750,2600,196300,24100,900,20300,28050,0,0,1
53.58,490.3454714,0.005385856999999987,0.007327856999999653,-0.0023502849999999854,-0.0036529999999999063,-0.001298285999999962,0.016191858000000253,0.01718371399999967,0.01773228499999959,0.040701571999999825,0.0006,1.2506,1.5666,15.81278,8.60902,14.8648,16.09134,14.6794,9.2752,0.007327856999999653,1.5666,15.81278,8.60902,14.8648,16.09134,14.6794,9.2752,,,,POINT (-78.97754899999998 36.027378000000006),-78.9775,36.02736,0,0,0,6506,391700,4350,184350,12150,2750,32250,40000,0,0,1
62.19,491.5509571,0.00633314299999995,0.007327856999999653,-0.0035347139999998946,-0.0036529999999999063,-0.001298285999999962,0.016191858000000253,0.01718371399999967,0.01773228499999959,0.040701571999999825,0.0,1.2506,5.1254,15.81278,12.04878,14.8648,13.57834,16.09134,9.2752,0.007327856999999653,5.1254,15.81278,12.04878,14.8648,13.57834,16.09134,9.2752,,,,POINT (-78.977984 36.027488),-78.978,36.02747,0,0,0,6502,391900,4150,184150,11950,2950,32450,40200,0,0,1
50.29,472.9268714,0.0003511429999997517,0.016191858000000253,0.007327856999999653,-0.0007710000000002992,-0.0036529999999999063,0.01773228499999959,0.017360999999999648,0.040701571999999825,0.07974214299999971,0.0007,14.8648,1.2506,0.6346,15.81278,16.09134,14.6794,13.9544,6.834,0.016191858000000253,1.2506,0.6346,15.81278,16.09134,14.6794,13.9544,6.834,,,,POINT (-78.97024 36.02751899999999),-78.9702,36.02745,0,0,0,6560,389000,7050,187050,14850,50,29550,37300,0,0,1
52.47,472.9268714,0.0003511429999997517,0.016191858000000253,0.007327856999999653,-0.0007710000000002992,-0.0036529999999999063,0.01773228499999959,0.017360999999999648,0.040701571999999825,0.07974214299999971,0.0007,14.8648,1.2506,0.6346,15.81278,16.09134,14.6794,13.9544,6.834,0.016191858000000253,1.2506,0.6346,15.81278,16.09134,14.6794,13.9544,6.834,,,,POINT (-78.97021 36.02752600000001),-78.9702,36.02745,0,0,0,6560,389000,7050,187050,14850,50,29550,37300,0,0,1
50.83,472.7571286,0.005460714000000167,0.016191858000000253,0.007327856999999653,0.002048715000000243,-0.0036529999999999063,0.01773228499999959,0.017360999999999648,0.040701571999999825,0.07974214299999971,0.0,14.8648,1.2506,0.3502,10.34818,16.09134,14.6794,13.9544,6.834,0.016191858000000253,1.2506,0.3502,10.34818,16.09134,14.6794,13.9544,6.834,,,,POINT (-78.96987399999999 36.027648),-78.9699,36.02758,0,0,0,6563,388850,100,187200,15000,2900,29400,37150,0,0,1
54.13,493.5433857,0.0061032860000000255,0.007327856999999653,-0.0035347139999998946,-0.004538142999999764,-0.001298285999999962,0.016191858000000253,0.01718371399999967,0.01773228499999959,0.040701571999999825,0.0002,0.916,5.1254,15.81278,12.04878,14.8648,13.57834,16.09134,7.388,0.007327856999999653,5.1254,15.81278,12.04878,14.8648,13.57834,16.09134,7.388,,,,POINT (-78.97899099999998 36.027656),-78.9789,36.02765,0,0,0,6495,392250,3800,183800,11600,3300,32800,40550,0,0,1
47.35,446.5151857,0.008250285999999961,0.01773228499999959,0.01718371399999967,0.016191858000000253,0.007327856999999653,0.040701571999999825,0.03569142900000031,0.07974214299999971,-0.0005472860000003266,0.0008,14.6794,16.09134,14.8648,1.2506,13.9544,6.834,11.2558,8.2028,0.01773228499999959,16.09134,14.8648,1.2506,13.9544,6.834,11.2558,8.2028,,,,POINT (-78.95923099999999 36.027317),-78.9592,36.02729,0,0,0,6658,384100,1600,191950,19750,1750,24650,32400,0,0,1
5.0,446.5151857,0.008250285999999961,0.01773228499999959,0.01718371399999967,0.016191858000000253,0.007327856999999653,0.040701571999999825,0.03569142900000031,0.07974214299999971,-0.0005472860000003266,0.0008,14.6794,16.09134,14.8648,1.2506,13.9544,6.834,11.2558,8.2028,0.01773228499999959,16.09134,14.8648,1.2506,13.9544,6.834,11.2558,8.2028,,,,POINT (-78.95922399999999 36.027336),-78.9592,36.02729,0,0,0,6658,384100,1600,191950,19750,1750,24650,32400,0,0,1
47.72,447.7445,0.0009945709999999509,0.01773228499999959,0.01718371399999967,0.016191858000000253,0.007327856999999653,0.040701571999999825,0.008281999999999812,0.07974214299999971,-8.77140000000054e-05,0.0004,16.09134,13.57834,14.8648,1.2506,9.2752,13.9544,11.2558,8.2028,0.01773228499999959,13.57834,14.8648,1.2506,9.2752,13.9544,11.2558,8.2028,,,,POINT (-78.959498 36.027809),-78.9595,36.02778,0,0,0,6653,384350,1350,191700,19500,2000,24900,32650,1,0,0
46.47,447.7373571,-4.642900000021655e-05,0.01773228499999959,0.01718371399999967,0.016191858000000253,0.007327856999999653,0.040701571999999825,0.008281999999999812,0.07974214299999971,0.00018514299999992546,0.0004,16.09134,13.57834,14.8648,1.2506,9.2752,13.9544,11.2558,2.4026,0.01773228499999959,13.57834,14.8648,1.2506,9.2752,13.9544,11.2558,2.4026,,,,POINT (-78.95959 36.027847),-78.9596,36.02788,0,0,0,6652,384400,1300,191650,19450,2050,24950,32700,0,0,1
44.72,447.7398571,0.000468857999999841,0.01773228499999959,0.01718371399999967,0.016191858000000253,0.007327856999999653,0.040701571999999825,0.008281999999999812,0.07974214299999971,0.00018514299999992546,7.388,16.09134,13.57834,14.8648,1.2506,9.2752,13.9544,11.2558,2.4026,0.01773228499999959,13.57834,14.8648,1.2506,9.2752,13.9544,11.2558,2.4026,,,,POINT (-78.959666 36.027976),-78.9597,36.02798,0,0,0,6651,384450,1250,191600,19400,2100,25000,32750,0,0,1
55.02,493.5433857,0.0061032860000000255,0.007327856999999653,-0.0035347139999998946,-0.004538142999999764,-0.001298285999999962,0.016191858000000253,0.01718371399999967,0.01773228499999959,0.040701571999999825,0.0002,0.916,5.1254,15.81278,12.04878,14.8648,13.57834,16.09134,7.388,0.007327856999999653,5.1254,15.81278,12.04878,14.8648,13.57834,16.09134,7.388,,,,POINT (-78.978976 36.027667),-78.9789,36.02765,0,0,0,6495,392250,3800,183800,11600,3300,32800,40550,0,0,1
60.7,460.6283714,-0.006603428000000236,0.03324957100000006,0.010990286000000538,0.031077284999999507,0.011380571999999915,-0.001298285999999962,-0.0036529999999999063,-0.0032644290000001775,0.007327856999999653,0.00074,11.193,7.7328,13.9602,12.2338,12.04878,15.81278,1.5666,1.2506,0.03324957100000006,7.7328,13.9602,12.2338,12.04878,15.81278,1.5666,1.2506,,,,POINT (-79.004229 36.027767),-79.0042,36.02775,0,0,0,6303,401850,2150,174200,2000,5800,42400,50150,0,0,1
