Node_ID,Elevation_Smoothen_ft,Elev_Delta_CUR_ft,Elev_Delta_FOL_2500ft_ft,Elev_Delta_FOL_2k5_5kft_ft,Elev_Delta_FOL_5k_7k5ft_ft,Elev_Delta_FOL_7k5_10kft_ft,Elev_Delta_PRE_2500ft_ft,Elev_Delta_PRE_2k5_5kft_ft,Elev_Delta_PRE_5k_7k5ft_ft,Elev_Delta_PRE_7k5_10kft_ft,Curve_CUR_degree,Curve_Max_FOL_2500ft_degree,Curve_Max_FOL_2k5_5kft_degree,Curve_Max_FOL_5k_7k5ft_degree,Curve_Max_FOL_7k5_10kft_degree,Curve_Max_PRE_2500ft_degree,Curve_Max_PRE_2k5_5kft_degree,Curve_Max_PRE_5k_7k5ft_degree,Curve_Max_PRE_7k5_10kft_degree,Elev_Delta_FOL_2500ft_ft,Curve_Max_FOL_2k5_5kft_degree,Curve_Max_FOL_5k_7k5ft_degree,Curve_Max_FOL_7k5_10kft_degree,Curve_Max_PRE_2500ft_degree,Curve_Max_PRE_2k5_5kft_degree,Curve_Max_PRE_5k_7k5ft_degree,Curve_Max_PRE_7k5_10kft_degree,geometry,x_coordinate,y_coordinate,Station_if,Intersection_if,Switch_if,Node_ID,Cumulative_Length_ft,Distance_to_FOL_Intersection,Distance_to_FOL_Station,Distance_to_FOL_Switch,Distance_to_PRE_Intersection,Distance_to_PRE_Station,Distance_to_PRE_Switch,Loco,Coach,CCU
6887,427.1213,0.0008028569999999035,0.004800285000000031,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.025017286000000354,0.0,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.004800285000000031,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9347 36.0138),-78.9347,36.0138,0,0,0,6887,344350,3300,13200,20950,750,500,31200,1,4,0
6888,427.1637857,0.0006565709999995306,0.004800285000000031,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.025017286000000354,0.0004,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.004800285000000031,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9346 36.01371),-78.9346,36.01371,0,0,0,6888,344400,3250,13150,20900,800,550,31250,1,4,0
6889,427.1869571,0.0012715719999999919,0.004800285000000031,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.025017286000000354,0.6932,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.004800285000000031,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9345 36.01362),-78.9345,36.01362,0,0,0,6889,344450,3200,13100,20850,850,600,31300,1,4,0
6890,427.2909429,0.0033897150000001377,0.004800285000000031,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.025017286000000354,2.49,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.004800285000000031,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9345 36.01353),-78.9345,36.01353,0,0,0,6890,344500,3150,13050,20800,900,650,31350,1,4,0
6891,427.5259286,0.004800285000000031,0.004727713999999991,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.025017286000000354,0.0006,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.004727713999999991,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9344 36.01343),-78.9344,36.01343,0,0,0,6891,344550,3100,13000,20750,950,700,31400,1,4,0
6892,427.7709714,0.004727713999999991,0.0037288569999998343,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.025017286000000354,0.0006,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.0037288569999998343,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9343 36.01334),-78.9343,36.01334,0,0,0,6892,344600,3050,12950,20700,1000,750,31450,1,4,0
6893,427.9987,0.0037288569999998343,0.002284142999999972,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.025017286000000354,0.0006,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.002284142999999972,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9342 36.01325),-78.9342,36.01325,0,0,0,6893,344650,3000,12900,20650,1050,800,31500,1,4,0
6894,428.1438571,0.002284142999999972,0.0018870000000003983,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.025017286000000354,0.0006,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.0018870000000003983,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9342 36.01315),-78.9342,36.01315,0,0,0,6894,344700,2950,12850,20600,1100,850,31550,1,4,0
6895,428.2271143,0.0013228580000003375,0.0018870000000003983,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.025017286000000354,0.0006,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.0018870000000003983,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9341 36.01306),-78.9341,36.01306,0,0,0,6895,344750,2900,12800,20550,1150,900,31600,1,4,0
6896,428.2761429,0.00036685700000020914,0.0018870000000003983,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.025017286000000354,0.0006,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.0018870000000003983,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.934 36.01297),-78.934,36.01297,0,0,0,6896,344800,2850,12750,20500,1200,950,31650,1,4,0
6897,428.2638,-0.0005604290000002266,0.0018870000000003983,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.021470429000000308,1.365,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.0018870000000003983,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.934 36.01287),-78.934,36.01287,0,0,0,6897,344850,2800,12700,20450,1250,1000,31700,1,4,0
6898,428.2201,-0.0012049999999999273,0.003682142999999769,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.0031978569999995443,1.4646,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.003682142999999769,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9339 36.01278),-78.9339,36.01278,0,0,0,6898,344900,2750,12650,20400,1300,1050,31750,1,4,0
6899,428.1433,-0.0020558570000002874,0.01288757099999998,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,1.5857000000210065e-05,0.0004,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.01288757099999998,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9338 36.01268),-78.9338,36.01268,0,0,0,6899,344950,2700,12600,20350,1350,1100,31800,1,4,0
6900,428.0145143,-0.0024514290000001893,0.017203428999999916,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,1.5857000000210065e-05,0.0002,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.017203428999999916,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9337 36.01259),-78.9337,36.01259,0,0,0,6900,345000,2650,12550,20300,1400,1150,31850,1,4,0
6901,427.8981571,-0.002405713999999648,0.018014286000000084,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.00045200000000022555,0.0006,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.018014286000000084,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9337 36.01249),-78.9337,36.01249,0,0,0,6901,345050,2600,12500,20250,1450,1200,31900,1,4,0
6902,427.7739429,-0.0022701419999998505,0.0184820000000002,0.015970285999999875,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0017934289999999465,0.0004,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.0184820000000002,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9336 36.0124),-78.9336,36.0124,0,0,0,6902,345100,2550,12450,20200,1500,1250,31950,1,4,0
6903,427.6711429,-0.0019511430000000018,0.0184820000000002,0.01167142800000022,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0030668570000000274,0.0004,12.2306,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,0.0184820000000002,17.824,15.469,18.6866,13.277,2.4026,11.2558,13.9544,POINT (-78.9335 36.0123),-78.9335,36.0123,0,0,0,6903,345150,2500,12400,20150,1550,1300,32000,1,4,0
6904,427.5788286,-0.0016162860000002866,0.0184820000000002,0.008527286000000345,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0027207140000001574,0.0,12.2306,17.824,15.469,18.6866,13.277,8.2028,11.2558,13.9544,0.0184820000000002,17.824,15.469,18.6866,13.277,8.2028,11.2558,13.9544,POINT (-78.9335 36.01221),-78.9335,36.01221,0,0,0,6904,345200,2450,12350,20100,1600,1350,32050,1,4,0
6905,427.5095143,-0.0014985719999998537,0.0184820000000002,0.008527286000000345,0.026334428999999774,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0010925709999997934,0.001,12.2306,17.824,15.469,18.6866,13.277,8.2028,11.2558,13.9544,0.0184820000000002,17.824,15.469,18.6866,13.277,8.2028,11.2558,13.9544,POINT (-78.9334 36.01211),-78.9334,36.01211,0,0,0,6905,345250,2400,12300,20050,1650,1400,32100,1,4,0
6906,427.4289714,-0.0012998569999996335,0.0184820000000002,0.008527286000000345,0.03912599999999997,0.0411164279999997,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,0.001,12.2306,17.824,15.469,18.6866,13.277,8.2028,11.2558,13.9544,0.0184820000000002,17.824,15.469,18.6866,13.277,8.2028,11.2558,13.9544,POINT (-78.9333 36.01202),-78.9333,36.01202,0,0,0,6906,345300,2350,12250,20000,1700,1450,32150,1,4,0
6907,427.3795286,-0.0011255710000000363,0.0184820000000002,0.008527286000000345,0.0411164279999997,0.005088428999999906,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,0.0,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,13.9544,0.0184820000000002,12.4934,15.469,18.6866,13.277,8.2028,11.2558,13.9544,POINT (-78.9333 36.01192),-78.9333,36.01192,0,0,0,6907,345350,2300,12200,19950,1750,1500,32200,1,4,0
6908,427.3164143,-0.0011842860000001564,0.0184820000000002,0.008527286000000345,0.0411164279999997,0.005088428999999906,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,0.0004,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,0.0184820000000002,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,POINT (-78.9332 36.01183),-78.9332,36.01183,0,0,0,6908,345400,2250,12150,19900,1800,1550,32250,1,4,0
6909,427.2611,-0.0011297139999999217,0.0184820000000002,0.008527286000000345,0.0411164279999997,0.005088428999999906,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,0.0002,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,0.0184820000000002,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,POINT (-78.9331 36.01173),-78.9331,36.01173,0,0,0,6909,345450,2200,12100,19850,1850,1600,32300,1,4,0
6910,427.2034429,-0.0008394290000001092,0.0184820000000002,0.013665571999999883,0.0411164279999997,0.005088428999999906,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,0.0002,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,0.0184820000000002,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,POINT (-78.933 36.01164),-78.933,36.01164,0,0,0,6910,345500,2150,12050,19800,1900,1650,32350,1,4,0
6911,427.1771571,-0.0010248580000001084,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.005088428999999906,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,0.0006,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,0.0184820000000002,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,POINT (-78.933 36.01154),-78.933,36.01154,0,0,0,6911,345550,2100,12000,19750,1950,1700,32400,1,4,0
6912,427.1009571,-0.0016534279999996216,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.004904999999999973,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,0.0004,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,0.0184820000000002,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,POINT (-78.9329 36.01145),-78.9329,36.01145,0,0,0,6912,345600,2050,11950,19700,2000,1750,32450,1,4,0
6913,427.0118143,-0.00174971400000004,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,0.0004,17.824,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,0.0184820000000002,12.4934,15.469,18.6866,13.277,8.2028,11.2558,6.834,POINT (-78.9328 36.01135),-78.9328,36.01135,0,0,0,6913,345650,2000,11900,19650,2050,1800,32500,1,4,0
6914,426.9259857,-0.0018995720000003758,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,0.0006,17.824,5.6456,15.469,18.6866,13.277,11.7244,11.2558,6.834,0.0184820000000002,5.6456,15.469,18.6866,13.277,11.7244,11.2558,6.834,POINT (-78.9328 36.01125),-78.9328,36.01125,0,0,0,6914,345700,1950,11850,19600,2100,1850,32550,1,4,0
6915,426.8218571,-0.002614000000000374,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.010107856999999854,0.07346828600000038,-0.0008331429999998363,0.0002,17.824,5.6456,15.469,18.6866,13.277,11.7244,11.2558,6.834,0.0184820000000002,5.6456,15.469,18.6866,13.277,11.7244,11.2558,6.834,POINT (-78.9327 36.01116),-78.9327,36.01116,0,0,0,6915,345750,1900,11800,19550,2150,1900,32600,1,4,0
6916,426.6645857,-0.004159999999999968,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.008682000000000016,0.07346828600000038,0.012760571000000028,0.0004,17.824,5.6456,15.469,18.6866,13.277,11.7244,11.2558,6.834,0.0184820000000002,5.6456,15.469,18.6866,13.277,11.7244,11.2558,6.834,POINT (-78.9326 36.01106),-78.9326,36.01106,0,0,0,6916,345800,1850,11750,19500,2200,1950,32650,1,4,0
6917,426.4058571,-0.006314428000000021,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.008308142999999858,0.07346828600000038,0.06935942900000043,0.0008,17.824,5.6456,15.469,18.6866,9.9716,13.277,11.2558,6.834,0.0184820000000002,5.6456,15.469,18.6866,9.9716,13.277,11.2558,6.834,POINT (-78.9326 36.01097),-78.9326,36.01097,0,0,0,6917,345850,1800,11700,19450,2250,2000,32700,1,4,0
6918,426.0331429,-0.007934285000000046,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.008308142999999858,0.07120685699999968,0.07346828600000038,3.9066,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,8.4002,0.0184820000000002,5.6456,15.469,18.6866,9.3018,13.277,11.2558,8.4002,POINT (-78.9325 36.01087),-78.9325,36.01087,0,0,0,6918,345900,1750,11650,19400,2300,2050,32750,1,4,0
6919,425.6124286,-0.008891285999999922,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.008023714000000268,0.06810942799999964,0.07346828600000038,0.7796,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,0.0184820000000002,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,POINT (-78.9324 36.01078),-78.9324,36.01078,0,0,0,6919,345950,1700,11600,19350,2350,2100,32800,1,4,0
6920,425.1440143,-0.010685714999999619,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.006246999999999617,0.10422528600000021,0.007373000000000047,0.06559000000000026,0.07346828600000038,0.0012,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,0.0184820000000002,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,POINT (-78.9323 36.01069),-78.9323,36.01069,0,0,0,6920,346000,1650,11550,19300,2400,2150,32850,1,4,0
6921,424.5438571,-0.013379713999999581,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.007601713999999902,0.10422528600000021,0.006506713999999647,0.047458572000000455,0.07346828600000038,0.0012,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,0.0184820000000002,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,POINT (-78.9323 36.0106),-78.9323,36.0106,0,0,0,6921,346050,1600,11500,19250,2450,2200,32900,1,4,0
6922,423.8060429,-0.014307142000000113,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.10422528600000021,0.005382999999999924,0.012923856999999544,0.07346828600000038,0.0004,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,0.0184820000000002,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,POINT (-78.9322 36.0105),-78.9322,36.0105,0,0,0,6922,346100,1550,11450,19200,2500,2250,32950,1,4,0
6923,423.1131429,-0.013448000000000206,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.10422528600000021,0.004847000000000321,0.010107856999999854,0.07346828600000038,0.0004,17.824,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,0.0184820000000002,5.6456,15.469,18.6866,9.3018,13.277,11.2558,10.251,POINT (-78.9321 36.01041),-78.9321,36.01041,0,0,0,6923,346150,1500,11400,19150,2550,2300,33000,1,4,0
6924,422.4612429,-0.013318285999999943,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.10422528600000021,0.004482429000000252,0.010107856999999854,0.07346828600000038,0.0004,17.824,15.469,9.2548,18.6866,9.3018,13.277,6.2136,11.2558,0.0184820000000002,15.469,9.2548,18.6866,9.3018,13.277,6.2136,11.2558,POINT (-78.932 36.01032),-78.932,36.01032,0,0,0,6924,346200,1450,11350,19100,2600,2350,33050,1,4,0
6925,421.7813143,-0.013110715000000255,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.10422528600000021,0.0535592859999997,0.010107856999999854,0.07346828600000038,0.0004,17.824,15.469,9.2548,18.6866,9.3018,13.277,5.8212,11.2558,0.0184820000000002,15.469,9.2548,18.6866,9.3018,13.277,5.8212,11.2558,POINT (-78.932 36.01022),-78.932,36.01022,0,0,0,6925,346250,1400,11300,19050,2650,2400,33100,1,4,0
6926,421.1501714,-0.012168286000000422,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.10225971399999992,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.9592,17.824,15.469,9.2548,18.6866,9.3018,13.277,5.8212,11.2558,0.0184820000000002,15.469,9.2548,18.6866,9.3018,13.277,5.8212,11.2558,POINT (-78.9319 36.01013),-78.9319,36.01013,0,0,0,6926,346300,1350,11250,19000,2700,2450,33150,1,4,0
6927,420.5644857,-0.010023713999999587,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.08982214300000009,0.10422528600000021,0.010107856999999854,0.07346828600000038,3.1902,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,0.0184820000000002,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,POINT (-78.9318 36.01004),-78.9318,36.01004,0,0,0,6927,346350,1300,11200,18950,2750,2500,33200,1,4,0
6928,420.1478,-0.0059895709999995,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.05410328600000014,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.001,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,0.0184820000000002,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,POINT (-78.9317 36.00995),-78.9317,36.00995,0,0,0,6928,346400,1250,11150,18900,2800,2550,33250,1,4,0
6929,419.9655286,-0.0026437140000001593,0.0184820000000002,0.026334428999999774,0.0411164279999997,0.028427857000000358,0.016239999999999668,0.10422528600000021,0.010107856999999854,0.07346828600000038,0.0006,17.824,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,0.0184820000000002,15.469,18.6866,12.0578,9.3018,13.277,5.8212,11.2558,POINT (-78.9317 36.00986),-78.9317,36.00986,0,0,0,6929,346450,1200,11100,18850,2850,2600,33300,1,4,0
