Node_ID,Speed_mph,Elevation_Smoothen_ft,Elev_Delta_CUR_ft,Elev_Delta_FOL_2500ft_ft,Elev_Delta_FOL_2k5_5kft_ft,Elev_Delta_FOL_5k_7k5ft_ft,Elev_Delta_FOL_7k5_10kft_ft,Elev_Delta_PRE_2500ft_ft,Elev_Delta_PRE_2k5_5kft_ft,Elev_Delta_PRE_5k_7k5ft_ft,Elev_Delta_PRE_7k5_10kft_ft,Curve_CUR_degree,Curve_Max_FOL_2500ft_degree,Curve_Max_FOL_2k5_5kft_degree,Curve_Max_FOL_5k_7k5ft_degree,Curve_Max_FOL_7k5_10kft_degree,Curve_Max_PRE_2500ft_degree,Curve_Max_PRE_2k5_5kft_degree,Curve_Max_PRE_5k_7k5ft_degree,Curve_Max_PRE_7k5_10kft_degree,Elev_Delta_FOL_2500ft_ft,Curve_Max_FOL_2k5_5kft_degree,Curve_Max_FOL_5k_7k5ft_degree,Curve_Max_FOL_7k5_10kft_degree,Curve_Max_PRE_2500ft_degree,Curve_Max_PRE_2k5_5kft_degree,Curve_Max_PRE_5k_7k5ft_degree,Curve_Max_PRE_7k5_10kft_degree,Station,Intersection,Switch,geometry,x_coordinate,y_coordinate,Station_if,Intersection_if,Switch_if,Node_ID,Cumulative_Length_ft,Distance_to_FOL_Intersection,Distance_to_FOL_Station,Distance_to_FOL_Switch,Distance_to_PRE_Intersection,Distance_to_PRE_Station,Distance_to_PRE_Switch,Loco,Coach,CCU
10351,44.25,389.5082286,-0.007138572000000068,0.016841285000000424,0.009211857000000236,-0.005353427999999667,-0.008257285000000251,0.04954642799999988,-0.0038944279999998345,-0.004407284999999774,-0.0023657140000000253,0.0,1.1334,2.7002,0.607,11.1176,0.5448,3.4144,4.4812,5.9384,0.016841285000000424,2.7002,0.607,11.1176,0.5448,3.4144,4.4812,5.9384,,,,POINT (-78.67297599999999 35.78597599999999),-78.673,35.78593,0,0,0,10351,517550,500,9950,30650,750,42750,40800,2.0,4.0,0.0
10349,23.07,390.2114143,-0.007223142999999936,0.016841285000000424,0.009211857000000236,-0.005353427999999667,-0.009088714000000095,0.04954642799999988,-0.0038944279999998345,-0.004407284999999774,-0.0023657140000000253,0.0,1.1334,2.7002,0.607,11.1176,2.2126,3.4144,4.4812,5.9384,0.016841285000000424,2.7002,0.607,11.1176,2.2126,3.4144,4.4812,5.9384,,,,POINT (-78.67318999999999 35.786047999999994),-78.6732,35.78602,0,0,0,10349,517450,600,10050,30750,650,42650,40700,2.0,5.0,0.0
10343,27.63,392.3885857,-0.00652614299999982,0.016841285000000424,0.009211857000000236,-0.0035645720000002257,-0.008829142999999817,0.04954642799999988,-0.0038944279999998345,-0.004407284999999774,-0.0023657140000000253,0.0004,1.1334,2.7002,0.3746,2.7556,2.2126,3.4144,4.4812,5.9384,0.016841285000000424,2.7002,0.3746,2.7556,2.2126,3.4144,4.4812,5.9384,,,,POINT (-78.673991 35.78633799999999),-78.674,35.78629,0,0,0,10343,517150,900,10350,31050,350,42350,40400,2.0,4.0,0.0
10340,28.46,389.9608857,0.04954642799999988,0.027548428999999715,0.009211857000000236,-0.0035645720000002257,-0.00875071500000047,0.020492714000000092,-0.0038944279999998345,-0.004407284999999774,-0.0023657140000000253,0.0004,1.1334,2.7002,0.3746,0.607,3.4144,3.37,4.4812,5.9384,0.027548428999999715,2.7002,0.3746,0.607,3.4144,3.37,4.4812,5.9384,,,,POINT (-78.67425799999998 35.786440999999996),-78.6743,35.78643,0,0,0,10340,517000,1050,10500,31200,200,42200,40250,1.0,7.0,0.0
10337,13.94,388.2226857,-0.0065035710000000795,0.04954642799999988,0.009211857000000236,-0.0035645720000002257,-0.008131713999999875,-0.006102713999999878,-0.0038944279999998345,-0.004407284999999774,-0.0023657140000000253,0.0006,1.1334,2.7002,1.366,0.607,3.4144,3.37,4.4812,5.9384,0.04954642799999988,2.7002,1.366,0.607,3.4144,3.37,4.4812,5.9384,,,,POINT (-78.67467 35.786598000000005),-78.6747,35.78657,0,0,0,10337,516850,1200,10650,31350,50,42050,40100,1.0,4.0,1.0
10335,24.68,388.8815571,-0.011034000000000219,0.04954642799999988,0.009211857000000236,-0.0035645720000002257,-0.007860428000000183,-0.006102713999999878,-0.0038944279999998345,-0.004407284999999774,-0.0023657140000000253,0.0004,1.1334,2.7002,1.366,0.607,3.4144,3.2258,5.9384,5.25986,0.04954642799999988,2.7002,1.366,0.607,3.4144,3.2258,5.9384,5.25986,,,,POINT (-78.67495199999999 35.786654999999996),-78.675,35.78666,0,0,0,10335,516750,50,10750,31450,4200,41950,40000,1.0,7.0,0.0
9515,24.89,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77945199999999 35.788467000000004),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,22.49,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779513 35.788478000000005),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,16.6,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779513 35.788478000000005),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,1.0,7.0,0.0
9515,21.88,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77945999999999 35.788478000000005),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,21.41,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77954399999999 35.788478000000005),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,5.0,0.0
9515,17.96,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779506 35.788478000000005),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9516,25.86,497.8990714,0.003677142999999887,0.05436414199999945,0.00513885700000003,-0.00024914300000034473,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,0.00066,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77942899999998 35.788478000000005),-78.7794,35.78848,0,0,0,9516,475800,1800,51700,950,1450,1000,59950,2.0,4.0,0.0
9515,17.71,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779506 35.788478000000005),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,1.0,7.0,0.0
9515,23.82,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779536 35.788478000000005),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,1.0,4.0,1.0
9516,36.56,497.8990714,0.003677142999999887,0.05436414199999945,0.00513885700000003,-0.00024914300000034473,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,0.00066,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779422 35.78848599999999),-78.7794,35.78848,0,0,0,9516,475800,1800,51700,950,1450,1000,59950,2.0,4.0,0.0
9514,28.54,497.4839571,0.004384142999999768,0.05436414199999945,0.00513885700000003,0.0007302859999998645,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,2.86602,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779551 35.78848599999999),-78.7796,35.78846,0,0,0,9514,475700,1900,51800,1050,1350,900,59850,2.0,4.0,0.0
9515,17.95,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77948299999998 35.78848599999999),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,30.61,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77945999999999 35.78848599999999),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,22.61,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779536 35.78848599999999),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,1.0,4.0,1.0
9516,29.37,497.8990714,0.003677142999999887,0.05436414199999945,0.00513885700000003,-0.00024914300000034473,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,0.00066,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77942899999998 35.78848599999999),-78.7794,35.78848,0,0,0,9516,475800,1800,51700,950,1450,1000,59950,2.0,4.0,0.0
9515,15.87,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779513 35.78848599999999),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,18.9,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779506 35.78848599999999),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,1.0,7.0,0.0
9515,35.62,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77947499999999 35.78848599999999),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9516,21.75,497.8990714,0.003677142999999887,0.05436414199999945,0.00513885700000003,-0.00024914300000034473,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,0.00066,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779414 35.78848599999999),-78.7794,35.78848,0,0,0,9516,475800,1800,51700,950,1450,1000,59950,2.0,4.0,0.0
9515,27.2,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779521 35.78848599999999),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,35.94,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77954399999999 35.788497),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,22.83,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77945999999999 35.788497),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,20.04,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77948999999998 35.788497),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,5.0,0.0
9515,20.87,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77948299999998 35.788497),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,20.7,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779513 35.788497),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9507,20.03,495.9305,0.003488286000000471,0.05436414199999945,0.00513885700000003,0.004601284999999962,0.0067428570000004125,0.021558714000000236,0.019332143000000315,0.039030429000000026,0.02736385700000028,3.48342,9.20298,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.780566 35.788501),-78.7806,35.78847,0,0,0,9507,475350,2250,52150,1400,1000,550,59500,1.0,7.0,0.0
9515,19.94,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779521 35.78850899999999),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,23.79,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.77945999999999 35.78850899999999),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,1.0,4.0,1.0
9515,19.57,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779536 35.78850899999999),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,18.14,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779506 35.78850899999999),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9515,15.89,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779521 35.788516),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,1.0,4.0,1.0
9515,11.57,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779536 35.788516),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,1.0,4.0,1.0
9515,17.68,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779506 35.788516),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9503,0.08,495.0066857,0.006954286000000138,0.006175428999999895,0.05436414199999945,0.00513885700000003,0.0067428570000004125,0.021558714000000236,0.019332143000000315,0.039030429000000026,0.02736385700000028,2.4836,9.20298,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,0.006175428999999895,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.78106999999999 35.78853600000001),-78.7811,35.78854,0,0,0,9503,475150,2450,52350,1600,800,350,59300,1.0,7.0,0.0
9504,15.82,495.3356857,0.006175428999999895,0.01129928600000028,0.05436414199999945,0.0050985719999999905,0.0067428570000004125,0.021558714000000236,0.019332143000000315,0.039030429000000026,0.02736385700000028,6.39244,9.20298,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,0.01129928600000028,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.780955 35.788539),-78.781,35.78852,0,0,0,9504,475200,2400,52300,1550,850,400,59350,1.0,7.0,0.0
9515,26.3,497.7122286,0.0041511430000002745,0.05436414199999945,0.00513885700000003,0.00040114299999970625,0.0067428570000004125,0.021558714000000236,0.016448286000000395,0.039030429000000026,0.026525285999999825,5.87574,9.20298,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,0.05436414199999945,9.07108,4.54146,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.779536 35.788558),-78.7795,35.78846,0,0,0,9515,475750,1850,51750,1000,1400,950,59900,2.0,4.0,0.0
9503,0.05,495.0066857,0.006954286000000138,0.006175428999999895,0.05436414199999945,0.00513885700000003,0.0067428570000004125,0.021558714000000236,0.019332143000000315,0.039030429000000026,0.02736385700000028,2.4836,9.20298,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,0.006175428999999895,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.781146 35.788558),-78.7811,35.78854,0,0,0,9503,475150,2450,52350,1600,800,350,59300,1.0,7.0,0.0
9503,0.2,495.0066857,0.006954286000000138,0.006175428999999895,0.05436414199999945,0.00513885700000003,0.0067428570000004125,0.021558714000000236,0.019332143000000315,0.039030429000000026,0.02736385700000028,2.4836,9.20298,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,0.006175428999999895,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.781062 35.788565999999996),-78.7811,35.78854,0,0,0,9503,475150,2450,52350,1600,800,350,59300,2.0,5.0,0.0
9501,0.07,494.2340714,0.008387713999999847,0.007726142999999865,0.05436414199999945,0.00513885700000003,0.0067428570000004125,0.021558714000000236,0.019332143000000315,0.039030429000000026,0.02736385700000028,0.2806,9.20298,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,0.007726142999999865,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.781436 35.78857699999999),-78.7814,35.78859,0,0,0,9501,475050,2550,52450,1700,700,250,59200,2.0,4.0,0.0
9501,0.04,494.2340714,0.008387713999999847,0.007726142999999865,0.05436414199999945,0.00513885700000003,0.0067428570000004125,0.021558714000000236,0.019332143000000315,0.039030429000000026,0.02736385700000028,0.2806,9.20298,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,0.007726142999999865,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.781405 35.788589),-78.7814,35.78859,0,0,0,9501,475050,2550,52450,1700,700,250,59200,2.0,4.0,0.0
9501,0.02,494.2340714,0.008387713999999847,0.007726142999999865,0.05436414199999945,0.00513885700000003,0.0067428570000004125,0.021558714000000236,0.019332143000000315,0.039030429000000026,0.02736385700000028,0.2806,9.20298,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,0.007726142999999865,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.78138999999999 35.788597),-78.7814,35.78859,0,0,0,9501,475050,2550,52450,1700,700,250,59200,2.0,4.0,0.0
9501,0.04,494.2340714,0.008387713999999847,0.007726142999999865,0.05436414199999945,0.00513885700000003,0.0067428570000004125,0.021558714000000236,0.019332143000000315,0.039030429000000026,0.02736385700000028,0.2806,9.20298,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,0.007726142999999865,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.78142 35.788597),-78.7814,35.78859,0,0,0,9501,475050,2550,52450,1700,700,250,59200,2.0,4.0,0.0
9501,0.01,494.2340714,0.008387713999999847,0.007726142999999865,0.05436414199999945,0.00513885700000003,0.0067428570000004125,0.021558714000000236,0.019332143000000315,0.039030429000000026,0.02736385700000028,0.2806,9.20298,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,0.007726142999999865,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.78137499999998 35.788597),-78.7814,35.78859,0,0,0,9501,475050,2550,52450,1700,700,250,59200,2.0,4.0,0.0
9501,0.01,494.2340714,0.008387713999999847,0.007726142999999865,0.05436414199999945,0.00513885700000003,0.0067428570000004125,0.021558714000000236,0.019332143000000315,0.039030429000000026,0.02736385700000028,0.2806,9.20298,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,0.007726142999999865,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.781443 35.788597),-78.7814,35.78859,0,0,0,9501,475050,2550,52450,1700,700,250,59200,2.0,4.0,0.0
9501,0.09,494.2340714,0.008387713999999847,0.007726142999999865,0.05436414199999945,0.00513885700000003,0.0067428570000004125,0.021558714000000236,0.019332143000000315,0.039030429000000026,0.02736385700000028,0.2806,9.20298,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,0.007726142999999865,9.07108,6.72164,0.3682,8.0232,8.5634,2.7262,1.3782,,,,POINT (-78.78142 35.788607999999996),-78.7814,35.78859,0,0,0,9501,475050,2550,52450,1700,700,250,59200,2.0,4.0,0.0
